season,date,home_team,minutes_played_home,made_field_goals_home,attempted_field_goals_home,made_three_point_field_goals_home,attempted_three_point_field_goals_home,made_free_throws_home,attempted_free_throws_home,offensive_rebounds_home,defensive_rebounds_home,assists_home,steals_home,blocks_home,turnovers_home,personal_fouls_home,true_shooting_percentage_home,effective_field_goal_percentage_home,3_point_attempt_rate_home,free_throw_attempt_rate_home,offensive_rebound_percentage_home,defensive_rebound_percentage_home,total_rebound_percentage_home,assist_percentage_home,steal_percentage_home,block_percentage_home,turnover_percentage_home,useage_percentage_home,offensive_rating_home,defensive_rating_home,points_home,minutes_played_away,made_field_goals_away,attempted_field_goals_away,made_three_point_field_goals_away,attempted_three_point_field_goals_away,made_free_throws_away,attempted_free_throws_away,offensive_rebounds_away,defensive_rebounds_away,assists_away,steals_away,blocks_away,turnovers_away,personal_fouls_away,true_shooting_percentage_away,effective_field_goal_percentage_away,3_point_attempt_rate_away,free_throw_attempt_rate_away,offensive_rebound_percentage_away,defensive_rebound_percentage_away,total_rebound_percentage_away,assist_percentage_away,steal_percentage_away,block_percentage_away,turnover_percentage_away,useage_percentage_away,offensive_rating_away,defensive_rating_away,points_away,during_playoffs,home_won
2012-2013,2012-11-13,INDIANA PACERS,248.33333333333334,34.166666666666664,85.0,6.166666666666667,21.333333333333332,16.0,21.0,14.666666666666666,34.166666666666664,16.333333333333332,6.5,6.833333333333333,16.166666666666668,16.5,0.48000000000000004,0.4386666666666667,0.25133333333333335,0.24733333333333338,30.88333333333333,77.01666666666667,52.916666666666664,47.73333333333334,6.966666666666666,9.983333333333333,14.533333333333333,100.0,97.98333333333333,101.28333333333335,90.5,252.5,37.333333333333336,87.33333333333333,8.166666666666666,23.5,19.333333333333332,24.0,11.833333333333334,27.833333333333332,21.5,9.0,3.3333333333333335,13.166666666666666,26.5,0.5199999999999999,0.4721666666666666,0.27216666666666667,0.276,25.650000000000002,73.91666666666667,47.5,57.71666666666667,9.200000000000001,5.650000000000001,11.783333333333331,100.0,105.46666666666668,110.30000000000001,102.16666666666667,0,0
2012-2013,2012-11-13,LOS ANGELES LAKERS,240.0,34.5,77.0,7.5,22.0,23.333333333333332,31.666666666666668,14.5,33.0,19.833333333333332,8.166666666666666,5.5,18.333333333333332,18.833333333333332,0.5525,0.49899999999999994,0.2836666666666667,0.41616666666666663,36.016666666666666,74.48333333333333,56.13333333333333,56.48333333333333,8.916666666666666,8.55,16.833333333333332,100.0,108.63333333333333,101.71666666666665,99.83333333333333,240.0,37.166666666666664,75.83333333333333,6.666666666666667,18.166666666666668,17.333333333333332,22.166666666666668,7.166666666666667,31.166666666666668,25.5,8.666666666666666,5.0,16.666666666666668,17.666666666666668,0.5755,0.5358333333333333,0.24100000000000002,0.29933333333333334,19.53333333333333,71.80000000000001,47.449999999999996,69.58333333333333,9.383333333333333,7.516666666666667,16.21666666666667,100.0,106.03333333333335,101.14999999999999,98.33333333333333,0,0
2012-2013,2012-11-13,SACRAMENTO KINGS,248.33333333333334,35.666666666666664,89.16666666666667,5.333333333333333,18.666666666666668,15.5,20.5,13.333333333333334,29.5,17.0,9.666666666666666,5.5,12.5,24.666666666666668,0.47150000000000003,0.4326666666666667,0.20966666666666667,0.23249999999999996,28.099999999999998,69.86666666666667,47.699999999999996,48.166666666666664,10.166666666666666,8.633333333333333,11.283333333333333,100.0,98.10000000000001,105.14999999999999,92.16666666666667,244.16666666666666,35.166666666666664,87.0,7.833333333333333,22.833333333333332,15.833333333333334,21.5,13.5,29.833333333333332,19.166666666666668,9.5,4.333333333333333,14.666666666666666,20.0,0.48783333333333334,0.44933333333333336,0.26300000000000007,0.25316666666666665,27.099999999999998,79.86666666666666,49.81666666666666,54.199999999999996,9.950000000000001,7.05,13.149999999999999,100.0,99.2,108.66666666666667,94.0,0,0
2012-2013,2012-11-14,BOSTON CELTICS,244.16666666666666,35.5,78.0,4.833333333333333,14.833333333333334,19.833333333333332,24.833333333333332,6.333333333333333,30.333333333333332,25.166666666666668,7.666666666666667,4.166666666666667,13.166666666666666,18.666666666666668,0.5383333333333332,0.48616666666666664,0.1895,0.3228333333333333,16.266666666666666,75.51666666666667,45.916666666666664,70.75,8.15,6.366666666666667,12.816666666666668,100.0,101.76666666666667,101.39999999999999,95.66666666666667,252.5,38.5,84.66666666666667,5.833333333333333,18.0,18.333333333333332,23.666666666666668,10.666666666666666,31.666666666666668,21.5,8.166666666666666,8.666666666666666,15.833333333333334,23.166666666666668,0.53,0.4891666666666667,0.21066666666666667,0.2783333333333333,24.75,70.93333333333335,48.18333333333334,55.666666666666664,8.416666666666666,12.433333333333332,14.316666666666668,100.0,103.21666666666668,105.06666666666668,101.16666666666667,0,1
2012-2013,2012-11-14,DALLAS MAVERICKS,244.16666666666666,38.333333333333336,80.33333333333333,9.166666666666666,21.5,17.833333333333332,23.5,8.333333333333334,34.166666666666664,22.5,7.0,5.0,14.833333333333334,22.166666666666668,0.5748333333333334,0.5351666666666667,0.26766666666666666,0.2915,20.98333333333333,71.2,48.699999999999996,58.300000000000004,7.5,7.466666666666666,13.866666666666665,100.0,110.48333333333333,104.5,103.66666666666667,244.16666666666666,33.166666666666664,84.0,7.166666666666667,25.666666666666668,12.5,17.5,11.333333333333334,31.166666666666668,23.0,8.166666666666666,6.5,15.833333333333334,21.5,0.4718333333333333,0.4386666666666666,0.30350000000000005,0.211,23.8,74.88333333333334,48.79999999999999,69.68333333333332,8.75,10.249999999999998,14.683333333333335,100.0,92.5,101.30000000000001,86.0,0,1
2012-2013,2012-11-14,GOLDEN STATE WARRIORS,248.33333333333334,36.333333333333336,84.66666666666667,6.833333333333333,20.833333333333332,17.833333333333332,25.0,10.833333333333334,33.666666666666664,21.166666666666668,7.333333333333333,3.5,15.333333333333334,24.666666666666668,0.511,0.47266666666666673,0.246,0.2981666666666667,24.216666666666665,73.64999999999999,49.46666666666666,57.79999999999999,7.3999999999999995,5.483333333333333,13.933333333333332,100.0,99.48333333333333,104.21666666666665,97.33333333333333,240.0,36.333333333333336,81.16666666666667,7.833333333333333,22.833333333333332,12.0,17.166666666666668,9.833333333333334,30.666666666666668,21.166666666666668,8.833333333333334,4.333333333333333,15.166666666666666,18.5,0.5201666666666667,0.4953333333333334,0.2828333333333333,0.21283333333333332,23.78333333333333,72.78333333333335,48.81666666666667,58.68333333333334,9.516666666666667,7.2,14.616666666666667,100.0,100.69999999999999,101.83333333333336,92.5,0,1
2012-2013,2012-11-14,LOS ANGELES CLIPPERS,240.0,38.666666666666664,78.33333333333333,6.833333333333333,18.833333333333332,18.166666666666668,22.833333333333332,8.666666666666666,30.666666666666668,23.166666666666668,9.833333333333334,6.5,15.5,24.0,0.5795,0.5373333333333333,0.24283333333333337,0.30183333333333334,24.46666666666667,73.95,50.833333333333336,60.25,10.65,11.666666666666666,14.9,100.0,110.05000000000001,101.35000000000001,102.33333333333333,240.0,40.333333333333336,81.66666666666667,9.333333333333334,22.166666666666668,16.666666666666668,22.333333333333332,9.666666666666666,31.0,25.0,7.333333333333333,4.833333333333333,12.166666666666666,19.666666666666668,0.5833333333333334,0.5493333333333333,0.27166666666666667,0.2743333333333334,24.46666666666667,72.60000000000001,49.86666666666667,61.75,7.95,7.883333333333333,11.766666666666666,100.0,115.03333333333335,106.3,106.66666666666667,0,1
2012-2013,2012-11-14,MILWAUKEE BUCKS,240.0,38.666666666666664,83.66666666666667,6.5,18.5,14.833333333333334,19.5,9.666666666666666,32.666666666666664,24.333333333333332,9.333333333333334,6.5,16.333333333333332,19.666666666666668,0.5385000000000001,0.5046666666666667,0.22266666666666668,0.2335,22.400000000000002,80.23333333333333,52.18333333333334,62.75,9.75,10.316666666666666,15.066666666666668,100.0,102.63333333333334,100.99999999999999,98.66666666666667,248.33333333333334,32.666666666666664,83.66666666666667,5.833333333333333,19.5,16.5,20.666666666666668,14.666666666666666,33.666666666666664,15.5,7.0,7.166666666666667,15.333333333333334,16.5,0.4716666666666667,0.42416666666666664,0.23249999999999996,0.24866666666666667,30.28333333333333,77.38333333333334,52.28333333333334,47.849999999999994,7.683333333333333,10.666666666666666,14.033333333333333,100.0,96.7,100.21666666666665,87.66666666666667,0,1
2012-2013,2012-11-14,MINNESOTA TIMBERWOLVES,240.0,34.166666666666664,74.66666666666667,4.833333333333333,15.5,18.333333333333332,23.833333333333332,10.333333333333334,31.333333333333332,22.666666666666668,8.333333333333334,6.5,15.666666666666666,18.5,0.539,0.4908333333333333,0.20883333333333334,0.33516666666666667,27.400000000000002,73.23333333333333,52.31666666666666,66.18333333333332,9.450000000000001,10.299999999999999,15.550000000000002,100.0,104.25,102.36666666666666,91.5,244.16666666666666,36.5,86.5,5.5,18.666666666666668,20.0,25.5,14.833333333333334,28.833333333333332,18.666666666666668,9.0,7.5,12.166666666666666,19.5,0.5048333333333334,0.4538333333333333,0.21583333333333335,0.29633333333333334,31.299999999999997,68.21666666666667,48.43333333333334,51.666666666666664,9.549999999999999,12.600000000000001,11.033333333333333,100.0,106.11666666666666,109.81666666666666,98.5,0,0
2012-2013,2012-11-14,OKLAHOMA CITY THUNDER,240.0,34.833333333333336,72.5,6.5,17.5,24.333333333333332,27.833333333333332,7.166666666666667,33.5,20.833333333333332,7.666666666666667,8.666666666666666,18.333333333333332,21.5,0.5945,0.5256666666666666,0.2416666666666667,0.38316666666666666,20.9,73.76666666666667,51.18333333333333,59.43333333333333,8.166666666666666,14.100000000000001,17.816666666666666,100.0,107.53333333333332,99.8,100.5,240.0,37.166666666666664,86.16666666666667,6.5,16.666666666666668,19.833333333333332,24.5,13.333333333333334,31.166666666666668,22.833333333333332,10.166666666666666,5.833333333333333,13.166666666666666,20.333333333333332,0.5218333333333334,0.47116666666666673,0.19333333333333336,0.2876666666666667,30.933333333333326,73.91666666666667,52.36666666666667,61.43333333333334,10.9,9.333333333333334,11.983333333333333,100.0,108.3,98.41666666666667,100.66666666666667,0,0
2012-2013,2012-11-14,PHILADELPHIA 76ERS,240.0,34.833333333333336,81.5,7.166666666666667,18.666666666666668,13.833333333333334,17.5,9.833333333333334,32.333333333333336,20.333333333333332,8.166666666666666,4.0,15.333333333333334,18.0,0.509,0.47266666666666673,0.22766666666666668,0.2165,22.933333333333334,80.26666666666667,50.883333333333326,58.300000000000004,8.733333333333334,7.1499999999999995,14.733333333333334,100.0,98.71666666666665,101.5,90.66666666666667,240.0,33.333333333333336,80.0,6.166666666666667,17.166666666666668,18.0,24.0,11.833333333333334,25.833333333333332,21.833333333333332,6.5,6.666666666666667,14.666666666666666,20.333333333333332,0.5021666666666667,0.45683333333333337,0.21550000000000002,0.3025,27.216666666666665,67.53333333333335,46.1,65.43333333333334,7.1833333333333345,11.283333333333333,13.933333333333332,100.0,100.55000000000001,113.59999999999998,90.83333333333333,0,0
2012-2013,2012-11-14,PHOENIX SUNS,240.0,38.333333333333336,89.0,6.833333333333333,18.666666666666668,17.833333333333332,24.333333333333332,14.333333333333334,27.666666666666668,22.5,8.666666666666666,7.0,12.0,20.5,0.5071666666666667,0.4688333333333334,0.20999999999999996,0.27566666666666667,29.899999999999995,72.8,48.51666666666667,58.1,9.133333333333335,10.766666666666666,10.683333333333335,100.0,107.55000000000001,114.26666666666667,101.33333333333333,240.0,36.0,79.83333333333333,3.8333333333333335,11.666666666666666,19.0,24.0,10.5,31.666666666666668,24.5,7.166666666666667,5.0,14.166666666666666,17.666666666666668,0.529,0.48183333333333334,0.1455,0.3063333333333333,25.899999999999995,76.8,52.26666666666667,67.76666666666665,7.916666666666668,7.783333333333334,13.550000000000002,100.0,104.33333333333333,100.18333333333332,94.83333333333333,0,0
2012-2013,2012-11-15,BROOKLYN NETS,240.0,35.666666666666664,78.5,7.166666666666667,21.333333333333332,18.0,25.5,11.5,30.5,20.666666666666668,6.5,5.666666666666667,14.666666666666666,17.333333333333332,0.5375,0.501,0.27283333333333337,0.3243333333333333,29.5,72.50000000000001,51.5,57.86666666666667,7.333333333333333,8.466666666666667,14.0,100.0,108.38333333333333,103.53333333333335,96.5,244.16666666666666,36.0,77.66666666666667,4.666666666666667,14.166666666666666,20.666666666666668,26.166666666666668,6.0,30.166666666666668,25.5,7.5,4.166666666666667,11.666666666666666,18.5,0.5464999999999999,0.49416666666666664,0.18116666666666667,0.3426666666666667,15.799999999999999,73.60000000000001,45.38333333333333,70.75,8.1,6.383333333333334,11.449999999999998,100.0,105.16666666666667,101.89999999999999,97.33333333333333,0,1
2012-2013,2012-11-15,DENVER NUGGETS,248.33333333333334,41.833333333333336,91.66666666666667,6.666666666666667,21.0,14.5,22.166666666666668,16.666666666666668,34.833333333333336,23.0,7.5,8.333333333333334,15.0,19.5,0.5223333333333333,0.49866666666666665,0.22916666666666666,0.24233333333333337,35.8,74.55,55.51666666666667,55.81666666666666,7.733333333333334,12.4,13.033333333333333,100.0,109.43333333333334,104.21666666666665,104.83333333333333,240.0,39.0,80.66666666666667,9.166666666666666,21.5,16.333333333333332,22.666666666666668,10.333333333333334,31.0,24.333333333333332,7.666666666666667,4.5,14.0,21.166666666666668,0.5716666666666667,0.5385,0.26699999999999996,0.28300000000000003,25.816666666666666,75.16666666666667,51.21666666666667,62.15,8.316666666666668,8.049999999999999,13.383333333333335,100.0,111.80000000000001,104.85000000000001,103.5,0,0
2012-2013,2012-11-16,DETROIT PISTONS,240.0,34.5,79.0,6.0,16.166666666666668,18.333333333333332,25.333333333333332,11.666666666666666,30.0,23.166666666666668,6.166666666666667,7.0,14.833333333333334,21.166666666666668,0.5186666666666667,0.4768333333333333,0.204,0.32483333333333336,27.316666666666666,71.66666666666667,49.13333333333333,66.96666666666665,6.783333333333332,11.483333333333334,14.133333333333335,100.0,102.85000000000001,106.94999999999999,93.33333333333333,240.0,34.333333333333336,81.16666666666667,5.0,13.333333333333334,12.0,16.5,10.5,31.0,22.5,5.5,4.666666666666667,14.833333333333334,19.0,0.4828333333333334,0.4531666666666667,0.165,0.20166666666666666,24.53333333333333,72.46666666666668,48.43333333333334,65.78333333333333,6.05,7.7,14.516666666666667,100.0,94.31666666666668,105.38333333333334,85.66666666666667,0,0
2012-2013,2012-11-16,INDIANA PACERS,240.0,31.166666666666668,80.5,6.0,19.166666666666668,15.833333333333334,21.333333333333332,13.833333333333334,32.166666666666664,16.0,5.833333333333333,5.5,15.0,16.333333333333332,0.4676666666666667,0.4228333333333334,0.23716666666666664,0.26783333333333337,29.099999999999994,77.10000000000001,51.4,51.56666666666666,6.650000000000001,8.633333333333333,14.199999999999998,100.0,95.41666666666667,102.7,84.16666666666667,244.16666666666666,36.666666666666664,80.0,7.0,19.166666666666668,20.166666666666668,26.5,9.333333333333334,32.666666666666664,20.666666666666668,7.0,4.5,13.333333333333334,20.833333333333332,0.5499999999999999,0.5028333333333334,0.239,0.3306666666666666,22.666666666666668,71.91666666666667,48.86666666666667,56.300000000000004,7.583333333333333,7.116666666666666,12.533333333333333,100.0,108.68333333333334,106.23333333333333,100.5,0,1
2012-2013,2012-11-16,LOS ANGELES LAKERS,240.0,33.666666666666664,77.33333333333333,7.166666666666667,22.333333333333332,21.333333333333332,30.0,14.166666666666666,33.833333333333336,19.333333333333332,8.0,6.666666666666667,17.166666666666668,16.333333333333332,0.5315,0.4828333333333333,0.287,0.39166666666666666,34.28333333333334,74.66666666666667,55.43333333333334,56.449999999999996,8.816666666666668,10.166666666666666,16.016666666666666,100.0,105.56666666666668,97.26666666666667,95.83333333333333,244.16666666666666,38.833333333333336,91.33333333333333,7.0,19.0,18.666666666666668,24.166666666666668,14.833333333333334,28.166666666666668,22.5,9.166666666666666,6.333333333333333,11.333333333333334,22.166666666666668,0.5065000000000001,0.4643333333333333,0.20849999999999994,0.26966666666666667,30.76666666666667,72.64999999999999,49.03333333333334,57.51666666666667,9.633333333333335,10.033333333333333,9.966666666666667,100.0,109.08333333333336,113.13333333333333,103.33333333333333,0,1
2012-2013,2012-11-16,MEMPHIS GRIZZLIES,240.0,39.0,87.33333333333333,7.333333333333333,17.166666666666668,17.833333333333332,21.833333333333332,12.5,31.166666666666668,22.5,8.833333333333334,5.666666666666667,11.5,20.0,0.5345,0.4905000000000001,0.19666666666666666,0.2546666666666667,29.799999999999997,73.23333333333333,51.76666666666667,57.65,9.616666666666667,9.05,10.666666666666666,100.0,112.55,99.26666666666667,103.16666666666667,240.0,38.166666666666664,83.16666666666667,11.833333333333334,27.833333333333332,15.333333333333334,20.666666666666668,9.5,30.333333333333332,19.666666666666668,9.666666666666666,3.5,9.666666666666666,17.166666666666668,0.5619999999999999,0.5308333333333334,0.33516666666666667,0.24816666666666665,21.250000000000004,73.73333333333333,46.416666666666664,51.916666666666664,10.583333333333334,5.883333333333333,9.516666666666666,100.0,114.01666666666667,98.81666666666666,103.5,0,1
2012-2013,2012-11-16,MINNESOTA TIMBERWOLVES,240.0,34.5,77.5,4.666666666666667,16.0,18.0,24.833333333333332,12.166666666666666,32.333333333333336,23.0,8.166666666666666,7.0,14.5,18.0,0.5211666666666667,0.4765,0.20633333333333334,0.3306666666666667,29.066666666666674,75.81666666666666,53.51666666666666,66.58333333333333,9.216666666666667,11.066666666666665,14.100000000000001,100.0,103.68333333333334,98.60000000000001,91.66666666666667,248.33333333333334,35.833333333333336,83.16666666666667,6.0,20.5,19.333333333333332,26.333333333333332,11.0,34.833333333333336,21.5,7.666666666666667,2.8333333333333335,16.166666666666668,24.333333333333332,0.515,0.4705000000000001,0.24666666666666667,0.32133333333333336,25.366666666666664,75.68333333333332,51.61666666666667,59.699999999999996,7.766666666666667,4.483333333333333,14.733333333333334,100.0,99.41666666666667,101.64999999999999,97.0,0,0
