season,date,home_team,minutes_played_home,made_field_goals_home,attempted_field_goals_home,made_three_point_field_goals_home,attempted_three_point_field_goals_home,made_free_throws_home,attempted_free_throws_home,offensive_rebounds_home,defensive_rebounds_home,assists_home,steals_home,blocks_home,turnovers_home,personal_fouls_home,true_shooting_percentage_home,effective_field_goal_percentage_home,3_point_attempt_rate_home,free_throw_attempt_rate_home,offensive_rebound_percentage_home,defensive_rebound_percentage_home,total_rebound_percentage_home,assist_percentage_home,steal_percentage_home,block_percentage_home,turnover_percentage_home,useage_percentage_home,offensive_rating_home,defensive_rating_home,minutes_played_away,made_field_goals_away,attempted_field_goals_away,made_three_point_field_goals_away,attempted_three_point_field_goals_away,made_free_throws_away,attempted_free_throws_away,offensive_rebounds_away,defensive_rebounds_away,assists_away,steals_away,blocks_away,turnovers_away,personal_fouls_away,true_shooting_percentage_away,effective_field_goal_percentage_away,3_point_attempt_rate_away,free_throw_attempt_rate_away,offensive_rebound_percentage_away,defensive_rebound_percentage_away,total_rebound_percentage_away,assist_percentage_away,steal_percentage_away,block_percentage_away,turnover_percentage_away,useage_percentage_away,offensive_rating_away,defensive_rating_away,during_playoffs,home_won
2014-2015,2015-01-18,TORONTO RAPTORS,240.0,38.666666666666664,84.66666666666667,9.166666666666666,28.0,15.666666666666666,21.0,10.666666666666666,32.5,23.333333333333332,6.166666666666667,5.5,16.5,20.833333333333332,0.5435,0.5098333333333334,0.33083333333333337,0.24916666666666665,24.683333333333337,77.86666666666666,50.6,60.30000000000001,6.349999999999999,8.383333333333333,14.949999999999998,100.0,105.39999999999999,108.68333333333334,240.0,34.166666666666664,77.5,6.666666666666667,18.333333333333332,20.166666666666668,26.0,12.333333333333334,33.666666666666664,19.833333333333332,5.5,7.0,15.0,19.666666666666668,0.5343333333333333,0.4828333333333333,0.23650000000000004,0.3365,29.23333333333333,76.8,53.51666666666667,58.21666666666667,6.1499999999999995,11.183333333333332,14.433333333333332,100.0,106.89999999999999,109.03333333333335,0,0
2014-2015,2015-01-19,ATLANTA HAWKS,240.0,40.333333333333336,80.66666666666667,11.833333333333334,25.833333333333332,16.333333333333332,21.333333333333332,8.833333333333334,32.0,29.833333333333332,8.833333333333334,4.833333333333333,12.666666666666666,15.5,0.6083333333333333,0.5771666666666667,0.322,0.2665,22.766666666666666,75.21666666666665,50.583333333333336,73.71666666666665,9.716666666666667,9.083333333333334,12.416666666666666,100.0,118.7,101.23333333333333,240.0,36.166666666666664,86.33333333333333,11.166666666666666,30.833333333333332,18.833333333333332,23.5,12.166666666666666,31.5,23.666666666666668,9.5,5.0,10.5,15.5,0.5308333333333334,0.4855,0.35733333333333334,0.2748333333333333,25.05,76.44999999999999,49.01666666666667,65.48333333333335,10.15,8.383333333333333,9.766666666666666,100.0,109.39999999999999,107.05000000000001,0,1
2014-2015,2015-01-19,CHARLOTTE HORNETS,244.16666666666666,36.666666666666664,86.16666666666667,4.5,15.5,20.166666666666668,27.333333333333332,11.666666666666666,37.333333333333336,18.333333333333332,5.833333333333333,6.166666666666667,10.833333333333334,17.666666666666668,0.505,0.458,0.18233333333333332,0.32083333333333336,26.38333333333333,83.56666666666668,54.93333333333333,49.96666666666667,6.083333333333333,9.733333333333333,10.049999999999999,100.0,103.23333333333333,93.91666666666667,240.0,39.0,85.0,7.0,19.166666666666668,16.666666666666668,19.0,10.666666666666666,29.5,23.5,8.5,3.5,15.166666666666666,17.333333333333332,0.5443333333333333,0.4991666666666667,0.22633333333333336,0.22599999999999998,25.849999999999998,71.51666666666667,48.900000000000006,60.25,8.966666666666667,5.599999999999999,13.933333333333335,100.0,107.06666666666666,111.73333333333333,0,1
2014-2015,2015-01-19,CLEVELAND CAVALIERS,240.0,36.833333333333336,81.5,10.0,28.666666666666668,17.333333333333332,23.5,12.166666666666666,29.0,16.666666666666668,7.166666666666667,3.0,15.0,19.333333333333332,0.5486666666666667,0.5136666666666666,0.35333333333333333,0.2886666666666667,28.849999999999998,72.11666666666667,49.800000000000004,45.15,7.783333333333332,5.1000000000000005,13.966666666666663,100.0,109.73333333333335,117.81666666666668,240.0,37.833333333333336,83.83333333333333,9.5,24.666666666666668,16.833333333333332,22.0,11.166666666666666,30.833333333333332,22.666666666666668,7.833333333333333,5.666666666666667,12.333333333333334,18.166666666666668,0.5455,0.5076666666666667,0.29583333333333334,0.264,25.45,77.08333333333333,50.38333333333333,59.73333333333333,8.516666666666667,8.583333333333332,11.616666666666667,100.0,110.66666666666664,112.73333333333333,0,1
2014-2015,2015-01-19,GOLDEN STATE WARRIORS,240.0,44.0,88.66666666666667,11.0,26.333333333333332,16.833333333333332,21.666666666666668,10.0,30.333333333333332,30.333333333333332,9.333333333333334,5.666666666666667,12.333333333333334,19.166666666666668,0.5898333333333333,0.5579999999999999,0.29883333333333334,0.24383333333333335,23.233333333333334,73.38333333333333,47.71666666666667,69.18333333333334,9.483333333333333,9.25,11.133333333333333,100.0,118.64999999999999,106.19999999999999,240.0,39.833333333333336,83.33333333333333,7.0,21.333333333333332,18.166666666666668,25.333333333333332,10.333333333333334,34.5,24.0,7.5,5.0,14.166666666666666,22.666666666666668,0.5546666666666666,0.5198333333333333,0.25433333333333336,0.3061666666666667,24.466666666666665,75.88333333333333,51.18333333333334,60.75,7.833333333333333,7.933333333333334,13.066666666666668,100.0,109.16666666666667,106.96666666666668,0,1
2014-2015,2015-01-19,HOUSTON ROCKETS,240.0,39.166666666666664,82.83333333333333,12.833333333333334,32.5,19.0,24.833333333333332,9.666666666666666,28.5,24.0,12.0,3.5,17.0,20.5,0.5886666666666668,0.5515,0.39466666666666667,0.301,23.416666666666668,73.41666666666667,47.71666666666667,61.633333333333326,12.216666666666667,6.05,15.366666666666667,100.0,111.89999999999999,105.91666666666667,248.33333333333334,34.833333333333336,85.5,5.333333333333333,20.666666666666668,19.833333333333332,25.666666666666668,11.5,37.166666666666664,20.5,6.666666666666667,5.833333333333333,15.666666666666666,21.0,0.4905,0.43983333333333335,0.24249999999999997,0.30033333333333334,24.83333333333333,75.96666666666667,51.71666666666667,58.88333333333333,6.883333333333333,8.6,13.983333333333334,100.0,96.98333333333333,102.38333333333333,0,1
2014-2015,2015-01-19,LOS ANGELES CLIPPERS,240.0,40.666666666666664,86.5,10.166666666666666,28.333333333333332,18.833333333333332,25.833333333333332,9.666666666666666,29.833333333333332,24.5,7.666666666666667,3.5,9.0,20.333333333333332,0.5631666666666667,0.5285000000000001,0.32849999999999996,0.29683333333333334,22.033333333333335,69.43333333333334,45.75,59.833333333333336,8.116666666666665,5.566666666666667,8.466666666666667,100.0,117.05,110.0,244.16666666666666,38.0,88.33333333333333,7.5,23.833333333333332,14.833333333333334,19.0,12.333333333333334,31.5,24.166666666666668,7.166666666666667,3.8333333333333335,12.333333333333334,22.666666666666668,0.5096666666666667,0.4741666666666666,0.2685,0.21633333333333335,27.349999999999998,73.0,49.650000000000006,63.583333333333336,7.633333333333334,6.233333333333333,11.333333333333336,100.0,105.53333333333332,111.0,0,1
2014-2015,2015-01-19,MEMPHIS GRIZZLIES,248.33333333333334,39.5,84.66666666666667,5.666666666666667,16.833333333333332,17.666666666666668,23.166666666666668,11.0,34.833333333333336,21.166666666666668,8.166666666666666,4.666666666666667,14.833333333333334,20.0,0.539,0.4998333333333333,0.19883333333333333,0.2735,25.91666666666666,79.18333333333332,52.86666666666667,53.63333333333333,8.666666666666666,8.266666666666667,13.316666666666668,100.0,107.18333333333334,104.91666666666667,248.33333333333334,38.333333333333336,91.0,8.5,27.5,15.333333333333334,21.0,10.5,34.333333333333336,24.333333333333332,8.0,3.8333333333333335,11.166666666666666,20.5,0.5025000000000001,0.46883333333333327,0.30250000000000005,0.23399999999999999,19.900000000000002,74.85000000000001,45.53333333333333,63.85,8.033333333333333,6.033333333333332,10.1,100.0,101.38333333333333,104.81666666666668,0,0
2014-2015,2015-01-19,MILWAUKEE BUCKS,240.0,36.0,78.16666666666667,6.333333333333333,16.833333333333332,16.333333333333332,21.333333333333332,11.5,31.0,24.5,11.333333333333334,4.833333333333333,17.833333333333332,21.5,0.5435,0.503,0.21633333333333335,0.27666666666666667,27.516666666666666,72.38333333333333,50.300000000000004,67.98333333333333,12.350000000000001,8.166666666666666,16.916666666666668,100.0,103.16666666666667,94.46666666666665,240.0,37.5,82.83333333333333,8.833333333333334,27.833333333333332,15.666666666666666,21.0,10.333333333333334,31.833333333333332,22.666666666666668,6.166666666666667,5.666666666666667,15.666666666666666,19.833333333333332,0.5401666666666667,0.5043333333333334,0.3365,0.2581666666666667,24.266666666666666,76.56666666666666,49.96666666666667,60.33333333333334,6.55,8.65,14.566666666666668,100.0,105.03333333333335,106.14999999999999,0,0
2014-2015,2015-01-19,NEW YORK KNICKS,240.0,32.666666666666664,77.83333333333333,9.166666666666666,25.666666666666668,11.0,15.5,7.166666666666667,29.0,21.166666666666668,9.0,3.0,17.5,22.833333333333332,0.5051666666666667,0.4788333333333334,0.32966666666666666,0.2021666666666667,17.566666666666666,72.73333333333333,44.81666666666666,65.41666666666667,9.6,5.133333333333334,17.133333333333336,100.0,91.51666666666667,111.55000000000001,240.0,35.166666666666664,78.83333333333333,6.5,18.0,20.0,26.5,12.5,33.833333333333336,19.833333333333332,5.5,6.5,14.833333333333334,20.0,0.5345,0.48616666666666664,0.22816666666666666,0.3388333333333333,29.433333333333337,78.23333333333333,54.050000000000004,56.73333333333333,6.05,10.699999999999998,14.049999999999999,100.0,107.48333333333333,107.89999999999999,0,1
