team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,2013-01-16,240,37,85,2,17,10,12,12,32,18,6,7,15,17
ORLANDO MAGIC,2013-01-16,240,40,86,12,21,5,5,8,32,29,10,2,12,20
CLEVELAND CAVALIERS,2013-01-16,240,32,83,4,17,25,32,10,30,16,11,4,8,16
PORTLAND TRAIL BLAZERS,2013-01-16,240,31,79,9,29,17,26,15,39,19,6,7,19,25
WASHINGTON WIZARDS,2013-01-16,240,39,86,8,17,8,11,11,30,32,7,5,17,17
SACRAMENTO KINGS,2013-01-16,240,41,85,5,11,8,13,11,32,23,10,1,18,22
MEMPHIS GRIZZLIES,2013-01-16,240,29,69,1,9,23,28,6,26,11,4,3,13,16
SAN ANTONIO SPURS,2013-01-16,240,44,76,9,18,6,10,4,29,33,7,9,13,22
CHICAGO BULLS,2013-01-16,265,39,86,3,11,26,36,14,32,26,7,2,14,30
TORONTO RAPTORS,2013-01-16,265,38,85,6,16,23,32,13,30,20,6,5,12,29
NEW YORK KNICKS,2013-01-17,240,33,72,11,31,25,31,10,34,17,9,5,16,22
DETROIT PISTONS,2013-01-17,240,35,79,6,17,11,22,11,25,22,7,4,15,21
MIAMI HEAT,2013-01-17,240,40,83,2,13,17,23,4,31,22,14,2,6,27
LOS ANGELES LAKERS,2013-01-17,240,31,72,10,22,18,28,8,34,22,3,1,20,23
LOS ANGELES CLIPPERS,2013-01-17,240,35,77,5,13,15,23,11,37,18,10,5,18,20
MINNESOTA TIMBERWOLVES,2013-01-17,240,30,84,4,19,13,20,13,28,19,9,5,14,17
MILWAUKEE BUCKS,2013-01-17,240,39,92,6,16,14,20,13,38,24,7,11,18,18
PHOENIX SUNS,2013-01-17,240,34,89,4,14,22,29,10,34,20,13,4,17,22
CHICAGO BULLS,2013-01-18,265,36,75,5,15,23,32,8,35,21,4,1,21,22
BOSTON CELTICS,2013-01-18,265,38,91,3,14,20,28,11,31,15,10,3,11,28
ATLANTA HAWKS,2013-01-18,240,35,80,9,21,10,14,5,30,22,6,3,15,26
BROOKLYN NETS,2013-01-18,240,30,74,9,26,25,38,11,37,18,8,2,18,22
OKLAHOMA CITY THUNDER,2013-01-18,265,39,95,6,20,33,36,18,35,13,8,2,17,23
DALLAS MAVERICKS,2013-01-18,265,41,91,7,20,25,30,11,35,24,11,3,16,23
WASHINGTON WIZARDS,2013-01-18,240,41,80,11,23,19,28,12,33,26,9,9,20,20
DENVER NUGGETS,2013-01-18,240,41,84,7,16,19,31,9,25,17,13,4,14,23
HOUSTON ROCKETS,2013-01-18,240,34,83,13,30,14,16,11,25,21,7,10,18,17
INDIANA PACERS,2013-01-18,240,40,87,11,19,14,17,14,27,21,11,9,13,20
SACRAMENTO KINGS,2013-01-18,240,29,85,2,10,9,15,14,29,9,8,7,15,16
MEMPHIS GRIZZLIES,2013-01-18,240,34,78,3,7,14,20,15,33,21,8,10,16,16
CHARLOTTE BOBCATS,2013-01-18,240,37,79,4,12,28,38,11,32,16,5,4,10,24
ORLANDO MAGIC,2013-01-18,240,37,79,11,31,15,21,10,26,20,3,3,14,28
TORONTO RAPTORS,2013-01-18,265,40,88,11,25,10,13,10,32,29,6,5,18,19
PHILADELPHIA 76ERS,2013-01-18,265,47,91,4,19,10,14,10,29,30,6,6,11,19
GOLDEN STATE WARRIORS,2013-01-18,240,36,84,4,16,12,14,7,35,23,4,2,9,21
SAN ANTONIO SPURS,2013-01-18,240,36,80,5,22,18,20,7,39,19,2,4,10,12
SAN ANTONIO SPURS,2013-01-19,240,41,86,8,24,8,11,5,34,21,8,4,8,15
ATLANTA HAWKS,2013-01-19,240,35,85,8,21,15,22,13,37,20,2,2,15,14
SACRAMENTO KINGS,2013-01-19,240,37,81,5,18,18,21,10,29,24,6,2,11,27
CHARLOTTE BOBCATS,2013-01-19,240,31,72,5,15,26,38,10,28,20,8,8,13,18
MEMPHIS GRIZZLIES,2013-01-19,265,34,84,0,5,17,28,17,31,15,8,8,12,22
CHICAGO BULLS,2013-01-19,265,31,85,3,14,17,21,15,35,22,6,6,15,25
WASHINGTON WIZARDS,2013-01-19,240,32,77,8,20,15,27,11,32,21,8,6,18,24
LOS ANGELES CLIPPERS,2013-01-19,240,34,93,5,21,21,31,22,36,18,9,9,11,23
HOUSTON ROCKETS,2013-01-19,240,25,78,8,31,21,28,21,22,14,8,2,20,29
MINNESOTA TIMBERWOLVES,2013-01-19,240,30,64,3,14,29,36,9,28,14,4,4,15,19
GOLDEN STATE WARRIORS,2013-01-19,240,38,77,10,22,30,35,10,23,25,10,1,14,19
NEW ORLEANS HORNETS,2013-01-19,240,45,79,9,24,13,23,11,26,30,11,6,16,26
MILWAUKEE BUCKS,2013-01-19,240,39,88,6,18,26,32,10,33,26,12,4,14,22
PORTLAND TRAIL BLAZERS,2013-01-19,240,34,81,8,28,28,32,8,38,19,8,4,19,25
CLEVELAND CAVALIERS,2013-01-19,240,34,83,6,21,24,30,12,28,20,3,6,9,18
UTAH JAZZ,2013-01-19,240,45,90,6,16,13,17,15,31,30,7,5,8,24
OKLAHOMA CITY THUNDER,2013-01-20,265,35,76,8,24,40,48,11,28,22,10,5,23,28
DENVER NUGGETS,2013-01-20,265,45,93,8,18,23,34,20,30,26,9,6,23,33
BOSTON CELTICS,2013-01-20,240,33,83,4,15,18,25,11,31,22,13,4,18,33
DETROIT PISTONS,2013-01-20,240,36,78,9,19,22,31,12,38,24,9,7,20,23
DALLAS MAVERICKS,2013-01-20,240,45,90,8,15,13,15,10,33,29,9,7,8,13
ORLANDO MAGIC,2013-01-20,240,40,79,9,21,16,20,5,37,26,5,3,13,14
LOS ANGELES LAKERS,2013-01-20,240,38,88,9,27,18,21,12,25,20,7,4,13,15
TORONTO RAPTORS,2013-01-20,240,46,84,6,20,10,17,10,30,27,11,2,15,22
MINNESOTA TIMBERWOLVES,2013-01-21,240,36,74,5,14,19,26,10,20,24,12,6,17,21
ATLANTA HAWKS,2013-01-21,240,41,71,10,16,12,21,7,25,32,11,5,22,23
HOUSTON ROCKETS,2013-01-21,240,29,74,10,29,32,41,11,36,20,7,3,13,23
CHARLOTTE BOBCATS,2013-01-21,240,34,81,6,15,20,24,8,32,17,5,10,10,27
LOS ANGELES LAKERS,2013-01-21,240,32,81,3,17,16,23,15,35,15,5,9,15,16
CHICAGO BULLS,2013-01-21,240,39,93,9,17,8,12,14,26,25,9,11,8,20
LOS ANGELES CLIPPERS,2013-01-21,240,38,83,11,30,12,22,10,29,32,10,5,14,16
GOLDEN STATE WARRIORS,2013-01-21,240,39,75,12,22,16,18,6,33,25,4,2,17,21
INDIANA PACERS,2013-01-21,240,34,69,8,17,6,11,9,25,22,8,11,20,14
MEMPHIS GRIZZLIES,2013-01-21,240,35,83,4,10,7,7,14,21,16,10,2,15,12
SACRAMENTO KINGS,2013-01-21,240,38,81,3,15,26,32,12,24,18,5,1,10,22
NEW ORLEANS HORNETS,2013-01-21,240,43,89,12,25,16,21,20,29,25,4,4,15,27
BROOKLYN NETS,2013-01-21,240,31,74,12,24,14,20,12,40,23,3,4,19,22
NEW YORK KNICKS,2013-01-21,240,34,84,6,21,11,17,7,30,14,11,2,5,20
SAN ANTONIO SPURS,2013-01-21,240,34,81,3,18,19,26,9,38,22,8,3,14,12
PHILADELPHIA 76ERS,2013-01-21,240,37,84,4,14,7,11,7,35,25,6,6,16,16
WASHINGTON WIZARDS,2013-01-21,240,39,84,8,19,12,17,11,33,23,6,1,15,18
PORTLAND TRAIL BLAZERS,2013-01-21,240,37,81,7,24,14,18,10,32,25,5,3,13,17
BOSTON CELTICS,2013-01-22,240,32,84,7,17,19,22,16,32,24,5,8,16,18
CLEVELAND CAVALIERS,2013-01-22,240,37,82,2,12,19,22,8,31,28,7,7,13,22
ORLANDO MAGIC,2013-01-22,240,38,84,8,20,6,8,6,35,27,4,2,13,20
DETROIT PISTONS,2013-01-22,240,42,91,7,23,14,21,16,38,23,8,5,8,13
OKLAHOMA CITY THUNDER,2013-01-22,240,41,78,15,27,12,14,10,27,24,6,4,16,26
LOS ANGELES CLIPPERS,2013-01-22,240,39,84,4,16,15,21,12,23,15,8,7,10,17
PHILADELPHIA 76ERS,2013-01-22,240,42,95,8,16,10,13,19,27,29,6,3,16,22
MILWAUKEE BUCKS,2013-01-22,240,41,79,7,16,21,33,12,26,24,10,5,12,13
ATLANTA HAWKS,2013-01-23,240,43,87,12,25,6,12,13,32,31,7,6,16,22
CHARLOTTE BOBCATS,2013-01-23,240,31,76,6,15,24,29,11,30,18,11,8,18,15
DETROIT PISTONS,2013-01-23,240,34,82,4,13,10,14,13,24,20,6,4,12,22
CHICAGO BULLS,2013-01-23,240,31,71,3,14,20,26,14,29,21,5,5,14,18
OKLAHOMA CITY THUNDER,2013-01-23,240,36,78,5,16,22,27,9,30,20,9,7,19,20
GOLDEN STATE WARRIORS,2013-01-23,240,37,84,6,23,24,27,11,29,20,10,3,15,21
DENVER NUGGETS,2013-01-23,240,40,86,8,21,17,25,11,30,22,13,8,14,12
HOUSTON ROCKETS,2013-01-23,240,37,83,11,34,10,13,7,31,24,8,7,22,21
LOS ANGELES LAKERS,2013-01-23,240,31,73,7,17,24,32,7,27,15,5,8,15,13
MEMPHIS GRIZZLIES,2013-01-23,240,47,96,4,13,8,10,16,36,22,7,8,12,28
TORONTO RAPTORS,2013-01-23,265,44,88,14,31,14,18,7,21,26,8,1,8,30
MIAMI HEAT,2013-01-23,265,45,82,9,22,24,38,16,37,26,5,3,13,21
BROOKLYN NETS,2013-01-23,240,37,84,6,20,11,16,14,31,19,9,4,14,16
MINNESOTA TIMBERWOLVES,2013-01-23,240,38,83,3,15,4,6,6,31,25,7,7,13,17
INDIANA PACERS,2013-01-23,240,30,80,6,23,14,17,10,24,16,8,2,13,20
PORTLAND TRAIL BLAZERS,2013-01-23,240,44,78,2,11,10,12,7,35,29,4,4,15,17
PHOENIX SUNS,2013-01-23,240,43,90,6,19,14,16,10,20,30,14,4,11,22
SACRAMENTO KINGS,2013-01-23,240,38,79,5,11,15,24,18,31,23,8,9,24,22
NEW ORLEANS HORNETS,2013-01-23,240,38,81,10,17,16,23,10,36,24,6,4,13,20
SAN ANTONIO SPURS,2013-01-23,240,43,80,8,25,12,23,6,33,29,9,3,8,20
WASHINGTON WIZARDS,2013-01-23,240,31,86,7,18,19,26,12,39,20,9,7,15,19
UTAH JAZZ,2013-01-23,240,38,85,3,12,13,19,9,42,24,8,7,14,18
NEW YORK KNICKS,2013-01-24,240,32,83,8,28,17,20,11,38,12,7,5,10,23
BOSTON CELTICS,2013-01-24,240,31,76,3,18,21,28,7,39,18,6,3,12,23
TORONTO RAPTORS,2013-01-24,240,39,78,4,16,15,19,7,31,25,3,7,10,20
ORLANDO MAGIC,2013-01-24,240,35,81,8,18,17,20,10,31,22,6,4,13,12
LOS ANGELES CLIPPERS,2013-01-24,240,33,83,6,18,16,26,14,31,20,5,4,15,25
PHOENIX SUNS,2013-01-24,240,30,71,5,16,28,37,8,35,18,7,4,14,23
BOSTON CELTICS,2013-01-25,290,42,93,7,19,20,20,10,38,28,8,1,21,30
ATLANTA HAWKS,2013-01-25,290,42,94,12,36,27,36,12,37,31,10,6,12,21
GOLDEN STATE WARRIORS,2013-01-25,240,27,78,4,19,29,33,10,27,12,6,5,11,19
CHICAGO BULLS,2013-01-25,240,41,88,9,20,12,18,16,40,22,4,8,15,26
MILWAUKEE BUCKS,2013-01-25,240,43,92,14,28,8,13,11,30,34,6,6,17,20
CLEVELAND CAVALIERS,2013-01-25,240,45,86,6,15,17,22,8,36,27,10,5,16,17
SAN ANTONIO SPURS,2013-01-25,240,43,89,9,23,18,24,8,38,29,11,1,15,17
DALLAS MAVERICKS,2013-01-25,240,42,91,6,18,17,18,10,37,20,8,7,14,19
UTAH JAZZ,2013-01-25,240,34,81,3,14,13,16,9,21,16,14,4,10,14
LOS ANGELES LAKERS,2013-01-25,240,43,80,9,21,7,13,12,33,26,7,3,18,14
BROOKLYN NETS,2013-01-25,240,29,71,3,17,16,25,9,28,16,6,8,14,11
MEMPHIS GRIZZLIES,2013-01-25,240,47,90,4,9,3,8,15,30,25,6,3,12,21
DETROIT PISTONS,2013-01-25,240,34,72,4,12,16,23,12,23,11,9,2,18,18
MIAMI HEAT,2013-01-25,240,43,77,5,17,19,23,9,27,24,12,4,12,17
HOUSTON ROCKETS,2013-01-25,240,34,71,11,21,21,26,13,31,23,8,7,21,24
NEW ORLEANS HORNETS,2013-01-25,240,31,80,3,20,17,20,12,22,20,8,7,15,26
OKLAHOMA CITY THUNDER,2013-01-25,240,37,76,6,23,25,30,8,39,27,10,6,20,20
SACRAMENTO KINGS,2013-01-25,240,36,86,8,15,15,21,8,31,15,11,3,18,27
MINNESOTA TIMBERWOLVES,2013-01-25,240,39,88,3,14,20,33,22,26,27,8,2,16,20
WASHINGTON WIZARDS,2013-01-25,240,48,83,8,17,10,17,6,29,29,8,8,16,27
MINNESOTA TIMBERWOLVES,2013-01-26,240,37,77,10,20,17,23,7,23,23,8,4,16,24
CHARLOTTE BOBCATS,2013-01-26,240,37,73,5,11,23,26,8,30,21,5,10,17,22
SACRAMENTO KINGS,2013-01-26,240,37,88,8,22,11,22,13,27,20,8,5,19,16
DENVER NUGGETS,2013-01-26,240,47,89,13,31,14,17,10,41,34,13,7,15,21
BROOKLYN NETS,2013-01-26,240,36,80,16,36,18,21,7,24,21,7,10,10,20
HOUSTON ROCKETS,2013-01-26,240,43,87,12,28,21,27,14,36,31,6,3,11,18
GOLDEN STATE WARRIORS,2013-01-26,240,39,93,13,28,11,11,12,38,25,8,4,15,25
MILWAUKEE BUCKS,2013-01-26,240,41,101,13,30,14,20,22,36,24,7,7,12,15
NEW YORK KNICKS,2013-01-26,240,28,81,4,27,20,23,15,32,17,6,4,16,17
PHILADELPHIA 76ERS,2013-01-26,240,38,75,6,19,15,22,4,30,16,6,5,11,22
LOS ANGELES CLIPPERS,2013-01-26,240,40,81,7,16,13,17,15,26,25,6,4,15,22
PORTLAND TRAIL BLAZERS,2013-01-26,240,35,75,11,25,20,21,9,23,23,10,1,14,19
PHOENIX SUNS,2013-01-26,240,41,81,6,12,11,14,9,35,30,4,0,15,19
SAN ANTONIO SPURS,2013-01-26,240,41,83,7,24,19,23,7,31,20,7,1,9,16
CLEVELAND CAVALIERS,2013-01-26,240,37,78,6,11,19,22,10,29,12,8,4,15,22
TORONTO RAPTORS,2013-01-26,240,40,82,5,17,13,18,11,28,22,6,4,15,23
INDIANA PACERS,2013-01-26,265,44,82,7,21,15,18,17,25,21,9,5,21,24
UTAH JAZZ,2013-01-26,265,44,83,3,10,23,26,9,19,28,17,6,14,18
CHICAGO BULLS,2013-01-26,240,29,71,4,15,11,12,7,34,19,5,6,16,16
WASHINGTON WIZARDS,2013-01-26,240,34,79,3,10,15,19,9,33,20,6,2,9,14
MIAMI HEAT,2013-01-27,290,39,96,5,23,15,20,17,36,19,6,6,20,27
BOSTON CELTICS,2013-01-27,290,36,88,5,20,23,27,8,38,24,11,8,14,20
PHOENIX SUNS,2013-01-27,240,34,77,4,17,23,28,8,30,22,7,6,17,15
DALLAS MAVERICKS,2013-01-27,240,45,88,5,11,15,18,12,32,26,8,0,13,24
PORTLAND TRAIL BLAZERS,2013-01-27,240,29,66,3,15,22,29,9,30,28,9,4,19,13
LOS ANGELES CLIPPERS,2013-01-27,240,42,82,6,17,6,9,8,29,33,8,2,12,23
OKLAHOMA CITY THUNDER,2013-01-27,240,36,81,4,16,20,26,10,29,24,9,6,9,26
LOS ANGELES LAKERS,2013-01-27,240,41,74,7,17,16,29,6,37,29,6,3,13,20
NEW ORLEANS HORNETS,2013-01-27,240,33,77,9,20,16,23,14,29,20,6,7,15,19
MEMPHIS GRIZZLIES,2013-01-27,240,32,88,3,16,16,18,22,25,18,10,7,15,17
ATLANTA HAWKS,2013-01-27,240,39,65,10,23,16,20,7,23,21,7,2,19,21
NEW YORK KNICKS,2013-01-27,240,39,72,16,27,12,17,6,20,22,6,3,14,17
DETROIT PISTONS,2013-01-27,240,40,79,11,23,13,18,7,30,25,8,7,12,14
ORLANDO MAGIC,2013-01-27,240,40,90,10,23,12,16,18,33,26,9,2,15,21
ORLANDO MAGIC,2013-01-28,240,32,79,6,27,7,9,11,25,24,9,5,15,12
BROOKLYN NETS,2013-01-28,240,37,74,13,29,10,12,12,33,23,8,3,20,13
CHARLOTTE BOBCATS,2013-01-28,240,32,81,6,12,15,21,11,30,12,3,5,10,20
CHICAGO BULLS,2013-01-28,240,35,78,7,18,16,25,15,33,22,5,14,11,20
INDIANA PACERS,2013-01-28,240,39,85,11,23,12,17,16,27,23,6,5,18,27
DENVER NUGGETS,2013-01-28,240,37,78,7,14,21,30,9,32,23,10,4,14,23
MEMPHIS GRIZZLIES,2013-01-28,240,40,73,8,13,15,19,9,29,26,6,4,17,15
PHILADELPHIA 76ERS,2013-01-28,240,45,83,4,9,6,9,6,21,25,8,4,9,14
GOLDEN STATE WARRIORS,2013-01-28,240,46,86,6,15,16,20,13,36,22,4,8,13,19
TORONTO RAPTORS,2013-01-28,240,38,87,6,19,20,23,11,26,28,7,4,10,18
HOUSTON ROCKETS,2013-01-28,240,47,89,16,34,15,18,10,34,27,12,4,5,18
UTAH JAZZ,2013-01-28,240,32,81,5,18,11,19,14,25,19,2,9,15,19
SACRAMENTO KINGS,2013-01-28,240,36,82,9,23,15,25,7,28,24,14,3,10,19
WASHINGTON WIZARDS,2013-01-28,240,37,77,3,11,17,21,10,35,20,4,2,20,19
GOLDEN STATE WARRIORS,2013-01-29,240,45,84,11,16,7,10,7,32,31,8,9,14,23
CLEVELAND CAVALIERS,2013-01-29,240,36,84,4,18,19,25,12,24,27,8,4,11,13
MILWAUKEE BUCKS,2013-01-29,240,46,98,11,23,14,22,21,27,28,13,8,10,21
DETROIT PISTONS,2013-01-29,240,34,84,2,11,20,28,21,30,18,7,4,20,20
NEW ORLEANS HORNETS,2013-01-29,240,39,92,9,19,19,21,8,29,21,8,0,9,25
LOS ANGELES LAKERS,2013-01-29,240,39,79,12,33,21,33,9,41,34,7,4,14,17
DALLAS MAVERICKS,2013-01-29,240,42,84,8,15,12,15,10,30,31,8,2,16,21
PORTLAND TRAIL BLAZERS,2013-01-29,240,39,86,10,28,18,23,15,31,24,8,5,14,14
TORONTO RAPTORS,2013-01-30,240,33,85,9,22,17,23,15,37,16,6,5,17,18
ATLANTA HAWKS,2013-01-30,240,36,75,10,26,11,18,3,33,26,10,8,17,18
SACRAMENTO KINGS,2013-01-30,240,29,73,6,17,17,26,11,27,13,11,1,18,19
BOSTON CELTICS,2013-01-30,240,39,73,5,16,16,20,6,32,22,9,4,16,22
MIAMI HEAT,2013-01-30,240,43,83,11,19,8,14,13,25,21,10,3,13,20
BROOKLYN NETS,2013-01-30,240,31,69,5,17,18,24,10,24,20,7,6,19,13
HOUSTON ROCKETS,2013-01-30,240,39,81,8,27,24,35,10,32,22,11,6,21,29
DENVER NUGGETS,2013-01-30,240,42,82,8,28,26,36,9,31,21,9,7,20,23
DETROIT PISTONS,2013-01-30,240,32,88,3,18,12,27,16,28,11,8,10,13,17
INDIANA PACERS,2013-01-30,240,36,81,7,14,19,21,15,41,23,8,4,17,18
CHICAGO BULLS,2013-01-30,240,45,91,4,13,10,13,15,30,27,10,5,11,22
MILWAUKEE BUCKS,2013-01-30,240,34,82,6,14,14,19,15,26,17,3,7,18,19
LOS ANGELES CLIPPERS,2013-01-30,240,35,76,3,9,23,36,14,31,16,11,4,15,18
MINNESOTA TIMBERWOLVES,2013-01-30,240,33,76,5,19,19,27,8,30,20,9,3,13,25
ORLANDO MAGIC,2013-01-30,240,38,77,7,26,14,16,8,23,14,4,0,10,13
NEW YORK KNICKS,2013-01-30,240,47,82,14,34,5,8,10,26,30,4,4,9,18
WASHINGTON WIZARDS,2013-01-30,240,30,75,7,22,17,21,8,38,22,5,6,18,15
PHILADELPHIA 76ERS,2013-01-30,240,40,95,6,13,6,10,11,32,27,9,6,9,17
LOS ANGELES LAKERS,2013-01-30,240,33,78,8,27,12,19,11,35,19,7,4,19,16
PHOENIX SUNS,2013-01-30,240,38,83,3,12,13,15,7,29,21,11,2,11,20
CHARLOTTE BOBCATS,2013-01-30,240,30,73,4,19,14,17,9,23,13,12,2,23,16
SAN ANTONIO SPURS,2013-01-30,240,38,69,9,16,17,21,6,29,28,16,5,23,20
NEW ORLEANS HORNETS,2013-01-30,240,37,78,8,22,17,28,10,33,22,5,7,12,32
UTAH JAZZ,2013-01-30,240,34,68,4,12,32,46,7,33,24,6,5,13,24
DALLAS MAVERICKS,2013-01-31,240,36,81,8,25,17,24,12,35,25,8,5,15,18
GOLDEN STATE WARRIORS,2013-01-31,240,36,84,7,20,21,25,12,34,26,6,4,12,21
MEMPHIS GRIZZLIES,2013-01-31,240,34,98,6,25,15,19,21,27,19,12,2,13,23
OKLAHOMA CITY THUNDER,2013-01-31,240,40,72,5,14,21,25,4,39,25,5,11,16,18
ORLANDO MAGIC,2013-02-01,240,36,95,3,19,9,9,15,32,19,10,6,14,13
BOSTON CELTICS,2013-02-01,240,42,84,4,18,9,14,10,38,30,9,5,14,13
CHICAGO BULLS,2013-02-01,240,34,78,1,14,20,22,11,18,23,9,3,13,17
BROOKLYN NETS,2013-02-01,240,39,75,5,11,10,20,11,29,19,7,4,14,18
NEW ORLEANS HORNETS,2013-02-01,240,38,72,4,13,18,21,5,31,19,4,8,21,20
DENVER NUGGETS,2013-02-01,240,44,84,7,22,18,22,7,25,29,14,6,8,20
CLEVELAND CAVALIERS,2013-02-01,240,35,88,6,20,23,26,13,29,19,5,6,15,33
DETROIT PISTONS,2013-02-01,240,45,83,4,14,23,43,13,36,27,8,11,11,21
MIAMI HEAT,2013-02-01,240,33,70,5,14,18,24,6,19,21,7,6,11,22
INDIANA PACERS,2013-02-01,240,39,70,7,17,17,24,8,26,21,5,3,12,22
WASHINGTON WIZARDS,2013-02-01,240,34,83,5,20,3,3,7,24,19,12,0,15,19
MEMPHIS GRIZZLIES,2013-02-01,240,35,78,1,7,14,17,12,34,22,9,6,18,12
LOS ANGELES LAKERS,2013-02-01,240,39,92,12,32,21,25,17,40,27,6,6,12,14
MINNESOTA TIMBERWOLVES,2013-02-01,240,41,89,10,22,8,18,8,32,23,8,4,13,18
MILWAUKEE BUCKS,2013-02-01,240,33,83,8,20,12,17,12,28,18,7,3,13,22
NEW YORK KNICKS,2013-02-01,240,32,76,13,35,19,26,14,36,17,5,4,15,15
SACRAMENTO KINGS,2013-02-01,240,30,79,1,10,19,25,9,26,21,12,4,13,15
PHILADELPHIA 76ERS,2013-02-01,240,36,76,3,14,14,19,9,38,20,6,4,18,18
DALLAS MAVERICKS,2013-02-01,240,40,88,8,21,21,25,12,39,25,10,12,15,18
PHOENIX SUNS,2013-02-01,240,38,89,4,15,19,25,12,34,20,9,7,13,21
LOS ANGELES CLIPPERS,2013-02-01,240,25,72,3,19,20,31,9,28,12,6,4,14,16
TORONTO RAPTORS,2013-02-01,240,38,81,12,26,10,17,11,34,30,7,6,12,25
PORTLAND TRAIL BLAZERS,2013-02-01,240,29,79,7,20,12,16,12,28,15,6,8,15,22
UTAH JAZZ,2013-02-01,240,35,81,4,15,12,17,9,38,19,7,7,13,21
CHICAGO BULLS,2013-02-02,240,38,93,8,20,9,13,18,35,26,12,5,7,14
ATLANTA HAWKS,2013-02-02,240,31,79,6,19,8,15,12,33,17,3,7,14,12
OKLAHOMA CITY THUNDER,2013-02-02,240,41,83,7,21,21,26,14,33,19,10,11,16,20
CLEVELAND CAVALIERS,2013-02-02,240,43,90,9,18,20,23,14,30,27,9,2,13,16
PHOENIX SUNS,2013-02-02,240,35,86,5,15,18,24,15,33,22,7,1,12,21
GOLDEN STATE WARRIORS,2013-02-02,240,45,89,9,19,14,20,14,33,34,5,3,13,24
CHARLOTTE BOBCATS,2013-02-02,240,33,79,8,19,21,24,9,26,18,7,7,13,23
HOUSTON ROCKETS,2013-02-02,240,42,82,7,20,18,23,14,36,27,5,5,14,19
ORLANDO MAGIC,2013-02-02,240,41,94,5,19,11,22,20,32,32,9,5,17,17
MILWAUKEE BUCKS,2013-02-02,240,42,90,9,24,14,20,14,28,26,6,9,16,16
NEW ORLEANS HORNETS,2013-02-02,240,28,70,3,14,27,33,9,19,15,12,4,23,25
MINNESOTA TIMBERWOLVES,2013-02-02,240,45,77,5,15,20,29,15,29,30,12,5,18,27
SACRAMENTO KINGS,2013-02-02,240,32,76,6,21,11,15,5,25,14,8,2,18,15
NEW YORK KNICKS,2013-02-02,240,47,86,19,43,7,13,15,37,34,8,1,17,19
UTAH JAZZ,2013-02-02,240,39,90,8,19,13,16,10,27,24,9,2,4,22
PORTLAND TRAIL BLAZERS,2013-02-02,240,38,75,10,18,19,28,10,39,25,2,6,16,17
WASHINGTON WIZARDS,2013-02-02,240,36,88,6,22,8,17,12,29,24,8,2,16,23
SAN ANTONIO SPURS,2013-02-02,240,38,78,5,20,15,16,3,42,25,5,4,16,17
LOS ANGELES CLIPPERS,2013-02-03,240,40,79,9,21,15,21,13,28,27,9,2,20,26
BOSTON CELTICS,2013-02-03,240,36,72,11,18,23,27,6,23,23,8,2,17,22
LOS ANGELES LAKERS,2013-02-03,240,39,83,6,20,14,22,7,34,24,9,3,14,15
DETROIT PISTONS,2013-02-03,240,41,92,5,14,10,15,10,37,26,10,8,14,18
MIAMI HEAT,2013-02-03,240,40,75,3,12,17,23,7,27,19,10,4,12,23
TORONTO RAPTORS,2013-02-03,240,28,75,4,18,25,32,14,24,15,10,3,15,24
CHICAGO BULLS,2013-02-04,240,39,88,4,16,19,22,12,23,18,7,6,10,25
INDIANA PACERS,2013-02-04,240,39,74,6,14,27,34,13,34,23,6,8,16,19
CHARLOTTE BOBCATS,2013-02-04,240,34,80,8,25,18,20,12,28,13,8,5,13,24
MIAMI HEAT,2013-02-04,240,41,81,1,12,16,24,12,27,23,6,5,11,18
PORTLAND TRAIL BLAZERS,2013-02-04,240,41,70,7,18,11,16,8,31,23,5,8,28,24
MINNESOTA TIMBERWOLVES,2013-02-04,240,40,85,3,13,15,19,10,19,23,13,2,12,20
DETROIT PISTONS,2013-02-04,240,38,90,3,13,6,12,17,26,15,10,5,12,13
NEW YORK KNICKS,2013-02-04,240,36,79,14,34,13,16,14,32,22,6,2,15,16
DALLAS MAVERICKS,2013-02-04,240,36,87,3,16,16,20,6,34,21,7,9,14,18
OKLAHOMA CITY THUNDER,2013-02-04,240,41,87,10,25,20,27,8,40,25,11,8,11,19
ORLANDO MAGIC,2013-02-04,240,27,80,1,12,6,8,10,36,20,5,2,12,5
PHILADELPHIA 76ERS,2013-02-04,240,36,79,3,20,3,5,7,39,26,8,7,11,10
SACRAMENTO KINGS,2013-02-04,265,35,87,3,20,18,25,15,24,13,11,4,13,21
UTAH JAZZ,2013-02-04,265,38,72,7,12,15,18,5,36,25,8,8,20,19
LOS ANGELES CLIPPERS,2013-02-04,240,37,79,4,17,12,15,9,35,21,6,6,20,24
WASHINGTON WIZARDS,2013-02-04,240,37,84,7,12,17,27,13,31,27,11,8,12,16
LOS ANGELES LAKERS,2013-02-05,240,37,82,3,13,15,18,5,35,20,5,5,13,18
BROOKLYN NETS,2013-02-05,240,31,89,6,23,15,19,20,32,16,7,5,16,18
MILWAUKEE BUCKS,2013-02-05,240,48,100,3,16,5,11,12,32,27,6,11,16,28
DENVER NUGGETS,2013-02-05,240,40,91,5,16,27,37,16,37,26,9,12,17,19
GOLDEN STATE WARRIORS,2013-02-05,240,41,86,3,15,24,30,11,29,21,2,5,12,26
