true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
0.49,0.446,0.155,0.321,30.4,72.1,50.6,52.8,8.4,11.1,14.3,100.0,99.0,115.8
0.521,0.488,0.318,0.318,18.4,67.4,41.3,64.9,8.2,12.0,9.4,100.0,103.5,107.6
0.531,0.511,0.176,0.198,32.6,81.6,58.7,75.0,2.0,1.7,14.7,100.0,107.6,103.5
0.574,0.525,0.363,0.3,23.1,62.5,43.0,69.4,5.6,19.0,9.9,100.0,116.8,113.4
0.562,0.471,0.171,0.643,37.5,76.9,57.0,54.8,3.4,13.7,15.9,100.0,113.4,116.8
0.475,0.413,0.188,0.45,27.5,79.5,50.0,54.8,13.0,5.6,11.9,100.0,98.8,97.7
0.545,0.514,0.25,0.333,20.5,72.5,50.0,70.6,7.6,9.2,17.9,100.0,97.7,98.8
0.503,0.4,0.176,0.518,39.1,65.9,52.2,48.5,14.9,5.5,10.3,100.0,112.1,111.0
0.554,0.518,0.141,0.235,34.1,60.9,47.8,40.0,1.1,10.0,16.1,100.0,111.0,112.1
0.469,0.416,0.217,0.386,27.5,74.3,46.5,53.1,7.3,1.8,14.1,100.0,95.2,114.0
0.616,0.617,0.296,0.21,25.7,72.5,53.5,74.4,8.4,10.8,16.1,100.0,114.0,95.2
0.417,0.333,0.348,0.493,17.8,69.6,44.0,23.8,5.7,4.8,14.3,100.0,79.7,109.3
0.517,0.463,0.222,0.333,30.4,82.2,56.0,51.5,6.8,11.1,11.4,100.0,109.3,79.7
0.434,0.374,0.23,0.287,17.6,60.0,38.6,58.1,4.1,7.9,11.7,100.0,87.6,98.9
0.476,0.412,0.259,0.424,40.0,82.4,61.4,40.6,8.2,16.4,15.1,100.0,98.9,87.6
0.479,0.446,0.215,0.28,20.8,80.8,41.9,53.8,6.9,6.0,10.3,100.0,98.8,104.7
0.656,0.574,0.18,0.738,19.2,79.2,58.1,56.3,2.0,5.5,24.3,100.0,104.7,98.8
0.572,0.528,0.208,0.347,31.4,70.3,51.4,54.3,10.1,3.3,18.6,100.0,106.9,113.6
0.577,0.532,0.221,0.312,29.7,68.6,48.6,60.5,12.4,14.0,14.6,100.0,113.6,106.9
0.622,0.557,0.243,0.443,29.4,75.0,56.1,66.7,3.3,10.8,19.3,100.0,112.7,109.5
0.507,0.441,0.129,0.388,25.0,70.6,43.9,68.6,9.8,11.3,7.4,100.0,109.5,112.7
0.568,0.547,0.284,0.126,29.5,73.3,51.7,45.7,8.5,4.3,9.1,100.0,120.9,112.5
0.537,0.522,0.258,0.14,26.7,70.5,48.3,47.7,4.2,10.3,9.2,100.0,112.5,120.9
0.458,0.435,0.226,0.119,20.5,68.6,41.8,46.9,9.5,3.2,17.7,100.0,85.6,106.7
0.562,0.512,0.244,0.22,31.4,79.5,58.2,61.5,11.6,7.7,17.4,100.0,106.7,85.6
0.557,0.526,0.158,0.276,21.1,66.7,44.2,42.1,8.6,21.0,16.6,100.0,102.7,107.0
0.525,0.451,0.235,0.37,33.3,78.9,55.8,55.9,4.3,6.3,14.5,100.0,107.0,102.7
0.467,0.409,0.22,0.427,24.5,69.6,46.3,45.2,8.2,10.3,14.1,100.0,92.8,103.0
0.507,0.459,0.209,0.36,30.4,75.5,53.7,45.9,11.2,15.6,13.1,100.0,103.0,92.8
0.611,0.578,0.195,0.312,30.6,76.2,55.1,60.0,7.7,6.6,13.8,100.0,117.2,113.9
0.561,0.525,0.238,0.363,23.8,69.4,44.9,56.4,8.8,3.2,12.3,100.0,113.9,117.2
0.512,0.433,0.3,0.367,27.1,79.5,52.2,47.1,9.1,6.5,10.3,100.0,108.2,95.1
0.521,0.475,0.235,0.259,20.5,72.9,47.8,51.4,4.0,11.1,17.4,100.0,95.1,108.2
0.483,0.476,0.134,0.195,25.5,68.0,47.4,36.1,9.3,16.9,17.6,100.0,88.6,102.0
0.495,0.455,0.27,0.281,32.0,74.5,52.6,48.6,10.3,8.5,15.3,100.0,102.0,88.6
0.432,0.382,0.225,0.36,35.8,80.9,57.0,48.4,8.4,4.1,21.4,100.0,83.0,101.6
0.54,0.505,0.215,0.194,19.1,64.2,43.0,62.8,20.5,5.8,14.4,100.0,101.6,83.0
0.594,0.539,0.297,0.359,16.1,62.2,41.2,43.3,7.1,10.2,19.5,100.0,103.9,115.7
0.591,0.528,0.31,0.38,37.8,83.9,58.8,59.4,8.3,11.1,17.8,100.0,115.7,103.9
0.561,0.526,0.171,0.395,21.4,64.0,44.6,59.5,7.4,11.7,13.6,100.0,106.1,100.8
0.48,0.46,0.318,0.284,36.0,78.6,55.4,43.2,8.5,9.5,14.7,100.0,100.8,106.1
0.579,0.545,0.141,0.218,9.1,77.1,49.4,51.3,7.4,8.5,14.1,100.0,105.0,95.4
0.478,0.424,0.306,0.247,22.9,90.9,50.6,72.7,7.4,9.0,12.1,100.0,95.4,105.0
0.551,0.513,0.208,0.377,19.5,68.8,46.1,63.9,7.5,11.5,13.5,100.0,106.2,89.1
0.434,0.366,0.256,0.378,31.3,80.5,53.9,60.7,7.5,4.9,14.3,100.0,89.1,106.2
0.438,0.433,0.225,0.146,28.3,60.0,42.9,75.0,11.3,5.8,15.2,100.0,85.5,110.2
0.529,0.477,0.216,0.341,40.0,71.7,57.1,64.1,9.3,7.2,16.5,100.0,110.2,85.5
0.616,0.575,0.239,0.507,17.2,64.8,48.2,80.6,11.7,8.5,8.9,100.0,117.9,91.0
0.41,0.371,0.165,0.271,35.2,82.8,51.8,53.3,5.8,0.0,13.6,100.0,91.0,117.9
0.624,0.572,0.133,0.361,20.5,82.9,52.5,72.7,6.0,5.0,13.5,100.0,119.8,98.9
0.521,0.431,0.25,0.425,17.1,79.5,47.5,31.3,9.0,6.9,12.8,100.0,98.9,119.8
0.5,0.413,0.175,0.513,37.2,67.9,49.3,45.5,10.2,3.4,9.3,100.0,110.8,124.4
0.646,0.641,0.183,0.451,32.1,62.8,50.7,62.8,4.5,6.1,15.0,100.0,124.4,110.8
0.567,0.538,0.266,0.19,18.9,76.2,49.4,73.7,11.6,4.3,17.4,100.0,102.7,93.2
0.494,0.488,0.159,0.195,23.8,81.1,50.6,68.4,10.6,10.3,16.0,100.0,93.2,102.7
0.552,0.512,0.247,0.341,41.5,61.0,51.2,48.7,3.3,3.9,12.5,100.0,119.5,122.8
0.556,0.506,0.136,0.307,39.0,58.5,48.8,35.7,5.5,6.3,9.9,100.0,122.8,119.5
0.514,0.47,0.202,0.357,29.2,74.4,49.4,70.3,8.0,12.3,6.7,100.0,114.1,100.5
0.515,0.466,0.23,0.351,25.6,70.8,50.6,46.9,2.3,6.0,14.1,100.0,100.5,114.1
0.613,0.562,0.259,0.222,27.0,70.3,48.6,78.6,11.5,10.1,8.3,100.0,125.1,98.7
0.495,0.462,0.115,0.256,29.7,73.0,51.4,37.1,2.3,3.3,16.4,100.0,98.7,125.1
0.501,0.451,0.152,0.315,27.8,51.2,37.9,57.9,12.4,8.2,10.3,100.0,108.7,128.4
0.638,0.595,0.274,0.357,48.8,72.2,62.1,51.2,8.3,5.1,16.4,100.0,128.4,108.7
0.482,0.405,0.214,0.452,25.0,77.1,46.0,45.2,10.0,3.4,15.2,100.0,96.8,128.8
0.696,0.658,0.266,0.392,22.9,75.0,54.0,67.4,9.0,10.6,13.1,100.0,128.8,96.8
0.536,0.519,0.3,0.113,25.6,72.5,49.4,55.3,11.8,14.0,12.5,100.0,106.0,89.5
0.458,0.396,0.208,0.347,27.5,74.4,50.6,59.3,4.7,7.1,17.0,100.0,89.5,106.0
0.62,0.575,0.188,0.363,20.6,75.7,49.3,77.3,9.5,4.5,19.2,100.0,108.9,109.8
0.598,0.513,0.154,0.551,24.3,79.4,50.7,64.9,14.2,3.1,17.8,100.0,109.8,108.9
0.44,0.417,0.189,0.167,34.7,87.5,52.1,58.3,8.3,3.8,7.6,100.0,100.6,111.2
0.609,0.56,0.209,0.343,12.5,65.3,47.9,69.4,3.6,4.1,14.4,100.0,111.2,100.6
0.512,0.448,0.151,0.36,28.3,74.4,49.4,47.2,4.1,1.5,13.1,100.0,104.9,107.9
0.564,0.494,0.152,0.405,25.6,71.7,50.6,64.9,9.3,8.2,14.7,100.0,107.9,104.9
0.552,0.506,0.179,0.226,31.6,71.7,53.6,56.4,6.7,8.2,12.3,100.0,113.5,112.4
0.536,0.517,0.315,0.135,28.3,68.4,46.4,61.0,7.8,4.3,10.4,100.0,112.4,113.5
0.586,0.561,0.22,0.305,23.7,61.2,44.8,66.7,9.8,3.2,17.0,100.0,107.4,113.3
0.538,0.484,0.326,0.37,38.8,76.3,55.2,68.4,10.8,12.5,15.1,100.0,113.3,107.4
0.549,0.487,0.165,0.532,26.1,75.0,50.0,55.6,9.5,15.9,7.6,100.0,112.9,104.5
0.49,0.462,0.258,0.194,25.0,73.9,50.0,56.4,4.2,9.1,10.6,100.0,104.5,112.9
0.459,0.4,0.289,0.256,32.0,81.6,53.4,50.0,4.3,3.1,10.7,100.0,98.2,114.2
0.582,0.575,0.2,0.338,18.4,68.0,46.6,52.4,5.3,9.4,11.6,100.0,114.2,98.2
0.518,0.465,0.264,0.319,28.2,78.9,53.2,67.7,8.1,5.2,16.3,100.0,98.8,96.4
0.509,0.46,0.227,0.2,21.1,71.8,46.8,65.6,4.6,13.2,16.4,100.0,96.4,98.8
0.446,0.369,0.19,0.333,25.0,61.4,41.7,39.3,6.1,6.6,15.7,100.0,87.3,129.9
0.603,0.582,0.337,0.348,38.6,75.0,58.3,58.7,9.1,22.1,10.9,100.0,129.9,87.3
0.389,0.354,0.247,0.191,19.6,79.5,46.0,67.9,6.4,7.2,11.9,100.0,80.0,107.7
0.549,0.494,0.148,0.309,20.5,80.4,54.0,55.3,9.6,11.9,9.8,100.0,107.7,80.0
0.615,0.584,0.182,0.416,31.4,68.0,52.9,52.4,6.1,5.6,20.2,100.0,113.3,111.2
0.539,0.489,0.228,0.25,32.0,68.6,47.1,48.8,9.1,11.1,11.3,100.0,111.2,113.3
0.581,0.53,0.25,0.333,15.9,75.0,46.7,61.5,4.3,5.8,5.9,100.0,119.1,106.3
0.494,0.473,0.242,0.253,25.0,84.1,53.3,50.0,4.3,6.3,7.3,100.0,106.3,119.1
0.554,0.475,0.165,0.532,26.3,78.8,50.7,44.4,9.0,5.8,14.1,100.0,107.8,124.8
0.651,0.606,0.188,0.294,21.2,73.7,49.3,62.5,9.0,6.1,12.7,100.0,124.8,107.8
0.647,0.6,0.3,0.363,25.0,70.0,47.5,67.5,12.2,9.7,15.5,100.0,121.7,113.6
0.603,0.574,0.235,0.333,30.0,75.0,52.5,64.3,8.1,10.7,17.7,100.0,113.6,121.7
0.579,0.512,0.185,0.321,39.5,68.1,55.3,30.0,3.3,6.6,14.8,100.0,116.7,115.6
0.526,0.489,0.174,0.217,31.9,60.5,44.7,62.8,8.7,3.0,9.0,100.0,115.6,116.7
0.565,0.518,0.118,0.212,20.0,92.3,58.1,59.5,6.8,2.8,17.0,100.0,102.6,107.5
0.591,0.537,0.134,0.305,7.7,80.0,41.9,64.3,10.7,4.0,13.1,100.0,107.5,102.6
0.536,0.512,0.174,0.291,27.5,78.9,52.6,65.1,6.5,3.2,9.3,100.0,112.3,119.9
0.599,0.548,0.253,0.265,21.1,72.5,47.4,60.5,6.5,4.2,8.9,100.0,119.9,112.3
0.626,0.619,0.299,0.164,26.7,76.9,55.1,75.7,8.1,14.5,23.4,100.0,104.6,112.8
0.558,0.473,0.173,0.36,23.1,73.3,44.9,43.8,12.8,6.4,12.1,100.0,112.8,104.6
0.458,0.414,0.184,0.276,24.4,63.2,46.9,60.0,9.7,7.6,18.2,100.0,83.7,91.2
0.414,0.387,0.151,0.237,36.8,75.6,53.1,45.7,11.8,4.8,13.5,100.0,91.2,83.7
0.489,0.434,0.241,0.361,18.4,90.0,50.6,50.0,9.0,3.9,13.5,100.0,93.5,89.5
0.51,0.427,0.32,0.4,10.0,81.6,49.4,37.9,6.0,14.3,17.7,100.0,89.5,93.5
0.54,0.5,0.149,0.218,44.2,81.1,61.3,53.7,9.6,3.6,18.0,100.0,109.8,115.2
0.593,0.526,0.273,0.416,18.9,55.8,38.8,59.5,12.8,6.8,11.6,100.0,115.2,109.8
0.611,0.568,0.222,0.321,23.5,68.6,50.6,61.4,5.2,10.4,14.0,100.0,117.2,106.9
0.494,0.465,0.222,0.121,31.4,76.5,49.4,57.1,8.3,12.7,9.5,100.0,106.9,117.2
0.525,0.455,0.269,0.308,20.0,73.7,46.2,57.6,6.7,7.7,12.8,100.0,104.2,107.6
0.555,0.519,0.177,0.215,26.3,80.0,53.8,66.7,10.1,1.8,13.1,100.0,107.6,104.2
0.537,0.48,0.213,0.293,24.3,68.3,47.4,38.2,6.2,3.4,21.4,100.0,93.9,115.6
0.59,0.575,0.333,0.207,31.7,75.7,52.6,52.3,11.4,18.6,15.9,100.0,115.6,93.9
0.512,0.488,0.262,0.107,15.9,64.9,38.3,55.6,7.9,7.0,10.2,100.0,102.1,119.1
0.617,0.556,0.394,0.451,35.1,84.1,61.7,47.1,5.7,4.8,16.7,100.0,119.1,102.1
0.64,0.567,0.173,0.64,39.4,73.7,57.7,53.7,6.2,1.5,15.0,100.0,127.2,119.9
0.617,0.59,0.205,0.301,26.3,60.6,42.3,56.5,10.3,11.3,13.0,100.0,119.9,127.2
0.532,0.5,0.198,0.354,32.0,60.4,46.6,46.7,15.3,10.6,19.0,100.0,100.3,104.5
0.534,0.495,0.347,0.317,39.6,68.0,53.4,53.5,11.0,2.6,19.6,100.0,104.5,100.3
0.499,0.476,0.39,0.256,15.9,90.9,48.1,64.7,4.4,10.0,7.1,100.0,100.6,97.3
0.551,0.52,0.2,0.147,9.1,84.1,51.9,61.1,3.3,12.0,16.7,100.0,97.3,100.6
0.564,0.53,0.256,0.256,20.5,72.5,45.2,56.8,17.1,3.3,11.6,100.0,109.8,98.1
0.526,0.474,0.197,0.342,27.5,79.5,54.8,35.3,7.5,8.2,19.4,100.0,98.1,109.8
0.481,0.459,0.235,0.2,22.4,83.3,48.2,48.6,5.4,5.1,12.3,100.0,96.9,110.0
0.582,0.527,0.203,0.392,16.7,77.6,51.8,52.8,7.6,10.8,12.2,100.0,110.0,96.9
0.553,0.5,0.246,0.319,24.4,77.1,52.8,54.8,6.8,7.5,19.5,100.0,99.2,92.4
0.441,0.41,0.193,0.241,22.9,75.6,47.2,53.1,9.1,0.0,9.8,100.0,92.4,99.2
0.462,0.375,0.224,0.447,37.0,65.9,50.6,39.3,11.3,1.7,15.7,100.0,95.0,109.7
0.555,0.48,0.213,0.373,34.1,63.0,49.4,55.9,11.3,8.5,17.1,100.0,109.7,95.0
0.537,0.5,0.181,0.277,33.3,66.7,51.2,32.5,7.6,8.5,13.9,100.0,108.5,98.7
0.508,0.462,0.253,0.304,33.3,66.7,48.8,47.1,8.7,14.7,18.3,100.0,98.7,108.5
0.559,0.52,0.202,0.212,29.2,72.3,50.5,51.1,4.7,3.8,12.9,100.0,113.2,116.0
0.554,0.53,0.208,0.248,27.7,70.8,49.5,57.1,10.3,7.6,8.9,100.0,116.0,113.2
0.535,0.459,0.233,0.372,35.0,68.5,54.3,43.2,5.9,11.4,18.0,100.0,105.6,107.6
0.493,0.443,0.186,0.32,31.5,65.0,45.7,52.5,5.9,10.6,8.3,100.0,107.6,105.6
0.573,0.524,0.22,0.317,13.2,74.4,45.7,48.7,7.2,3.0,11.4,100.0,109.8,104.7
0.527,0.489,0.239,0.227,25.6,86.8,54.3,66.7,8.2,10.9,12.6,100.0,104.7,109.8
0.651,0.623,0.284,0.272,28.9,64.9,46.7,62.2,7.6,1.7,13.4,100.0,128.1,123.8
0.615,0.584,0.277,0.265,35.1,71.1,53.3,64.4,6.5,6.9,13.1,100.0,123.8,128.1
0.515,0.464,0.274,0.274,31.3,70.5,50.0,52.8,6.6,3.1,12.9,100.0,107.1,112.6
0.541,0.506,0.207,0.341,29.5,68.8,50.0,73.0,8.8,6.6,10.4,100.0,112.6,107.1
0.445,0.39,0.143,0.363,32.8,77.8,52.4,32.4,5.0,7.1,13.2,100.0,94.2,120.2
0.562,0.471,0.186,0.547,22.2,67.2,47.6,60.5,9.0,5.1,5.3,100.0,120.2,94.2
0.542,0.467,0.267,0.413,14.6,57.6,33.8,65.6,4.3,2.7,12.8,100.0,102.6,129.4
0.62,0.593,0.187,0.165,42.4,85.4,66.2,66.0,6.4,7.3,13.3,100.0,129.4,102.6
0.567,0.519,0.231,0.449,18.6,72.5,47.9,54.1,9.0,4.5,14.6,100.0,106.1,96.1
0.478,0.418,0.224,0.412,27.5,81.4,52.1,58.8,12.0,10.0,13.7,100.0,96.1,106.1
0.542,0.5,0.132,0.263,20.5,78.0,50.0,61.1,10.2,4.6,11.5,100.0,104.6,94.4
0.503,0.453,0.133,0.227,22.0,79.5,50.0,53.1,10.2,3.0,17.9,100.0,94.4,104.6
0.514,0.494,0.306,0.2,36.6,67.4,52.9,61.1,10.2,14.1,14.7,100.0,107.5,103.0
0.486,0.434,0.229,0.289,32.6,63.4,47.1,57.6,7.9,16.9,12.2,100.0,103.0,107.5
0.519,0.481,0.231,0.308,13.3,82.6,48.4,44.1,8.0,10.1,16.9,100.0,91.7,93.7
0.487,0.445,0.159,0.402,17.4,86.7,51.6,58.8,6.0,20.0,13.5,100.0,93.7,91.7
0.462,0.44,0.088,0.077,29.2,87.5,52.5,63.2,12.5,3.9,11.3,100.0,99.0,101.2
0.595,0.545,0.227,0.303,12.5,70.8,47.5,60.6,6.8,9.6,18.5,100.0,101.2,99.0
0.555,0.531,0.388,0.263,31.0,63.6,47.7,60.5,5.3,5.8,19.8,100.0,105.0,115.6
0.566,0.506,0.179,0.333,36.4,69.0,52.3,47.5,12.7,4.1,12.7,100.0,115.6,105.0
0.536,0.5,0.171,0.211,22.0,77.1,51.7,50.0,6.6,4.7,15.3,100.0,98.0,102.4
0.482,0.453,0.256,0.279,22.9,78.0,48.3,43.2,9.9,3.2,9.4,100.0,102.4,98.0
0.619,0.561,0.216,0.432,34.4,73.8,56.8,48.7,13.6,10.1,18.5,100.0,114.1,106.7
0.538,0.482,0.169,0.325,26.2,65.6,43.2,50.0,12.6,5.2,14.4,100.0,106.7,114.1
0.547,0.478,0.189,0.333,27.1,65.5,41.6,56.4,9.2,7.0,8.8,100.0,115.8,147.6
0.748,0.736,0.345,0.241,34.5,72.9,58.4,66.1,7.2,9.6,12.7,100.0,147.6,115.8
0.468,0.424,0.228,0.207,48.1,66.7,56.3,65.7,12.6,4.4,19.9,100.0,98.3,103.6
0.515,0.489,0.236,0.18,33.3,51.9,43.8,60.0,9.4,4.2,15.8,100.0,103.6,98.3
0.567,0.527,0.204,0.226,21.7,77.3,48.9,66.7,5.9,7.5,10.5,100.0,114.4,112.4
0.555,0.476,0.183,0.573,22.7,78.3,51.1,58.3,3.0,9.5,9.7,100.0,112.4,114.4
0.481,0.412,0.257,0.284,21.4,67.6,43.0,67.9,6.6,9.7,19.4,100.0,88.5,118.3
0.592,0.545,0.205,0.359,32.4,78.6,57.0,45.0,10.0,9.1,12.6,100.0,118.3,88.5
0.507,0.494,0.207,0.268,27.3,71.1,49.4,75.0,2.3,3.3,8.0,100.0,108.2,105.9
0.504,0.444,0.247,0.259,28.9,72.7,50.6,54.5,5.8,10.8,11.7,100.0,105.9,108.2
0.547,0.5,0.239,0.269,20.0,86.5,54.2,61.3,4.3,3.3,25.0,100.0,88.9,109.5
0.586,0.558,0.208,0.273,13.5,80.0,45.8,74.4,11.9,13.7,13.1,100.0,109.5,88.9
0.482,0.466,0.233,0.247,15.0,71.1,42.3,51.6,7.8,7.6,17.4,100.0,87.4,112.1
0.574,0.538,0.175,0.2,28.9,85.0,57.7,65.0,11.2,8.9,13.9,100.0,112.1,87.4
0.58,0.563,0.172,0.161,30.6,82.5,57.9,51.1,12.1,5.0,11.4,100.0,118.5,99.8
0.553,0.527,0.178,0.288,17.5,69.4,42.1,66.7,3.3,4.2,17.1,100.0,99.8,118.5
0.488,0.463,0.207,0.427,31.3,82.5,54.5,61.8,4.5,7.7,7.6,100.0,107.5,98.5
0.502,0.461,0.156,0.286,17.5,68.8,45.5,61.8,3.4,4.6,11.3,100.0,98.5,107.5
0.59,0.594,0.294,0.129,28.2,76.0,55.1,65.2,9.0,7.1,9.1,100.0,118.8,102.0
0.493,0.476,0.167,0.226,24.0,71.8,44.9,52.6,4.5,5.0,11.5,100.0,102.0,118.8
0.592,0.556,0.112,0.36,22.0,75.0,46.8,48.9,12.4,6.5,12.0,100.0,116.7,111.9
0.61,0.513,0.403,0.558,25.0,78.0,53.2,47.2,9.6,5.1,17.3,100.0,111.9,116.7
0.554,0.512,0.185,0.333,29.3,83.3,52.1,64.1,8.4,1.7,14.7,100.0,108.5,114.8
0.61,0.507,0.192,0.507,16.7,70.7,47.9,47.2,11.6,10.6,13.6,100.0,114.8,108.5
0.602,0.534,0.189,0.378,20.7,61.7,46.1,64.9,7.7,6.4,14.0,100.0,113.9,103.0
0.522,0.506,0.405,0.316,38.3,79.3,53.9,67.6,7.7,6.7,18.9,100.0,103.0,113.9
0.511,0.494,0.126,0.23,26.7,78.4,50.0,36.6,5.2,3.8,13.5,100.0,102.4,93.0
0.517,0.479,0.278,0.444,21.6,73.3,50.0,78.1,6.3,10.5,18.1,100.0,93.0,102.4
0.515,0.506,0.116,0.163,29.5,67.7,45.3,52.5,11.3,7.5,13.2,100.0,107.0,120.5
0.635,0.57,0.254,0.423,32.3,70.5,54.7,60.0,6.8,14.5,16.0,100.0,120.5,107.0
0.605,0.536,0.203,0.478,25.0,66.7,48.6,67.6,9.9,18.3,16.1,100.0,111.5,106.0
0.522,0.475,0.123,0.309,33.3,75.0,51.4,62.2,7.7,9.1,15.6,100.0,106.0,111.5
0.477,0.425,0.23,0.218,22.2,68.0,46.3,58.8,6.2,9.3,12.8,100.0,94.3,101.5
0.502,0.477,0.148,0.25,32.0,77.8,53.7,64.1,10.4,14.9,14.8,100.0,101.5,94.3
0.459,0.447,0.242,0.074,34.0,65.6,45.9,51.3,9.6,6.2,16.2,100.0,95.9,127.9
0.637,0.589,0.226,0.274,34.4,66.0,54.1,63.0,14.9,13.9,11.3,100.0,127.9,95.9
0.504,0.454,0.296,0.306,36.0,74.4,53.8,47.5,8.2,9.5,8.3,100.0,114.4,120.6
0.58,0.528,0.284,0.352,25.6,64.0,46.2,58.1,5.1,7.2,9.0,100.0,120.6,114.4
0.622,0.601,0.203,0.316,25.7,70.3,48.6,55.8,5.6,0.0,10.0,100.0,124.4,118.9
0.594,0.521,0.222,0.569,29.7,74.3,51.4,50.0,4.4,6.3,13.5,100.0,118.9,124.4
0.487,0.452,0.143,0.226,33.3,71.8,51.2,69.4,8.4,5.8,8.9,100.0,107.8,103.0
0.536,0.528,0.268,0.296,28.2,66.7,48.8,65.7,6.0,6.9,15.7,100.0,103.0,107.8
0.483,0.458,0.193,0.277,31.1,63.6,47.2,59.5,6.9,5.3,12.3,100.0,103.8,114.2
0.539,0.481,0.278,0.367,36.4,68.9,52.8,54.3,11.5,6.0,9.8,100.0,114.2,103.8
0.573,0.545,0.231,0.321,23.1,74.4,50.0,43.6,9.5,13.4,14.4,100.0,107.8,104.7
0.523,0.5,0.247,0.146,25.6,76.9,50.0,50.0,4.2,6.7,13.7,100.0,104.7,107.8
0.577,0.543,0.22,0.439,15.9,69.2,41.0,53.8,9.9,5.0,10.1,100.0,111.8,105.9
