true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
0.406,0.362,0.286,0.214,24.6,67.5,41.0,59.4,12.9,1.2,8.5,100.0,86.2,115.0
0.596,0.596,0.056,0.213,32.5,75.4,59.0,46.2,4.0,10.0,16.3,100.0,115.0,86.2
0.664,0.625,0.235,0.221,17.2,66.7,45.6,63.2,1.2,0.0,15.8,100.0,120.5,121.7
0.54,0.5,0.207,0.293,33.3,82.8,54.4,44.7,13.4,9.6,6.1,100.0,121.7,120.5
0.528,0.505,0.309,0.202,36.2,82.9,56.1,47.6,6.1,9.1,15.0,100.0,110.5,114.6
0.614,0.551,0.154,0.385,17.1,63.8,43.9,60.0,9.2,13.8,12.5,100.0,114.6,110.5
0.483,0.447,0.188,0.165,35.7,70.2,53.9,60.0,6.8,3.0,16.5,100.0,99.3,107.2
0.496,0.473,0.275,0.121,29.8,64.3,46.1,53.8,12.4,7.2,8.6,100.0,107.2,99.3
0.519,0.479,0.292,0.375,27.5,57.1,39.7,53.1,7.1,10.2,11.6,100.0,102.9,118.2
0.602,0.572,0.145,0.464,42.9,72.5,60.3,67.6,4.7,9.8,19.4,100.0,118.2,102.9
0.497,0.447,0.08,0.347,23.3,64.7,45.7,40.6,6.7,6.2,15.6,100.0,96.1,107.2
0.494,0.429,0.226,0.357,35.3,76.7,54.3,59.4,7.8,15.9,11.0,100.0,107.2,96.1
0.491,0.414,0.195,0.494,30.0,92.7,58.2,54.5,7.9,9.6,12.4,100.0,102.1,95.2
0.556,0.514,0.297,0.405,7.3,70.0,41.8,88.2,8.8,7.1,17.9,100.0,95.2,102.1
0.606,0.544,0.165,0.316,13.2,54.3,32.9,53.7,7.7,3.1,8.2,100.0,119.5,128.3
0.628,0.57,0.177,0.405,45.7,86.8,67.1,57.1,5.5,10.6,15.4,100.0,128.3,119.5
0.426,0.4,0.047,0.141,11.4,77.3,44.3,52.9,9.4,14.3,13.4,100.0,80.6,93.2
0.491,0.403,0.273,0.403,22.7,88.6,55.7,64.3,8.4,2.5,15.0,100.0,93.2,80.6
0.423,0.372,0.256,0.449,32.1,74.5,52.0,55.6,8.5,8.5,20.4,100.0,83.5,100.4
0.511,0.444,0.272,0.333,25.5,67.9,48.0,60.6,9.5,13.8,11.4,100.0,100.4,83.5
0.611,0.54,0.254,0.413,9.1,78.0,47.3,73.3,6.7,8.8,19.5,100.0,101.0,96.5
0.487,0.463,0.16,0.235,22.0,90.9,52.7,66.7,7.8,8.5,13.5,100.0,96.5,101.0
0.517,0.476,0.193,0.241,17.9,75.6,47.5,48.6,10.9,6.0,10.7,100.0,103.1,92.3
0.475,0.399,0.152,0.304,24.4,82.1,52.5,48.4,4.3,6.0,14.3,100.0,92.3,103.1
0.531,0.467,0.25,0.684,32.6,62.8,47.7,56.3,8.4,7.9,13.9,100.0,110.8,102.3
0.509,0.458,0.241,0.337,37.2,67.4,52.3,62.9,7.4,12.3,15.1,100.0,102.3,110.8
0.552,0.54,0.293,0.253,20.6,76.3,50.0,58.3,5.5,6.3,16.9,100.0,100.8,114.0
0.586,0.52,0.171,0.382,23.7,79.4,50.0,69.4,9.9,3.8,13.6,100.0,114.0,100.8
0.609,0.561,0.203,0.324,19.4,59.5,41.2,53.8,5.6,8.6,12.4,100.0,116.3,136.6
0.646,0.6,0.275,0.388,40.5,80.6,58.8,56.8,6.8,8.5,11.4,100.0,136.6,116.3
0.551,0.512,0.272,0.173,22.0,82.6,43.8,48.6,8.1,5.8,10.3,100.0,111.3,124.1
0.651,0.594,0.246,0.435,17.4,78.0,56.3,44.7,8.1,5.1,11.8,100.0,124.1,111.3
0.483,0.418,0.123,0.274,28.2,68.1,50.0,41.4,1.2,10.1,18.0,100.0,92.3,118.0
0.517,0.5,0.102,0.25,31.9,71.8,50.0,67.4,10.5,7.8,3.9,100.0,118.0,92.3
0.499,0.469,0.136,0.37,25.0,77.6,53.9,58.3,8.6,6.7,12.9,100.0,100.6,92.0
0.484,0.444,0.444,0.222,22.4,75.0,46.1,63.3,9.6,1.4,15.2,100.0,92.0,100.6
0.506,0.448,0.156,0.208,22.5,60.4,43.2,60.6,5.7,4.7,14.3,100.0,97.6,101.0
0.455,0.426,0.034,0.227,39.6,77.5,56.8,40.5,10.3,9.2,11.8,100.0,101.0,97.6
0.568,0.548,0.19,0.131,41.0,76.5,57.5,54.8,5.1,8.3,8.3,100.0,129.8,106.6
0.558,0.466,0.186,0.593,23.5,59.0,42.5,50.0,7.7,5.9,14.9,100.0,106.6,129.8
0.537,0.475,0.177,0.405,40.9,79.1,59.8,54.3,13.1,10.7,9.7,100.0,118.7,96.1
0.491,0.43,0.211,0.366,20.9,59.1,40.2,55.2,5.9,4.6,14.5,100.0,96.1,118.7
0.491,0.416,0.13,0.403,28.2,76.7,53.7,59.4,16.3,1.9,9.0,100.0,103.4,84.8
0.452,0.444,0.264,0.278,23.3,71.8,46.3,55.2,4.6,9.0,18.2,100.0,84.8,103.4
0.387,0.359,0.208,0.146,32.1,73.8,50.5,45.5,7.7,5.8,10.5,100.0,87.0,99.1
0.516,0.487,0.115,0.269,26.2,67.9,49.5,61.1,7.7,6.6,14.7,100.0,99.1,87.0
0.495,0.471,0.151,0.209,25.0,68.6,48.4,34.2,7.3,5.7,15.3,100.0,96.4,99.5
0.513,0.469,0.338,0.388,31.4,75.0,51.6,48.5,12.4,11.0,16.9,100.0,99.5,96.4
0.542,0.5,0.197,0.237,23.3,65.6,45.2,69.4,8.7,4.8,18.5,100.0,98.5,135.3
0.684,0.658,0.171,0.461,34.4,76.7,54.8,53.3,8.7,6.6,13.3,100.0,135.3,98.5
0.579,0.539,0.156,0.351,35.0,68.1,52.9,52.5,11.0,7.9,15.3,100.0,113.8,109.4
0.498,0.431,0.276,0.322,31.9,65.0,47.1,55.9,9.9,1.5,10.0,100.0,109.4,113.8
0.73,0.721,0.265,0.338,14.8,75.0,53.3,72.1,7.5,14.8,19.6,100.0,122.6,92.5
0.455,0.38,0.265,0.313,25.0,85.2,46.7,57.1,10.8,8.0,13.7,100.0,92.5,122.6
0.589,0.574,0.21,0.062,25.7,81.8,57.0,51.2,5.1,1.9,7.8,100.0,123.8,102.3
0.501,0.465,0.278,0.278,18.2,74.3,43.0,40.0,6.3,3.1,8.0,100.0,102.3,123.8
0.512,0.443,0.266,0.342,18.6,71.1,43.2,67.7,7.5,6.0,11.7,100.0,100.3,115.4
0.554,0.482,0.183,0.402,28.9,81.4,56.8,45.9,9.7,8.6,11.1,100.0,115.4,100.3
0.51,0.455,0.17,0.284,32.6,66.7,51.1,64.1,10.1,8.1,16.8,100.0,101.9,112.0
0.524,0.478,0.178,0.4,33.3,67.4,48.9,50.0,8.1,15.1,8.6,100.0,112.0,101.9
0.629,0.591,0.208,0.377,22.2,81.4,54.4,69.8,14.3,15.5,15.1,100.0,115.2,105.0
0.543,0.5,0.301,0.325,18.6,77.8,45.6,43.2,8.2,4.9,13.7,100.0,105.0,115.2
0.455,0.433,0.256,0.167,23.5,68.1,44.9,57.1,8.2,9.5,14.2,100.0,90.1,108.5
0.506,0.435,0.259,0.529,31.9,76.5,55.1,42.4,12.3,13.4,10.3,100.0,108.5,90.1
0.497,0.41,0.208,0.361,27.5,73.3,51.8,40.7,8.4,6.3,23.1,100.0,87.5,111.7
0.556,0.506,0.241,0.337,26.7,72.5,48.2,53.8,19.0,14.0,12.8,100.0,111.7,87.5
0.518,0.449,0.231,0.654,29.8,71.4,49.4,55.9,11.6,6.8,15.9,100.0,100.1,107.8
0.547,0.522,0.187,0.286,28.6,70.2,50.6,82.2,7.7,8.3,14.2,100.0,107.8,100.1
0.59,0.546,0.134,0.289,20.5,77.6,50.5,50.0,2.7,2.3,9.9,100.0,115.7,112.1
0.528,0.481,0.179,0.264,22.4,79.5,49.5,74.5,4.5,9.5,7.8,100.0,112.1,115.7
0.513,0.506,0.38,0.165,32.5,80.0,56.3,55.9,8.5,7.8,14.2,100.0,105.6,95.9
0.509,0.472,0.282,0.211,20.0,67.5,43.8,80.0,10.9,10.2,15.3,100.0,95.9,105.6
0.541,0.518,0.119,0.179,40.0,74.3,55.0,39.0,14.2,3.9,16.6,100.0,107.4,110.7
0.607,0.571,0.338,0.182,25.7,60.0,45.0,55.3,11.0,5.4,20.2,100.0,110.7,107.4
0.515,0.476,0.205,0.277,26.7,74.0,51.6,69.4,11.0,7.0,11.4,100.0,105.1,90.9
0.449,0.405,0.155,0.226,26.0,73.3,48.4,48.4,5.5,7.6,14.0,100.0,90.9,105.1
0.558,0.514,0.324,0.451,32.5,67.9,47.1,61.3,13.9,0.0,15.0,100.0,109.8,115.6
0.594,0.568,0.135,0.311,32.1,67.5,52.9,61.5,9.2,4.2,16.8,100.0,115.6,109.8
0.528,0.476,0.141,0.259,23.8,84.6,53.1,53.8,6.9,8.3,5.0,100.0,114.5,106.4
0.552,0.493,0.2,0.28,15.4,76.2,46.9,52.9,3.4,4.1,11.5,100.0,106.4,114.5
0.566,0.507,0.26,0.37,36.6,62.5,47.9,59.4,9.5,9.5,15.9,100.0,113.9,122.3
0.615,0.554,0.149,0.297,37.5,63.4,52.1,61.5,8.3,1.9,16.1,100.0,122.3,113.9
0.437,0.405,0.179,0.137,32.7,77.1,54.0,50.0,5.4,7.0,12.2,100.0,95.2,106.0
0.524,0.506,0.305,0.317,22.9,67.3,46.0,56.8,7.6,9.0,9.7,100.0,106.0,95.2
0.562,0.513,0.154,0.295,13.5,66.0,42.9,56.8,6.7,2.8,8.3,100.0,110.3,112.5
0.523,0.494,0.202,0.191,34.0,86.5,57.1,61.0,2.2,9.1,11.1,100.0,112.5,110.3
0.507,0.457,0.111,0.272,17.1,78.1,43.8,85.7,1.1,11.5,11.7,100.0,99.5,119.0
0.634,0.617,0.247,0.16,21.9,82.9,56.2,77.3,5.4,8.3,13.9,100.0,119.0,99.5
0.493,0.436,0.192,0.359,26.1,78.0,50.6,54.8,8.2,3.2,19.6,100.0,90.7,102.9
0.556,0.506,0.215,0.342,22.0,73.9,49.4,73.7,13.2,17.5,16.5,100.0,102.9,90.7
0.528,0.493,0.368,0.25,28.9,72.2,50.0,65.6,10.7,10.2,16.8,100.0,105.5,109.0
0.57,0.47,0.269,0.463,27.8,71.1,50.0,53.6,11.8,4.2,14.8,100.0,109.0,105.5
0.508,0.435,0.145,0.42,11.9,73.7,41.3,60.7,5.5,6.6,18.0,100.0,91.4,110.2
0.571,0.558,0.208,0.312,26.3,88.1,58.8,55.0,16.5,8.5,12.1,100.0,110.2,91.4
0.564,0.533,0.278,0.122,45.2,78.1,59.5,65.1,7.4,7.0,20.2,100.0,112.5,116.7
0.621,0.565,0.26,0.364,21.9,54.8,40.5,55.0,9.5,15.4,14.4,100.0,116.7,112.5
0.51,0.474,0.365,0.167,35.4,70.2,52.6,61.5,6.1,10.5,14.2,100.0,107.4,110.4
0.511,0.403,0.136,0.455,29.8,64.6,47.4,55.9,10.2,8.2,9.4,100.0,110.4,107.4
0.533,0.489,0.191,0.337,37.8,74.5,57.3,48.8,3.1,5.6,11.3,100.0,112.0,106.8
0.505,0.44,0.143,0.512,25.5,62.2,42.7,50.0,7.2,13.9,10.4,100.0,106.8,112.0
0.521,0.468,0.203,0.266,29.3,75.6,53.5,52.9,4.6,8.3,12.8,100.0,106.0,95.6
0.465,0.452,0.133,0.169,24.4,70.7,46.5,47.2,9.2,9.5,11.0,100.0,95.6,106.0
0.521,0.44,0.333,0.52,25.0,69.6,46.8,78.6,4.6,5.8,8.9,100.0,110.3,118.3
0.526,0.445,0.159,0.439,30.4,75.0,53.2,48.6,5.7,6.0,5.8,100.0,118.3,110.3
0.553,0.476,0.274,0.393,31.8,70.6,48.7,66.7,6.7,1.5,7.5,100.0,121.0,134.4
0.643,0.589,0.214,0.274,29.4,68.2,51.3,41.3,3.3,8.2,9.6,100.0,134.4,121.0
0.571,0.513,0.208,0.286,17.9,76.0,50.6,63.9,12.5,8.0,8.4,100.0,112.2,94.0
0.457,0.441,0.412,0.153,24.0,82.1,49.4,68.8,2.3,6.6,13.4,100.0,94.0,112.2
0.515,0.463,0.099,0.37,22.7,70.3,44.4,42.9,10.5,8.5,12.9,100.0,102.2,109.6
0.592,0.542,0.181,0.5,29.7,77.3,55.6,86.1,7.4,8.2,17.8,100.0,109.6,102.2
0.58,0.583,0.356,0.211,8.9,78.0,41.9,78.3,6.9,0.0,9.2,100.0,112.9,107.0
0.555,0.545,0.18,0.213,22.0,91.1,58.1,58.7,3.0,12.1,11.0,100.0,107.0,112.9
0.562,0.5,0.195,0.341,36.4,58.5,48.6,47.4,6.9,6.9,10.4,100.0,122.2,111.8
0.51,0.453,0.153,0.271,41.5,63.6,51.4,47.2,5.8,13.6,12.8,100.0,111.8,122.2
0.463,0.427,0.24,0.347,21.7,64.3,42.0,34.5,3.5,6.1,13.1,100.0,92.5,113.3
0.534,0.506,0.402,0.268,35.7,78.3,58.0,63.9,8.1,8.8,11.6,100.0,113.3,92.5
0.613,0.492,0.328,0.885,20.0,75.0,50.6,77.8,7.6,1.3,15.9,100.0,113.0,104.3
0.502,0.459,0.093,0.256,25.0,80.0,49.4,59.5,3.3,9.8,10.3,100.0,104.3,113.0
0.533,0.486,0.292,0.361,19.5,70.7,45.1,64.5,8.3,6.1,10.7,100.0,105.8,118.8
0.563,0.513,0.355,0.382,29.3,80.5,54.9,67.6,8.3,5.9,10.1,100.0,118.8,105.8
0.466,0.43,0.203,0.228,18.9,70.0,45.5,41.9,7.8,0.0,13.9,100.0,90.0,117.8
0.581,0.551,0.308,0.385,30.0,81.1,54.5,53.8,7.8,11.1,11.6,100.0,117.8,90.0
0.492,0.446,0.143,0.286,32.6,60.0,45.8,68.6,4.8,5.8,10.4,100.0,111.5,116.3
0.563,0.514,0.288,0.411,40.0,67.4,54.2,61.8,6.0,9.7,11.3,100.0,116.3,111.5
0.558,0.521,0.239,0.282,21.9,77.1,55.0,71.4,6.0,11.1,12.1,100.0,106.8,94.8
0.442,0.401,0.222,0.235,22.9,78.1,45.0,66.7,4.8,5.6,9.2,100.0,94.8,106.8
0.513,0.415,0.225,0.535,11.1,76.1,44.0,66.7,11.5,14.5,20.1,100.0,85.9,95.5
0.511,0.449,0.205,0.577,23.9,88.9,56.0,69.7,8.6,9.1,18.4,100.0,95.5,85.9
0.523,0.473,0.108,0.311,29.7,73.9,54.2,57.6,9.0,8.2,19.2,100.0,98.5,85.1
0.435,0.38,0.187,0.373,26.1,70.3,45.8,53.8,10.1,12.1,15.5,100.0,85.1,98.5
0.474,0.431,0.207,0.264,23.9,84.6,51.8,58.3,11.4,3.4,11.0,100.0,95.0,106.3
0.584,0.545,0.256,0.295,15.4,76.1,48.2,60.5,5.2,8.7,17.0,100.0,106.3,95.0
0.454,0.421,0.244,0.232,30.8,58.8,41.9,54.8,11.0,4.8,17.4,100.0,90.3,122.2
0.623,0.589,0.215,0.291,41.2,69.2,58.1,61.9,14.3,16.1,16.8,100.0,122.2,90.3
0.569,0.538,0.177,0.228,22.5,73.3,49.4,72.5,12.2,6.6,18.7,100.0,100.3,108.4
0.547,0.488,0.282,0.341,26.7,77.5,50.6,52.8,13.2,3.1,15.5,100.0,108.4,100.3
0.481,0.417,0.218,0.423,26.1,69.6,47.8,44.8,10.8,11.4,12.3,100.0,96.1,91.8
0.444,0.402,0.092,0.23,30.4,73.9,52.2,47.1,5.4,3.3,15.1,100.0,91.8,96.1
0.46,0.426,0.147,0.274,28.8,69.8,47.4,48.7,11.6,10.7,13.1,100.0,95.1,111.6
0.563,0.506,0.148,0.364,30.2,71.2,52.6,45.2,6.8,8.6,13.6,100.0,111.6,95.1
0.512,0.481,0.247,0.234,19.0,86.1,50.0,75.8,3.3,3.8,15.9,100.0,96.7,104.5
0.554,0.479,0.274,0.37,13.9,81.0,50.0,53.1,5.6,3.4,11.5,100.0,104.5,96.7
0.474,0.414,0.118,0.28,36.5,80.0,55.4,52.8,5.1,7.0,14.0,100.0,100.9,109.0
0.547,0.506,0.165,0.341,20.0,63.5,44.6,51.2,10.2,12.2,10.1,100.0,109.0,100.9
0.589,0.556,0.352,0.282,33.3,75.7,55.7,57.6,7.1,13.3,18.4,100.0,111.2,117.1
0.589,0.521,0.357,0.457,24.3,66.7,44.3,48.4,8.3,6.5,13.4,100.0,117.1,111.2
0.563,0.494,0.213,0.4,12.8,74.4,43.6,51.4,9.9,2.1,5.0,100.0,117.0,109.3
0.564,0.5,0.338,0.535,25.6,87.2,56.4,46.9,3.3,1.6,13.8,100.0,109.3,117.0
0.526,0.465,0.174,0.291,26.2,80.0,50.6,26.3,11.3,7.3,12.6,100.0,104.9,110.1
0.606,0.539,0.276,0.368,20.0,73.8,49.4,43.2,3.1,7.0,17.7,100.0,110.1,104.9
0.516,0.466,0.205,0.384,21.1,81.8,49.3,59.4,11.2,12.0,14.1,100.0,98.4,89.5
0.473,0.448,0.351,0.221,18.2,78.9,50.7,61.3,6.7,15.5,15.1,100.0,89.5,98.4
0.572,0.512,0.205,0.434,28.3,62.0,45.8,59.0,5.3,10.5,9.2,100.0,120.9,115.5
0.514,0.479,0.191,0.266,38.0,71.7,54.2,47.6,7.5,9.1,8.7,100.0,115.5,120.9
0.502,0.424,0.203,0.392,37.8,77.8,55.6,53.3,3.5,3.8,14.7,100.0,107.8,114.7
0.575,0.507,0.278,0.444,22.2,62.2,44.4,57.1,8.1,9.5,9.5,100.0,114.7,107.8
0.498,0.453,0.137,0.274,37.0,58.3,47.1,38.1,13.3,7.8,12.4,100.0,108.5,101.4
0.503,0.453,0.256,0.326,41.7,63.0,52.9,55.6,10.2,11.0,17.6,100.0,101.4,108.5
0.473,0.45,0.227,0.127,34.5,71.1,49.0,59.6,7.8,9.8,8.7,100.0,107.8,110.7
0.587,0.525,0.238,0.463,28.9,65.5,51.0,42.1,4.9,9.4,16.5,100.0,110.7,107.8
0.49,0.46,0.195,0.207,31.3,78.0,52.8,81.6,11.0,10.4,12.9,100.0,102.0,87.7
0.462,0.395,0.118,0.316,22.0,68.8,47.2,58.6,4.4,17.1,15.6,100.0,87.7,102.0
0.539,0.455,0.247,0.468,25.0,71.8,47.0,50.0,6.9,12.1,7.0,100.0,115.7,106.5
0.526,0.513,0.175,0.213,28.2,75.0,53.0,53.8,4.6,3.4,12.1,100.0,106.5,115.7
0.463,0.437,0.266,0.215,20.4,69.8,43.5,56.7,5.6,3.2,14.8,100.0,90.1,103.6
0.512,0.494,0.235,0.247,30.2,79.6,56.5,50.0,9.0,6.9,12.6,100.0,103.6,90.1
0.618,0.551,0.324,0.485,15.2,64.3,42.7,54.8,8.9,5.8,14.5,100.0,113.2,114.3
0.545,0.454,0.316,0.553,35.7,84.8,57.3,65.6,4.4,8.7,13.7,100.0,114.3,113.2
0.586,0.556,0.175,0.225,33.3,75.0,57.1,59.5,4.6,8.8,10.2,100.0,119.1,113.3
0.551,0.506,0.26,0.351,25.0,66.7,42.9,67.6,5.8,12.1,12.8,100.0,113.3,119.1
0.718,0.699,0.386,0.102,14.3,77.5,48.0,53.8,11.3,1.5,11.5,100.0,135.5,105.8
0.562,0.518,0.195,0.268,22.5,85.7,52.0,45.0,7.2,7.4,14.9,100.0,105.8,135.5
0.567,0.519,0.244,0.397,30.0,80.0,53.3,48.6,8.9,12.2,11.6,100.0,115.7,106.8
0.581,0.535,0.319,0.333,20.0,70.0,46.7,50.0,7.8,6.8,17.1,100.0,106.8,115.7
0.5,0.48,0.27,0.122,17.5,68.2,44.0,75.0,3.8,6.3,12.4,100.0,98.9,104.0
0.477,0.427,0.147,0.333,31.8,82.5,56.0,54.8,8.9,0.0,7.5,100.0,104.0,98.9
0.576,0.514,0.203,0.338,23.7,69.0,47.5,68.6,17.2,8.6,12.4,100.0,112.1,99.5
0.502,0.475,0.275,0.188,31.0,76.3,52.5,52.9,4.6,5.1,17.2,100.0,99.5,112.1
0.515,0.449,0.205,0.359,20.5,79.5,48.2,62.5,12.3,6.8,9.1,100.0,104.0,96.1
0.507,0.48,0.224,0.263,20.5,79.5,51.8,47.1,6.7,3.2,15.9,100.0,96.1,104.0
0.53,0.489,0.242,0.297,18.4,80.4,50.0,41.5,7.9,20.0,7.2,100.0,107.5,90.7
0.447,0.39,0.121,0.297,19.6,81.6,50.0,41.2,2.0,5.8,11.2,100.0,90.7,107.5
0.508,0.488,0.198,0.174,23.9,68.0,46.9,33.3,8.0,8.5,8.9,100.0,107.0,93.4
0.443,0.394,0.165,0.2,32.0,76.1,53.1,34.4,4.6,5.8,12.3,100.0,93.4,107.0
0.606,0.575,0.138,0.213,28.1,68.9,51.9,69.8,9.0,10.2,12.9,100.0,118.7,107.5
0.52,0.456,0.263,0.35,31.1,71.9,48.1,55.9,7.8,7.2,13.2,100.0,107.5,118.7
0.516,0.48,0.25,0.25,33.3,60.0,46.8,72.7,5.8,5.3,17.6,100.0,101.0,110.3
0.536,0.444,0.197,0.563,40.0,66.7,53.2,44.8,12.8,17.5,16.1,100.0,110.3,101.0
0.454,0.391,0.172,0.345,30.8,79.2,54.0,46.9,3.2,9.2,11.5,100.0,97.4,104.8
0.492,0.429,0.106,0.388,20.8,69.2,46.0,37.1,7.5,5.6,5.7,100.0,104.8,97.4
0.592,0.534,0.26,0.329,23.5,75.8,49.3,45.7,8.1,3.0,13.5,100.0,114.6,127.3
0.63,0.61,0.195,0.146,24.2,76.5,50.7,63.8,9.3,3.7,9.3,100.0,127.3,114.6
0.537,0.488,0.151,0.36,28.3,66.7,49.0,59.0,8.9,6.2,14.6,100.0,105.9,100.9
0.48,0.417,0.1,0.411,33.3,71.7,51.0,54.1,5.9,5.5,12.4,100.0,100.9,105.9
0.548,0.519,0.175,0.163,32.4,72.1,53.8,51.3,17.2,8.3,17.4,100.0,107.9,97.6
0.517,0.466,0.342,0.288,27.9,67.6,46.3,75.9,14.9,9.1,17.1,100.0,97.6,107.9
0.519,0.47,0.146,0.293,45.0,57.5,51.3,47.2,10.3,13.1,17.0,100.0,110.4,119.6
0.58,0.5,0.164,0.521,42.5,55.0,48.8,47.1,11.5,10.0,14.3,100.0,119.6,110.4
0.504,0.441,0.294,0.435,28.3,66.7,46.5,36.4,9.4,9.9,11.4,100.0,106.4,104.3
0.515,0.466,0.184,0.264,33.3,71.7,53.5,44.7,11.5,8.3,14.1,100.0,104.3,106.4
0.433,0.379,0.084,0.326,34.5,75.6,52.4,28.6,8.3,16.7,8.4,100.0,98.0,95.9
