true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
0.483,0.437,0.448,0.241,25.0,79.4,47.6,57.6,8.3,4.4,11.9,100.0,97.0,119.9
0.635,0.608,0.181,0.205,20.6,75.0,52.4,44.7,6.3,6.3,15.0,100.0,119.9,97.0
0.496,0.42,0.099,0.358,30.4,67.9,51.0,58.8,4.1,11.6,19.0,100.0,94.9,96.9
0.438,0.371,0.075,0.376,32.1,69.6,49.0,41.2,15.3,2.7,8.4,100.0,96.9,94.9
0.487,0.424,0.203,0.354,23.3,77.1,47.4,40.6,6.8,8.1,11.6,100.0,100.3,115.0
0.601,0.566,0.184,0.263,22.9,76.7,52.6,51.3,4.5,9.5,12.4,100.0,115.0,100.3
0.581,0.545,0.231,0.385,21.6,76.5,47.9,48.7,9.6,11.5,12.5,100.0,112.9,127.9
0.678,0.654,0.358,0.21,23.5,78.4,52.1,62.2,5.3,10.0,14.5,100.0,127.9,112.9
0.547,0.532,0.128,0.282,13.9,71.8,44.0,43.6,5.5,6.5,10.2,100.0,105.1,123.7
0.596,0.576,0.279,0.233,28.2,86.1,56.0,64.4,4.4,0.0,9.5,100.0,123.7,105.1
0.458,0.404,0.265,0.446,24.1,83.7,50.5,65.5,4.1,3.4,12.4,100.0,94.0,104.4
0.553,0.487,0.213,0.493,16.3,75.9,49.5,67.6,4.1,9.8,12.5,100.0,104.4,94.0
0.482,0.449,0.269,0.295,17.8,70.6,45.8,45.5,5.5,7.4,12.9,100.0,94.2,102.0
0.478,0.435,0.19,0.333,29.4,82.2,54.2,57.1,5.5,15.8,8.5,100.0,102.0,94.2
0.587,0.484,0.18,0.803,14.3,68.9,45.0,39.3,7.0,4.8,8.8,100.0,113.9,110.4
0.475,0.377,0.235,0.506,31.1,85.7,55.0,57.1,4.7,10.0,6.6,100.0,110.4,113.9
0.502,0.475,0.165,0.278,18.2,74.4,46.0,54.3,5.4,8.6,13.6,100.0,96.6,108.5
0.538,0.442,0.256,0.436,25.6,81.8,54.0,56.3,5.4,10.6,11.4,100.0,108.5,96.6
0.479,0.427,0.183,0.329,33.3,66.7,46.2,55.9,6.7,6.0,13.8,100.0,100.4,131.7
0.698,0.662,0.324,0.324,33.3,66.7,53.8,76.7,7.8,7.5,15.9,100.0,131.7,100.4
0.472,0.434,0.367,0.184,18.9,76.9,47.6,52.6,4.6,9.5,13.8,100.0,92.0,93.8
0.473,0.397,0.196,0.391,23.1,81.1,52.4,51.4,7.4,9.7,12.2,100.0,93.8,92.0
0.51,0.447,0.145,0.395,20.9,80.0,51.1,69.7,6.7,9.4,11.0,100.0,101.9,93.0
0.488,0.407,0.243,0.486,20.0,79.1,48.9,46.2,6.7,7.7,15.0,100.0,93.0,101.9
0.538,0.442,0.101,0.667,32.5,72.7,53.6,53.3,7.9,5.4,14.4,100.0,108.1,93.4
0.459,0.392,0.291,0.329,27.3,67.5,46.4,55.2,4.5,14.5,13.4,100.0,93.4,108.1
0.516,0.448,0.195,0.416,32.5,71.7,53.5,59.4,6.6,5.2,15.7,100.0,103.3,87.9
0.459,0.438,0.284,0.173,28.3,67.5,46.5,59.4,7.7,1.6,17.9,100.0,87.9,103.3
0.533,0.483,0.25,0.318,35.7,53.8,44.4,51.3,7.5,6.8,12.2,100.0,114.0,122.5
0.59,0.53,0.11,0.427,46.2,64.3,55.6,57.1,11.7,7.6,14.9,100.0,122.5,114.0
0.56,0.536,0.214,0.238,23.8,68.8,47.8,60.0,11.9,6.9,10.6,100.0,112.5,94.1
0.465,0.436,0.163,0.198,31.3,76.2,52.2,50.0,6.5,4.5,15.4,100.0,94.1,112.5
0.552,0.533,0.28,0.333,22.0,84.8,55.2,56.8,1.1,7.6,14.0,100.0,106.2,95.0
0.462,0.414,0.185,0.309,15.2,78.0,44.8,51.6,8.9,9.3,6.1,100.0,95.0,106.2
0.439,0.411,0.25,0.208,38.9,75.6,54.7,58.3,8.0,5.3,8.7,100.0,104.9,110.6
0.557,0.486,0.219,0.438,24.4,61.1,45.3,48.5,6.8,12.5,11.2,100.0,110.6,104.9
0.461,0.441,0.271,0.224,23.5,84.2,49.4,50.0,7.1,3.8,17.6,100.0,87.8,101.1
0.583,0.5,0.257,0.486,15.8,76.5,50.6,56.3,12.2,11.3,18.3,100.0,101.1,87.8
0.519,0.459,0.153,0.329,19.1,76.3,44.7,44.4,6.4,4.8,18.4,100.0,92.3,112.4
0.621,0.607,0.262,0.405,23.7,80.9,55.3,66.7,6.4,9.7,18.9,100.0,112.4,92.3
0.551,0.5,0.176,0.459,7.7,72.7,42.2,52.9,7.4,12.3,9.2,100.0,103.1,116.7
0.55,0.511,0.1,0.278,27.3,92.3,57.8,57.8,3.2,8.2,9.0,100.0,116.7,103.1
0.514,0.471,0.191,0.294,27.0,82.1,50.8,65.5,7.4,4.3,18.1,100.0,97.9,111.6
0.66,0.653,0.258,0.226,17.9,73.0,49.2,61.1,11.2,16.4,20.0,100.0,111.6,97.9
0.61,0.554,0.243,0.419,37.5,67.6,53.6,50.0,5.7,14.5,14.6,100.0,121.7,126.3
0.614,0.582,0.304,0.329,32.4,62.5,46.4,47.5,6.8,1.8,12.6,100.0,126.3,121.7
0.494,0.435,0.167,0.274,20.9,81.4,51.2,71.4,11.8,13.8,10.5,100.0,100.1,90.4
0.507,0.467,0.227,0.24,18.6,79.1,48.8,71.9,4.3,7.1,18.6,100.0,90.4,100.1
0.518,0.465,0.225,0.352,27.5,61.9,45.1,54.8,6.8,5.1,19.6,100.0,96.8,109.3
0.519,0.462,0.244,0.423,38.1,72.5,54.9,56.3,11.4,7.3,13.1,100.0,109.3,96.8
0.688,0.625,0.095,0.5,33.3,78.0,61.3,39.2,7.4,5.1,13.5,100.0,130.5,117.5
0.574,0.54,0.41,0.24,22.0,66.7,38.8,57.4,8.3,6.6,11.2,100.0,117.5,130.5
0.531,0.486,0.23,0.446,32.6,76.7,50.7,48.5,9.8,5.2,16.9,100.0,102.3,123.0
0.668,0.635,0.216,0.324,23.3,67.4,49.3,46.5,10.9,12.3,16.7,100.0,123.0,102.3
0.553,0.494,0.113,0.4,30.0,71.4,47.1,51.4,5.5,3.1,10.5,100.0,114.9,135.9
0.698,0.673,0.179,0.295,28.6,70.0,52.9,58.3,6.6,2.8,12.9,100.0,135.9,114.9
0.515,0.5,0.346,0.099,13.5,87.5,47.8,64.7,8.6,6.6,15.9,100.0,93.9,104.7
0.59,0.579,0.197,0.184,12.5,86.5,52.2,65.9,6.5,3.8,15.4,100.0,104.7,93.9
0.642,0.627,0.217,0.349,26.7,77.5,55.7,56.3,6.8,11.8,17.3,100.0,118.7,128.3
0.657,0.606,0.2,0.435,22.5,73.3,44.3,76.6,8.7,9.2,10.6,100.0,128.3,118.7
0.548,0.489,0.258,0.292,31.1,70.3,48.8,52.5,8.0,4.2,15.9,100.0,109.4,117.4
0.602,0.557,0.172,0.287,29.7,68.9,51.2,56.5,13.9,9.1,13.3,100.0,117.4,109.4
0.456,0.42,0.136,0.193,28.9,77.1,50.0,36.1,8.8,8.8,12.0,100.0,95.3,104.0
0.572,0.514,0.208,0.347,22.9,71.1,50.0,42.9,6.6,10.5,17.8,100.0,104.0,95.3
0.519,0.464,0.304,0.362,28.6,68.2,50.6,57.1,11.0,7.1,14.9,100.0,101.5,90.5
0.44,0.364,0.2,0.457,31.8,71.4,49.4,25.0,6.1,14.6,16.0,100.0,90.5,101.5
0.523,0.49,0.113,0.237,34.8,71.4,52.3,53.3,11.3,1.8,8.5,100.0,115.3,123.5
0.63,0.585,0.317,0.366,28.6,65.2,47.7,53.7,6.2,5.8,14.4,100.0,123.5,115.3
0.625,0.543,0.39,0.5,32.6,71.9,49.3,66.7,12.0,8.8,8.3,100.0,136.5,126.7
0.649,0.608,0.23,0.473,28.1,67.4,50.7,47.5,2.2,12.0,13.5,100.0,126.7,136.5
0.454,0.396,0.149,0.269,20.0,56.8,39.3,44.0,9.2,16.9,25.0,100.0,78.1,90.7
0.442,0.331,0.203,0.473,43.2,80.0,60.7,50.0,16.1,10.5,17.5,100.0,90.7,78.1
0.473,0.432,0.068,0.182,29.8,63.4,45.5,56.8,11.2,10.5,11.2,100.0,100.5,103.8
0.522,0.453,0.24,0.427,36.6,70.2,54.5,71.9,8.9,12.2,16.8,100.0,103.8,100.5
0.588,0.547,0.302,0.221,17.9,73.3,47.6,57.1,3.1,5.7,10.4,100.0,113.8,119.9
0.555,0.5,0.247,0.301,26.7,82.1,52.4,55.8,6.2,5.0,7.9,100.0,119.9,113.8
0.523,0.48,0.091,0.273,40.0,78.7,58.8,37.8,5.5,5.9,15.9,100.0,106.8,117.0
0.583,0.559,0.269,0.387,21.3,60.0,41.2,57.8,7.4,11.1,10.7,100.0,117.0,106.8
0.592,0.56,0.226,0.31,33.3,79.5,54.8,69.0,9.6,6.7,12.8,100.0,119.9,101.9
0.558,0.472,0.155,0.479,20.5,66.7,45.2,56.3,8.5,10.8,18.1,100.0,101.9,119.9
0.425,0.418,0.22,0.11,20.4,70.8,45.4,55.6,8.7,7.9,10.3,100.0,87.9,90.0
0.474,0.426,0.149,0.419,29.2,79.6,54.6,62.1,7.6,16.9,17.0,100.0,90.0,87.9
0.517,0.42,0.203,0.594,29.3,73.5,53.3,44.4,4.6,8.3,13.0,100.0,102.9,116.7
0.521,0.483,0.302,0.314,26.5,70.7,46.7,69.4,9.2,5.5,6.7,100.0,116.7,102.9
0.468,0.439,0.134,0.244,18.6,65.9,42.5,61.8,10.8,10.3,13.4,100.0,91.6,103.4
0.499,0.436,0.209,0.267,34.1,81.4,57.5,52.9,8.6,16.9,13.5,100.0,103.4,91.6
0.465,0.43,0.443,0.203,22.2,78.0,48.8,62.1,6.9,9.1,14.8,100.0,91.9,97.6
0.479,0.375,0.083,0.528,22.0,77.8,51.2,29.6,8.0,9.1,9.2,100.0,97.6,91.9
0.555,0.476,0.183,0.5,34.0,75.5,56.0,51.4,8.0,10.1,15.2,100.0,111.3,93.3
0.458,0.412,0.242,0.264,24.5,66.0,44.0,36.1,12.0,14.9,12.1,100.0,93.3,111.3
0.585,0.565,0.299,0.351,16.7,75.5,50.6,53.8,5.4,16.7,13.6,100.0,111.4,102.9
0.492,0.45,0.267,0.189,24.5,83.3,49.4,61.1,8.6,3.7,8.5,100.0,102.9,111.4
0.592,0.555,0.151,0.384,22.6,69.0,49.3,50.0,15.9,3.1,22.7,100.0,100.6,97.6
0.509,0.466,0.261,0.216,31.0,77.4,50.7,60.5,13.9,11.3,17.9,100.0,97.6,100.6
0.672,0.667,0.278,0.194,23.3,74.4,53.4,65.9,11.3,6.3,17.9,100.0,118.2,83.3
0.413,0.369,0.2,0.275,25.6,76.7,46.6,51.7,7.9,5.8,15.1,100.0,83.3,118.2
0.541,0.494,0.188,0.275,29.7,77.8,56.1,56.8,4.6,10.9,10.9,100.0,111.6,104.7
0.494,0.459,0.247,0.188,22.2,70.3,43.9,61.1,8.1,6.2,8.0,100.0,104.7,111.6
0.548,0.506,0.113,0.45,31.7,82.5,56.8,61.5,8.1,5.3,15.1,100.0,106.7,114.8
0.598,0.58,0.138,0.195,17.5,68.3,43.2,61.7,10.2,5.6,12.1,100.0,114.8,106.7
0.489,0.446,0.161,0.301,31.5,64.6,47.1,41.0,11.5,6.5,7.9,100.0,107.4,106.4
0.528,0.494,0.279,0.279,35.4,68.5,52.9,48.7,2.1,3.8,16.4,100.0,106.4,107.4
0.504,0.476,0.229,0.229,19.0,82.4,47.4,62.2,10.0,9.4,9.0,100.0,102.1,99.9
0.561,0.533,0.147,0.16,17.6,81.0,52.6,56.4,5.5,3.1,17.5,100.0,99.9,102.1
0.631,0.59,0.217,0.373,22.5,68.5,48.9,56.8,12.2,6.5,12.7,100.0,123.9,95.4
0.451,0.391,0.163,0.304,31.5,77.5,51.1,34.3,7.1,3.1,11.1,100.0,95.4,123.9
0.56,0.524,0.306,0.282,28.6,66.7,47.6,48.7,4.1,8.3,15.1,100.0,110.9,118.2
0.573,0.543,0.217,0.185,33.3,71.4,52.4,52.2,11.4,8.5,11.6,100.0,118.2,110.9
0.535,0.494,0.256,0.341,27.7,75.0,52.5,39.5,9.1,13.3,18.2,100.0,101.8,89.7
0.474,0.436,0.302,0.209,25.0,72.3,47.5,58.8,8.1,11.5,16.1,100.0,89.7,101.8
0.517,0.494,0.25,0.227,32.7,66.7,48.4,52.5,5.1,0.0,15.7,100.0,102.6,125.2
0.619,0.591,0.261,0.273,33.3,67.3,51.6,56.5,8.2,4.5,13.2,100.0,125.2,102.6
0.605,0.576,0.188,0.224,33.3,64.8,52.2,37.0,2.1,12.3,14.6,100.0,120.6,112.1
0.487,0.443,0.156,0.281,35.2,66.7,47.8,45.0,11.7,2.9,6.1,100.0,112.1,120.6
0.527,0.494,0.205,0.301,26.2,70.8,50.0,45.9,3.4,9.6,10.5,100.0,110.9,123.3
0.569,0.487,0.316,0.618,29.2,73.8,50.0,60.6,7.8,10.6,5.8,100.0,123.3,110.9
0.579,0.542,0.194,0.264,22.2,69.8,48.1,54.3,3.4,7.6,17.5,100.0,105.4,100.8
0.472,0.409,0.195,0.341,30.2,77.8,51.9,48.4,7.9,8.6,11.3,100.0,100.8,105.4
0.457,0.426,0.114,0.159,13.0,80.4,46.7,63.9,8.7,6.3,6.0,100.0,93.8,92.7
0.473,0.451,0.222,0.247,19.6,87.0,53.3,63.6,4.4,10.3,11.8,100.0,92.7,93.8
0.523,0.469,0.198,0.383,37.2,58.8,46.8,40.0,4.6,7.9,10.4,100.0,113.9,130.0
0.587,0.536,0.084,0.361,41.2,62.8,53.2,52.3,10.4,7.7,9.4,100.0,130.0,113.9
0.631,0.588,0.324,0.405,18.9,72.7,48.1,70.3,7.5,4.3,14.7,100.0,117.4,109.9
0.543,0.54,0.207,0.207,27.3,81.1,51.9,66.7,9.6,14.0,11.2,100.0,109.9,117.4
0.446,0.41,0.193,0.277,13.7,70.0,38.5,30.3,7.7,16.9,7.0,100.0,90.7,112.6
0.566,0.536,0.217,0.217,30.0,86.3,61.5,61.5,2.2,10.4,14.2,100.0,112.6,90.7
0.655,0.618,0.171,0.421,21.2,71.2,51.8,63.6,11.2,14.5,15.1,100.0,119.9,91.5
0.457,0.387,0.262,0.393,28.8,78.8,48.2,62.1,7.1,3.2,16.2,100.0,91.5,119.9
0.472,0.446,0.087,0.185,25.6,78.4,50.0,37.5,8.3,12.9,11.6,100.0,98.0,109.5
0.608,0.577,0.205,0.244,21.6,74.4,50.0,61.9,6.3,11.9,16.4,100.0,109.5,98.0
0.451,0.423,0.19,0.31,28.8,69.6,48.0,48.5,4.2,12.9,16.6,100.0,89.8,106.6
0.506,0.441,0.271,0.424,30.4,71.2,52.0,55.9,12.5,14.7,9.8,100.0,106.6,89.8
0.534,0.481,0.089,0.367,29.5,57.1,43.0,36.1,4.6,5.1,10.7,100.0,112.7,131.1
0.571,0.553,0.179,0.116,42.9,70.5,57.0,72.9,5.8,8.3,7.4,100.0,131.1,112.7
0.533,0.486,0.181,0.333,22.9,65.0,45.3,29.4,11.2,3.4,18.7,100.0,98.5,107.5
0.561,0.533,0.227,0.32,35.0,77.1,54.7,43.2,7.8,8.5,16.6,100.0,107.5,98.5
0.484,0.457,0.244,0.22,36.2,81.0,57.3,58.8,11.0,3.3,17.4,100.0,95.5,79.0
0.442,0.419,0.189,0.23,19.0,63.8,42.7,37.9,8.8,9.7,20.5,100.0,79.0,95.5
0.614,0.597,0.377,0.299,25.7,78.9,53.4,59.0,6.9,7.3,10.3,100.0,123.3,103.7
0.54,0.52,0.267,0.253,21.1,74.3,46.6,66.7,6.9,2.1,14.4,100.0,103.7,123.3
0.607,0.585,0.239,0.366,25.0,90.2,59.7,55.3,9.4,5.7,20.3,100.0,104.9,95.5
0.527,0.494,0.346,0.148,9.8,75.0,40.3,55.6,11.5,5.6,15.6,100.0,95.5,104.9
0.57,0.541,0.149,0.5,20.0,75.0,47.9,34.2,8.8,6.3,10.9,100.0,112.9,120.6
0.602,0.526,0.368,0.461,25.0,80.0,52.1,52.8,3.3,7.9,10.7,100.0,120.6,112.9
0.514,0.494,0.169,0.229,27.9,74.4,50.0,64.1,6.8,7.1,12.5,100.0,105.9,109.2
0.584,0.556,0.222,0.347,25.6,72.1,50.0,66.7,7.9,10.1,15.3,100.0,109.2,105.9
0.464,0.405,0.266,0.329,19.6,71.8,43.5,53.3,9.2,3.5,9.1,100.0,96.8,110.7
0.55,0.466,0.23,0.405,28.2,80.4,56.5,34.4,8.1,12.1,12.1,100.0,110.7,96.8
0.521,0.423,0.128,0.526,21.7,76.5,45.0,53.1,5.3,5.9,9.4,100.0,105.2,131.5
0.624,0.563,0.218,0.345,23.5,78.3,55.0,66.7,4.2,13.2,7.4,100.0,131.5,105.2
0.488,0.465,0.337,0.163,35.6,59.5,46.3,67.6,11.2,4.5,15.6,100.0,101.0,104.4
0.543,0.526,0.118,0.289,40.5,64.4,53.7,60.5,9.0,8.8,19.7,100.0,104.4,101.0
0.538,0.488,0.268,0.329,25.0,81.8,48.1,44.4,5.2,6.2,13.0,100.0,105.9,135.3
0.684,0.682,0.235,0.247,18.2,75.0,51.9,60.4,11.5,5.0,8.7,100.0,135.3,105.9
0.534,0.472,0.112,0.36,35.7,76.9,55.6,63.4,9.0,7.9,14.2,100.0,110.4,113.4
0.573,0.536,0.25,0.393,23.1,64.3,44.4,66.7,11.0,6.3,10.9,100.0,113.4,110.4
0.497,0.463,0.188,0.213,13.3,65.1,38.6,63.6,11.4,4.7,16.3,100.0,90.2,105.7
0.537,0.511,0.273,0.182,34.9,86.7,61.4,48.8,7.3,4.6,16.7,100.0,105.7,90.2
0.526,0.457,0.145,0.42,8.8,79.1,48.1,67.7,22.2,4.9,12.8,100.0,95.3,84.2
0.486,0.465,0.153,0.194,20.9,91.2,51.9,51.6,6.7,6.8,22.7,100.0,84.2,95.3
0.641,0.575,0.284,0.478,14.3,80.5,50.0,57.6,8.0,4.9,11.0,100.0,119.0,113.2
0.566,0.52,0.197,0.342,19.5,85.7,50.0,62.2,3.4,8.3,12.1,100.0,113.2,119.0
0.476,0.455,0.231,0.205,31.8,54.3,43.3,61.8,11.9,7.7,15.8,100.0,96.5,104.9
0.488,0.463,0.198,0.259,45.7,68.2,56.7,38.9,9.5,8.3,14.3,100.0,104.9,96.5
0.463,0.406,0.259,0.271,28.8,77.8,48.9,74.2,8.9,3.7,11.2,100.0,98.0,115.9
0.585,0.543,0.333,0.222,22.2,71.2,51.1,71.1,5.6,11.1,11.9,100.0,115.9,98.0
0.446,0.39,0.235,0.5,18.0,84.0,40.0,56.0,8.0,3.7,15.3,100.0,85.0,117.1
0.666,0.636,0.229,0.214,16.0,82.0,60.0,67.5,8.0,3.8,16.4,100.0,117.1,85.0
0.504,0.488,0.229,0.253,21.3,70.7,44.3,51.4,7.4,6.0,14.0,100.0,97.8,122.0
0.609,0.543,0.183,0.366,29.3,78.7,55.7,85.4,12.6,4.7,12.0,100.0,122.0,97.8
0.561,0.542,0.217,0.337,15.9,64.3,39.5,47.6,4.0,8.7,12.8,100.0,106.7,119.6
0.578,0.523,0.207,0.437,35.7,84.1,60.5,48.8,8.0,6.2,11.9,100.0,119.6,106.7
0.542,0.545,0.307,0.159,29.5,72.5,52.6,71.4,6.1,4.2,17.5,100.0,102.9,90.8
0.455,0.414,0.184,0.31,27.5,70.5,47.4,44.1,12.1,14.8,14.7,100.0,90.8,102.9
0.511,0.473,0.213,0.213,43.8,74.4,58.2,54.8,6.6,8.8,21.4,100.0,98.5,137.0
0.678,0.637,0.253,0.418,25.6,56.3,41.8,69.2,20.6,12.2,10.0,100.0,137.0,98.5
0.591,0.558,0.314,0.233,30.6,75.6,55.6,55.8,12.9,4.9,12.9,100.0,120.3,90.2
0.478,0.462,0.228,0.253,24.4,69.4,44.4,79.4,7.5,18.6,16.2,100.0,90.2,120.3
0.529,0.506,0.259,0.247,26.7,85.4,57.0,75.7,6.4,5.8,17.5,100.0,100.8,98.7
0.51,0.481,0.358,0.284,14.6,73.3,43.0,45.7,9.6,13.3,9.9,100.0,98.7,100.8
0.663,0.63,0.39,0.377,17.1,73.0,45.8,78.0,4.3,1.4,11.8,100.0,127.4,123.1
0.612,0.567,0.159,0.329,27.0,82.9,54.2,45.5,9.6,8.5,10.5,100.0,123.1,127.4
0.699,0.664,0.224,0.382,16.7,60.0,41.4,46.7,2.2,6.8,11.0,100.0,134.5,142.1
0.616,0.563,0.322,0.506,40.0,83.3,58.6,66.7,3.3,10.2,5.3,100.0,142.1,134.5
0.534,0.525,0.309,0.173,23.1,75.7,48.7,55.3,11.3,10.0,13.8,100.0,104.9,91.3
0.487,0.455,0.221,0.182,24.3,76.9,51.3,52.9,9.0,8.9,16.1,100.0,91.3,104.9
0.487,0.446,0.19,0.226,34.1,67.4,51.1,57.1,8.9,4.3,16.3,100.0,100.1,99.0
0.48,0.46,0.207,0.149,32.6,65.9,48.9,60.5,7.8,13.2,12.3,100.0,99.0,100.1
0.531,0.463,0.28,0.415,22.9,74.3,44.6,45.7,11.4,4.2,11.8,100.0,106.7,125.3
0.65,0.596,0.145,0.277,25.7,77.1,55.4,58.7,6.2,8.5,13.1,100.0,125.3,106.7
0.58,0.521,0.257,0.329,24.3,69.8,48.8,62.5,3.5,10.3,15.8,100.0,109.6,93.1
0.437,0.378,0.128,0.359,30.2,75.7,51.3,37.9,9.4,7.7,11.7,100.0,93.1,109.6
0.468,0.431,0.194,0.292,23.7,78.4,50.7,55.2,6.7,8.1,21.3,100.0,85.2,100.9
0.527,0.473,0.162,0.351,21.6,76.3,49.3,51.5,10.1,10.3,12.3,100.0,100.9,85.2
0.525,0.436,0.218,0.449,18.2,65.1,41.4,48.4,12.4,11.3,13.8,100.0,101.3,104.3
0.55,0.461,0.184,0.474,34.9,81.8,58.6,50.0,10.3,8.2,18.6,100.0,104.3,101.3
0.495,0.468,0.127,0.228,44.7,64.7,54.2,48.6,8.1,5.2,19.5,100.0,99.6,121.6
0.618,0.578,0.247,0.234,35.3,55.3,45.8,73.2,8.1,4.3,15.0,100.0,121.6,99.6
0.497,0.469,0.234,0.406,28.9,75.9,49.3,60.7,3.7,3.4,20.1,100.0,91.6,119.7
0.617,0.59,0.194,0.236,24.1,71.1,50.7,65.0,9.8,18.4,12.2,100.0,119.7,91.6
0.438,0.407,0.086,0.259,20.5,75.6,48.3,53.1,7.2,9.2,16.6,100.0,81.6,107.5
0.547,0.534,0.261,0.182,24.4,79.5,51.7,68.2,9.3,12.2,12.8,100.0,107.5,81.6
0.458,0.424,0.163,0.261,18.0,67.3,42.4,48.6,9.8,9.9,11.2,100.0,92.1,105.8
0.54,0.488,0.165,0.4,32.7,82.0,57.6,47.4,4.9,15.6,15.3,100.0,105.8,92.1
0.463,0.44,0.157,0.181,29.3,70.8,51.7,57.1,5.8,12.1,12.7,100.0,96.4,91.8
0.451,0.404,0.256,0.282,29.2,70.7,48.3,67.9,7.0,11.4,13.8,100.0,91.8,96.4
0.502,0.426,0.205,0.352,27.1,68.6,44.6,48.6,12.4,7.5,10.6,100.0,105.7,112.0
0.581,0.524,0.183,0.305,31.4,72.9,55.4,50.0,7.3,12.9,16.2,100.0,112.0,105.7
0.648,0.618,0.329,0.197,18.8,92.1,58.6,71.4,9.0,10.8,14.5,100.0,120.0,94.2
0.51,0.481,0.156,0.156,7.9,81.3,41.4,47.1,11.2,7.8,11.8,100.0,94.2,120.0
0.452,0.421,0.244,0.244,23.5,81.0,49.5,53.1,6.9,11.5,9.0,100.0,94.1,90.7
0.471,0.42,0.187,0.267,19.0,76.5,50.5,53.3,2.3,6.5,14.3,100.0,90.7,94.1
0.623,0.58,0.16,0.296,23.1,78.6,51.9,52.3,7.2,4.9,14.1,100.0,117.3,103.9
0.543,0.5,0.282,0.212,21.4,76.9,48.1,45.0,7.2,2.9,14.7,100.0,103.9,117.3
0.585,0.545,0.182,0.299,16.7,83.7,53.2,32.4,8.5,6.3,13.8,100.0,109.0,99.3
0.5,0.476,0.22,0.305,16.3,83.3,46.8,24.3,5.3,3.2,9.7,100.0,99.3,109.0
0.542,0.494,0.224,0.294,25.0,55.9,39.2,44.7,8.7,5.3,9.4,100.0,112.7,134.4
0.663,0.633,0.313,0.289,44.1,75.0,60.8,65.2,3.3,7.6,15.4,100.0,134.4,112.7
0.457,0.386,0.19,0.342,22.9,78.3,50.0,53.6,6.7,4.3,10.8,100.0,93.2,103.3
0.521,0.513,0.425,0.238,21.7,77.1,50.0,61.8,10.1,7.8,12.8,100.0,103.3,93.2
0.458,0.409,0.091,0.239,29.4,73.8,49.5,60.0,7.4,10.3,11.8,100.0,93.5,104.0
0.504,0.438,0.227,0.261,26.2,70.6,50.5,47.2,7.4,7.5,13.3,100.0,104.0,93.5
0.437,0.404,0.221,0.279,36.4,79.5,52.4,31.6,1.9,1.3,10.0,100.0,97.8,116.0
0.605,0.62,0.174,0.196,20.5,63.6,47.6,67.9,4.8,8.6,13.1,100.0,116.0,97.8
0.599,0.54,0.253,0.533,14.3,81.6,49.3,44.4,7.4,7.4,10.6,100.0,117.6,110.2
