true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
0.635,0.59,0.308,0.436,32.4,62.2,48.8,62.5,4.2,9.8,15.5,100.0,124.9,121.7
0.564,0.538,0.33,0.275,37.8,67.6,51.2,67.4,7.4,3.7,10.5,100.0,121.7,124.9
0.527,0.445,0.176,0.429,28.3,83.9,58.8,41.0,5.5,6.0,12.2,100.0,105.4,103.6
0.514,0.48,0.316,0.255,16.1,71.7,41.2,45.2,6.5,9.3,9.9,100.0,103.6,105.4
0.433,0.38,0.229,0.386,29.1,77.3,50.5,63.3,7.5,8.6,11.8,100.0,90.0,110.3
0.55,0.494,0.275,0.388,22.7,70.9,49.5,54.3,5.4,4.7,12.2,100.0,110.3,90.0
0.558,0.528,0.273,0.159,28.9,76.3,50.6,54.8,13.8,7.5,7.8,100.0,120.6,94.2
0.537,0.493,0.412,0.279,23.7,71.1,49.4,65.5,4.6,9.4,21.6,100.0,94.2,120.6
0.54,0.524,0.25,0.131,31.0,72.1,51.8,65.0,2.2,10.2,14.4,100.0,107.9,115.8
0.532,0.463,0.272,0.444,27.9,69.0,48.2,54.5,11.2,7.9,7.6,100.0,115.8,107.9
0.59,0.562,0.235,0.247,20.6,77.6,54.2,59.5,6.4,4.1,11.8,100.0,113.7,108.4
0.512,0.5,0.196,0.163,22.4,79.4,45.8,61.9,5.4,3.2,7.5,100.0,108.4,113.7
0.519,0.5,0.322,0.195,33.3,70.9,54.0,56.4,10.9,18.2,21.6,100.0,97.2,86.3
0.457,0.407,0.488,0.244,29.1,66.7,46.0,43.3,13.9,0.0,18.8,100.0,86.3,97.2
0.532,0.494,0.136,0.284,30.2,81.8,56.3,59.0,8.6,7.5,13.3,100.0,103.7,96.2
0.511,0.481,0.312,0.325,18.2,69.8,43.7,33.3,5.3,4.3,17.0,100.0,96.2,103.7
0.56,0.513,0.313,0.313,23.7,81.0,53.8,69.4,2.1,4.3,15.0,100.0,109.4,113.7
0.563,0.525,0.148,0.37,19.0,76.3,46.3,42.5,8.6,7.3,6.9,100.0,113.7,109.4
0.474,0.425,0.184,0.264,33.3,84.2,55.1,37.1,9.7,3.1,14.1,100.0,98.8,109.6
0.597,0.558,0.167,0.218,15.8,66.7,44.9,63.4,8.6,2.8,14.1,100.0,109.6,98.8
0.474,0.372,0.171,0.415,35.7,61.0,48.2,51.7,10.2,2.9,11.8,100.0,104.1,105.3
0.501,0.483,0.205,0.125,39.0,64.3,51.8,60.0,7.9,5.9,14.7,100.0,105.3,104.1
0.548,0.518,0.247,0.165,15.8,58.5,38.0,55.0,12.0,14.5,10.8,100.0,108.7,107.6
0.534,0.481,0.225,0.363,41.5,84.2,62.0,41.7,4.3,10.9,16.3,100.0,107.6,108.7
0.585,0.573,0.2,0.213,13.9,65.0,40.8,64.1,7.6,2.9,17.2,100.0,104.8,113.6
0.558,0.506,0.169,0.277,35.0,86.1,59.2,57.5,10.9,8.3,13.1,100.0,113.6,104.8
0.619,0.612,0.303,0.263,18.8,68.1,48.1,73.8,7.8,5.6,13.3,100.0,117.1,107.0
0.513,0.476,0.349,0.289,31.9,81.3,51.9,62.9,8.9,13.2,12.2,100.0,107.0,117.1
0.555,0.5,0.208,0.486,21.4,65.4,45.7,60.6,7.7,2.9,11.2,100.0,107.2,106.1
0.462,0.419,0.247,0.269,34.6,78.6,54.3,52.8,6.6,3.5,9.6,100.0,106.1,107.2
0.506,0.462,0.177,0.342,28.6,77.1,50.6,42.9,5.6,0.0,10.8,100.0,102.6,119.3
0.584,0.549,0.207,0.268,22.9,71.4,49.4,66.7,8.9,3.1,10.7,100.0,119.3,102.6
0.519,0.488,0.3,0.275,23.7,71.8,48.1,63.9,12.4,3.3,10.0,100.0,104.6,113.6
0.562,0.5,0.231,0.346,28.2,76.3,51.9,44.4,5.6,10.7,13.5,100.0,113.6,104.6
0.607,0.558,0.348,0.304,9.1,78.6,48.0,48.5,8.9,14.3,24.9,100.0,93.7,105.5
0.572,0.506,0.38,0.418,21.4,90.9,52.0,50.0,8.9,4.4,18.3,100.0,105.5,93.7
0.48,0.423,0.143,0.33,34.0,69.8,51.9,38.9,5.1,10.1,12.6,100.0,102.1,118.5
0.546,0.53,0.31,0.14,30.2,66.0,48.1,60.0,7.1,14.1,8.6,100.0,118.5,102.1
0.464,0.437,0.391,0.207,23.9,83.3,44.3,57.6,11.0,10.2,15.2,100.0,88.2,120.3
0.673,0.612,0.224,0.395,16.7,76.1,55.7,53.5,12.0,15.1,18.3,100.0,120.3,88.2
0.5,0.469,0.175,0.313,18.4,80.4,48.4,55.9,5.2,8.8,14.2,100.0,94.9,106.4
0.527,0.483,0.227,0.227,19.6,81.6,51.6,56.4,6.3,12.1,9.4,100.0,106.4,94.9
0.545,0.505,0.29,0.215,29.8,68.4,47.1,75.6,9.0,9.3,4.7,100.0,125.0,132.9
0.626,0.574,0.333,0.37,31.6,70.2,52.9,65.0,3.4,7.6,8.7,100.0,132.9,125.0
0.517,0.473,0.284,0.284,13.9,71.1,45.7,56.3,5.7,8.0,11.7,100.0,98.6,111.2
0.502,0.467,0.167,0.167,28.9,86.1,54.3,41.0,3.4,5.7,6.8,100.0,111.2,98.6
0.469,0.41,0.229,0.325,21.7,78.4,47.0,60.6,12.5,7.7,7.8,100.0,100.9,96.3
0.522,0.48,0.297,0.23,21.6,78.3,53.0,78.8,6.8,12.5,15.5,100.0,96.3,100.9
0.546,0.451,0.38,0.394,23.7,72.5,48.7,74.1,8.0,5.3,15.3,100.0,104.0,97.1
0.481,0.47,0.313,0.145,27.5,76.3,51.3,63.9,4.6,4.5,14.5,100.0,97.1,104.0
0.569,0.507,0.264,0.444,33.3,77.5,56.6,53.1,5.5,1.9,18.9,100.0,108.3,117.1
0.585,0.538,0.338,0.3,22.5,66.7,43.4,60.5,8.8,15.1,10.8,100.0,117.1,108.3
0.567,0.548,0.269,0.161,17.8,96.6,48.6,60.9,9.3,2.0,7.4,100.0,116.6,103.2
0.635,0.593,0.286,0.286,3.4,82.2,51.4,60.5,5.2,5.9,19.4,100.0,103.2,116.6
0.54,0.511,0.253,0.195,36.6,65.7,50.0,53.7,9.1,9.0,12.1,100.0,115.5,121.2
0.598,0.551,0.141,0.333,34.3,63.4,50.0,51.2,9.1,3.1,12.7,100.0,121.2,115.5
0.409,0.368,0.23,0.218,26.0,70.2,47.4,51.7,6.5,7.6,13.6,100.0,84.4,92.0
0.464,0.426,0.185,0.296,29.8,74.0,52.6,54.5,5.4,9.0,14.9,100.0,92.0,84.4
0.576,0.513,0.213,0.36,15.4,68.1,44.2,45.7,5.4,4.4,13.0,100.0,107.8,110.0
0.51,0.473,0.269,0.172,31.9,84.6,55.8,62.5,6.5,6.8,10.7,100.0,110.0,107.8
0.568,0.556,0.309,0.198,14.6,86.8,49.4,66.7,8.3,8.9,15.4,100.0,104.2,108.4
0.576,0.513,0.273,0.39,13.2,85.4,50.6,45.7,9.4,1.8,11.7,100.0,108.4,104.2
0.531,0.529,0.267,0.14,19.5,62.9,39.5,65.1,13.4,14.3,10.8,100.0,108.2,111.5
0.596,0.572,0.263,0.237,37.1,80.5,60.5,59.0,8.9,6.3,17.7,100.0,111.5,108.2
0.594,0.549,0.293,0.268,22.2,82.5,53.9,57.5,1.1,6.0,8.0,100.0,123.6,106.6
0.53,0.5,0.398,0.157,17.5,77.8,46.1,75.7,5.7,5.2,8.3,100.0,106.6,123.6
0.645,0.602,0.375,0.33,27.3,69.4,49.5,66.7,7.0,13.4,12.2,100.0,130.3,113.3
0.541,0.478,0.256,0.367,30.6,72.7,50.5,53.8,10.0,3.6,10.3,100.0,113.3,130.3
0.468,0.425,0.325,0.188,42.1,86.0,65.4,43.3,6.4,10.4,14.8,100.0,103.3,95.6
0.494,0.493,0.294,0.265,14.0,57.9,34.6,62.1,14.0,9.3,10.6,100.0,95.6,103.3
0.58,0.556,0.315,0.213,28.9,75.0,49.4,58.1,7.4,10.1,11.8,100.0,119.4,106.7
0.536,0.481,0.148,0.37,25.0,71.1,50.6,61.1,6.3,9.8,12.1,100.0,106.7,119.4
0.52,0.458,0.25,0.381,23.4,77.1,46.3,42.9,8.6,7.9,8.4,100.0,109.3,116.8
0.606,0.598,0.232,0.22,22.9,76.6,53.7,60.0,3.2,19.0,12.6,100.0,116.8,109.3
0.577,0.514,0.171,0.457,12.1,75.0,48.1,60.6,4.6,1.6,10.6,100.0,111.8,109.5
0.515,0.477,0.267,0.163,25.0,87.9,51.9,45.9,2.3,10.3,7.1,100.0,109.5,111.8
0.59,0.534,0.284,0.432,20.0,70.7,45.7,48.6,9.1,7.0,17.7,100.0,105.6,113.8
0.597,0.531,0.296,0.358,29.3,80.0,54.3,51.3,10.2,3.8,17.6,100.0,113.8,105.6
0.568,0.525,0.272,0.272,16.7,74.4,45.9,50.0,5.2,8.3,12.5,100.0,108.1,112.3
0.549,0.5,0.133,0.398,25.6,83.3,54.1,67.5,10.5,10.2,10.1,100.0,112.3,108.1
0.382,0.344,0.351,0.429,30.0,75.7,47.4,39.1,7.0,8.3,22.8,100.0,70.3,123.5
0.642,0.581,0.4,0.45,24.3,70.0,52.6,80.5,14.1,10.0,13.5,100.0,123.5,70.3
0.506,0.455,0.18,0.225,18.4,70.8,47.7,48.7,5.2,3.6,10.9,100.0,103.0,111.3
0.539,0.517,0.378,0.233,29.2,81.6,52.3,73.2,7.3,13.7,9.2,100.0,111.3,103.0
0.598,0.526,0.169,0.442,37.1,79.5,59.5,32.4,6.7,7.4,13.2,100.0,122.2,123.4
0.604,0.545,0.117,0.442,20.5,62.9,40.5,61.5,10.0,6.3,8.9,100.0,123.4,122.2
0.549,0.506,0.195,0.416,34.2,72.9,55.8,70.3,7.4,10.9,17.3,100.0,105.3,97.9
0.473,0.438,0.281,0.236,27.1,65.8,44.2,48.6,11.6,11.3,12.5,100.0,97.9,105.3
0.606,0.541,0.284,0.338,13.2,90.0,47.1,77.1,10.7,6.4,14.1,100.0,110.6,122.5
0.67,0.633,0.373,0.307,10.0,86.8,52.9,78.6,10.7,9.4,13.2,100.0,122.5,110.6
0.602,0.553,0.271,0.435,20.5,80.0,50.6,51.2,4.9,7.4,9.8,100.0,119.5,118.5
