true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
0.44,0.413,0.245,0.204,25.9,74.5,48.5,59.5,7.0,11.1,10.9,100.0,94.1,103.2
0.538,0.494,0.379,0.23,25.5,74.1,51.5,52.6,6.0,5.4,14.3,100.0,103.2,94.1
0.634,0.579,0.457,0.443,15.2,85.7,54.7,63.6,6.4,2.0,17.7,100.0,113.9,105.3
0.541,0.488,0.363,0.3,14.3,84.8,45.3,37.1,11.8,5.3,9.0,100.0,105.3,113.9
0.409,0.389,0.274,0.126,24.1,76.9,45.4,60.6,8.4,3.9,8.2,100.0,86.1,113.3
0.553,0.542,0.2,0.063,23.1,75.9,54.6,56.3,8.4,5.8,10.9,100.0,113.3,86.1
0.473,0.418,0.239,0.261,24.1,76.6,48.5,57.1,10.3,17.3,7.2,100.0,99.8,93.6
0.48,0.453,0.395,0.233,23.4,75.9,51.5,59.4,2.1,5.7,16.7,100.0,93.6,99.8
0.59,0.533,0.308,0.308,19.6,76.9,50.0,72.7,7.4,2.6,11.9,100.0,113.2,105.8
0.518,0.495,0.22,0.23,23.1,80.4,50.0,61.7,7.4,7.9,10.6,100.0,105.8,113.2
0.509,0.473,0.298,0.34,14.0,72.5,43.6,35.7,9.5,4.0,12.2,100.0,95.3,97.9
0.501,0.443,0.219,0.396,27.5,86.0,56.4,32.5,9.5,4.5,16.3,100.0,97.9,95.3
0.53,0.494,0.405,0.278,21.4,63.3,44.0,60.6,8.5,4.1,16.1,100.0,100.1,96.9
0.465,0.411,0.178,0.2,36.7,78.6,56.0,34.3,9.6,6.4,15.5,100.0,96.9,100.1
0.477,0.435,0.274,0.25,24.4,71.1,47.8,50.0,6.5,14.0,13.1,100.0,96.6,104.2
0.518,0.453,0.333,0.533,28.9,75.6,52.2,45.2,4.3,11.5,13.1,100.0,104.2,96.6
0.549,0.528,0.205,0.102,19.0,65.8,41.3,79.1,8.6,10.8,12.4,100.0,108.1,126.3
0.619,0.576,0.244,0.244,34.2,81.0,58.8,75.6,8.6,8.6,11.2,100.0,126.3,108.1
0.588,0.574,0.383,0.21,11.1,86.4,52.5,64.1,4.2,12.8,12.8,100.0,110.0,103.6
0.524,0.462,0.405,0.418,13.6,88.9,47.5,68.8,8.5,12.0,7.9,100.0,103.6,110.0
0.519,0.5,0.333,0.31,32.5,74.0,55.6,55.3,6.2,9.8,17.3,100.0,102.6,108.8
0.519,0.472,0.42,0.341,26.0,67.5,44.4,47.2,8.3,10.7,8.2,100.0,108.8,102.6
0.536,0.51,0.327,0.214,10.0,71.4,42.5,51.1,8.7,10.4,12.3,100.0,100.3,98.5
0.482,0.41,0.23,0.39,28.6,90.0,57.5,50.0,8.7,7.6,12.7,100.0,98.5,100.3
0.561,0.506,0.405,0.333,23.4,81.0,50.6,62.2,11.8,9.1,15.7,100.0,106.2,108.1
0.558,0.511,0.25,0.273,19.0,76.6,49.4,61.0,13.8,10.0,12.4,100.0,108.1,106.2
0.534,0.483,0.291,0.302,23.9,82.9,49.4,51.4,3.1,3.6,11.0,100.0,107.9,115.1
0.596,0.566,0.276,0.513,17.1,76.1,50.6,60.0,4.1,6.6,11.4,100.0,115.1,107.9
0.547,0.524,0.235,0.271,14.6,91.1,54.7,73.8,11.0,11.3,11.2,100.0,103.7,71.8
0.416,0.381,0.225,0.188,8.9,85.4,45.3,57.1,9.0,7.7,18.8,100.0,71.8,103.7
0.616,0.579,0.314,0.443,25.9,72.5,53.7,51.4,6.7,8.5,11.6,100.0,115.3,118.6
0.552,0.512,0.306,0.294,27.5,74.1,46.3,61.5,6.7,10.4,11.9,100.0,118.6,115.3
0.427,0.395,0.256,0.174,13.7,86.4,47.4,43.8,6.4,8.5,8.9,100.0,84.4,104.7
0.526,0.482,0.289,0.277,13.6,86.3,52.6,60.0,6.4,10.9,8.8,100.0,104.7,84.4
0.445,0.414,0.195,0.161,19.2,65.2,40.8,64.7,10.7,5.9,11.4,100.0,89.0,105.1
0.506,0.472,0.227,0.227,34.8,80.8,59.2,59.0,8.6,5.7,13.4,100.0,105.1,89.0
0.485,0.436,0.36,0.233,25.5,76.9,47.8,53.1,8.7,6.0,8.7,100.0,100.5,101.6
0.515,0.488,0.383,0.259,23.1,74.5,52.2,47.1,5.5,7.3,15.9,100.0,101.6,100.5
0.476,0.445,0.26,0.178,16.7,72.0,46.7,62.1,9.0,3.6,18.6,100.0,84.4,99.1
0.479,0.446,0.325,0.241,28.0,83.3,53.3,50.0,9.0,7.4,12.4,100.0,99.1,84.4
0.531,0.471,0.291,0.291,18.2,74.4,46.0,50.0,8.0,7.0,12.6,100.0,103.2,112.2
0.563,0.528,0.352,0.295,25.6,81.8,54.0,61.5,9.0,3.3,12.3,100.0,112.2,103.2
0.567,0.512,0.22,0.317,31.8,83.3,55.0,54.1,4.3,8.3,13.8,100.0,113.5,106.0
0.541,0.506,0.25,0.325,16.7,68.2,45.0,51.4,7.5,9.4,11.6,100.0,106.0,113.5
0.492,0.443,0.368,0.276,23.9,75.0,47.7,57.1,14.2,2.9,17.7,100.0,90.7,106.7
0.551,0.521,0.274,0.179,25.0,76.1,52.3,64.4,14.2,10.9,15.6,100.0,106.7,90.7
0.543,0.47,0.349,0.398,15.2,76.6,46.2,77.1,6.0,7.5,13.3,100.0,105.4,99.4
0.495,0.456,0.256,0.278,23.4,84.8,53.8,51.4,9.9,11.1,9.8,100.0,99.4,105.4
0.57,0.547,0.307,0.253,18.8,65.3,46.9,72.2,10.7,12.2,18.6,100.0,101.3,113.1
0.532,0.487,0.38,0.595,34.7,81.3,53.1,72.7,11.7,11.5,11.5,100.0,113.1,101.3
0.609,0.567,0.303,0.202,31.0,73.8,56.3,57.8,8.9,13.8,16.4,100.0,116.6,87.0
0.418,0.37,0.323,0.219,26.2,69.0,43.7,42.4,11.9,4.8,12.5,100.0,87.0,116.6
0.502,0.446,0.179,0.369,20.4,87.2,50.0,54.3,10.4,0.0,17.0,100.0,92.7,109.7
0.6,0.538,0.2,0.475,12.8,79.6,50.0,52.5,7.6,5.8,14.2,100.0,109.7,92.7
0.529,0.463,0.272,0.432,25.6,76.1,51.7,42.4,2.2,12.5,7.7,100.0,111.6,114.9
0.53,0.489,0.182,0.284,23.9,74.4,48.3,39.0,7.7,15.3,6.6,100.0,114.9,111.6
0.594,0.572,0.489,0.278,24.4,63.6,41.0,69.8,5.4,3.9,6.5,100.0,129.3,138.0
0.662,0.614,0.386,0.373,36.4,75.6,59.0,51.2,4.3,4.3,10.2,100.0,138.0,129.3
0.481,0.448,0.256,0.174,17.4,77.8,47.3,51.4,6.3,11.8,10.6,100.0,93.9,107.7
0.519,0.506,0.146,0.236,22.2,82.6,52.7,46.3,7.4,7.8,9.2,100.0,107.7,93.9
0.54,0.483,0.315,0.281,25.6,75.0,50.6,35.0,7.8,3.4,16.0,100.0,104.9,111.7
0.576,0.529,0.322,0.333,25.0,74.4,49.4,46.3,9.7,13.1,13.1,100.0,111.7,104.9
0.476,0.41,0.258,0.303,18.8,88.0,54.1,35.3,3.8,7.0,12.9,100.0,91.4,102.8
0.547,0.506,0.337,0.337,12.0,81.3,45.9,64.9,9.5,13.6,13.2,100.0,102.8,91.4
0.456,0.387,0.32,0.387,16.7,70.6,39.0,37.0,17.4,6.9,18.6,100.0,82.0,118.8
0.658,0.628,0.256,0.295,29.4,83.3,61.0,67.4,10.2,9.8,19.2,100.0,118.8,82.0
0.584,0.538,0.352,0.231,25.0,80.9,53.8,68.2,8.8,8.9,13.0,100.0,114.8,110.9
0.565,0.494,0.317,0.5,19.1,75.0,46.2,63.9,12.8,8.5,11.5,100.0,110.9,114.8
0.513,0.484,0.269,0.183,25.5,79.4,48.1,69.0,7.4,9.8,9.1,100.0,108.9,106.7
0.574,0.549,0.247,0.198,20.6,74.5,51.9,70.0,5.3,11.8,14.6,100.0,106.7,108.9
0.641,0.618,0.292,0.258,21.2,86.4,58.4,72.0,13.3,8.5,13.9,100.0,120.6,98.8
0.546,0.512,0.453,0.244,13.6,78.8,41.6,62.2,11.4,6.3,15.9,100.0,98.8,120.6
0.632,0.599,0.408,0.237,6.3,90.2,53.4,57.9,5.6,14.3,10.6,100.0,118.1,101.4
0.534,0.474,0.263,0.276,9.8,93.8,46.6,57.6,6.7,11.1,9.6,100.0,101.4,118.1
0.622,0.583,0.244,0.222,28.9,75.6,53.2,50.0,10.8,17.0,13.2,100.0,121.1,114.2
0.593,0.547,0.376,0.341,24.4,71.1,46.8,73.2,9.8,1.5,15.5,100.0,114.2,121.1
0.528,0.475,0.247,0.383,34.1,77.3,55.7,60.0,7.4,12.7,16.7,100.0,105.1,112.5
0.566,0.552,0.368,0.195,22.7,65.9,44.3,68.3,10.5,6.6,11.3,100.0,112.5,105.1
0.519,0.472,0.284,0.239,20.0,84.8,45.8,56.8,11.3,12.2,11.8,100.0,103.8,112.0
0.653,0.625,0.355,0.224,15.2,80.0,54.2,65.9,10.3,4.8,18.5,100.0,112.0,103.8
0.502,0.465,0.442,0.174,18.6,76.3,45.7,67.6,8.3,4.4,15.5,100.0,96.4,113.0
0.603,0.576,0.43,0.329,23.7,81.4,54.3,64.1,8.3,6.3,14.2,100.0,113.0,96.4
0.458,0.435,0.238,0.238,23.3,84.0,55.9,41.2,7.9,6.2,18.5,100.0,83.9,81.9
0.437,0.431,0.253,0.207,16.0,76.7,44.1,64.7,12.8,7.8,15.2,100.0,81.9,83.9
0.471,0.438,0.42,0.198,11.4,74.5,45.3,56.7,7.8,13.4,19.3,100.0,81.1,87.0
0.433,0.394,0.287,0.213,25.5,88.6,54.7,60.6,11.7,10.6,14.2,100.0,87.0,81.1
0.585,0.556,0.449,0.303,41.3,83.3,61.4,59.5,12.0,12.3,15.8,100.0,117.7,98.8
0.516,0.482,0.235,0.294,16.7,58.7,38.6,48.6,10.0,12.2,14.3,100.0,98.8,117.7
0.522,0.475,0.327,0.208,18.2,75.4,47.3,59.5,7.2,9.2,11.3,100.0,102.9,105.6
0.508,0.451,0.155,0.291,24.6,81.8,52.7,34.1,9.0,7.4,9.4,100.0,105.6,102.9
0.498,0.474,0.338,0.13,15.0,81.1,46.8,54.5,4.5,7.7,12.8,100.0,91.6,109.7
0.548,0.532,0.325,0.338,18.9,85.0,53.2,51.4,6.8,5.9,11.9,100.0,109.7,91.6
0.642,0.623,0.325,0.325,11.8,81.8,46.3,48.8,16.7,3.2,12.9,100.0,118.0,107.6
0.624,0.604,0.139,0.333,18.2,88.2,53.7,50.0,8.4,9.6,19.5,100.0,107.6,118.0
0.577,0.536,0.333,0.229,22.2,80.6,48.1,54.3,4.0,12.0,7.0,100.0,122.8,128.8
0.638,0.571,0.405,0.44,19.4,77.8,51.9,58.5,6.0,9.4,7.4,100.0,128.8,122.8
0.483,0.46,0.31,0.322,29.5,65.1,47.1,57.1,8.3,10.2,13.9,100.0,99.1,126.0
0.624,0.596,0.337,0.225,34.9,70.5,52.9,58.7,9.3,23.3,13.3,100.0,126.0,99.1
0.576,0.531,0.284,0.333,25.6,64.7,43.8,76.3,14.0,7.3,18.4,100.0,106.8,124.8
0.675,0.646,0.329,0.293,35.3,74.4,56.2,68.1,10.0,10.3,18.5,100.0,124.8,106.8
0.554,0.519,0.272,0.309,19.4,72.5,50.6,61.5,10.0,3.0,17.9,100.0,101.6,98.7
0.5,0.449,0.25,0.284,27.5,80.6,49.4,57.1,8.0,6.8,13.9,100.0,98.7,101.6
0.537,0.519,0.225,0.213,26.2,68.3,47.0,44.7,8.9,1.9,13.8,100.0,104.1,112.9
0.542,0.512,0.357,0.274,31.7,73.8,53.0,63.2,5.5,6.5,12.9,100.0,112.9,104.1
0.513,0.477,0.349,0.279,15.2,85.7,51.6,66.7,6.8,5.9,14.2,100.0,96.2,92.3
0.494,0.454,0.414,0.241,14.3,84.8,48.4,57.1,11.7,7.1,13.5,100.0,92.3,96.2
0.595,0.567,0.236,0.236,28.9,65.9,48.8,69.6,7.8,3.3,4.8,100.0,130.9,116.4
0.542,0.488,0.274,0.321,34.1,71.1,51.2,40.5,4.5,5.9,11.1,100.0,116.4,130.9
0.574,0.525,0.388,0.325,15.9,83.3,48.8,58.3,9.4,5.5,13.3,100.0,109.8,99.4
0.517,0.47,0.337,0.241,16.7,84.1,51.2,52.9,5.2,6.1,11.6,100.0,99.4,109.8
0.512,0.483,0.372,0.233,20.5,66.0,44.0,66.7,12.7,4.6,17.4,100.0,94.7,114.2
0.561,0.516,0.316,0.221,34.0,79.5,56.0,57.8,8.8,9.3,13.3,100.0,114.2,94.7
0.497,0.424,0.318,0.388,23.9,73.5,49.5,59.4,17.8,10.3,10.0,100.0,103.5,92.0
0.47,0.423,0.31,0.262,26.5,76.1,50.5,83.9,4.2,15.5,16.1,100.0,92.0,103.5
0.532,0.473,0.258,0.301,24.5,88.7,57.8,45.0,6.6,3.1,12.5,100.0,105.5,104.6
0.522,0.511,0.319,0.298,11.3,75.5,42.2,65.1,6.6,18.8,7.0,100.0,104.6,105.5
0.46,0.438,0.318,0.17,24.5,70.5,46.2,55.9,10.9,8.5,12.1,100.0,94.5,104.2
0.522,0.476,0.298,0.214,29.5,75.5,53.8,37.8,7.6,8.3,14.0,100.0,104.2,94.5
0.539,0.482,0.241,0.265,21.4,81.6,53.8,45.9,9.8,14.8,10.6,100.0,108.7,93.5
0.475,0.444,0.325,0.3,18.4,78.6,46.2,50.0,7.6,6.3,11.7,100.0,93.5,108.7
0.465,0.416,0.301,0.434,22.2,77.1,50.5,68.8,11.7,5.0,15.4,100.0,90.1,93.0
0.498,0.419,0.25,0.438,22.9,77.8,49.5,41.9,6.9,5.2,16.6,100.0,93.0,90.1
0.535,0.506,0.424,0.153,27.9,70.5,49.4,59.5,8.9,10.8,22.3,100.0,95.7,110.4
0.586,0.576,0.235,0.282,29.5,72.1,50.6,64.4,16.8,12.2,16.6,100.0,110.4,95.7
0.418,0.367,0.266,0.213,29.6,78.0,50.5,48.4,8.3,3.1,13.5,100.0,88.9,106.5
0.55,0.518,0.238,0.262,22.0,70.4,49.5,55.0,9.3,13.0,12.2,100.0,106.5,88.9
0.522,0.468,0.228,0.316,31.7,77.1,52.6,50.0,8.8,8.3,15.1,100.0,103.4,122.1
0.608,0.605,0.302,0.14,22.9,68.3,47.4,58.7,8.8,14.8,10.8,100.0,122.1,103.4
0.493,0.452,0.333,0.226,26.5,57.5,40.4,81.8,8.9,6.1,13.2,100.0,101.4,130.4
0.629,0.585,0.402,0.305,42.5,73.5,59.6,68.3,13.4,17.9,13.9,100.0,130.4,101.4
0.475,0.417,0.226,0.345,36.2,68.6,50.0,36.4,7.5,11.4,14.9,100.0,98.6,120.0
0.58,0.564,0.186,0.279,31.4,63.8,50.0,53.3,9.6,13.8,11.1,100.0,120.0,98.6
0.46,0.43,0.198,0.198,29.8,77.8,53.3,32.4,4.7,10.0,9.7,100.0,100.1,102.4
0.49,0.455,0.359,0.346,22.2,70.2,46.7,67.7,4.7,8.7,8.2,100.0,102.4,100.1
0.516,0.484,0.418,0.198,21.6,88.4,52.1,62.2,9.8,10.2,13.9,100.0,99.7,98.7
0.547,0.54,0.437,0.138,11.6,78.4,47.9,52.5,8.8,17.0,15.6,100.0,98.7,99.7
0.597,0.566,0.253,0.154,17.5,82.9,50.6,51.1,8.5,12.2,7.6,100.0,123.9,98.2
0.541,0.473,0.338,0.338,17.1,82.5,49.4,63.3,5.3,7.4,15.0,100.0,98.2,123.9
0.63,0.589,0.274,0.369,24.3,77.6,54.7,47.7,7.0,9.2,14.8,100.0,122.6,106.7
0.539,0.5,0.278,0.233,22.4,75.7,45.3,75.6,3.0,6.6,10.0,100.0,106.7,122.6
0.43,0.402,0.354,0.146,20.0,80.8,52.6,46.7,11.0,4.0,23.6,100.0,75.3,86.4
0.461,0.426,0.432,0.136,19.2,80.0,47.4,42.4,12.1,3.8,13.9,100.0,86.4,75.3
0.523,0.473,0.22,0.308,22.4,65.9,43.0,50.0,7.5,3.0,14.1,100.0,101.9,112.2
0.565,0.511,0.256,0.389,34.1,77.6,57.0,53.7,7.5,7.0,15.3,100.0,112.2,101.9
0.603,0.549,0.465,0.38,13.5,72.7,45.7,59.4,7.6,9.1,15.3,100.0,109.1,102.5
0.494,0.42,0.321,0.395,27.3,86.5,54.3,48.4,9.8,13.2,12.0,100.0,102.5,109.1
0.631,0.56,0.333,0.467,19.4,73.0,46.6,55.3,6.6,6.3,10.0,100.0,125.2,119.8
0.597,0.554,0.241,0.229,27.0,80.6,53.4,42.9,8.8,10.0,11.6,100.0,119.8,125.2
0.524,0.468,0.205,0.397,30.2,72.3,52.2,61.8,4.7,9.3,8.9,100.0,111.9,106.1
0.466,0.399,0.357,0.369,27.7,69.8,47.8,73.3,7.0,8.1,5.8,100.0,106.1,111.9
0.456,0.441,0.353,0.071,12.8,68.8,41.1,84.8,6.4,8.6,13.8,100.0,85.1,119.2
0.546,0.489,0.213,0.348,31.3,87.2,58.9,61.9,7.4,7.3,7.2,100.0,119.2,85.1
0.497,0.473,0.351,0.16,23.1,93.0,54.7,57.5,7.6,7.7,15.2,100.0,95.6,116.6
0.622,0.56,0.381,0.381,7.0,76.9,45.3,73.2,11.5,6.6,10.1,100.0,116.6,95.6
0.577,0.531,0.263,0.338,28.2,76.2,53.1,66.7,8.2,1.8,17.1,100.0,108.3,118.5
0.609,0.589,0.389,0.133,23.8,71.8,46.9,77.8,14.3,6.8,13.6,100.0,118.5,108.3
0.439,0.39,0.146,0.317,20.0,93.3,45.9,46.7,5.4,3.9,10.5,100.0,88.9,123.5
0.665,0.625,0.329,0.289,6.7,80.0,54.1,68.3,8.7,10.0,10.5,100.0,123.5,88.9
0.454,0.393,0.202,0.262,24.5,74.4,46.6,38.7,8.6,12.3,11.4,100.0,91.6,104.6
0.524,0.488,0.329,0.2,25.6,75.5,53.4,64.9,8.6,7.5,14.7,100.0,104.6,91.6
0.581,0.571,0.224,0.235,23.3,79.5,51.7,46.5,10.7,19.6,9.6,100.0,117.0,90.2
0.485,0.448,0.273,0.286,20.5,76.7,48.3,51.6,5.4,3.0,17.2,100.0,90.2,117.0
0.656,0.627,0.468,0.228,17.1,66.0,45.1,68.3,6.2,10.4,17.2,100.0,118.6,110.3
0.516,0.468,0.287,0.213,34.0,82.9,54.9,51.3,12.5,11.9,11.2,100.0,110.3,118.6
0.527,0.489,0.304,0.304,28.3,83.9,48.8,51.3,10.8,7.0,13.3,100.0,108.0,116.8
0.68,0.632,0.434,0.342,16.1,71.7,51.2,47.6,4.9,7.8,18.6,100.0,116.8,108.0
0.601,0.574,0.358,0.296,29.7,75.0,56.2,53.7,1.0,7.0,17.2,100.0,112.7,108.6
0.482,0.429,0.424,0.253,25.0,70.3,43.8,56.8,12.3,1.9,5.2,100.0,108.6,112.7
0.615,0.585,0.28,0.183,21.6,78.4,50.0,55.8,12.2,7.7,11.0,100.0,120.9,107.6
0.576,0.551,0.333,0.179,21.6,78.4,50.0,52.6,6.7,1.7,16.0,100.0,107.6,120.9
0.63,0.571,0.343,0.486,20.0,80.5,54.9,68.6,6.1,6.5,20.6,100.0,108.7,109.7
0.572,0.552,0.279,0.221,19.5,80.0,45.1,65.9,14.2,10.9,12.9,100.0,109.7,108.7
0.602,0.541,0.244,0.384,34.9,78.8,53.9,41.9,9.8,4.0,13.7,100.0,119.1,122.1
0.664,0.642,0.383,0.346,21.2,65.1,46.1,48.9,4.9,6.2,17.6,100.0,122.1,119.1
0.511,0.482,0.25,0.214,17.1,86.8,50.6,60.5,5.4,16.1,9.8,100.0,101.1,109.7
0.568,0.531,0.309,0.247,13.2,82.9,49.4,61.5,7.5,7.9,10.0,100.0,109.7,101.1
0.534,0.5,0.297,0.231,18.6,63.9,39.2,58.5,13.9,4.8,11.5,100.0,106.3,114.2
0.606,0.56,0.241,0.325,36.1,81.4,60.8,57.1,7.9,10.9,18.1,100.0,114.2,106.3
0.545,0.512,0.415,0.22,23.8,87.8,55.4,63.2,5.4,10.7,11.8,100.0,105.5,111.9
0.549,0.512,0.317,0.354,12.2,76.2,44.6,63.2,8.6,6.3,7.8,100.0,111.9,105.5
0.483,0.43,0.326,0.326,27.7,85.3,51.9,58.8,11.0,4.9,6.6,100.0,104.5,127.7
0.693,0.696,0.446,0.297,14.7,72.3,48.1,76.7,3.3,8.6,15.2,100.0,127.7,104.5
0.556,0.558,0.379,0.2,21.7,82.5,50.0,50.0,10.3,8.5,14.1,100.0,107.2,113.7
0.617,0.594,0.211,0.222,17.5,78.3,50.0,51.0,8.4,10.2,13.9,100.0,113.7,107.2
0.425,0.386,0.341,0.159,21.2,72.0,46.1,51.6,4.3,5.5,12.9,100.0,85.5,118.6
0.547,0.5,0.368,0.379,28.0,78.8,53.9,63.2,9.6,12.1,6.5,100.0,118.6,85.5
0.528,0.487,0.418,0.342,14.6,78.6,44.4,57.6,8.9,6.5,16.5,100.0,94.9,108.7
0.553,0.533,0.326,0.185,21.4,85.4,55.6,56.8,10.9,10.9,12.3,100.0,108.7,94.9
0.604,0.584,0.313,0.265,20.0,71.8,47.3,58.1,10.7,15.0,10.6,100.0,120.0,109.3
0.582,0.5,0.459,0.419,28.2,80.0,52.7,58.1,6.4,8.8,17.8,100.0,109.3,120.0
0.625,0.592,0.264,0.299,27.0,74.5,53.6,60.0,8.7,8.2,5.7,100.0,133.4,116.0
0.545,0.494,0.282,0.353,25.5,73.0,46.4,52.6,2.2,7.8,8.4,100.0,116.0,133.4
0.485,0.41,0.247,0.36,18.8,76.2,45.6,62.5,10.9,8.1,9.6,100.0,98.7,105.6
0.55,0.5,0.262,0.357,23.8,81.3,54.4,52.6,6.9,9.0,14.9,100.0,105.6,98.7
0.576,0.538,0.385,0.282,21.6,78.7,53.6,67.6,7.3,6.6,17.8,100.0,105.9,103.8
0.509,0.435,0.274,0.357,21.3,78.4,46.4,66.7,14.7,10.4,9.3,100.0,103.8,105.9
0.513,0.494,0.383,0.272,16.7,55.8,36.5,60.0,5.5,5.6,10.8,100.0,102.3,129.8
0.585,0.554,0.228,0.217,44.2,83.3,63.5,63.0,9.9,14.0,9.8,100.0,129.8,102.3
0.666,0.624,0.353,0.235,25.0,67.3,50.0,71.7,15.2,10.3,13.8,100.0,127.0,102.7
0.498,0.473,0.383,0.181,32.7,75.0,50.0,68.4,7.1,5.5,15.1,100.0,102.7,127.0
0.501,0.449,0.18,0.225,27.3,72.0,51.1,48.6,7.6,3.4,9.3,100.0,107.0,103.7
0.502,0.483,0.33,0.17,28.0,72.7,48.9,61.1,8.7,6.8,12.1,100.0,103.7,107.0
0.555,0.489,0.281,0.303,22.9,76.6,49.5,56.4,9.1,9.6,9.0,100.0,113.8,107.7
0.52,0.473,0.198,0.275,23.4,77.1,50.5,57.5,4.1,7.8,9.7,100.0,107.7,113.8
0.603,0.574,0.365,0.297,11.1,77.6,49.4,47.4,8.2,3.1,20.1,100.0,103.4,93.2
0.485,0.447,0.247,0.235,22.4,88.9,50.6,52.9,13.3,6.4,13.8,100.0,93.2,103.4
0.429,0.383,0.245,0.181,38.2,65.5,51.8,57.6,6.9,17.5,19.8,100.0,85.8,113.4
0.528,0.45,0.3,0.478,34.5,61.8,48.2,65.7,15.8,4.2,12.1,100.0,113.4,85.8
0.567,0.511,0.244,0.244,17.0,67.3,44.1,41.9,8.4,9.6,4.8,100.0,119.2,117.1
0.536,0.5,0.441,0.258,32.7,83.0,55.9,57.9,1.1,5.9,9.6,100.0,117.1,119.2
0.542,0.517,0.314,0.407,23.4,79.1,50.0,46.2,9.1,5.0,9.0,100.0,110.8,108.7
