team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
OKLAHOMA CITY THUNDER,2018-02-02,240,37,97,9,36,17,20,15,37,24,6,5,16,18
MIAMI HEAT,2018-02-02,240,34,87,12,37,17,26,16,33,20,3,5,11,16
PHILADELPHIA 76ERS,2018-02-02,240,42,85,8,24,11,15,9,30,28,9,4,10,23
UTAH JAZZ,2018-02-02,240,51,90,15,29,12,17,9,42,30,7,6,11,21
PHOENIX SUNS,2018-02-02,240,36,87,9,33,16,19,6,26,19,7,5,12,25
GOLDEN STATE WARRIORS,2018-02-02,240,44,80,17,33,14,16,7,44,25,8,4,25,19
SACRAMENTO KINGS,2018-02-02,240,42,95,10,25,10,15,6,27,22,16,3,10,14
PORTLAND TRAIL BLAZERS,2018-02-02,240,37,73,7,21,24,33,4,32,20,4,2,10,15
TORONTO RAPTORS,2018-02-02,240,46,99,19,40,19,21,17,25,21,5,4,6,23
HOUSTON ROCKETS,2018-02-03,240,44,93,19,51,13,16,6,47,28,6,5,8,19
CLEVELAND CAVALIERS,2018-02-03,240,34,87,8,30,12,16,5,42,22,4,3,11,16
GOLDEN STATE WARRIORS,2018-02-03,240,43,86,8,31,14,23,11,31,28,9,10,13,23
DENVER NUGGETS,2018-02-03,240,39,91,12,29,25,29,16,32,28,7,0,15,17
MIAMI HEAT,2018-02-03,240,44,91,14,36,5,7,7,26,30,13,4,11,14
DETROIT PISTONS,2018-02-03,240,44,84,9,26,14,17,13,36,23,7,5,17,12
PHILADELPHIA 76ERS,2018-02-03,240,33,87,10,32,16,24,15,34,21,8,2,18,21
INDIANA PACERS,2018-02-03,240,35,79,9,27,21,25,6,36,25,15,8,13,19
CHICAGO BULLS,2018-02-03,240,35,97,12,37,21,21,13,35,22,6,4,11,20
LOS ANGELES CLIPPERS,2018-02-03,240,40,88,9,25,24,28,10,44,23,4,5,13,18
NEW ORLEANS PELICANS,2018-02-03,240,42,101,8,33,15,17,18,33,23,9,8,13,11
MINNESOTA TIMBERWOLVES,2018-02-03,240,48,95,10,21,12,16,12,38,21,9,3,12,13
WASHINGTON WIZARDS,2018-02-03,240,46,85,7,26,16,18,12,26,35,14,6,14,19
ORLANDO MAGIC,2018-02-03,240,34,77,10,32,20,22,10,25,17,12,4,20,15
DALLAS MAVERICKS,2018-02-03,240,41,83,13,41,11,14,9,27,28,8,0,13,12
SACRAMENTO KINGS,2018-02-03,240,43,82,8,27,5,6,7,25,23,11,3,16,21
UTAH JAZZ,2018-02-03,240,39,69,12,23,30,36,5,32,26,6,5,17,19
SAN ANTONIO SPURS,2018-02-03,240,44,91,10,26,13,18,11,25,25,9,5,12,27
PORTLAND TRAIL BLAZERS,2018-02-04,240,36,91,13,31,11,14,10,36,21,4,9,8,17
BOSTON CELTICS,2018-02-04,240,35,85,15,36,12,17,9,42,24,3,6,11,16
MILWAUKEE BUCKS,2018-02-04,240,42,81,8,19,17,21,14,40,19,3,7,13,16
BROOKLYN NETS,2018-02-04,240,37,90,9,29,11,14,11,25,25,5,1,9,19
ATLANTA HAWKS,2018-02-04,240,35,87,15,33,14,19,13,31,25,6,3,16,12
NEW YORK KNICKS,2018-02-04,240,41,94,5,23,9,15,16,32,16,10,8,15,16
LOS ANGELES LAKERS,2018-02-04,240,42,86,13,30,11,18,8,32,24,6,7,19,20
OKLAHOMA CITY THUNDER,2018-02-04,240,40,89,7,25,17,25,13,33,17,13,6,17,18
CHARLOTTE HORNETS,2018-02-04,240,40,96,10,38,25,29,13,30,24,12,6,8,17
PHOENIX SUNS,2018-02-04,240,41,77,15,29,13,13,2,37,24,4,4,19,25
MEMPHIS GRIZZLIES,2018-02-04,240,29,81,8,25,20,23,13,32,17,7,6,19,23
TORONTO RAPTORS,2018-02-04,240,41,89,6,35,13,15,10,34,21,13,7,11,20
CHARLOTTE HORNETS,2018-02-05,240,39,77,11,26,15,24,5,31,21,7,1,10,16
DENVER NUGGETS,2018-02-05,240,46,81,18,34,11,13,5,36,30,10,2,11,15
PORTLAND TRAIL BLAZERS,2018-02-05,240,37,94,10,33,7,8,13,32,18,9,5,13,14
DETROIT PISTONS,2018-02-05,240,44,88,15,30,8,12,10,41,36,7,4,14,14
WASHINGTON WIZARDS,2018-02-05,240,45,82,7,25,14,17,7,36,29,8,1,14,23
INDIANA PACERS,2018-02-05,240,37,80,12,29,16,25,8,27,19,6,2,16,18
DALLAS MAVERICKS,2018-02-05,240,33,80,17,42,18,20,7,31,22,5,5,20,23
LOS ANGELES CLIPPERS,2018-02-05,240,42,87,10,27,10,12,5,34,28,10,3,13,16
ORLANDO MAGIC,2018-02-05,240,41,84,13,30,16,19,5,34,25,8,5,11,26
MIAMI HEAT,2018-02-05,240,40,93,3,23,26,35,17,36,21,5,4,12,19
UTAH JAZZ,2018-02-05,240,52,89,14,21,15,17,9,36,29,6,5,13,18
NEW ORLEANS PELICANS,2018-02-05,240,47,93,8,22,7,13,6,24,24,10,6,14,15
CHICAGO BULLS,2018-02-05,240,32,80,14,36,20,24,9,37,20,6,1,12,21
SACRAMENTO KINGS,2018-02-05,240,37,84,11,32,19,25,9,36,22,5,5,11,17
MEMPHIS GRIZZLIES,2018-02-06,240,34,79,4,22,10,13,9,28,23,7,5,25,24
ATLANTA HAWKS,2018-02-06,240,42,83,8,25,16,21,8,28,29,13,5,13,16
HOUSTON ROCKETS,2018-02-06,240,45,81,16,33,17,21,8,32,16,7,7,11,14
BROOKLYN NETS,2018-02-06,240,41,85,16,35,15,17,10,27,24,8,2,11,17
OKLAHOMA CITY THUNDER,2018-02-06,240,44,93,12,31,25,33,10,30,17,14,3,12,28
GOLDEN STATE WARRIORS,2018-02-06,240,37,76,8,28,23,31,10,35,27,7,8,25,24
PHOENIX SUNS,2018-02-06,240,36,94,8,29,13,23,16,32,24,4,4,11,18
LOS ANGELES LAKERS,2018-02-06,240,39,83,11,26,23,26,12,44,19,7,7,14,21
MILWAUKEE BUCKS,2018-02-06,240,37,82,8,26,21,27,8,35,23,11,6,14,17
NEW YORK KNICKS,2018-02-06,240,37,89,5,23,10,15,11,36,20,5,6,17,19
CLEVELAND CAVALIERS,2018-02-06,240,36,84,12,37,14,20,9,27,19,4,4,14,24
ORLANDO MAGIC,2018-02-06,240,46,88,6,22,18,27,12,38,27,7,8,12,16
WASHINGTON WIZARDS,2018-02-06,240,41,93,7,27,13,18,16,23,23,14,2,11,18
PHILADELPHIA 76ERS,2018-02-06,240,45,82,14,28,11,14,12,33,27,9,4,17,14
BOSTON CELTICS,2018-02-06,240,33,83,10,23,15,20,9,29,21,3,3,17,19
TORONTO RAPTORS,2018-02-06,240,40,80,17,36,14,17,5,35,29,10,4,15,18
MINNESOTA TIMBERWOLVES,2018-02-07,265,54,93,19,33,11,12,4,31,33,7,4,11,19
CLEVELAND CAVALIERS,2018-02-07,265,52,88,21,41,15,23,7,34,33,5,1,15,21
BROOKLYN NETS,2018-02-07,240,39,90,17,51,11,12,8,42,33,4,6,19,20
DETROIT PISTONS,2018-02-07,240,44,92,9,24,18,25,8,38,20,10,3,7,12
UTAH JAZZ,2018-02-07,240,29,69,6,22,28,33,9,34,14,6,4,19,16
MEMPHIS GRIZZLIES,2018-02-07,240,34,81,8,23,12,16,9,27,18,12,5,15,26
HOUSTON ROCKETS,2018-02-07,240,38,74,12,31,21,26,4,31,16,8,6,9,16
MIAMI HEAT,2018-02-07,240,39,88,13,32,10,12,15,26,23,3,3,13,17
SAN ANTONIO SPURS,2018-02-07,240,46,93,16,32,21,27,14,48,26,6,6,12,17
PHOENIX SUNS,2018-02-07,240,33,97,3,32,12,18,11,33,15,8,4,11,23
DALLAS MAVERICKS,2018-02-08,240,40,92,9,37,14,17,9,25,19,15,7,10,16
GOLDEN STATE WARRIORS,2018-02-08,240,45,88,14,29,17,20,18,33,37,6,7,16,18
OKLAHOMA CITY THUNDER,2018-02-08,240,32,90,8,34,9,19,17,33,16,6,4,13,11
LOS ANGELES LAKERS,2018-02-08,240,42,96,10,31,12,13,13,38,28,5,7,8,19
ATLANTA HAWKS,2018-02-08,240,37,87,12,30,12,18,9,37,25,4,7,17,23
ORLANDO MAGIC,2018-02-08,240,36,84,9,29,19,22,8,28,20,10,6,13,22
CHARLOTTE HORNETS,2018-02-08,265,38,98,13,33,14,17,7,37,17,10,3,11,16
PORTLAND TRAIL BLAZERS,2018-02-08,265,41,90,9,31,18,22,9,48,18,7,7,17,19
NEW YORK KNICKS,2018-02-08,240,33,83,7,27,15,18,5,38,19,4,8,15,15
TORONTO RAPTORS,2018-02-08,240,43,95,16,43,11,14,9,43,31,11,5,8,17
BOSTON CELTICS,2018-02-08,265,39,84,9,26,23,34,7,38,16,9,6,18,20
WASHINGTON WIZARDS,2018-02-08,265,38,95,12,26,16,20,17,35,28,11,4,20,23
CLEVELAND CAVALIERS,2018-02-09,240,46,86,15,35,16,24,6,37,31,8,4,9,17
ATLANTA HAWKS,2018-02-09,240,37,83,16,44,17,19,6,36,20,4,4,12,18
INDIANA PACERS,2018-02-09,240,37,83,5,20,18,22,13,40,18,6,5,13,20
BOSTON CELTICS,2018-02-09,240,34,89,7,27,16,20,12,26,16,5,8,10,21
MINNESOTA TIMBERWOLVES,2018-02-09,240,41,87,8,22,23,28,11,35,19,8,4,13,22
CHICAGO BULLS,2018-02-09,240,41,83,9,26,23,30,5,34,22,5,4,11,19
LOS ANGELES CLIPPERS,2018-02-09,240,42,91,10,30,14,15,14,43,23,6,3,9,16
DETROIT PISTONS,2018-02-09,240,36,88,10,31,13,17,7,33,22,5,5,9,16
DENVER NUGGETS,2018-02-09,240,42,88,3,28,17,21,7,32,25,7,2,10,20
HOUSTON ROCKETS,2018-02-09,240,43,86,19,41,25,34,11,37,26,5,7,11,16
MILWAUKEE BUCKS,2018-02-09,240,32,76,6,20,15,17,2,35,18,9,9,17,20
MIAMI HEAT,2018-02-09,240,32,88,10,26,17,18,13,38,16,7,7,16,21
NEW ORLEANS PELICANS,2018-02-09,240,33,95,8,31,8,16,8,38,17,8,6,12,12
PHILADELPHIA 76ERS,2018-02-09,240,39,93,14,34,8,9,8,50,26,10,4,15,16
PORTLAND TRAIL BLAZERS,2018-02-09,240,43,88,15,35,17,18,9,36,18,10,4,11,21
SACRAMENTO KINGS,2018-02-09,240,38,90,9,23,15,21,12,31,25,5,3,12,19
CHARLOTTE HORNETS,2018-02-09,240,35,85,9,24,15,19,5,28,17,8,2,7,18
UTAH JAZZ,2018-02-09,240,41,84,10,29,14,17,7,42,29,5,7,12,17
NEW ORLEANS PELICANS,2018-02-10,290,52,106,9,24,25,39,14,45,23,10,10,15,18
BROOKLYN NETS,2018-02-10,290,43,114,21,59,21,22,18,42,30,10,3,15,30
WASHINGTON WIZARDS,2018-02-10,240,38,82,13,38,12,14,6,35,31,8,3,13,17
CHICAGO BULLS,2018-02-10,240,34,80,9,32,13,16,9,36,23,11,2,14,16
LOS ANGELES LAKERS,2018-02-10,240,46,84,16,34,15,22,9,28,29,7,0,17,25
DALLAS MAVERICKS,2018-02-10,240,48,89,12,27,22,27,10,30,32,8,3,9,21
SAN ANTONIO SPURS,2018-02-10,240,43,94,5,27,14,19,11,23,30,8,5,10,13
GOLDEN STATE WARRIORS,2018-02-10,240,48,85,12,27,14,15,11,33,35,5,6,16,18
MILWAUKEE BUCKS,2018-02-10,240,43,82,9,25,16,20,8,33,28,7,4,12,16
ORLANDO MAGIC,2018-02-10,240,37,83,8,30,22,26,10,31,23,7,3,12,14
LOS ANGELES CLIPPERS,2018-02-10,240,38,88,8,32,14,23,11,42,20,7,5,16,16
PHILADELPHIA 76ERS,2018-02-10,240,43,90,13,33,13,17,6,39,32,12,8,12,18
DENVER NUGGETS,2018-02-10,240,45,88,13,29,20,22,6,31,20,10,5,13,23
PHOENIX SUNS,2018-02-10,240,46,84,7,19,14,25,8,28,24,7,9,15,24
DETROIT PISTONS,2018-02-11,240,38,83,13,33,26,33,12,28,30,6,4,15,28
ATLANTA HAWKS,2018-02-11,240,38,78,10,29,32,37,4,31,27,10,3,13,26
CLEVELAND CAVALIERS,2018-02-11,240,45,84,16,30,15,20,5,36,22,7,6,11,20
BOSTON CELTICS,2018-02-11,240,36,89,10,38,17,22,13,30,22,3,4,14,14
TORONTO RAPTORS,2018-02-11,240,49,87,18,37,7,10,6,34,35,7,8,12,24
CHARLOTTE HORNETS,2018-02-11,240,38,89,10,23,17,23,11,31,26,5,5,13,13
DALLAS MAVERICKS,2018-02-11,240,38,93,10,31,11,16,12,40,26,6,4,14,25
HOUSTON ROCKETS,2018-02-11,240,34,78,13,45,23,33,2,40,15,9,7,9,18
NEW YORK KNICKS,2018-02-11,240,41,93,9,35,22,25,12,33,27,8,3,11,18
INDIANA PACERS,2018-02-11,240,47,94,12,28,15,22,16,38,27,7,5,13,16
SACRAMENTO KINGS,2018-02-11,240,42,88,10,25,12,17,15,28,17,12,2,18,23
MINNESOTA TIMBERWOLVES,2018-02-11,240,37,74,9,24,28,32,8,29,29,10,5,16,17
MEMPHIS GRIZZLIES,2018-02-11,240,32,82,6,28,22,24,12,35,21,4,5,17,32
OKLAHOMA CITY THUNDER,2018-02-11,240,34,77,16,37,26,40,9,29,21,6,3,9,23
UTAH JAZZ,2018-02-11,240,41,88,13,26,20,22,16,42,23,8,4,13,22
PORTLAND TRAIL BLAZERS,2018-02-11,240,33,81,9,25,21,25,6,31,16,7,4,13,22
LOS ANGELES CLIPPERS,2018-02-12,240,48,85,6,16,12,14,8,35,19,8,6,15,14
BROOKLYN NETS,2018-02-12,240,41,89,12,40,7,10,10,27,27,10,6,12,15
ORLANDO MAGIC,2018-02-12,240,37,84,10,31,17,19,7,32,24,8,7,9,18
CHICAGO BULLS,2018-02-12,240,40,88,9,32,16,21,11,35,25,6,3,11,13
NEW ORLEANS PELICANS,2018-02-12,240,44,100,14,34,16,16,10,43,31,6,7,11,25
DETROIT PISTONS,2018-02-12,240,35,95,9,35,24,32,14,40,18,5,3,14,19
PHOENIX SUNS,2018-02-12,240,33,95,3,23,14,22,15,32,13,2,3,15,17
GOLDEN STATE WARRIORS,2018-02-12,240,52,89,11,26,14,21,7,42,36,8,16,11,18
NEW YORK KNICKS,2018-02-12,240,31,79,6,24,24,28,7,26,16,5,4,19,22
PHILADELPHIA 76ERS,2018-02-12,240,41,75,10,19,16,24,7,30,27,13,6,17,22
SAN ANTONIO SPURS,2018-02-12,240,38,85,6,25,17,25,8,36,23,5,8,11,24
UTAH JAZZ,2018-02-12,240,35,84,11,24,20,30,9,34,15,7,5,9,24
SACRAMENTO KINGS,2018-02-13,240,47,87,12,29,8,12,5,33,30,6,4,9,19
DALLAS MAVERICKS,2018-02-13,240,38,83,15,40,18,23,4,33,29,4,4,9,15
SAN ANTONIO SPURS,2018-02-13,240,44,82,6,22,15,22,10,32,24,6,7,18,22
DENVER NUGGETS,2018-02-13,240,46,93,10,32,15,18,11,24,29,10,3,11,18
ATLANTA HAWKS,2018-02-13,240,33,86,12,35,14,20,14,36,21,7,6,12,14
MILWAUKEE BUCKS,2018-02-13,240,38,88,8,25,13,17,14,34,23,6,10,10,18
HOUSTON ROCKETS,2018-02-13,240,41,83,22,47,22,29,9,28,25,1,4,6,23
MINNESOTA TIMBERWOLVES,2018-02-13,240,40,84,6,23,22,23,9,31,22,3,4,8,20
CLEVELAND CAVALIERS,2018-02-13,240,45,88,16,36,14,22,10,31,24,6,3,7,28
OKLAHOMA CITY THUNDER,2018-02-13,240,40,90,11,35,21,30,18,33,23,6,3,9,20
MIAMI HEAT,2018-02-13,240,42,86,12,29,16,19,10,41,24,5,3,16,18
TORONTO RAPTORS,2018-02-13,240,42,90,13,35,18,23,7,33,24,7,3,8,19
LOS ANGELES CLIPPERS,2018-02-14,240,44,88,11,29,30,33,7,36,26,5,5,7,21
BOSTON CELTICS,2018-02-14,240,42,97,15,31,20,21,11,35,24,4,7,8,31
INDIANA PACERS,2018-02-14,240,39,90,6,15,24,28,15,37,20,10,7,8,20
BROOKLYN NETS,2018-02-14,240,35,83,13,35,20,27,9,35,24,4,2,13,20
TORONTO RAPTORS,2018-02-14,240,48,92,14,38,12,15,5,45,38,5,8,7,22
CHICAGO BULLS,2018-02-14,240,39,91,4,24,16,20,4,38,17,5,6,6,16
ATLANTA HAWKS,2018-02-14,240,38,89,6,33,16,19,8,35,25,9,4,11,21
DETROIT PISTONS,2018-02-14,240,35,83,13,33,21,25,10,37,26,3,5,16,18
SACRAMENTO KINGS,2018-02-14,240,38,87,10,32,5,8,9,39,26,8,5,17,20
HOUSTON ROCKETS,2018-02-14,240,33,83,14,49,20,22,7,41,19,10,5,13,14
OKLAHOMA CITY THUNDER,2018-02-14,240,40,81,17,37,24,35,8,30,26,7,6,9,19
MEMPHIS GRIZZLIES,2018-02-14,240,44,86,14,27,12,15,6,35,29,6,2,12,25
LOS ANGELES LAKERS,2018-02-14,240,46,90,10,22,15,18,7,30,26,5,3,20,21
NEW ORLEANS PELICANS,2018-02-14,240,53,99,14,32,19,21,12,36,35,13,7,11,20
WASHINGTON WIZARDS,2018-02-14,240,48,88,7,22,15,19,6,39,31,7,9,11,16
NEW YORK KNICKS,2018-02-14,240,45,97,9,19,14,18,11,31,21,7,1,10,17
CHARLOTTE HORNETS,2018-02-14,240,38,88,13,30,15,19,8,37,26,14,4,12,15
ORLANDO MAGIC,2018-02-14,240,36,86,15,37,15,17,9,39,21,7,0,20,17
MIAMI HEAT,2018-02-14,240,35,77,11,27,21,29,3,26,23,9,5,10,21
PHILADELPHIA 76ERS,2018-02-14,240,39,92,9,35,17,25,23,37,25,6,2,17,23
GOLDEN STATE WARRIORS,2018-02-14,240,43,90,13,37,18,19,8,33,24,8,7,16,24
PORTLAND TRAIL BLAZERS,2018-02-14,240,45,93,12,33,21,24,13,36,20,9,0,13,18
PHOENIX SUNS,2018-02-14,240,34,79,12,29,17,24,5,36,19,5,6,12,25
UTAH JAZZ,2018-02-14,240,39,92,10,34,19,22,14,40,22,6,3,8,17
DENVER NUGGETS,2018-02-15,240,47,85,24,40,16,20,8,26,37,9,6,18,23
MILWAUKEE BUCKS,2018-02-15,240,49,92,9,26,16,22,11,29,27,9,5,16,20
LOS ANGELES LAKERS,2018-02-15,240,43,94,7,31,18,26,11,35,19,6,4,13,26
MINNESOTA TIMBERWOLVES,2018-02-15,240,42,90,6,24,29,31,11,35,23,5,10,10,22
PHILADELPHIA 76ERS,2018-02-22,240,42,82,11,29,21,35,8,33,25,7,5,9,17
CHICAGO BULLS,2018-02-22,240,44,97,18,34,9,15,11,37,27,5,4,13,26
BROOKLYN NETS,2018-02-22,240,36,93,14,43,10,14,11,30,27,6,8,9,23
CHARLOTTE HORNETS,2018-02-22,240,42,87,11,21,16,20,13,41,29,3,6,14,15
WASHINGTON WIZARDS,2018-02-22,240,44,92,12,30,10,10,9,34,29,9,3,10,23
CLEVELAND CAVALIERS,2018-02-22,240,42,84,8,35,11,19,6,30,20,5,2,13,15
LOS ANGELES CLIPPERS,2018-02-22,240,44,88,11,32,28,34,8,28,32,9,3,14,19
GOLDEN STATE WARRIORS,2018-02-22,240,47,77,14,25,26,34,3,29,31,8,8,15,24
NEW YORK KNICKS,2018-02-22,240,48,99,7,25,17,21,16,31,28,7,12,8,15
ORLANDO MAGIC,2018-02-22,240,43,83,11,24,16,23,5,34,28,7,5,13,15
OKLAHOMA CITY THUNDER,2018-02-22,240,38,86,14,35,20,24,10,39,26,6,7,11,16
SACRAMENTO KINGS,2018-02-22,240,42,91,12,27,11,15,10,34,23,6,4,9,20
SAN ANTONIO SPURS,2018-02-23,240,43,85,5,16,28,39,11,27,28,4,4,7,20
DENVER NUGGETS,2018-02-23,240,48,97,12,32,14,19,18,34,33,5,3,11,27
BOSTON CELTICS,2018-02-23,240,41,85,17,39,11,18,10,32,30,8,5,11,22
DETROIT PISTONS,2018-02-23,240,37,85,10,33,14,21,12,33,16,4,4,13,18
MINNESOTA TIMBERWOLVES,2018-02-23,240,40,94,10,26,12,16,16,27,19,6,3,10,22
HOUSTON ROCKETS,2018-02-23,240,40,83,14,38,26,30,14,36,24,6,2,10,17
ATLANTA HAWKS,2018-02-23,240,37,82,7,31,12,19,6,34,14,9,7,22,20
INDIANA PACERS,2018-02-23,240,48,101,9,28,11,13,15,42,30,17,3,17,20
DALLAS MAVERICKS,2018-02-23,240,37,91,19,42,9,11,3,26,25,9,8,11,19
LOS ANGELES LAKERS,2018-02-23,240,48,93,13,33,15,20,13,49,32,8,6,16,17
CLEVELAND CAVALIERS,2018-02-23,240,40,87,11,29,21,22,7,39,26,13,9,18,23
MEMPHIS GRIZZLIES,2018-02-23,240,33,84,9,24,14,18,5,32,22,10,4,21,25
MIAMI HEAT,2018-02-23,265,50,108,6,18,17,26,13,45,26,12,5,13,23
NEW ORLEANS PELICANS,2018-02-23,265,48,108,8,31,20,24,13,43,27,9,13,15,18
LOS ANGELES CLIPPERS,2018-02-23,240,45,87,14,32,24,32,8,43,23,5,8,16,26
PHOENIX SUNS,2018-02-23,240,45,103,9,31,18,31,16,32,22,12,5,10,25
MILWAUKEE BUCKS,2018-02-23,265,43,90,13,26,23,27,13,38,21,6,3,18,24
TORONTO RAPTORS,2018-02-23,265,43,90,9,34,24,26,5,32,23,7,8,12,21
PORTLAND TRAIL BLAZERS,2018-02-23,240,39,87,9,24,13,14,6,35,14,11,5,12,20
UTAH JAZZ,2018-02-23,240,33,78,6,25,9,11,8,35,15,7,6,19,13
CHARLOTTE HORNETS,2018-02-23,240,44,90,17,39,17,20,13,28,26,7,5,8,18
WASHINGTON WIZARDS,2018-02-23,240,40,81,9,25,16,17,6,30,25,3,0,14,21
OKLAHOMA CITY THUNDER,2018-02-24,240,29,88,9,34,13,21,14,29,19,8,3,15,17
GOLDEN STATE WARRIORS,2018-02-24,240,42,89,17,38,11,13,12,42,36,8,6,14,21
MEMPHIS GRIZZLIES,2018-02-24,240,35,80,5,11,14,17,9,31,16,7,3,19,22
MIAMI HEAT,2018-02-24,240,41,89,12,33,21,27,14,36,27,15,6,10,17
CHICAGO BULLS,2018-02-24,240,42,90,6,23,14,20,4,38,21,5,9,14,20
MINNESOTA TIMBERWOLVES,2018-02-24,240,46,94,11,35,19,26,10,41,25,6,4,11,15
BOSTON CELTICS,2018-02-24,240,42,93,13,33,24,28,11,34,21,11,5,11,15
NEW YORK KNICKS,2018-02-24,240,45,96,6,27,16,20,13,36,20,10,4,14,22
ORLANDO MAGIC,2018-02-24,240,38,85,13,31,16,19,6,27,27,7,5,11,20
PHILADELPHIA 76ERS,2018-02-24,240,42,81,9,27,23,27,9,36,31,5,4,14,16
PORTLAND TRAIL BLAZERS,2018-02-24,240,39,99,6,30,22,30,12,36,15,6,7,6,19
PHOENIX SUNS,2018-02-24,240,39,87,11,26,15,21,6,45,23,5,10,13,24
LOS ANGELES LAKERS,2018-02-24,240,41,91,17,38,14,20,12,32,26,5,6,10,18
SACRAMENTO KINGS,2018-02-24,240,42,94,13,25,11,17,17,31,28,5,5,11,21
DALLAS MAVERICKS,2018-02-24,240,34,83,10,35,12,14,5,39,19,6,4,15,23
UTAH JAZZ,2018-02-24,240,34,85,9,32,20,26,9,35,26,6,3,11,19
DETROIT PISTONS,2018-02-25,240,42,85,4,18,10,14,8,33,23,4,2,17,22
CHARLOTTE HORNETS,2018-02-25,240,42,88,16,35,14,23,13,34,28,9,4,18,19
SAN ANTONIO SPURS,2018-02-25,240,38,86,9,19,25,32,10,34,22,11,9,9,12
CLEVELAND CAVALIERS,2018-02-25,240,38,91,8,34,10,14,13,34,18,8,3,15,24
HOUSTON ROCKETS,2018-02-25,240,39,77,15,35,26,32,11,31,18,7,3,18,23
DENVER NUGGETS,2018-02-25,240,44,91,10,29,16,24,12,24,33,13,6,13,27
NEW ORLEANS PELICANS,2018-02-25,265,51,107,10,30,11,14,11,39,22,8,7,15,24
MILWAUKEE BUCKS,2018-02-25,265,44,96,7,25,26,29,9,35,21,10,3,13,19
PHILADELPHIA 76ERS,2018-02-25,240,31,86,9,33,23,31,17,26,24,13,3,15,16
WASHINGTON WIZARDS,2018-02-25,240,43,79,12,25,11,12,10,38,35,9,6,19,28
LOS ANGELES LAKERS,2018-02-26,240,47,90,15,33,14,19,10,49,28,8,6,23,23
ATLANTA HAWKS,2018-02-26,240,36,96,8,36,24,34,8,33,21,14,3,11,17
MEMPHIS GRIZZLIES,2018-02-26,240,34,78,5,23,25,32,5,35,27,4,2,10,22
