true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
0.529,0.506,0.141,0.205,25.0,71.2,52.3,59.5,3.3,13.5,17.5,100.0,98.8,96.6
0.443,0.396,0.187,0.209,28.8,75.0,47.7,54.5,13.2,11.9,9.1,100.0,96.6,98.8
0.487,0.441,0.259,0.306,16.3,61.5,39.6,62.5,8.0,6.7,14.2,100.0,93.6,112.5
0.526,0.461,0.157,0.472,38.5,83.7,60.4,63.2,10.0,12.7,11.5,100.0,112.5,93.6
0.482,0.422,0.221,0.299,26.7,85.7,55.2,62.1,6.6,8.3,17.1,100.0,92.2,94.4
0.5,0.475,0.241,0.203,14.3,73.3,44.8,77.1,9.9,6.7,13.1,100.0,94.4,92.2
0.53,0.467,0.333,0.322,44.2,83.3,61.7,57.9,8.2,3.2,17.0,100.0,111.9,104.7
0.551,0.512,0.259,0.2,16.7,55.8,38.3,57.5,12.3,6.7,12.3,100.0,104.7,111.9
0.542,0.512,0.209,0.14,26.8,85.4,56.1,65.0,12.7,8.3,16.5,100.0,104.4,92.8
0.529,0.48,0.189,0.284,14.6,73.2,43.9,66.7,9.5,5.9,17.8,100.0,92.8,104.4
0.469,0.44,0.313,0.325,31.1,79.2,55.9,57.6,5.4,7.6,15.2,100.0,95.3,96.4
0.471,0.406,0.224,0.282,20.8,68.9,44.1,58.1,10.7,15.8,9.5,100.0,96.4,95.3
0.7,0.667,0.145,0.435,18.5,76.6,55.4,77.3,7.4,6.8,17.1,100.0,122.3,91.5
0.473,0.456,0.253,0.342,23.4,81.5,44.6,71.9,7.4,1.7,15.8,100.0,91.5,122.3
0.565,0.494,0.169,0.442,25.0,77.5,52.6,62.9,9.6,6.7,12.4,100.0,111.5,100.8
0.537,0.513,0.25,0.213,22.5,75.0,47.4,58.3,5.4,7.8,17.1,100.0,100.8,111.5
0.548,0.5,0.262,0.321,22.5,80.0,49.3,63.2,12.9,7.7,10.3,100.0,112.5,101.8
0.591,0.551,0.235,0.412,20.0,77.5,50.7,44.1,7.5,11.3,19.9,100.0,101.8,112.5
0.416,0.376,0.18,0.18,23.4,65.3,44.8,53.1,7.6,5.7,10.3,100.0,86.9,99.9
0.447,0.379,0.195,0.414,34.7,76.6,55.2,53.1,4.3,13.7,9.7,100.0,99.9,86.9
0.476,0.471,0.329,0.141,34.8,70.0,51.2,54.3,8.3,9.0,13.4,100.0,101.4,103.7
0.505,0.488,0.173,0.173,30.0,65.2,48.8,62.2,8.3,7.0,12.1,100.0,103.7,101.4
0.547,0.514,0.282,0.183,20.0,72.3,50.0,54.5,4.5,10.4,21.5,100.0,95.0,117.6
0.574,0.542,0.429,0.179,27.7,80.0,50.0,75.0,11.3,0.0,11.7,100.0,117.6,95.0
0.462,0.41,0.292,0.27,22.0,80.5,48.4,53.1,4.2,0.0,9.9,100.0,97.2,112.0
0.588,0.546,0.118,0.421,19.5,78.0,51.6,46.2,2.1,15.9,11.8,100.0,112.0,97.2
0.464,0.423,0.31,0.321,30.0,73.2,49.5,68.8,5.4,7.0,12.7,100.0,96.9,111.1
0.543,0.517,0.174,0.209,26.8,70.0,50.5,57.1,8.7,13.8,10.5,100.0,111.1,96.9
0.452,0.433,0.144,0.211,21.3,65.9,42.9,54.1,2.2,6.2,8.4,100.0,96.1,99.4
0.469,0.446,0.12,0.152,34.1,78.7,57.1,37.5,6.5,6.5,10.9,100.0,99.4,96.1
0.538,0.494,0.22,0.305,23.8,75.0,47.4,62.2,8.2,7.6,13.1,100.0,102.3,109.4
0.55,0.494,0.185,0.457,25.0,76.2,52.6,54.1,6.1,7.8,14.9,100.0,109.4,102.3
0.523,0.46,0.24,0.307,25.7,70.0,51.8,40.6,7.8,12.7,15.8,100.0,99.2,91.4
0.414,0.347,0.193,0.284,30.0,74.3,48.2,72.4,12.3,10.5,10.8,100.0,91.4,99.2
0.487,0.445,0.187,0.264,30.0,74.2,46.9,48.7,13.4,3.6,9.0,100.0,102.4,130.3
0.727,0.713,0.313,0.188,25.8,70.0,53.1,63.3,6.2,9.5,20.3,100.0,130.3,102.4
0.483,0.473,0.258,0.129,20.0,72.9,48.6,71.8,10.7,11.4,14.0,100.0,92.5,82.7
0.409,0.38,0.271,0.188,27.1,80.0,51.4,55.9,11.7,5.8,14.8,100.0,82.7,92.5
0.442,0.402,0.216,0.196,25.8,59.6,41.2,51.4,14.1,16.9,12.6,100.0,92.1,99.6
0.478,0.414,0.222,0.273,40.4,74.2,58.8,41.0,9.4,17.5,15.9,100.0,99.6,92.1
0.563,0.512,0.19,0.464,38.1,82.1,59.3,53.7,7.2,4.1,11.4,100.0,117.4,113.3
0.592,0.5,0.3,0.743,17.9,61.9,40.7,70.0,6.2,7.4,14.7,100.0,113.3,117.4
0.559,0.542,0.221,0.211,41.9,80.6,59.5,26.5,5.3,5.2,11.1,100.0,122.8,126.0
0.627,0.578,0.301,0.325,19.4,58.1,40.5,60.5,9.5,10.8,7.8,100.0,126.0,122.8
0.533,0.506,0.193,0.349,20.9,91.7,53.2,48.7,9.1,0.0,13.5,100.0,102.6,105.7
0.595,0.576,0.304,0.266,8.3,79.1,46.8,78.0,8.1,13.4,14.5,100.0,105.7,102.6
0.577,0.526,0.169,0.286,25.7,76.7,49.2,44.7,11.9,11.5,15.6,100.0,108.5,119.4
0.654,0.615,0.176,0.311,23.3,74.3,50.8,69.0,8.7,9.4,17.6,100.0,119.4,108.5
0.496,0.476,0.25,0.155,13.3,80.6,43.2,66.7,8.8,6.9,9.1,100.0,97.8,94.5
0.503,0.474,0.256,0.218,19.4,86.7,56.8,58.8,7.7,6.3,14.9,100.0,94.5,97.8
0.443,0.38,0.165,0.291,30.2,55.6,41.8,67.9,5.8,9.1,15.2,100.0,91.6,125.2
0.611,0.584,0.286,0.338,44.4,69.8,58.2,67.5,12.8,12.1,14.5,100.0,125.2,91.6
0.504,0.481,0.215,0.127,24.4,79.5,51.3,41.2,8.9,4.0,17.8,100.0,93.8,111.7
0.589,0.578,0.351,0.234,20.5,75.6,48.8,46.2,13.4,8.1,14.2,100.0,111.7,93.8
0.566,0.542,0.301,0.241,28.6,78.8,50.7,48.8,13.4,2.0,9.8,100.0,116.0,105.9
0.589,0.528,0.31,0.31,21.2,71.4,49.3,81.8,4.5,15.5,19.9,100.0,105.9,116.0
0.475,0.456,0.209,0.198,34.0,68.3,49.5,48.7,3.2,12.3,13.9,100.0,99.5,121.7
0.573,0.538,0.12,0.207,31.7,66.0,50.5,57.8,7.4,1.4,9.1,100.0,121.7,99.5
0.554,0.5,0.25,0.484,25.8,63.6,48.0,62.1,8.9,11.6,23.6,100.0,96.0,117.3
0.539,0.5,0.233,0.189,36.4,74.2,52.0,45.0,10.1,6.3,10.1,100.0,117.3,96.0
0.566,0.54,0.227,0.17,43.2,78.4,60.8,68.2,10.6,14.0,10.4,100.0,126.6,113.6
0.593,0.568,0.315,0.247,21.6,56.8,39.2,68.6,8.3,5.9,13.8,100.0,113.6,126.6
0.451,0.414,0.237,0.194,39.7,92.6,56.5,36.1,5.6,5.2,11.4,100.0,101.8,127.5
0.681,0.679,0.256,0.167,7.4,60.3,43.5,60.4,13.4,7.0,9.7,100.0,127.5,101.8
0.531,0.511,0.315,0.239,38.3,73.5,53.1,60.0,12.5,4.1,14.3,100.0,112.5,105.2
0.623,0.588,0.338,0.216,26.5,61.7,46.9,59.0,7.3,20.6,23.6,100.0,105.2,112.5
0.491,0.472,0.167,0.144,22.9,68.9,45.2,50.0,8.4,10.4,12.8,100.0,98.3,107.7
0.505,0.445,0.154,0.275,31.1,77.1,54.8,55.3,9.4,13.3,9.7,100.0,107.7,98.3
0.491,0.438,0.239,0.33,19.2,80.0,43.7,62.9,11.0,11.7,9.8,100.0,99.0,124.0
0.657,0.634,0.302,0.221,20.0,80.8,56.3,70.2,7.0,6.0,13.7,100.0,124.0,99.0
0.595,0.542,0.381,0.226,20.5,64.8,44.9,61.5,7.9,7.8,7.0,100.0,124.5,99.6
0.452,0.384,0.256,0.302,35.2,79.5,55.1,65.5,3.4,3.8,11.8,100.0,99.6,124.5
0.509,0.436,0.269,0.359,17.5,75.6,46.9,67.7,5.4,3.2,12.6,100.0,99.4,101.6
0.516,0.481,0.235,0.284,24.4,82.5,53.1,35.1,7.6,8.8,12.5,100.0,101.6,99.4
0.445,0.38,0.253,0.278,33.3,73.8,51.6,40.7,3.4,10.1,17.6,100.0,90.0,115.1
0.545,0.517,0.207,0.149,26.2,66.7,48.4,61.0,12.5,3.4,7.9,100.0,115.1,90.0
0.497,0.465,0.221,0.198,24.4,78.0,50.0,63.9,4.4,6.4,10.5,100.0,101.6,108.2
0.523,0.488,0.071,0.286,22.0,75.6,50.0,67.5,7.7,10.4,8.7,100.0,108.2,101.6
0.545,0.487,0.154,0.321,20.5,56.3,40.2,74.3,6.5,14.5,12.7,100.0,105.7,118.8
0.536,0.5,0.326,0.239,43.8,79.5,59.8,56.1,9.8,16.7,12.9,100.0,118.8,105.7
0.463,0.399,0.357,0.298,17.0,80.6,44.6,53.3,11.1,4.1,15.2,100.0,89.0,109.3
0.607,0.534,0.338,0.459,19.4,83.0,55.4,68.6,10.1,16.7,16.0,100.0,109.3,89.0
0.483,0.459,0.306,0.106,24.4,63.8,44.6,51.4,11.1,10.8,14.4,100.0,95.4,98.7
0.482,0.477,0.253,0.138,36.2,75.6,55.4,63.2,8.9,5.1,15.6,100.0,98.7,95.4
0.479,0.463,0.305,0.074,20.8,85.0,50.0,64.1,7.7,8.8,16.2,100.0,90.7,96.4
0.521,0.444,0.16,0.42,15.0,79.2,50.0,76.5,8.7,7.6,14.3,100.0,96.4,90.7
0.555,0.527,0.29,0.301,47.8,65.1,56.2,67.4,8.8,16.9,10.2,100.0,128.5,120.8
0.556,0.494,0.253,0.31,34.9,52.2,43.8,68.4,4.4,18.2,10.8,100.0,120.8,128.5
0.549,0.475,0.272,0.383,24.4,63.6,44.7,58.3,7.7,1.6,7.8,100.0,114.8,120.3
0.548,0.512,0.25,0.417,36.4,75.6,55.3,53.8,4.4,10.2,10.0,100.0,120.3,114.8
0.504,0.483,0.372,0.244,22.9,80.0,47.0,55.6,7.2,1.7,14.4,100.0,99.2,109.5
0.601,0.571,0.231,0.295,20.0,77.1,53.0,66.7,11.4,7.4,15.4,100.0,109.5,99.2
0.51,0.494,0.22,0.256,37.2,67.3,53.3,54.1,9.7,9.8,18.7,100.0,99.9,93.5
0.462,0.417,0.393,0.274,32.7,62.8,46.7,58.1,16.1,3.1,16.1,100.0,93.5,99.9
0.503,0.466,0.315,0.329,14.0,71.9,38.7,83.3,7.5,6.1,19.3,100.0,90.0,113.6
0.609,0.59,0.205,0.108,28.1,86.0,61.3,65.2,13.9,16.0,14.7,100.0,113.6,90.0
0.417,0.394,0.263,0.213,28.9,77.1,50.0,40.0,7.9,1.9,17.8,100.0,82.6,116.6
0.613,0.584,0.312,0.208,22.9,71.1,50.0,62.5,9.1,8.5,12.5,100.0,116.6,82.6
0.591,0.566,0.193,0.229,30.6,70.4,54.4,63.6,7.6,6.6,13.3,100.0,117.7,98.1
0.449,0.418,0.165,0.231,29.6,69.4,45.6,62.9,10.9,13.4,9.1,100.0,98.1,117.7
0.422,0.369,0.15,0.25,26.7,69.0,47.1,60.7,6.6,12.5,17.6,100.0,82.4,98.9
0.525,0.493,0.263,0.289,31.0,73.3,52.9,64.7,12.1,13.2,18.2,100.0,98.9,82.4
0.447,0.44,0.262,0.06,20.0,75.6,47.8,54.3,5.8,12.0,14.8,100.0,88.6,71.3
0.408,0.362,0.275,0.232,24.4,80.0,52.2,78.3,9.2,14.5,20.8,100.0,71.3,88.6
0.594,0.548,0.301,0.425,26.3,62.2,44.0,63.9,4.5,9.1,16.4,100.0,114.7,116.9
0.567,0.53,0.195,0.293,37.8,73.7,56.0,37.5,8.9,5.9,12.3,100.0,116.9,114.7
0.456,0.365,0.311,0.622,34.9,78.6,56.5,44.0,10.9,4.5,16.0,100.0,93.6,103.4
0.522,0.476,0.205,0.217,21.4,65.1,43.5,56.8,13.1,13.7,11.7,100.0,103.4,93.6
0.59,0.527,0.178,0.288,21.6,71.4,48.1,63.9,10.5,11.6,21.1,100.0,101.5,95.3
0.495,0.446,0.179,0.214,28.6,78.4,51.9,62.9,6.3,5.0,17.9,100.0,95.3,101.5
0.585,0.552,0.169,0.325,31.3,79.1,58.7,48.8,10.1,5.5,12.9,100.0,115.5,100.9
0.51,0.473,0.267,0.4,20.9,68.8,41.3,59.4,11.2,6.3,12.8,100.0,100.9,115.5
0.572,0.533,0.289,0.211,21.6,80.0,50.0,59.5,9.0,3.6,14.4,100.0,106.9,100.2
0.505,0.475,0.309,0.198,20.0,78.4,50.0,58.8,4.5,9.3,12.9,100.0,100.2,106.9
0.575,0.53,0.159,0.28,25.0,81.1,55.1,67.5,12.6,10.6,14.8,100.0,111.3,105.0
0.558,0.513,0.132,0.408,18.9,75.0,44.9,83.8,7.4,4.3,13.5,100.0,105.0,111.3
0.434,0.391,0.264,0.253,25.9,70.5,45.9,59.4,5.2,16.0,15.0,100.0,86.6,107.2
0.505,0.467,0.185,0.272,29.5,74.1,54.1,65.0,11.3,18.8,9.6,100.0,107.2,86.6
0.406,0.378,0.291,0.233,23.6,68.0,44.8,41.4,5.1,4.8,16.0,100.0,78.5,102.9
0.494,0.444,0.311,0.311,32.0,76.4,55.2,61.1,9.2,9.8,13.5,100.0,102.9,78.5
0.515,0.467,0.355,0.197,26.7,64.7,50.6,54.8,5.6,8.0,19.5,100.0,94.9,103.9
0.447,0.404,0.202,0.245,35.3,73.3,49.4,45.7,15.6,16.3,8.0,100.0,103.9,94.9
0.514,0.47,0.214,0.202,27.5,83.9,52.1,48.6,7.9,6.6,12.4,100.0,106.1,108.4
0.583,0.514,0.129,0.4,16.1,72.5,47.9,65.7,7.9,7.6,12.7,100.0,108.4,106.1
0.544,0.524,0.253,0.217,35.7,66.7,50.6,42.5,8.1,14.8,11.7,100.0,115.2,124.5
0.58,0.566,0.265,0.253,33.3,64.3,49.4,67.4,5.8,11.3,8.9,100.0,124.5,115.2
0.516,0.457,0.346,0.284,22.0,78.8,53.8,51.5,4.1,4.8,18.0,100.0,95.9,106.1
0.516,0.464,0.262,0.452,21.2,78.0,46.2,48.6,12.2,7.5,8.2,100.0,106.1,95.9
0.486,0.448,0.218,0.253,34.8,75.8,51.9,66.7,8.9,7.8,13.4,100.0,104.1,116.2
0.637,0.592,0.282,0.366,24.2,65.2,48.1,55.3,8.9,5.9,16.3,100.0,116.2,104.1
0.575,0.555,0.28,0.305,34.9,82.5,57.8,51.2,10.5,10.2,10.6,100.0,124.8,79.3
0.462,0.457,0.157,0.114,17.5,65.1,42.2,63.3,3.5,10.2,19.7,100.0,79.3,124.8
0.591,0.539,0.273,0.351,23.1,71.4,48.1,51.4,11.2,6.3,18.4,100.0,107.2,109.2
0.56,0.506,0.21,0.407,28.6,76.9,51.9,55.3,12.2,10.7,15.1,100.0,109.2,107.2
0.581,0.521,0.25,0.361,20.0,73.2,52.7,77.1,8.4,12.0,19.3,100.0,102.1,90.5
0.42,0.368,0.176,0.286,26.8,80.0,47.3,56.3,11.6,5.6,9.7,100.0,90.5,102.1
0.585,0.551,0.192,0.244,18.8,76.2,51.4,52.5,11.3,10.0,19.6,100.0,103.8,93.5
0.519,0.462,0.231,0.282,23.8,81.3,48.6,67.6,13.4,6.3,18.6,100.0,93.5,103.8
0.526,0.462,0.241,0.38,20.0,62.5,44.8,65.6,9.0,9.3,17.1,100.0,96.5,100.5
0.471,0.437,0.211,0.295,37.5,80.0,55.2,37.5,11.9,10.0,13.7,100.0,100.5,96.5
0.437,0.406,0.153,0.176,28.3,65.9,46.0,69.7,8.2,4.5,10.7,100.0,94.2,102.4
0.5,0.463,0.163,0.2,34.1,71.7,54.0,55.9,7.1,12.5,13.9,100.0,102.4,94.2
0.428,0.403,0.212,0.239,35.9,76.4,54.6,69.8,8.1,11.7,10.7,100.0,96.8,91.3
0.45,0.426,0.245,0.225,23.6,64.1,45.4,59.0,9.9,5.6,11.1,100.0,91.3,96.8
0.471,0.444,0.25,0.2,24.4,81.0,51.7,53.1,8.6,16.1,15.5,100.0,88.0,103.1
0.514,0.457,0.317,0.317,19.0,75.6,48.3,69.7,10.7,5.0,13.0,100.0,103.1,88.0
0.518,0.506,0.304,0.089,12.8,71.4,45.5,74.3,5.7,7.8,12.8,100.0,97.0,101.5
0.491,0.469,0.2,0.3,28.6,87.2,54.5,47.1,4.6,7.3,11.7,100.0,101.5,97.0
0.552,0.479,0.208,0.472,20.0,67.3,47.6,62.5,4.4,5.8,13.9,100.0,105.5,101.1
0.463,0.415,0.216,0.295,32.7,80.0,52.4,57.1,7.7,5.3,10.0,100.0,101.1,105.5
0.67,0.621,0.257,0.443,19.4,71.4,49.3,50.0,9.3,7.5,20.1,100.0,115.2,112.1
0.56,0.528,0.247,0.213,28.6,80.6,50.7,54.8,14.4,9.6,13.3,100.0,112.1,115.2
0.554,0.507,0.192,0.342,24.3,84.1,56.8,61.8,9.0,7.5,15.2,100.0,105.1,93.8
0.482,0.456,0.329,0.203,15.9,75.7,43.2,66.7,6.8,6.8,12.2,100.0,93.8,105.1
0.429,0.391,0.184,0.195,19.2,73.0,41.6,46.9,12.9,6.3,9.6,100.0,86.9,100.8
0.531,0.5,0.179,0.308,27.0,80.8,58.4,57.9,3.2,9.9,16.9,100.0,100.8,86.9
0.403,0.363,0.155,0.214,20.4,72.1,43.3,73.3,6.7,7.4,10.7,100.0,82.8,91.7
0.461,0.417,0.308,0.321,27.9,79.6,56.7,69.0,5.6,11.3,14.4,100.0,91.7,82.8
0.481,0.479,0.347,0.222,25.0,79.5,51.9,66.7,3.4,13.4,21.8,100.0,85.5,100.2
0.52,0.494,0.183,0.098,20.5,75.0,48.1,55.3,13.5,12.8,13.2,100.0,100.2,85.5
0.468,0.439,0.256,0.156,30.4,58.1,43.8,55.6,11.2,8.9,10.3,100.0,100.6,115.2
0.547,0.494,0.309,0.37,41.9,69.6,56.2,63.9,6.7,10.4,15.3,100.0,115.2,100.6
0.453,0.405,0.19,0.456,31.9,71.8,50.0,60.0,8.8,9.7,12.1,100.0,94.7,114.5
0.559,0.523,0.279,0.186,28.2,68.1,50.0,68.4,8.8,6.3,13.1,100.0,114.5,94.7
0.489,0.452,0.277,0.277,21.3,86.7,46.8,55.9,11.5,0.0,11.4,100.0,95.2,110.9
0.641,0.596,0.205,0.301,13.3,78.7,53.2,50.0,7.3,16.7,20.3,100.0,110.9,95.2
0.574,0.525,0.198,0.198,15.8,77.8,45.9,68.3,10.1,7.7,8.3,100.0,113.1,106.4
0.542,0.48,0.122,0.419,22.2,84.2,54.1,70.6,6.7,1.5,12.9,100.0,106.4,113.1
0.569,0.492,0.231,0.492,20.0,85.7,58.3,66.7,9.0,10.9,17.7,100.0,101.4,92.4
0.451,0.388,0.2,0.313,14.3,80.0,41.7,55.2,7.9,4.0,8.1,100.0,92.4,101.4
0.503,0.377,0.137,0.575,25.7,72.9,53.0,37.0,7.7,18.2,13.3,100.0,101.4,99.2
0.474,0.434,0.205,0.325,27.1,74.3,47.0,66.7,8.8,11.1,10.4,100.0,99.2,101.4
0.578,0.562,0.236,0.225,31.0,73.8,52.4,57.8,4.3,8.7,10.1,100.0,122.0,118.7
0.582,0.525,0.425,0.413,26.2,69.0,47.6,69.4,5.4,8.8,10.4,100.0,118.7,122.0
0.597,0.556,0.25,0.225,18.2,91.3,60.8,61.0,7.8,11.5,20.7,100.0,102.7,93.9
0.522,0.494,0.282,0.188,8.7,81.8,39.2,59.5,12.7,5.0,14.0,100.0,93.9,102.7
0.596,0.586,0.211,0.237,26.5,69.4,51.8,63.4,2.2,12.2,15.2,100.0,111.1,122.2
0.533,0.495,0.128,0.223,30.6,73.5,48.2,67.4,6.7,6.7,5.5,100.0,122.2,111.1
0.536,0.487,0.228,0.278,16.2,68.6,46.6,57.1,14.6,6.7,15.3,100.0,99.1,90.7
0.461,0.398,0.277,0.313,31.4,83.8,53.4,50.0,13.6,9.8,17.5,100.0,90.7,99.1
0.625,0.57,0.28,0.462,25.6,63.6,46.9,65.2,8.7,13.1,13.9,100.0,121.7,115.6
0.549,0.509,0.222,0.278,36.4,74.4,53.1,60.8,11.3,7.5,12.3,100.0,115.6,121.7
0.513,0.454,0.161,0.299,37.2,61.3,47.3,42.1,11.2,0.0,10.9,100.0,113.6,128.2
0.629,0.578,0.286,0.403,38.7,62.8,52.7,64.3,5.6,13.7,12.5,100.0,128.2,113.6
0.387,0.327,0.369,0.381,32.7,71.1,50.0,72.0,5.5,15.4,14.8,100.0,83.8,101.4
0.5,0.417,0.167,0.41,28.9,67.3,50.0,54.8,8.8,13.2,11.5,100.0,101.4,83.8
0.46,0.403,0.167,0.264,18.6,72.5,47.9,50.0,4.9,1.7,13.0,100.0,90.0,87.6
0.419,0.353,0.2,0.333,27.5,81.4,52.1,58.3,9.7,11.7,12.2,100.0,87.6,90.0
0.443,0.428,0.222,0.122,23.9,67.5,44.2,62.9,15.0,9.3,7.8,100.0,97.0,94.7
0.49,0.459,0.27,0.297,32.5,76.1,55.8,58.1,5.8,12.9,16.9,100.0,94.7,97.0
0.557,0.542,0.286,0.131,15.4,73.5,42.5,36.6,12.1,1.6,9.2,100.0,109.2,98.1
0.54,0.527,0.187,0.227,26.5,84.6,57.5,75.7,7.7,8.3,19.5,100.0,98.1,109.2
0.631,0.583,0.375,0.306,32.4,76.7,57.1,57.1,10.6,7.6,15.5,100.0,120.9,100.9
0.504,0.474,0.143,0.247,23.3,67.6,42.9,52.8,8.2,8.9,13.2,100.0,100.9,120.9
0.493,0.445,0.183,0.341,38.3,88.2,59.3,54.5,3.5,9.7,11.3,100.0,107.4,113.2
0.578,0.528,0.139,0.403,11.8,61.7,40.7,66.7,9.2,6.0,9.6,100.0,113.2,107.4
0.588,0.562,0.333,0.136,25.7,64.1,45.9,61.5,8.9,6.0,15.7,100.0,112.8,119.5
0.578,0.519,0.141,0.423,35.9,74.3,54.1,51.3,6.7,7.4,12.3,100.0,119.5,112.8
0.512,0.481,0.295,0.231,12.8,70.6,39.7,61.8,12.0,7.5,12.3,100.0,96.1,100.4
0.561,0.5,0.254,0.352,29.4,87.2,60.3,69.7,7.6,1.8,21.9,100.0,100.4,96.1
0.515,0.452,0.286,0.25,21.4,80.6,48.7,50.0,6.6,15.7,9.7,100.0,105.7,110.1
0.558,0.513,0.363,0.275,19.4,78.6,51.3,52.8,3.3,11.7,10.9,100.0,110.1,105.7
0.557,0.513,0.273,0.377,27.5,73.5,48.6,62.9,11.7,11.8,17.5,100.0,106.6,114.1
0.622,0.556,0.292,0.444,26.5,72.5,51.4,62.9,11.7,14.3,17.3,100.0,114.1,106.6
0.454,0.406,0.25,0.388,33.3,72.5,53.5,63.3,3.2,5.3,16.9,100.0,91.9,107.0
0.485,0.434,0.176,0.275,27.5,66.7,46.5,63.2,11.9,13.3,5.6,100.0,107.0,91.9
0.494,0.476,0.19,0.167,20.9,64.2,44.8,39.5,11.7,19.4,14.3,100.0,94.7,92.6
0.447,0.414,0.235,0.457,35.8,79.1,55.2,64.5,7.5,16.2,14.9,100.0,92.6,94.7
0.54,0.511,0.183,0.151,28.6,73.0,49.4,50.0,6.7,5.1,7.5,100.0,120.0,108.8
0.581,0.528,0.181,0.361,27.0,71.4,50.6,65.7,6.7,7.9,15.2,100.0,108.8,120.0
0.542,0.5,0.096,0.425,30.8,80.4,60.0,77.1,3.4,10.3,16.4,100.0,105.4,85.3
0.387,0.327,0.19,0.381,19.6,69.2,40.0,60.0,11.2,6.1,3.9,100.0,85.3,105.4
0.566,0.534,0.136,0.284,32.6,60.8,47.4,59.1,7.2,6.0,13.2,100.0,114.9,108.7
0.471,0.429,0.2,0.162,39.2,67.4,52.6,45.2,6.2,7.9,9.6,100.0,108.7,114.9
0.564,0.513,0.173,0.333,29.3,64.0,48.4,48.6,9.2,4.8,13.1,100.0,111.6,117.4
0.524,0.471,0.259,0.329,36.0,70.7,51.6,52.8,8.1,11.3,10.2,100.0,117.4,111.6
0.583,0.552,0.351,0.208,15.6,53.3,37.7,66.7,5.9,13.2,11.6,100.0,114.8,109.0
0.483,0.455,0.227,0.216,46.7,84.4,62.3,51.4,7.0,14.0,11.9,100.0,109.0,114.8
0.541,0.517,0.302,0.267,22.2,70.5,46.1,43.6,6.6,10.3,6.8,100.0,115.0,110.5
0.52,0.483,0.333,0.241,29.5,77.8,53.9,55.3,4.4,11.7,9.4,100.0,110.5,115.0
0.57,0.534,0.191,0.191,36.8,83.3,59.5,61.4,7.4,4.1,12.7,100.0,116.2,112.0
0.584,0.549,0.098,0.244,16.7,63.2,40.5,47.7,8.5,5.6,13.4,100.0,112.0,116.2
0.451,0.383,0.16,0.309,18.2,78.3,48.9,53.3,3.2,7.5,10.7,100.0,89.6,111.2
0.533,0.506,0.193,0.373,21.7,81.8,51.1,59.0,11.9,7.4,7.6,100.0,111.2,89.6
0.517,0.516,0.152,0.163,27.9,60.5,44.2,60.0,8.4,11.8,13.2,100.0,107.2,119.8
