true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
0.493,0.472,0.182,0.136,27.9,81.3,56.0,48.7,4.1,8.8,17.7,100.0,93.2,104.4
0.515,0.478,0.236,0.281,18.8,72.1,44.0,45.0,10.1,5.6,9.1,100.0,104.4,93.2
0.568,0.519,0.338,0.273,21.1,73.9,50.0,61.8,7.4,4.6,16.5,100.0,103.5,100.3
0.472,0.422,0.278,0.267,26.1,78.9,50.0,51.5,7.4,11.8,11.4,100.0,100.3,103.5
0.504,0.449,0.239,0.239,23.9,77.1,46.9,54.1,6.5,11.9,9.3,100.0,106.8,116.6
0.599,0.519,0.234,0.364,22.9,76.1,53.1,63.9,5.4,9.0,11.8,100.0,116.6,106.8
0.579,0.55,0.267,0.233,33.3,57.4,46.9,68.9,9.8,3.0,8.3,100.0,125.8,90.8
0.44,0.39,0.183,0.341,42.6,66.7,53.1,36.7,5.5,7.6,18.9,100.0,90.8,125.8
0.542,0.513,0.253,0.304,29.3,66.7,48.8,63.9,7.8,8.0,14.3,100.0,107.5,100.8
0.46,0.369,0.107,0.405,33.3,70.7,51.2,53.3,10.0,16.9,10.8,100.0,100.8,107.5
0.551,0.523,0.276,0.287,20.9,80.9,52.2,73.2,7.0,6.0,10.9,100.0,107.8,103.8
0.508,0.473,0.264,0.286,19.1,79.1,47.8,56.4,4.0,6.3,9.7,100.0,103.8,107.8
0.512,0.486,0.116,0.333,11.8,49.0,33.7,43.8,11.9,13.8,13.2,100.0,96.1,105.6
0.476,0.459,0.244,0.198,51.0,88.2,66.3,71.4,7.1,6.6,16.1,100.0,105.6,96.1
0.598,0.551,0.281,0.247,20.9,75.6,48.9,69.0,8.1,4.3,10.8,100.0,119.2,105.0
0.536,0.516,0.258,0.097,24.4,79.1,51.1,61.4,5.0,12.5,13.4,100.0,105.0,119.2
0.5,0.468,0.221,0.234,14.0,76.5,41.6,65.6,8.6,3.2,15.0,100.0,91.4,120.4
0.659,0.647,0.192,0.205,23.5,86.0,58.4,66.0,4.3,10.0,16.7,100.0,120.4,91.4
0.601,0.548,0.329,0.603,25.0,71.4,48.8,60.0,7.7,2.9,8.9,100.0,122.0,113.2
0.56,0.525,0.16,0.309,28.6,75.0,51.2,65.0,3.3,6.1,13.2,100.0,113.2,122.0
0.5,0.434,0.265,0.471,19.5,69.2,43.8,57.7,13.4,11.5,18.8,100.0,91.3,96.9
0.501,0.462,0.218,0.256,30.8,80.5,56.3,82.4,8.9,10.0,16.4,100.0,96.9,91.3
0.56,0.535,0.186,0.372,27.3,62.2,44.9,46.5,6.9,9.1,10.7,100.0,111.2,118.1
0.573,0.56,0.154,0.319,37.8,72.7,55.1,45.8,5.0,7.1,14.8,100.0,118.1,111.2
0.564,0.532,0.266,0.228,30.0,69.8,50.6,50.0,11.3,6.6,22.3,100.0,101.1,107.3
0.552,0.481,0.218,0.474,30.2,70.0,49.4,45.7,14.4,6.9,15.3,100.0,107.3,101.1
0.513,0.471,0.314,0.198,20.4,63.8,41.7,60.0,5.2,4.1,13.0,100.0,100.1,109.4
0.524,0.478,0.178,0.256,36.2,79.6,58.3,53.7,11.5,13.6,13.8,100.0,109.4,100.1
0.55,0.507,0.257,0.324,13.9,75.9,41.5,67.6,11.0,1.8,22.1,100.0,93.2,119.3
0.694,0.691,0.25,0.289,24.1,86.1,58.5,65.3,20.1,3.6,18.9,100.0,119.3,93.2
0.528,0.458,0.181,0.422,29.5,81.6,57.0,52.9,8.2,3.1,14.0,100.0,106.6,91.2
0.476,0.422,0.229,0.289,18.4,70.5,43.0,68.8,5.1,8.8,13.8,100.0,91.2,106.6
0.37,0.307,0.173,0.307,38.3,63.6,50.5,69.6,5.6,4.9,23.4,100.0,70.6,105.3
0.546,0.493,0.153,0.444,36.4,61.7,49.5,54.5,19.0,11.3,18.9,100.0,105.3,70.6
0.465,0.408,0.138,0.253,32.7,73.9,52.6,47.1,7.7,4.2,11.0,100.0,99.1,102.4
0.482,0.436,0.174,0.279,26.1,67.3,47.4,65.7,7.7,1.3,10.2,100.0,102.4,99.1
0.48,0.458,0.181,0.292,17.1,76.5,44.0,64.5,10.5,4.4,14.7,100.0,91.2,102.9
0.548,0.528,0.366,0.296,23.5,82.9,56.0,61.8,7.0,5.1,14.9,100.0,102.9,91.2
0.49,0.43,0.269,0.344,39.6,71.1,54.1,51.4,5.1,6.8,14.4,100.0,107.4,100.2
0.525,0.476,0.141,0.224,28.9,60.4,45.9,46.2,10.2,13.2,16.2,100.0,100.2,107.4
0.613,0.579,0.408,0.289,19.4,78.6,55.4,65.8,2.1,7.2,16.6,100.0,111.3,101.8
0.478,0.416,0.225,0.292,21.4,80.6,44.6,50.0,7.4,0.0,7.4,100.0,101.8,111.3
0.517,0.482,0.235,0.341,30.6,78.0,52.2,54.1,12.2,10.3,15.5,100.0,102.8,104.8
0.562,0.466,0.081,0.541,22.0,69.4,47.8,70.6,12.2,9.2,15.7,100.0,104.8,102.8
0.546,0.486,0.25,0.417,17.9,65.9,43.4,53.1,6.4,2.6,16.6,100.0,99.8,104.1
0.501,0.465,0.106,0.318,34.1,82.1,56.6,71.8,9.7,3.7,12.6,100.0,104.1,99.8
0.617,0.56,0.286,0.357,25.0,83.0,56.3,59.5,1.0,7.8,11.0,100.0,122.1,117.0
0.563,0.556,0.281,0.337,17.0,75.0,43.7,52.3,4.1,8.3,6.4,100.0,117.0,122.1
0.503,0.432,0.247,0.356,20.5,78.4,48.7,55.2,10.0,10.0,15.1,100.0,94.8,97.0
0.505,0.417,0.306,0.444,21.6,79.5,51.3,82.1,5.6,9.1,15.7,100.0,97.0,94.8
0.512,0.464,0.157,0.357,20.5,72.4,42.6,56.7,10.1,10.3,19.0,100.0,93.1,118.9
0.671,0.647,0.147,0.368,27.6,79.5,57.4,73.2,9.0,10.2,18.6,100.0,118.9,93.1
0.49,0.463,0.25,0.25,20.8,67.4,42.9,50.0,6.5,7.0,14.5,100.0,94.7,104.5
0.531,0.486,0.197,0.62,32.6,79.2,57.1,59.4,9.8,6.7,15.0,100.0,104.5,94.7
0.458,0.372,0.176,0.378,14.9,66.7,38.4,46.2,2.2,4.3,12.2,100.0,87.9,114.6
0.543,0.523,0.195,0.207,33.3,85.1,61.6,64.3,3.3,8.2,11.2,100.0,114.6,87.9
0.465,0.405,0.214,0.286,23.4,68.9,45.7,50.0,6.7,5.3,10.4,100.0,97.6,115.3
0.551,0.482,0.313,0.313,31.1,76.6,54.3,66.7,7.8,13.6,10.4,100.0,115.3,97.6
0.46,0.432,0.221,0.147,34.0,61.9,46.3,51.4,10.6,8.6,12.9,100.0,98.6,113.5
0.569,0.507,0.237,0.539,38.1,66.0,53.7,77.8,10.6,9.5,16.1,100.0,113.5,98.6
0.554,0.522,0.371,0.169,23.9,71.1,47.3,56.4,12.7,6.8,11.2,100.0,112.2,106.9
0.536,0.511,0.17,0.159,28.9,76.1,52.7,46.5,9.5,12.5,13.7,100.0,106.9,112.2
0.571,0.545,0.195,0.234,20.0,79.5,53.2,47.5,6.9,9.1,10.5,100.0,112.1,98.3
0.48,0.457,0.185,0.21,20.5,80.0,46.8,51.4,9.2,4.8,9.2,100.0,98.3,112.1
0.575,0.524,0.341,0.329,20.5,79.5,48.2,60.0,9.8,8.3,13.4,100.0,109.9,100.1
0.545,0.487,0.241,0.418,20.5,79.5,51.8,62.9,10.8,1.8,17.6,100.0,100.1,109.9
0.582,0.52,0.243,0.5,32.5,71.1,52.9,73.5,7.6,3.0,14.2,100.0,114.6,112.4
0.525,0.494,0.239,0.261,28.9,67.5,47.1,55.0,7.6,7.1,10.1,100.0,112.4,114.6
0.492,0.455,0.236,0.27,30.0,78.4,50.6,51.4,4.2,4.3,10.8,100.0,103.6,116.2
0.594,0.549,0.159,0.293,21.6,70.0,49.4,57.1,8.5,13.2,12.3,100.0,116.2,103.6
0.457,0.418,0.272,0.239,34.6,81.6,54.4,40.0,9.9,5.2,9.8,100.0,102.0,99.8
0.533,0.414,0.171,0.5,18.4,65.4,45.6,25.0,7.7,6.0,15.8,100.0,99.8,102.0
0.526,0.494,0.093,0.314,33.3,72.1,53.7,76.2,11.0,11.1,15.5,100.0,103.4,101.4
0.517,0.482,0.153,0.341,27.9,66.7,46.3,47.5,9.0,7.7,14.8,100.0,101.4,103.4
0.612,0.58,0.284,0.216,30.2,68.2,49.4,71.1,14.9,0.0,16.5,100.0,117.4,91.5
0.486,0.426,0.247,0.383,31.8,69.8,50.6,61.3,9.0,11.1,20.2,100.0,91.5,117.4
0.636,0.613,0.267,0.133,20.6,77.1,53.7,87.8,10.5,3.3,22.5,100.0,106.4,74.8
0.397,0.364,0.259,0.235,22.9,79.4,46.3,66.7,13.7,3.6,18.3,100.0,74.8,106.4
0.583,0.512,0.378,0.415,15.6,74.5,48.0,63.9,12.7,9.1,18.5,100.0,102.3,96.0
0.497,0.484,0.313,0.25,25.5,84.4,52.0,73.8,9.1,5.9,15.8,100.0,96.0,102.3
0.593,0.519,0.241,0.443,30.0,86.0,59.0,75.0,9.6,5.0,10.4,100.0,119.9,108.1
0.559,0.48,0.189,0.5,14.0,70.0,41.0,57.6,6.4,16.7,13.4,100.0,108.1,119.9
0.551,0.543,0.309,0.053,23.3,76.2,49.4,64.4,5.3,3.0,10.3,100.0,111.6,101.1
0.514,0.518,0.224,0.224,23.8,76.7,50.6,62.5,5.3,4.6,13.0,100.0,101.1,111.6
0.449,0.378,0.195,0.256,28.6,83.8,52.3,44.8,3.4,3.4,12.5,100.0,92.6,102.8
0.562,0.55,0.171,0.357,16.2,71.4,47.7,80.0,4.5,3.0,16.5,100.0,102.8,92.6
0.502,0.457,0.171,0.293,41.5,65.0,53.1,41.7,4.5,11.9,15.5,100.0,105.3,113.2
0.546,0.446,0.203,0.541,35.0,58.5,46.9,40.0,10.2,5.9,14.1,100.0,113.2,105.3
0.57,0.529,0.25,0.485,20.5,71.4,46.9,59.4,5.0,4.8,23.3,100.0,94.8,119.0
0.59,0.56,0.098,0.196,28.6,79.5,53.1,69.4,14.1,2.0,12.3,100.0,119.0,94.8
0.51,0.46,0.193,0.284,38.3,74.5,56.4,68.4,4.5,5.3,10.8,100.0,113.1,100.7
0.487,0.409,0.26,0.455,25.5,61.7,43.6,70.0,5.6,8.5,10.6,100.0,100.7,113.1
0.539,0.463,0.209,0.403,29.7,81.8,58.0,62.1,7.0,10.9,19.4,100.0,99.1,95.6
0.485,0.436,0.179,0.192,18.2,70.3,42.0,61.3,12.8,7.5,12.4,100.0,95.6,99.1
0.543,0.524,0.157,0.325,33.3,75.7,52.4,40.5,10.7,6.0,13.7,100.0,110.1,101.6
0.534,0.468,0.13,0.351,24.3,66.7,47.6,45.7,4.3,5.7,15.3,100.0,101.6,110.1
0.487,0.479,0.342,0.123,27.0,73.3,52.4,65.6,12.0,6.8,17.2,100.0,89.7,86.2
0.436,0.393,0.213,0.227,26.7,73.0,47.6,39.3,12.0,4.2,17.9,100.0,86.2,89.7
0.555,0.538,0.256,0.167,26.8,73.8,50.6,56.8,11.6,1.7,16.0,100.0,107.5,83.2
0.447,0.419,0.203,0.203,26.2,73.2,49.4,70.0,8.1,3.4,18.3,100.0,83.2,107.5
0.469,0.427,0.146,0.329,28.8,82.8,48.1,50.0,6.6,12.0,13.0,100.0,96.9,124.4
0.676,0.614,0.286,0.443,17.2,71.2,51.9,56.4,8.8,11.4,13.5,100.0,124.4,96.9
0.522,0.477,0.261,0.375,25.0,77.1,51.0,71.1,10.1,1.3,9.7,100.0,108.4,104.4
0.521,0.448,0.105,0.337,22.9,75.0,49.0,56.8,7.1,3.1,11.6,100.0,104.4,108.4
0.487,0.459,0.221,0.442,30.4,80.0,49.5,50.0,4.1,3.4,12.0,100.0,101.3,123.6
0.645,0.625,0.275,0.413,20.0,69.6,50.5,54.5,7.1,6.0,12.1,100.0,123.6,101.3
0.522,0.493,0.224,0.132,12.2,79.1,46.4,50.0,11.2,6.5,16.6,100.0,94.1,91.8
0.481,0.434,0.184,0.276,20.9,87.8,53.6,67.7,9.0,10.2,14.1,100.0,91.8,94.1
0.538,0.506,0.244,0.244,27.8,59.5,43.8,45.7,5.4,1.4,17.2,100.0,100.6,126.6
0.595,0.524,0.134,0.451,40.5,72.2,56.2,70.7,8.7,10.2,13.2,100.0,126.6,100.6
0.433,0.391,0.09,0.282,17.4,76.9,44.7,56.7,2.3,6.3,10.2,100.0,88.1,105.5
0.513,0.475,0.19,0.278,23.1,82.6,55.3,64.7,5.8,5.6,8.3,100.0,105.5,88.1
0.467,0.433,0.122,0.22,25.0,76.1,50.0,63.6,4.3,7.8,16.7,100.0,89.3,105.3
0.522,0.482,0.229,0.325,23.9,75.0,50.0,67.6,9.6,11.1,11.2,100.0,105.3,89.3
0.547,0.466,0.288,0.603,18.4,68.6,47.2,54.8,12.5,13.8,12.3,100.0,104.9,89.3
0.455,0.398,0.301,0.313,31.4,81.6,52.8,55.2,2.1,3.8,18.9,100.0,89.3,104.9
0.529,0.494,0.229,0.289,20.5,75.0,45.0,43.6,10.8,5.1,8.8,100.0,106.4,112.9
0.596,0.507,0.157,0.586,25.0,79.5,55.0,54.3,6.5,6.3,16.2,100.0,112.9,106.4
0.372,0.354,0.104,0.146,20.0,76.2,43.1,48.5,13.3,8.8,14.3,100.0,72.1,97.8
0.562,0.524,0.305,0.268,23.8,80.0,56.9,63.2,5.7,4.7,22.1,100.0,97.8,72.1
0.533,0.5,0.186,0.256,29.3,72.7,48.6,47.5,9.4,5.6,15.1,100.0,106.8,118.3
0.655,0.61,0.26,0.411,27.3,70.7,51.4,56.1,11.5,11.4,17.3,100.0,118.3,106.8
0.516,0.488,0.19,0.19,23.4,78.1,45.6,59.5,6.8,5.2,10.8,100.0,106.4,115.4
0.617,0.589,0.205,0.301,21.9,76.6,54.4,55.0,4.5,1.5,13.6,100.0,115.4,106.4
0.504,0.451,0.195,0.256,23.8,83.3,55.6,41.7,6.1,14.1,17.2,100.0,93.6,108.9
0.548,0.511,0.297,0.165,16.7,76.2,44.4,72.5,9.2,7.6,10.1,100.0,108.9,93.6
0.574,0.542,0.193,0.325,32.4,56.7,43.3,46.3,13.2,8.5,12.1,100.0,120.0,128.8
0.658,0.617,0.078,0.351,43.3,67.6,56.7,63.0,11.0,13.4,15.3,100.0,128.8,120.0
0.401,0.361,0.194,0.444,36.0,70.6,50.0,58.3,4.7,10.2,18.9,100.0,80.3,106.0
0.538,0.486,0.169,0.437,29.4,64.0,50.0,63.6,17.5,12.1,14.2,100.0,106.0,80.3
0.587,0.541,0.349,0.36,18.6,69.4,45.7,73.2,5.8,6.0,12.3,100.0,112.2,111.2
0.534,0.49,0.162,0.222,30.6,81.4,54.3,55.6,7.7,10.7,12.1,100.0,111.2,112.2
0.475,0.415,0.232,0.439,29.2,65.7,44.6,68.8,11.4,4.5,14.8,100.0,96.6,114.3
0.593,0.531,0.163,0.363,34.3,70.8,55.4,59.5,13.5,12.7,15.5,100.0,114.3,96.6
0.59,0.566,0.157,0.301,31.4,63.0,50.6,68.2,4.3,8.2,13.0,100.0,119.3,111.8
0.499,0.479,0.358,0.221,37.0,68.6,49.4,61.5,6.4,5.7,9.5,100.0,111.8,119.3
0.551,0.5,0.236,0.389,30.3,65.5,52.7,43.8,8.8,6.2,18.4,100.0,102.5,99.2
0.44,0.394,0.235,0.459,34.5,69.7,47.3,60.0,13.2,7.3,10.5,100.0,99.2,102.5
0.424,0.352,0.16,0.407,35.3,75.9,56.2,50.0,5.3,6.2,17.3,100.0,86.3,89.5
0.446,0.394,0.235,0.247,24.1,64.7,43.8,67.7,2.1,13.2,12.9,100.0,89.5,86.3
0.605,0.56,0.253,0.333,34.3,78.4,60.5,62.2,5.3,3.5,20.4,100.0,109.8,100.3
0.487,0.428,0.313,0.398,21.6,65.7,39.5,46.9,14.8,5.4,11.0,100.0,100.3,109.8
0.548,0.512,0.22,0.232,31.7,63.8,48.9,61.5,6.8,9.7,11.7,100.0,111.7,115.1
0.538,0.512,0.163,0.233,36.2,68.3,51.1,67.5,9.0,9.4,12.9,100.0,115.1,111.7
0.612,0.571,0.321,0.179,8.8,69.7,38.8,66.7,9.6,3.2,16.0,100.0,109.7,115.1
0.609,0.582,0.203,0.278,30.3,91.2,61.2,45.2,11.7,11.3,15.3,100.0,115.1,109.7
0.461,0.427,0.147,0.227,33.3,72.5,53.9,50.0,5.8,3.8,19.5,100.0,88.7,110.9
0.575,0.555,0.274,0.301,27.5,66.7,46.1,57.1,14.0,6.3,15.4,100.0,110.9,88.7
0.512,0.448,0.143,0.377,23.3,67.9,47.9,69.7,12.9,5.8,14.3,100.0,98.8,94.5
0.457,0.423,0.242,0.132,32.1,76.7,52.1,54.3,6.4,6.1,15.0,100.0,94.5,98.8
0.487,0.44,0.262,0.226,27.3,76.5,48.7,54.5,7.7,10.7,14.0,100.0,98.8,113.1
0.591,0.52,0.243,0.405,23.5,72.7,51.3,63.9,11.0,9.7,13.8,100.0,113.1,98.8
0.498,0.438,0.188,0.35,31.9,71.9,48.1,53.1,7.9,1.8,13.2,100.0,104.4,119.1
0.609,0.568,0.219,0.411,28.1,68.1,51.9,52.6,12.5,6.2,13.1,100.0,119.1,104.4
0.497,0.451,0.174,0.261,31.3,82.1,54.0,41.0,8.1,7.0,12.0,100.0,103.6,113.7
0.603,0.568,0.296,0.333,17.9,68.8,46.0,70.7,11.2,13.2,13.9,100.0,113.7,103.6
0.559,0.505,0.162,0.313,26.1,70.5,47.8,48.9,5.5,5.3,10.3,100.0,116.1,113.4
0.542,0.485,0.232,0.333,29.5,73.9,52.2,53.3,5.5,8.4,9.6,100.0,113.4,116.1
0.527,0.507,0.243,0.378,10.3,85.3,45.2,51.4,8.8,12.3,11.3,100.0,99.8,100.8
0.583,0.528,0.197,0.254,14.7,89.7,54.8,82.9,5.5,3.6,18.6,100.0,100.8,99.8
0.492,0.429,0.143,0.31,26.5,72.1,47.8,67.6,8.4,8.6,13.6,100.0,99.0,104.2
0.507,0.435,0.167,0.369,27.9,73.5,52.2,60.0,7.4,16.7,11.7,100.0,104.2,99.0
0.535,0.482,0.341,0.353,22.9,68.1,45.3,80.0,3.1,7.0,10.1,100.0,109.8,127.6
0.586,0.539,0.211,0.356,31.9,77.1,54.7,62.2,7.3,16.1,7.1,100.0,127.6,109.8
0.518,0.454,0.184,0.355,38.9,59.6,51.6,57.6,6.9,10.4,16.2,100.0,104.3,118.0
