true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
0.526,0.487,0.203,0.19,28.9,73.0,50.7,51.4,2.4,5.2,12.3,100.0,108.6,111.1
0.534,0.514,0.205,0.411,27.0,71.1,49.3,66.7,6.0,12.7,8.5,100.0,111.1,108.6
0.471,0.39,0.205,0.37,23.9,63.0,43.5,57.7,4.5,7.4,16.7,100.0,90.2,109.4
0.509,0.459,0.209,0.244,37.0,76.1,56.5,58.3,10.1,12.1,12.8,100.0,109.4,90.2
0.567,0.513,0.167,0.269,37.1,78.8,57.4,42.1,11.8,8.9,13.0,100.0,116.7,99.0
0.544,0.507,0.211,0.197,21.2,62.9,42.6,50.0,5.9,7.7,18.9,100.0,99.0,116.7
0.549,0.518,0.329,0.259,27.3,75.0,48.8,52.6,11.4,4.1,8.7,100.0,118.3,124.0
0.653,0.59,0.319,0.361,25.0,72.7,51.3,69.4,3.4,7.0,14.4,100.0,124.0,118.3
0.571,0.548,0.238,0.238,23.1,80.0,55.1,54.8,11.4,14.9,18.5,100.0,100.7,88.4
0.456,0.4,0.178,0.3,20.0,76.9,44.9,64.7,5.7,4.7,15.7,100.0,88.4,100.7
0.51,0.476,0.271,0.165,24.4,71.4,45.0,47.2,12.1,3.0,18.7,100.0,93.5,107.5
0.6,0.576,0.165,0.291,28.6,75.6,55.0,65.1,10.1,8.1,20.5,100.0,107.5,93.5
0.432,0.395,0.2,0.221,25.4,83.7,50.0,55.6,9.1,7.6,11.1,100.0,91.4,99.6
0.548,0.518,0.195,0.207,16.3,74.6,50.0,52.5,7.1,5.3,14.4,100.0,99.6,91.4
0.552,0.531,0.337,0.163,20.4,73.2,44.4,74.4,9.8,7.7,9.5,100.0,113.6,99.9
0.54,0.506,0.217,0.313,26.8,79.6,55.6,66.7,4.9,4.6,17.5,100.0,99.9,113.6
0.54,0.535,0.224,0.106,13.2,86.4,52.4,33.3,7.0,7.2,16.8,100.0,96.4,99.4
0.54,0.518,0.188,0.176,13.6,86.8,47.6,61.0,5.0,10.6,13.3,100.0,99.4,96.4
0.523,0.5,0.277,0.202,27.1,76.7,50.5,72.1,11.2,14.8,9.7,100.0,109.4,111.4
0.583,0.57,0.291,0.198,23.3,72.9,49.5,66.7,4.1,11.8,14.6,100.0,111.4,109.4
0.502,0.478,0.38,0.163,26.5,81.0,51.6,72.2,7.6,12.0,19.6,100.0,93.8,92.8
0.491,0.422,0.351,0.675,19.0,73.5,48.4,58.6,11.4,12.3,14.5,100.0,92.8,93.8
0.59,0.548,0.329,0.288,29.0,78.4,55.9,61.1,8.9,1.8,17.1,100.0,108.1,113.7
0.596,0.57,0.225,0.465,21.6,71.0,44.1,71.1,6.7,6.1,15.8,100.0,113.7,108.1
0.537,0.533,0.289,0.1,27.9,71.4,47.4,59.5,5.6,15.0,11.3,100.0,112.5,101.4
0.51,0.434,0.211,0.395,28.6,72.1,52.6,41.9,4.5,12.5,13.6,100.0,101.4,112.5
0.38,0.335,0.235,0.294,31.5,67.6,45.5,72.0,14.3,6.3,15.0,100.0,80.2,106.6
0.584,0.549,0.111,0.347,32.4,68.5,54.5,68.4,13.2,9.2,19.4,100.0,106.6,80.2
0.587,0.488,0.207,0.537,39.5,68.6,55.3,59.5,9.4,15.0,11.4,100.0,124.7,115.2
0.535,0.489,0.341,0.297,31.4,60.5,44.7,56.4,10.5,9.2,11.2,100.0,115.2,124.7
0.477,0.432,0.222,0.198,34.1,75.0,52.5,50.0,8.1,10.5,14.6,100.0,97.3,105.4
0.535,0.5,0.269,0.205,25.0,65.9,47.5,55.6,5.8,9.5,15.0,100.0,105.4,97.3
0.559,0.544,0.244,0.167,33.3,61.9,47.6,47.7,9.4,10.1,15.0,100.0,112.5,120.8
0.568,0.506,0.225,0.337,38.1,66.7,52.4,63.4,8.3,8.8,12.0,100.0,120.8,112.5
0.465,0.425,0.238,0.325,23.5,76.6,49.0,61.3,2.2,5.1,13.3,100.0,92.6,104.6
0.496,0.454,0.103,0.253,23.4,76.5,51.0,65.8,10.9,13.1,7.6,100.0,104.6,92.6
0.427,0.368,0.147,0.274,32.2,66.0,47.2,55.9,11.5,7.9,9.4,100.0,94.9,92.8
0.465,0.422,0.241,0.349,34.0,67.8,52.8,57.6,4.2,4.9,17.3,100.0,92.8,94.9
0.411,0.383,0.289,0.156,34.0,67.6,47.8,73.3,10.2,6.3,11.9,100.0,89.7,106.7
0.534,0.518,0.25,0.107,32.4,66.0,52.2,62.5,5.7,12.5,16.2,100.0,106.7,89.7
0.558,0.5,0.275,0.35,15.9,73.2,43.5,47.2,10.6,3.2,17.8,100.0,99.4,110.1
0.587,0.536,0.241,0.386,26.8,84.1,56.5,52.5,10.6,5.2,17.1,100.0,110.1,99.4
0.491,0.453,0.256,0.174,18.2,67.6,39.7,55.6,12.0,1.8,10.6,100.0,99.3,113.5
0.591,0.55,0.288,0.225,32.4,81.8,60.3,71.8,4.4,7.8,16.2,100.0,113.5,99.3
0.491,0.465,0.282,0.141,16.2,78.0,51.7,55.2,8.1,6.7,20.1,100.0,85.2,87.6
0.437,0.424,0.241,0.228,22.0,83.8,48.3,61.3,10.4,5.9,12.1,100.0,87.6,85.2
0.536,0.5,0.273,0.33,27.5,85.1,58.6,56.1,10.3,4.7,17.2,100.0,101.1,104.8
0.563,0.523,0.273,0.295,14.9,72.5,41.4,68.3,9.4,6.3,13.9,100.0,104.8,101.1
0.523,0.512,0.207,0.22,22.0,79.4,48.0,57.9,9.3,2.8,15.9,100.0,96.8,107.0
0.533,0.511,0.211,0.189,20.6,78.0,52.0,83.7,9.3,9.2,11.0,100.0,107.0,96.8
0.541,0.506,0.175,0.25,26.2,81.6,52.5,64.9,10.1,5.3,12.8,100.0,107.7,102.1
0.548,0.513,0.25,0.211,18.4,73.8,47.5,57.1,10.1,3.0,15.3,100.0,102.1,107.7
0.573,0.53,0.273,0.232,20.0,71.4,46.8,51.1,8.7,4.2,14.8,100.0,108.4,110.2
0.553,0.515,0.304,0.284,28.6,80.0,53.2,60.9,8.7,13.9,13.6,100.0,110.2,108.4
0.545,0.528,0.273,0.261,31.9,75.0,51.7,61.9,10.5,13.5,11.7,100.0,112.8,99.1
0.523,0.494,0.333,0.346,25.0,68.1,48.3,60.0,10.5,7.8,16.7,100.0,99.1,112.8
0.503,0.487,0.385,0.333,20.0,75.0,42.9,51.5,8.4,4.5,16.0,100.0,94.3,113.2
0.6,0.563,0.165,0.316,25.0,80.0,57.1,59.5,8.4,10.4,15.1,100.0,113.2,94.3
0.589,0.573,0.236,0.135,28.9,87.5,55.7,52.2,4.4,8.2,11.3,100.0,121.3,120.2
0.64,0.613,0.141,0.479,12.5,71.1,44.3,63.4,4.4,10.3,10.4,100.0,120.2,121.3
0.522,0.462,0.244,0.269,27.9,76.1,52.8,51.5,11.8,8.6,17.9,100.0,97.6,89.0
0.471,0.451,0.284,0.198,23.9,72.1,47.2,51.6,7.5,3.4,18.5,100.0,89.0,97.6
0.524,0.494,0.244,0.268,43.2,80.5,61.2,69.4,7.2,3.0,11.6,100.0,115.4,102.2
0.505,0.481,0.154,0.179,19.5,56.8,38.8,47.2,8.4,3.2,10.6,100.0,102.2,115.4
0.52,0.461,0.234,0.312,30.8,65.8,48.1,58.8,7.9,8.6,13.8,100.0,102.6,129.7
0.6,0.542,0.301,0.349,34.2,69.2,51.9,57.5,9.0,6.8,11.1,100.0,129.7,102.6
0.574,0.544,0.222,0.211,28.6,71.9,53.5,65.9,13.7,7.6,17.6,100.0,110.5,88.0
0.45,0.435,0.283,0.196,28.1,71.4,46.5,68.6,7.8,11.4,15.3,100.0,88.0,110.5
0.673,0.618,0.368,0.395,27.3,82.4,60.7,53.7,5.4,6.7,12.7,100.0,129.9,96.3
0.47,0.415,0.268,0.354,17.6,72.7,39.3,51.6,6.5,2.1,9.5,100.0,96.3,129.9
0.528,0.523,0.33,0.295,14.3,68.0,41.4,57.5,4.9,9.7,10.8,100.0,103.2,104.2
0.521,0.478,0.217,0.239,32.0,85.7,58.6,51.2,6.9,13.6,14.3,100.0,104.2,103.2
0.501,0.466,0.148,0.148,31.8,74.4,51.8,51.3,6.6,5.4,13.8,100.0,103.4,111.1
0.573,0.532,0.282,0.295,25.6,68.2,48.2,36.8,11.0,14.7,13.7,100.0,111.1,103.4
0.552,0.5,0.212,0.271,33.3,74.2,50.7,69.2,7.4,5.5,15.9,100.0,110.3,126.0
0.655,0.629,0.141,0.176,25.8,66.7,49.3,54.9,11.6,10.4,12.4,100.0,126.0,110.3
0.583,0.526,0.355,0.368,16.7,77.8,50.6,74.3,7.4,4.4,12.8,100.0,109.5,100.0
0.501,0.438,0.16,0.358,22.2,83.3,49.4,66.7,4.3,0.0,13.0,100.0,100.0,109.5
0.483,0.447,0.187,0.267,28.9,65.9,48.1,41.9,8.1,16.4,17.7,100.0,93.2,110.4
0.508,0.434,0.193,0.313,34.1,71.1,51.9,70.6,10.4,11.5,10.4,100.0,110.4,93.2
0.413,0.368,0.219,0.237,30.3,70.5,46.4,26.3,10.7,8.6,9.4,100.0,92.8,98.2
0.525,0.482,0.31,0.56,29.5,69.7,53.6,56.8,7.1,15.7,18.0,100.0,98.2,92.8
0.474,0.44,0.107,0.253,16.3,73.5,41.6,61.3,7.1,7.0,10.7,100.0,92.9,111.7
0.566,0.526,0.25,0.237,26.5,83.7,58.4,67.6,5.9,13.4,13.4,100.0,111.7,92.9
0.515,0.474,0.302,0.188,30.2,82.9,51.1,67.5,7.2,3.1,10.4,100.0,109.3,111.4
0.59,0.575,0.2,0.35,17.1,69.8,48.9,68.2,9.2,3.0,13.2,100.0,111.4,109.3
0.581,0.567,0.315,0.124,27.5,78.0,55.6,65.9,9.8,3.2,11.3,100.0,118.3,92.3
0.477,0.445,0.232,0.195,22.0,72.5,44.4,55.9,4.3,14.8,14.4,100.0,92.3,118.3
0.514,0.478,0.154,0.231,36.7,64.9,48.8,47.6,11.4,3.4,7.4,100.0,117.0,123.8
0.615,0.579,0.28,0.183,35.1,63.3,51.2,54.8,7.9,2.6,14.5,100.0,123.8,117.0
0.544,0.481,0.213,0.338,33.3,81.3,59.8,50.0,5.6,1.7,13.2,100.0,111.1,90.0
0.465,0.422,0.221,0.299,18.8,66.7,40.2,35.5,4.4,9.5,13.8,100.0,90.0,111.1
0.541,0.5,0.347,0.387,26.2,75.0,51.2,72.7,12.7,6.9,17.8,100.0,100.6,111.2
0.568,0.548,0.31,0.226,25.0,73.8,48.8,61.0,9.5,4.1,14.0,100.0,111.2,100.6
0.48,0.443,0.207,0.31,32.7,64.3,44.2,43.2,13.0,7.4,10.8,100.0,102.7,122.1
0.694,0.657,0.229,0.371,35.7,67.3,55.8,66.7,5.4,4.3,22.0,100.0,122.1,102.7
0.482,0.423,0.119,0.393,17.0,71.0,36.9,67.6,11.2,5.1,11.7,100.0,96.6,118.0
0.657,0.627,0.253,0.266,29.0,83.0,63.1,75.0,7.1,5.4,17.7,100.0,118.0,96.6
0.538,0.487,0.38,0.266,18.6,83.9,45.9,57.6,10.4,1.8,16.9,100.0,98.9,122.8
0.659,0.658,0.291,0.304,16.1,81.4,54.1,63.0,9.4,14.3,12.7,100.0,122.8,98.9
0.507,0.489,0.386,0.148,17.0,78.4,44.0,64.9,12.4,5.7,3.1,100.0,107.0,102.5
0.528,0.487,0.312,0.273,21.6,83.0,56.0,62.9,1.1,11.1,14.8,100.0,102.5,107.0
0.467,0.384,0.146,0.366,25.5,79.2,52.6,53.3,8.8,8.9,10.4,100.0,97.8,91.2
0.472,0.422,0.273,0.325,20.8,74.5,47.4,51.7,5.5,2.9,14.6,100.0,91.2,97.8
0.469,0.436,0.223,0.277,35.2,58.2,46.8,54.1,4.1,11.4,11.7,100.0,102.6,115.1
0.477,0.43,0.21,0.37,41.8,64.8,53.2,57.5,11.4,11.0,6.4,100.0,115.1,102.6
0.575,0.507,0.213,0.44,20.0,60.0,41.2,77.1,11.8,5.2,19.7,100.0,101.4,109.3
0.55,0.488,0.326,0.395,40.0,80.0,58.8,76.9,14.8,6.8,17.9,100.0,109.3,101.4
0.612,0.522,0.224,0.582,23.7,71.8,48.1,45.2,13.5,9.8,13.4,100.0,115.7,97.7
0.486,0.463,0.256,0.207,28.2,76.3,51.9,68.6,6.7,9.6,16.0,100.0,97.7,115.7
0.494,0.443,0.184,0.241,19.6,77.1,43.0,50.0,4.3,1.7,10.3,100.0,101.0,131.9
0.664,0.616,0.268,0.317,22.9,80.4,57.0,75.6,5.3,7.0,8.8,100.0,131.9,101.0
0.544,0.48,0.176,0.297,17.9,71.1,46.4,48.5,9.8,12.5,17.7,100.0,99.0,102.3
0.515,0.482,0.317,0.256,28.9,82.1,53.6,57.1,7.6,13.1,14.1,100.0,102.3,99.0
0.547,0.526,0.427,0.26,27.1,71.2,50.0,79.1,7.2,19.2,15.1,100.0,106.0,111.5
0.521,0.471,0.243,0.33,28.8,72.9,50.0,67.4,10.9,14.5,9.9,100.0,111.5,106.0
0.485,0.459,0.174,0.151,21.3,68.9,44.6,43.2,11.8,1.4,13.2,100.0,95.2,96.3
0.478,0.452,0.179,0.274,31.1,78.7,55.4,42.9,5.3,4.2,14.5,100.0,96.3,95.2
0.458,0.396,0.159,0.329,20.8,77.8,51.0,45.2,2.1,10.0,13.8,100.0,89.1,110.9
0.514,0.479,0.255,0.245,22.2,79.2,49.0,63.4,8.3,4.3,5.4,100.0,110.9,89.1
0.412,0.39,0.165,0.121,22.2,86.5,48.4,45.5,12.1,5.5,8.6,100.0,86.7,100.9
0.571,0.558,0.286,0.104,13.5,77.8,51.6,71.8,6.6,5.3,17.4,100.0,100.9,86.7
0.56,0.524,0.141,0.235,26.8,62.2,43.6,45.2,13.8,6.0,12.2,100.0,111.7,118.0
0.622,0.576,0.306,0.542,37.8,73.2,56.4,62.2,9.6,9.6,19.1,100.0,118.0,111.7
0.623,0.569,0.275,0.35,37.1,79.5,60.8,48.8,4.2,4.2,17.1,100.0,120.7,121.7
