season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,during_playoffs
2015-2016,LOS ANGELES CLIPPERS,2016-01-22,240,43,76,13,23,17,24,3,33,27,10,3,9,17,0.67,0.6509999999999999,0.303,0.316,9.1,73.3,46.2,62.8,10.7,4.5,9.4,100,124.4,94.3,0
2015-2016,NEW YORK KNICKS,2016-01-22,240,33,85,4,18,18,20,12,30,24,5,2,17,22,0.469,0.412,0.212,0.235,26.7,90.9,53.8,72.7,5.4,3.8,15.3,100,94.3,124.4,0
2015-2016,CHARLOTTE HORNETS,2016-01-22,265,45,101,10,27,20,22,14,34,23,10,4,9,19,0.542,0.495,0.267,0.218,25.5,82.9,50.0,51.1,9.4,5.9,7.5,100,112.8,109.1,0
2015-2016,ORLANDO MAGIC,2016-01-22,265,45,91,11,23,15,19,7,41,31,6,9,19,25,0.584,0.555,0.253,0.209,17.1,74.5,50.0,68.9,5.6,12.2,16.1,100,109.1,112.8,0
2015-2016,MIAMI HEAT,2016-01-22,240,33,81,4,17,11,17,14,28,13,4,2,12,16,0.458,0.4320000000000001,0.21,0.21,28.6,82.4,50.6,39.4,4.6,4.0,11.9,100,93.7,116.8,0
2015-2016,TORONTO RAPTORS,2016-01-22,240,35,75,13,25,18,21,6,35,19,4,8,12,15,0.599,0.5529999999999999,0.333,0.28,17.6,71.4,49.4,54.3,4.6,12.5,12.5,100,116.8,93.7,0
2015-2016,NEW YORK KNICKS,2016-01-23,240,29,77,7,24,19,32,8,43,23,4,8,14,26,0.461,0.422,0.312,0.416,17.4,79.6,51.0,79.3,4.2,15.7,13.3,100,88.0,101.6,0
2015-2016,CHARLOTTE HORNETS,2016-01-23,240,28,82,9,31,32,37,11,38,17,5,3,11,20,0.493,0.396,0.378,0.451,20.4,82.6,49.0,60.7,5.2,5.7,10.1,100,101.6,88.0,0
2015-2016,CHICAGO BULLS,2016-01-23,240,38,87,7,17,13,15,13,40,21,2,5,7,18,0.513,0.477,0.195,0.172,28.9,71.4,52.5,55.3,2.3,7.1,7.0,100,110.6,95.6,0
2015-2016,CLEVELAND CAVALIERS,2016-01-23,240,35,94,4,24,9,22,16,32,17,5,5,4,18,0.4,0.394,0.255,0.234,28.6,71.1,47.5,48.6,5.8,7.1,3.7,100,95.6,110.6,0
2015-2016,DETROIT PISTONS,2016-01-23,240,40,84,11,29,10,19,11,40,23,4,5,16,22,0.547,0.542,0.345,0.226,27.5,93.0,61.4,57.5,4.2,8.9,14.8,100,106.8,110.0,0
2015-2016,DENVER NUGGETS,2016-01-23,240,36,78,8,22,24,29,3,29,18,15,4,8,19,0.573,0.513,0.282,0.3720000000000001,7.0,72.5,38.6,50.0,15.9,7.3,8.1,100,110.0,106.8,0
2015-2016,MEMPHIS GRIZZLIES,2016-01-23,240,37,79,9,19,18,22,10,24,22,9,3,13,23,0.569,0.525,0.241,0.278,25.0,75.0,47.2,59.5,10.1,5.9,12.8,100,113.6,119.2,0
2015-2016,MINNESOTA TIMBERWOLVES,2016-01-23,240,34,68,5,17,33,36,8,30,26,7,5,15,21,0.632,0.537,0.25,0.529,25.0,75.0,52.8,76.5,7.9,8.3,15.2,100,119.2,113.6,0
2015-2016,MILWAUKEE BUCKS,2016-01-23,240,39,74,6,15,15,18,6,37,20,3,6,18,20,0.604,0.568,0.203,0.243,17.1,75.5,51.2,51.3,3.2,9.5,18.0,100,105.2,123.3,0
2015-2016,NEW ORLEANS PELICANS,2016-01-23,240,43,94,17,31,13,17,12,29,33,10,4,8,17,0.5720000000000001,0.5479999999999999,0.33,0.181,24.5,82.9,48.8,76.7,10.6,6.8,7.3,100,123.3,105.2,0
2015-2016,ATLANTA HAWKS,2016-01-23,240,34,84,12,34,15,18,11,32,23,8,7,16,17,0.517,0.476,0.405,0.214,22.9,68.1,45.3,67.6,8.4,11.5,14.8,100,100.0,103.2,0
2015-2016,PHOENIX SUNS,2016-01-23,240,34,85,10,24,20,26,15,37,22,10,6,17,17,0.508,0.459,0.282,0.306,31.9,77.1,54.7,64.7,10.5,12.0,15.0,100,103.2,100.0,0
2015-2016,LOS ANGELES LAKERS,2016-01-23,240,34,69,7,17,28,32,4,26,14,4,6,18,20,0.62,0.5429999999999999,0.246,0.464,12.5,65.0,41.7,41.2,4.3,9.7,17.8,100,109.8,128.9,0
2015-2016,PORTLAND TRAIL BLAZERS,2016-01-23,240,47,93,10,31,17,22,14,28,26,12,1,8,22,0.589,0.5589999999999999,0.333,0.237,35.0,87.5,58.3,55.3,12.8,1.9,7.2,100,128.9,109.8,0
2015-2016,INDIANA PACERS,2016-01-23,240,36,86,7,19,18,25,9,32,18,7,10,10,26,0.5,0.459,0.221,0.29100000000000004,18.8,71.1,44.1,50.0,7.2,14.5,9.3,100,99.6,110.9,0
2015-2016,SACRAMENTO KINGS,2016-01-23,240,38,85,5,16,27,36,13,39,19,7,4,14,22,0.536,0.476,0.188,0.424,28.9,81.3,55.9,50.0,7.2,6.0,12.2,100,110.9,99.6,0
2015-2016,OKLAHOMA CITY THUNDER,2016-01-24,240,43,93,8,26,12,19,14,32,20,7,5,14,19,0.523,0.505,0.28,0.204,31.1,64.0,48.4,46.5,7.2,6.5,12.1,100,109.2,119.5,0
2015-2016,BROOKLYN NETS,2016-01-24,240,45,94,8,17,18,25,18,31,24,10,7,11,17,0.552,0.521,0.181,0.266,36.0,68.9,51.6,53.3,10.3,10.4,9.5,100,119.5,109.2,0
2015-2016,DALLAS MAVERICKS,2016-01-24,240,36,79,15,30,17,22,8,28,17,4,4,14,20,0.586,0.551,0.38,0.278,20.5,75.7,47.4,47.2,4.3,8.9,13.6,100,112.6,124.5,0
2015-2016,HOUSTON ROCKETS,2016-01-24,240,43,89,15,44,14,21,9,31,27,9,7,7,21,0.585,0.5670000000000001,0.494,0.236,24.3,79.5,52.6,62.8,9.7,14.3,6.7,100,124.5,112.6,0
2015-2016,BOSTON CELTICS,2016-01-24,240,43,97,11,25,15,19,15,36,29,14,2,16,17,0.532,0.5,0.258,0.196,30.6,73.5,52.0,67.4,13.5,3.2,13.2,100,107.9,88.6,0
2015-2016,PHILADELPHIA 76ERS,2016-01-24,240,35,89,8,26,14,20,13,34,17,12,6,23,20,0.47,0.438,0.292,0.225,26.5,69.4,48.0,48.6,11.6,8.3,19.0,100,88.6,107.9,0
2015-2016,LOS ANGELES CLIPPERS,2016-01-24,240,34,76,8,26,18,30,7,27,21,6,3,13,28,0.527,0.5,0.342,0.395,16.3,77.1,43.6,61.8,6.3,4.9,12.7,100,98.0,116.8,0
2015-2016,TORONTO RAPTORS,2016-01-24,240,41,83,12,22,18,26,8,36,19,8,3,15,26,0.593,0.5660000000000001,0.265,0.313,22.9,83.7,56.4,46.3,8.3,6.0,13.7,100,116.8,98.0,0
2015-2016,MIAMI HEAT,2016-01-25,240,37,81,3,14,12,17,6,40,21,7,3,11,15,0.503,0.475,0.173,0.21,14.0,76.9,48.4,56.8,7.6,4.3,11.1,100,96.2,90.8,0
2015-2016,CHICAGO BULLS,2016-01-25,240,35,88,5,18,9,12,12,37,18,5,3,13,18,0.45,0.426,0.205,0.136,23.1,86.0,51.6,51.4,5.4,4.5,12.2,100,90.8,96.2,0
2015-2016,MINNESOTA TIMBERWOLVES,2016-01-25,240,41,84,4,16,21,23,8,30,28,10,2,10,24,0.568,0.512,0.19,0.274,20.5,71.4,46.9,68.3,10.4,3.4,9.6,100,111.3,118.6,0
2015-2016,CLEVELAND CAVALIERS,2016-01-25,240,45,89,11,31,13,20,12,31,30,7,3,15,18,0.583,0.5670000000000001,0.348,0.225,28.6,79.5,53.1,66.7,7.3,4.4,13.3,100,118.6,111.3,0
2015-2016,ATLANTA HAWKS,2016-01-25,240,43,86,9,27,24,26,10,32,28,11,3,14,24,0.611,0.552,0.314,0.302,24.4,72.7,49.4,65.1,11.1,4.7,12.6,100,120.1,106.0,0
2015-2016,DENVER NUGGETS,2016-01-25,240,33,84,6,20,33,37,12,31,18,10,3,15,18,0.524,0.429,0.238,0.44,27.3,75.6,50.6,54.5,10.1,5.1,13.0,100,106.0,120.1,0
2015-2016,SAN ANTONIO SPURS,2016-01-25,240,31,74,5,14,23,31,9,29,21,11,4,25,21,0.513,0.453,0.189,0.419,20.5,74.4,45.8,67.7,10.6,6.8,22.2,100,87.1,116.1,0
2015-2016,GOLDEN STATE WARRIORS,2016-01-25,240,44,85,11,26,21,25,10,35,31,15,3,21,25,0.625,0.5820000000000001,0.306,0.294,25.6,79.5,54.2,70.5,14.5,5.0,17.9,100,116.1,87.1,0
2015-2016,ORLANDO MAGIC,2016-01-25,265,40,86,10,28,12,14,8,38,24,2,6,19,22,0.5529999999999999,0.523,0.326,0.163,18.2,67.9,46.0,60.0,2.0,7.3,17.1,100,101.0,106.9,0
2015-2016,MEMPHIS GRIZZLIES,2016-01-25,265,43,100,6,18,16,25,18,36,25,12,5,10,16,0.486,0.46,0.18,0.25,32.1,81.8,54.0,58.1,11.9,8.6,8.3,100,106.9,101.0,0
2015-2016,HOUSTON ROCKETS,2016-01-25,240,38,80,19,40,17,21,7,31,22,7,5,13,20,0.628,0.594,0.5,0.263,17.1,66.0,43.2,57.9,7.4,8.1,12.7,100,118.6,117.5,0
2015-2016,NEW ORLEANS PELICANS,2016-01-25,240,42,91,13,29,14,25,16,34,23,8,4,12,16,0.544,0.5329999999999999,0.319,0.275,34.0,82.9,56.8,54.8,8.5,10.0,10.5,100,117.5,118.6,0
2015-2016,CHARLOTTE HORNETS,2016-01-25,290,44,110,20,44,21,26,16,30,27,11,2,9,31,0.531,0.491,0.4,0.236,25.4,76.9,45.1,61.4,9.7,2.9,6.9,100,113.8,113.0,0
2015-2016,SACRAMENTO KINGS,2016-01-25,290,48,91,7,23,25,32,9,47,36,4,8,22,31,0.609,0.5660000000000001,0.253,0.35200000000000004,23.1,74.6,54.9,75.0,3.5,12.1,17.3,100,113.0,113.8,0
2015-2016,DETROIT PISTONS,2016-01-25,240,34,75,11,22,16,33,7,35,19,7,1,10,18,0.531,0.527,0.293,0.44,15.9,74.5,46.2,55.9,7.7,1.8,10.0,100,104.1,100.8,0
2015-2016,UTAH JAZZ,2016-01-25,240,34,85,9,29,15,18,12,37,18,5,4,13,26,0.495,0.453,0.341,0.212,25.5,84.1,53.8,52.9,5.5,7.5,12.3,100,100.8,104.1,0
2015-2016,BOSTON CELTICS,2016-01-25,240,44,90,9,22,19,23,7,36,31,12,1,10,23,0.579,0.539,0.244,0.256,17.1,87.8,52.4,70.5,11.9,2.0,9.1,100,114.7,90.0,0
2015-2016,WASHINGTON WIZARDS,2016-01-25,240,32,75,7,24,20,30,5,34,24,5,3,20,19,0.516,0.473,0.32,0.4,12.2,82.9,47.6,75.0,4.9,4.4,18.5,100,90.0,114.7,0
2015-2016,MIAMI HEAT,2016-01-26,240,45,83,3,9,9,10,5,32,27,10,4,12,20,0.584,0.56,0.108,0.12,14.7,91.4,53.6,60.0,10.8,7.5,12.1,100,109.7,105.4,0
2015-2016,BROOKLYN NETS,2016-01-26,240,36,71,9,18,17,23,3,29,24,5,2,16,15,0.604,0.57,0.254,0.324,8.6,85.3,46.4,66.7,5.4,2.7,16.5,100,105.4,109.7,0
2015-2016,LOS ANGELES CLIPPERS,2016-01-26,240,32,78,15,37,12,24,9,35,16,9,5,15,20,0.514,0.506,0.474,0.308,20.0,74.5,47.8,50.0,9.5,7.5,14.5,100,96.2,94.1,0
2015-2016,INDIANA PACERS,2016-01-26,240,35,83,5,16,14,24,12,36,18,7,2,17,17,0.476,0.452,0.193,0.289,25.5,80.0,52.2,51.4,7.4,4.9,15.4,100,94.1,96.2,0
2015-2016,DALLAS MAVERICKS,2016-01-26,240,33,76,6,25,20,26,5,30,21,5,1,6,20,0.526,0.474,0.329,0.342,11.4,78.9,42.7,63.6,5.7,2.0,6.4,100,105.5,103.2,0
2015-2016,LOS ANGELES LAKERS,2016-01-26,240,30,74,7,25,23,28,8,39,15,4,7,12,25,0.521,0.453,0.338,0.378,21.1,88.6,57.3,50.0,4.6,13.7,12.2,100,103.2,105.5,0
2015-2016,ORLANDO MAGIC,2016-01-26,240,33,80,13,24,21,29,12,27,22,6,4,11,22,0.539,0.494,0.3,0.363,26.1,71.1,46.4,66.7,6.7,6.3,10.6,100,111.9,119.7,0
2015-2016,MILWAUKEE BUCKS,2016-01-26,240,38,77,5,13,26,31,11,34,22,5,7,12,23,0.59,0.526,0.16899999999999998,0.403,28.9,73.9,53.6,57.9,5.6,12.5,11.7,100,119.7,111.9,0
2015-2016,OKLAHOMA CITY THUNDER,2016-01-26,265,46,99,11,20,25,29,16,43,23,7,2,13,22,0.573,0.52,0.202,0.293,32.7,82.7,58.4,50.0,6.6,2.8,10.4,100,121.0,115.3,0
2015-2016,NEW YORK KNICKS,2016-01-26,265,44,95,11,23,23,30,9,33,24,9,7,9,21,0.564,0.521,0.242,0.316,17.3,67.3,41.6,54.5,8.5,8.9,7.7,100,115.3,121.0,0
2015-2016,PHOENIX SUNS,2016-01-26,240,39,83,6,19,19,28,10,35,27,6,6,17,30,0.54,0.506,0.229,0.337,23.3,81.4,52.3,69.2,6.1,11.3,15.1,100,103.9,114.0,0
2015-2016,PHILADELPHIA 76ERS,2016-01-26,240,39,81,11,28,24,36,8,33,25,9,6,11,23,0.583,0.5489999999999999,0.34600000000000003,0.444,18.6,76.7,47.7,64.1,9.1,9.4,10.2,100,114.0,103.9,0
2015-2016,SACRAMENTO KINGS,2016-01-26,240,36,86,7,19,18,32,10,35,26,7,5,13,18,0.485,0.459,0.221,0.3720000000000001,20.8,77.8,48.4,72.2,7.0,8.3,11.5,100,97.3,112.4,0
2015-2016,PORTLAND TRAIL BLAZERS,2016-01-26,240,44,90,9,30,15,19,10,38,28,6,8,12,23,0.569,0.539,0.333,0.211,22.2,79.2,51.6,63.6,6.0,11.9,10.9,100,112.4,97.3,0
2015-2016,WASHINGTON WIZARDS,2016-01-26,240,32,78,4,15,21,28,7,28,20,7,3,11,24,0.493,0.436,0.192,0.359,15.9,71.8,42.2,62.5,7.5,6.0,10.9,100,95.8,114.0,0
2015-2016,TORONTO RAPTORS,2016-01-26,240,35,79,11,29,25,32,11,37,20,7,3,15,22,0.569,0.513,0.3670000000000001,0.405,28.2,84.1,57.8,57.1,7.5,4.8,13.9,100,114.0,95.8,0
2015-2016,LOS ANGELES CLIPPERS,2016-01-27,240,33,85,5,27,14,21,9,37,18,16,5,11,14,0.451,0.418,0.318,0.247,18.0,82.2,48.4,54.5,16.6,8.9,10.5,100,88.4,86.4,0
2015-2016,ATLANTA HAWKS,2016-01-27,240,33,79,10,23,7,14,8,41,21,6,3,22,17,0.487,0.481,0.29100000000000004,0.177,17.8,82.0,51.6,63.6,6.2,5.2,20.5,100,86.4,88.4,0
2015-2016,DENVER NUGGETS,2016-01-27,240,36,84,7,21,24,32,14,39,23,4,6,20,22,0.525,0.47,0.25,0.381,29.2,73.6,52.5,63.9,3.9,8.8,16.9,100,101.5,109.4,0
2015-2016,BOSTON CELTICS,2016-01-27,240,41,96,9,28,20,24,14,34,29,15,5,11,24,0.521,0.474,0.292,0.25,26.4,70.8,47.5,70.7,14.8,7.9,9.4,100,109.4,101.5,0
2015-2016,PHOENIX SUNS,2016-01-27,240,33,70,8,20,19,25,12,22,25,6,2,22,17,0.574,0.529,0.28600000000000003,0.35700000000000004,30.8,68.8,47.9,75.8,6.7,3.8,21.4,100,104.4,129.1,0
2015-2016,CLEVELAND CAVALIERS,2016-01-27,240,45,81,11,28,14,16,10,27,34,12,3,13,17,0.653,0.623,0.34600000000000003,0.198,31.3,69.2,52.1,75.6,13.5,6.0,12.9,100,129.1,104.4,0
2015-2016,PHILADELPHIA 76ERS,2016-01-27,240,39,82,7,19,12,17,9,29,24,6,7,16,27,0.542,0.518,0.232,0.207,23.1,58.0,42.7,61.5,6.4,10.0,15.2,100,103.7,117.6,0
2015-2016,DETROIT PISTONS,2016-01-27,240,39,91,5,21,27,38,21,30,15,9,2,10,19,0.511,0.456,0.231,0.418,42.0,76.9,57.3,38.5,9.6,3.2,8.5,100,117.6,103.7,0
2015-2016,DALLAS MAVERICKS,2016-01-27,240,44,87,11,31,8,12,8,26,20,4,0,10,21,0.58,0.569,0.35600000000000004,0.138,19.5,78.8,45.9,45.5,4.4,0.0,9.8,100,116.6,138.4,0
2015-2016,GOLDEN STATE WARRIORS,2016-01-27,240,47,81,14,29,19,21,7,33,33,5,4,9,18,0.7040000000000001,0.667,0.358,0.259,21.2,80.5,54.1,70.2,5.4,7.1,9.1,100,138.4,116.6,0
2015-2016,OKLAHOMA CITY THUNDER,2016-01-27,240,48,91,10,20,20,21,15,32,23,0,6,12,25,0.628,0.5820000000000001,0.22,0.231,39.5,72.7,57.3,47.9,0.0,7.9,10.7,100,132.1,129.0,0
2015-2016,MINNESOTA TIMBERWOLVES,2016-01-27,240,50,90,5,14,18,28,12,23,31,6,4,8,16,0.601,0.583,0.156,0.311,27.3,60.5,42.7,62.0,6.3,5.6,7.3,100,129.0,132.1,0
2015-2016,HOUSTON ROCKETS,2016-01-27,240,28,73,8,30,35,52,12,28,14,7,11,15,22,0.516,0.438,0.411,0.7120000000000001,24.5,70.0,44.9,50.0,7.2,16.4,13.5,100,101.2,132.9,0
2015-2016,SAN ANTONIO SPURS,2016-01-27,240,50,90,12,23,18,21,12,37,34,7,3,13,28,0.655,0.622,0.256,0.233,30.0,75.5,55.1,68.0,7.2,7.0,11.6,100,132.9,101.2,0
2015-2016,CHARLOTTE HORNETS,2016-01-27,240,25,68,6,25,17,21,5,30,10,6,0,18,15,0.473,0.412,0.368,0.309,11.6,81.1,43.8,40.0,6.8,0.0,18.9,100,82.1,114.8,0
2015-2016,UTAH JAZZ,2016-01-27,240,40,81,12,31,10,15,7,38,23,10,6,10,18,0.5820000000000001,0.568,0.383,0.185,18.9,88.4,56.3,57.5,11.3,14.0,10.2,100,114.8,82.1,0
2015-2016,ATLANTA HAWKS,2016-01-28,240,33,83,7,28,19,21,5,27,20,9,4,14,22,0.499,0.44,0.337,0.253,11.4,73.0,39.5,60.6,9.3,6.3,13.2,100,95.0,114.6,0
2015-2016,INDIANA PACERS,2016-01-28,240,38,78,9,15,26,30,10,39,20,10,8,16,17,0.609,0.545,0.192,0.385,27.0,88.6,60.5,52.6,10.3,14.5,14.9,100,114.6,95.0,0
2015-2016,CHICAGO BULLS,2016-01-28,240,47,95,6,17,14,16,12,39,29,12,5,10,19,0.5589999999999999,0.526,0.179,0.168,28.6,78.0,55.4,61.7,12.5,8.3,8.9,100,118.5,94.6,0
2015-2016,LOS ANGELES LAKERS,2016-01-28,240,32,85,9,25,18,23,11,30,21,6,4,14,17,0.478,0.429,0.294,0.271,22.0,71.4,44.6,65.6,6.2,5.1,12.8,100,94.6,118.5,0
2015-2016,MILWAUKEE BUCKS,2016-01-28,240,29,79,1,16,24,27,16,30,17,8,3,14,16,0.457,0.373,0.203,0.342,36.4,76.9,55.4,58.6,9.2,5.8,13.3,100,96.0,119.1,0
2015-2016,MEMPHIS GRIZZLIES,2016-01-28,240,38,80,10,28,17,20,9,28,28,7,5,11,23,0.58,0.5379999999999999,0.35,0.25,23.1,63.6,44.6,73.7,8.1,7.9,11.0,100,119.1,96.0,0
2015-2016,SACRAMENTO KINGS,2016-01-28,240,40,89,10,28,15,20,4,36,29,6,8,13,20,0.537,0.506,0.315,0.225,10.3,75.0,46.0,72.5,5.7,11.1,11.7,100,99.3,107.8,0
2015-2016,NEW ORLEANS PELICANS,2016-01-28,240,43,98,10,26,18,24,12,35,25,9,6,14,20,0.525,0.49,0.265,0.245,25.0,89.7,54.0,58.1,8.5,9.8,11.4,100,107.8,99.3,0
2015-2016,NEW YORK KNICKS,2016-01-28,240,38,87,7,18,10,20,12,28,20,6,8,9,19,0.485,0.477,0.207,0.23,25.5,65.1,44.4,52.6,6.7,12.3,8.6,100,103.7,114.9,0
2015-2016,TORONTO RAPTORS,2016-01-28,240,37,85,8,20,21,29,15,35,21,7,11,10,19,0.527,0.482,0.235,0.341,34.9,74.5,55.6,56.8,7.8,15.9,9.3,100,114.9,103.7,0
2015-2016,DENVER NUGGETS,2016-01-28,240,41,81,9,18,26,33,7,32,25,9,5,15,25,0.612,0.562,0.222,0.407,19.4,72.7,48.8,61.0,9.0,8.3,13.6,100,116.7,112.7,0
2015-2016,WASHINGTON WIZARDS,2016-01-28,240,39,88,11,28,24,30,12,29,21,13,7,14,28,0.5579999999999999,0.506,0.318,0.341,27.3,80.6,51.3,53.8,13.0,11.1,12.2,100,112.7,116.7,0
2015-2016,ORLANDO MAGIC,2016-01-29,240,32,79,7,20,23,29,9,32,17,9,4,16,18,0.512,0.449,0.253,0.3670000000000001,19.1,80.0,47.1,53.1,9.3,6.5,14.8,100,96.8,116.4,0
2015-2016,BOSTON CELTICS,2016-01-29,240,43,86,10,24,17,21,8,38,28,8,6,12,20,0.593,0.5579999999999999,0.279,0.244,20.0,80.9,52.9,65.1,8.2,10.2,11.2,100,116.4,96.8,0
2015-2016,BROOKLYN NETS,2016-01-29,240,28,78,4,20,19,23,10,34,13,10,2,10,14,0.448,0.385,0.256,0.295,20.4,77.3,47.3,46.4,11.5,3.4,10.2,100,90.9,104.7,0
2015-2016,DALLAS MAVERICKS,2016-01-29,240,37,80,8,21,9,15,10,39,22,6,5,12,17,0.525,0.513,0.263,0.188,22.7,79.6,52.7,59.5,6.9,8.6,12.2,100,104.7,90.9,0
2015-2016,CLEVELAND CAVALIERS,2016-01-29,240,39,83,9,23,27,29,10,37,20,4,1,7,25,0.595,0.524,0.277,0.349,25.0,80.4,54.7,51.3,4.3,1.6,6.8,100,123.9,115.2,0
2015-2016,DETROIT PISTONS,2016-01-29,240,40,84,7,23,19,26,9,30,20,5,4,9,24,0.555,0.518,0.274,0.31,19.6,75.0,45.3,50.0,5.4,6.7,8.6,100,115.2,123.9,0
2015-2016,LOS ANGELES LAKERS,2016-01-29,240,34,78,5,13,20,25,11,37,19,6,4,17,21,0.522,0.468,0.16699999999999998,0.321,25.0,88.1,55.8,55.9,6.4,7.3,16.0,100,99.7,112.5,0
2015-2016,LOS ANGELES CLIPPERS,2016-01-29,240,40,81,8,26,17,24,5,33,20,10,9,8,19,0.573,0.5429999999999999,0.321,0.29600000000000004,11.9,75.0,44.2,50.0,10.7,13.8,8.0,100,112.5,99.7,0
2015-2016,MIAMI HEAT,2016-01-29,240,37,74,7,18,26,32,8,26,27,12,9,17,23,0.607,0.547,0.243,0.4320000000000001,22.9,66.7,45.9,73.0,12.6,13.2,16.2,100,112.6,108.4,0
2015-2016,MILWAUKEE BUCKS,2016-01-29,240,38,80,2,12,25,28,13,27,18,10,5,19,20,0.5579999999999999,0.488,0.15,0.35,33.3,77.1,54.1,47.4,10.5,8.9,17.1,100,108.4,112.6,0
2015-2016,PHOENIX SUNS,2016-01-29,240,35,85,7,26,7,12,12,35,20,4,5,16,19,0.465,0.453,0.306,0.141,23.5,77.8,49.0,57.1,4.3,7.8,15.1,100,91.2,110.8,0
2015-2016,NEW YORK KNICKS,2016-01-29,240,36,84,7,20,23,26,10,39,24,12,7,8,18,0.534,0.47,0.238,0.31,22.2,76.5,51.0,66.7,13.0,11.9,7.7,100,110.8,91.2,0
2015-2016,HOUSTON ROCKETS,2016-01-29,240,36,95,9,39,27,43,11,29,23,14,7,10,21,0.474,0.426,0.411,0.453,19.3,72.5,41.2,63.9,13.2,10.4,8.1,100,101.5,109.0,0
2015-2016,OKLAHOMA CITY THUNDER,2016-01-29,240,41,86,8,19,26,30,11,46,23,6,7,18,29,0.585,0.523,0.221,0.349,27.5,80.7,58.8,56.1,5.6,12.5,15.4,100,109.0,101.5,0
2015-2016,CHARLOTTE HORNETS,2016-01-29,240,31,80,10,29,19,28,14,33,17,9,4,16,12,0.493,0.45,0.363,0.35,26.9,71.7,48.0,54.8,9.6,5.6,14.8,100,96.7,115.8,0
2015-2016,PORTLAND TRAIL BLAZERS,2016-01-29,240,45,92,7,20,12,16,13,38,24,10,4,11,21,0.55,0.527,0.217,0.174,28.3,73.1,52.0,53.3,10.6,7.8,10.0,100,115.8,96.7,0
2015-2016,MINNESOTA TIMBERWOLVES,2016-01-29,240,35,75,2,10,18,26,13,25,17,9,2,14,13,0.521,0.48,0.133,0.34700000000000003,30.2,71.4,48.7,48.6,10.5,3.9,13.9,100,105.4,120.6,0
2015-2016,UTAH JAZZ,2016-01-29,240,40,76,10,25,13,16,10,30,24,8,5,13,21,0.62,0.5920000000000001,0.329,0.211,28.6,69.8,51.3,60.0,9.4,7.7,13.5,100,120.6,105.4,0
2015-2016,SAN ANTONIO SPURS,2016-01-30,240,40,81,6,18,17,21,8,24,20,2,2,6,19,0.5710000000000001,0.531,0.222,0.259,19.5,70.6,42.7,50.0,2.3,3.4,6.2,100,118.0,134.0,0
2015-2016,CLEVELAND CAVALIERS,2016-01-30,240,45,82,9,23,18,21,10,33,24,4,4,9,21,0.6409999999999999,0.604,0.28,0.256,29.4,80.5,57.3,53.3,4.6,6.3,9.0,100,134.0,118.0,0
2015-2016,WASHINGTON WIZARDS,2016-01-30,240,45,86,11,32,22,30,7,38,30,6,5,12,25,0.62,0.5870000000000001,0.3720000000000001,0.349,20.6,79.2,54.9,66.7,6.0,9.8,10.8,100,122.9,121.9,0
2015-2016,HOUSTON ROCKETS,2016-01-30,240,41,86,17,35,23,33,10,27,24,8,3,10,23,0.607,0.5760000000000001,0.407,0.384,20.8,79.4,45.1,58.5,8.0,5.6,9.0,100,121.9,122.9,0
2015-2016,DENVER NUGGETS,2016-01-30,265,40,87,4,18,21,25,8,37,24,10,3,19,22,0.536,0.483,0.207,0.287,18.6,72.5,47.9,60.0,9.5,4.1,16.2,100,99.2,103.0,0
2015-2016,INDIANA PACERS,2016-01-30,265,44,100,9,27,12,16,14,35,26,6,10,15,22,0.509,0.485,0.27,0.16,27.5,81.4,52.1,59.1,5.7,14.5,12.3,100,103.0,99.2,0
2015-2016,SACRAMENTO KINGS,2016-01-30,240,38,92,9,24,32,38,18,33,16,10,3,19,27,0.5379999999999999,0.462,0.261,0.413,37.5,94.3,61.4,42.1,9.6,4.9,14.9,100,112.0,115.8,0
2015-2016,MEMPHIS GRIZZLIES,2016-01-30,240,41,79,8,18,31,37,2,30,23,15,9,13,26,0.635,0.57,0.228,0.468,5.7,62.5,38.6,56.1,14.4,13.2,12.0,100,115.8,112.0,0
2015-2016,BROOKLYN NETS,2016-01-30,240,40,84,9,20,14,23,10,34,23,6,5,10,13,0.547,0.53,0.238,0.274,22.7,70.8,47.8,57.5,6.6,7.6,9.6,100,112.6,114.8,0
2015-2016,NEW ORLEANS PELICANS,2016-01-30,240,43,93,11,27,8,10,14,34,24,6,6,9,17,0.539,0.522,0.29,0.108,29.2,77.3,52.2,55.8,6.6,9.4,8.5,100,114.8,112.6,0
2015-2016,GOLDEN STATE WARRIORS,2016-01-30,240,47,95,13,30,1,2,12,45,37,5,7,23,18,0.563,0.563,0.316,0.021,27.3,84.9,58.8,78.7,4.8,11.1,19.3,100,104.3,101.4,0
2015-2016,PHILADELPHIA 76ERS,2016-01-30,240,42,92,10,29,11,21,8,32,23,18,4,10,8,0.519,0.511,0.315,0.228,15.1,72.7,41.2,54.8,17.4,6.2,9.0,100,101.4,104.3,0
