Season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
2010-2011,UTAH JAZZ,2010-10-27,240,27,70,3,13,31,43,11,33,21,7,4,22,30,0.495,0.407,0.18600000000000005,0.614,24.4,73.3,48.9,77.8,7.1,6.7,19.8,100.0,89.6,112.0
2010-2011,DENVER NUGGETS,2010-10-27,240,35,80,6,20,34,41,12,34,23,9,2,15,31,0.561,0.475,0.25,0.513,26.7,75.6,51.1,65.7,9.2,3.5,13.3,100.0,112.0,89.6
2010-2011,HOUSTON ROCKETS,2010-10-27,240,41,87,4,16,42,52,15,24,24,9,2,9,20,0.5820000000000001,0.494,0.184,0.598,32.6,63.2,46.4,58.5,9.0,2.8,7.6,100.0,128.7,132.7
2010-2011,GOLDEN STATE WARRIORS,2010-10-27,240,51,92,8,20,22,26,14,31,25,5,7,12,30,0.638,0.598,0.217,0.28300000000000003,36.8,67.4,53.6,49.0,5.0,9.9,10.4,100.0,132.7,128.7
2010-2011,PORTLAND TRAIL BLAZERS,2010-10-27,240,36,88,8,20,18,23,21,30,17,9,6,12,23,0.499,0.455,0.227,0.261,43.8,68.2,55.4,47.2,10.3,9.8,10.9,100.0,112.1,100.7
2010-2011,LOS ANGELES CLIPPERS,2010-10-27,240,32,79,5,18,19,30,14,27,19,8,8,15,20,0.477,0.4370000000000001,0.228,0.38,31.8,56.3,44.6,59.4,9.2,11.8,14.0,100.0,100.7,112.1
2010-2011,ATLANTA HAWKS,2010-10-27,240,42,80,8,16,27,31,9,35,20,7,9,15,20,0.635,0.575,0.2,0.388,23.1,79.5,53.0,47.6,7.1,11.7,13.8,100.0,120.2,105.1
2010-2011,MEMPHIS GRIZZLIES,2010-10-27,240,40,86,4,9,20,25,9,30,13,7,4,14,26,0.536,0.488,0.105,0.29100000000000004,20.5,76.9,47.0,32.5,7.1,6.3,12.6,100.0,105.1,120.2
2010-2011,SACRAMENTO KINGS,2010-10-27,240,39,85,4,11,35,47,14,31,25,8,4,13,24,0.5539999999999999,0.482,0.129,0.5529999999999999,28.6,73.8,49.5,64.1,7.8,5.5,11.0,100.0,114.4,113.5
2010-2011,MINNESOTA TIMBERWOLVES,2010-10-27,240,43,91,8,18,22,28,11,35,22,5,8,13,32,0.561,0.516,0.198,0.308,26.2,71.4,50.5,51.2,4.9,10.8,11.2,100.0,113.5,114.4
2010-2011,DETROIT PISTONS,2010-10-27,240,37,83,8,19,16,30,10,27,21,7,3,6,19,0.509,0.494,0.229,0.361,22.2,75.0,45.7,56.8,7.8,4.5,5.9,100.0,109.1,112.4
2010-2011,NEW JERSEY NETS,2010-10-27,240,39,80,6,14,17,24,9,35,17,4,4,11,23,0.5579999999999999,0.525,0.175,0.3,25.0,77.8,54.3,43.6,4.5,6.3,10.8,100.0,112.4,109.1
2010-2011,MILWAUKEE BUCKS,2010-10-27,240,33,77,8,23,17,28,8,37,14,4,2,12,27,0.509,0.481,0.299,0.364,17.4,86.0,50.6,42.4,4.3,3.2,11.8,100.0,98.4,102.8
2010-2011,NEW ORLEANS HORNETS,2010-10-27,240,34,79,4,17,23,29,6,38,23,4,0,9,26,0.518,0.456,0.215,0.3670000000000001,14.0,82.6,49.4,67.6,4.3,0.0,8.9,100.0,102.8,98.4
2010-2011,CHICAGO BULLS,2010-10-27,240,40,93,2,14,13,22,15,36,21,6,6,14,28,0.463,0.441,0.151,0.237,30.0,80.0,53.7,52.5,6.1,10.0,12.0,100.0,96.1,107.2
2010-2011,OKLAHOMA CITY THUNDER,2010-10-27,240,32,78,4,18,38,47,9,35,17,11,10,12,15,0.537,0.436,0.231,0.603,20.0,70.0,46.3,53.1,11.1,12.7,10.8,100.0,107.2,96.1
2010-2011,MIAMI HEAT,2010-10-27,240,33,69,8,16,23,31,5,32,15,8,6,16,18,0.5870000000000001,0.536,0.232,0.449,15.2,76.2,49.3,45.5,8.7,9.2,16.2,100.0,106.0,95.1
2010-2011,PHILADELPHIA 76ERS,2010-10-27,240,36,83,7,18,8,11,10,28,24,10,4,16,22,0.495,0.476,0.217,0.133,23.8,84.8,50.7,66.7,10.9,7.5,15.4,100.0,95.1,106.0
2010-2011,INDIANA PACERS,2010-10-27,240,41,77,8,21,19,28,9,27,20,9,6,23,26,0.61,0.584,0.273,0.364,25.7,75.0,50.7,48.8,8.9,9.5,20.5,100.0,108.1,121.0
2010-2011,SAN ANTONIO SPURS,2010-10-27,240,42,83,9,20,29,36,9,26,29,15,5,14,21,0.617,0.56,0.241,0.434,25.0,74.3,49.3,69.0,14.9,8.9,12.4,100.0,121.0,108.1
2010-2011,NEW YORK KNICKS,2010-10-27,240,38,88,7,24,15,17,13,36,12,4,10,15,23,0.513,0.472,0.273,0.193,28.3,75.0,52.1,31.6,4.1,11.9,13.6,100.0,101.2,96.0
2010-2011,TORONTO RAPTORS,2010-10-27,240,36,94,3,10,18,24,12,33,20,6,5,11,20,0.445,0.399,0.106,0.255,25.0,71.7,47.9,55.6,6.2,7.8,9.5,100.0,96.0,101.2
2010-2011,WASHINGTON WIZARDS,2010-10-28,240,29,78,4,19,21,30,3,22,17,10,3,13,25,0.455,0.397,0.244,0.385,6.7,66.7,32.1,58.6,10.1,5.7,12.5,100.0,83.8,113.0
2010-2011,ORLANDO MAGIC,2010-10-28,240,43,77,8,24,18,32,11,42,20,5,3,21,22,0.615,0.61,0.312,0.416,33.3,93.3,67.9,46.5,5.0,5.1,18.7,100.0,113.0,83.8
2010-2011,PHOENIX SUNS,2010-10-28,240,37,80,10,26,26,34,12,32,20,11,4,14,25,0.579,0.525,0.325,0.425,27.9,69.6,49.4,54.1,11.6,5.6,12.8,100.0,115.8,99.0
2010-2011,UTAH JAZZ,2010-10-28,240,36,84,3,13,19,27,14,31,19,8,6,16,28,0.49,0.446,0.155,0.321,30.4,72.1,50.6,52.8,8.4,11.1,14.3,100.0,99.0,115.8
2010-2011,NEW YORK KNICKS,2010-10-29,240,37,85,9,27,18,27,9,29,24,8,9,10,20,0.521,0.488,0.318,0.318,18.4,67.4,41.3,64.9,8.2,12.0,9.4,100.0,103.5,107.6
2010-2011,BOSTON CELTICS,2010-10-29,240,44,91,5,16,12,18,14,40,33,2,1,17,23,0.531,0.511,0.17600000000000002,0.198,32.6,81.6,58.7,75.0,2.0,1.7,14.7,100.0,107.6,103.5
2010-2011,INDIANA PACERS,2010-10-29,240,36,80,12,29,20,24,9,25,25,5,11,10,28,0.574,0.525,0.363,0.3,23.1,62.5,43.0,69.4,5.6,19.0,9.9,100.0,116.8,113.4
2010-2011,CHARLOTTE BOBCATS,2010-10-29,240,31,70,4,12,35,45,15,30,17,3,7,17,21,0.562,0.471,0.171,0.643,37.5,76.9,57.0,54.8,3.4,13.7,15.9,100.0,113.4,116.8
2010-2011,MEMPHIS GRIZZLIES,2010-10-29,240,31,80,4,15,25,36,14,31,17,12,3,13,24,0.475,0.413,0.188,0.45,27.5,79.5,50.0,54.8,13.0,5.6,11.9,100.0,98.8,97.7
2010-2011,DALLAS MAVERICKS,2010-10-29,240,34,72,6,18,16,24,8,37,24,7,6,18,22,0.545,0.514,0.25,0.333,20.5,72.5,50.0,70.6,7.6,9.2,17.9,100.0,97.7,98.8
2010-2011,OKLAHOMA CITY THUNDER,2010-10-29,240,33,85,2,15,37,44,18,29,16,14,4,12,20,0.503,0.4,0.17600000000000002,0.518,39.1,65.9,52.2,48.5,14.9,5.5,10.3,100.0,112.1,111.0
2010-2011,DETROIT PISTONS,2010-10-29,240,40,85,8,12,16,20,15,28,16,1,7,18,27,0.5539999999999999,0.518,0.141,0.235,34.1,60.9,47.8,40.0,1.1,10.0,16.1,100.0,111.0,112.1
2010-2011,LOS ANGELES CLIPPERS,2010-10-29,240,32,83,5,18,22,32,14,26,17,7,1,16,16,0.469,0.416,0.217,0.386,27.5,74.3,46.5,53.1,7.3,1.8,14.1,100.0,95.2,114.0
2010-2011,GOLDEN STATE WARRIORS,2010-10-29,240,43,81,14,24,9,17,9,37,32,8,7,17,25,0.616,0.617,0.29600000000000004,0.21,25.7,72.5,53.5,74.4,8.4,10.8,16.1,100.0,114.0,95.2
2010-2011,ORLANDO MAGIC,2010-10-29,240,21,69,4,24,24,34,8,32,5,5,3,14,20,0.417,0.333,0.348,0.493,17.8,69.6,44.0,23.8,5.7,4.8,14.3,100.0,79.7,109.3
2010-2011,MIAMI HEAT,2010-10-29,240,33,81,9,18,21,27,14,37,17,6,5,12,27,0.517,0.463,0.222,0.333,30.4,82.2,56.0,51.5,6.8,11.1,11.4,100.0,109.3,79.7
2010-2011,MILWAUKEE BUCKS,2010-10-29,240,31,87,3,20,20,25,9,30,18,4,5,13,29,0.434,0.374,0.23,0.287,17.6,60.0,38.6,58.1,4.1,7.9,11.7,100.0,87.6,98.9
2010-2011,MINNESOTA TIMBERWOLVES,2010-10-29,240,32,85,6,22,26,36,20,42,13,8,11,18,27,0.476,0.412,0.259,0.424,40.0,82.4,61.4,40.6,8.2,16.4,15.1,100.0,98.9,87.6
2010-2011,SACRAMENTO KINGS,2010-10-29,240,39,93,5,20,17,26,10,21,21,7,3,12,32,0.479,0.446,0.215,0.28,20.8,80.8,41.9,53.8,6.9,6.0,10.3,100.0,98.8,104.7
2010-2011,NEW JERSEY NETS,2010-10-29,240,32,61,6,11,36,45,5,38,18,2,4,26,30,0.6559999999999999,0.574,0.18,0.738,19.2,79.2,58.1,56.3,2.0,5.5,24.3,100.0,104.7,98.8
2010-2011,DENVER NUGGETS,2010-10-29,240,35,72,6,15,19,25,11,26,19,9,2,19,22,0.5720000000000001,0.528,0.208,0.34700000000000003,31.4,70.3,51.4,54.3,10.1,3.3,18.6,100.0,106.9,113.6
2010-2011,NEW ORLEANS HORNETS,2010-10-29,240,38,77,6,17,19,24,11,24,23,11,8,15,22,0.5770000000000001,0.532,0.221,0.312,29.7,68.6,48.6,60.5,12.4,14.0,14.6,100.0,113.6,106.9
2010-2011,ATLANTA HAWKS,2010-10-29,240,36,70,6,17,26,31,10,36,24,3,8,20,26,0.622,0.557,0.243,0.443,29.4,75.0,56.1,66.7,3.3,10.8,19.3,100.0,112.7,109.5
2010-2011,PHILADELPHIA 76ERS,2010-10-29,240,35,85,5,11,26,33,12,24,24,9,6,8,21,0.507,0.441,0.129,0.388,25.0,70.6,43.9,68.6,9.8,11.3,7.4,100.0,109.5,112.7
2010-2011,LOS ANGELES LAKERS,2010-10-29,240,46,95,12,27,10,12,13,33,21,8,3,10,14,0.568,0.547,0.284,0.126,29.5,73.3,51.7,45.7,8.5,4.3,9.1,100.0,120.9,112.5
2010-2011,PHOENIX SUNS,2010-10-29,240,44,93,9,24,9,13,12,31,21,4,7,10,14,0.537,0.522,0.258,0.14,26.7,70.5,48.3,47.7,4.2,10.3,9.2,100.0,112.5,120.9
2010-2011,CLEVELAND CAVALIERS,2010-10-29,240,32,84,9,19,8,10,9,24,15,9,2,19,19,0.458,0.435,0.226,0.119,20.5,68.6,41.8,46.9,9.5,3.2,17.7,100.0,85.6,106.7
2010-2011,TORONTO RAPTORS,2010-10-29,240,39,82,6,20,17,18,11,35,24,11,5,19,19,0.562,0.512,0.244,0.22,31.4,79.5,58.2,61.5,11.6,7.7,17.4,100.0,106.7,85.6
2010-2011,WASHINGTON WIZARDS,2010-10-30,240,38,76,4,12,15,21,8,26,16,8,13,17,25,0.557,0.526,0.158,0.276,21.1,66.7,44.2,42.1,8.6,21.0,16.6,100.0,102.7,107.0
2010-2011,ATLANTA HAWKS,2010-10-30,240,34,81,5,19,26,30,13,30,19,4,4,16,22,0.525,0.451,0.235,0.37,33.3,78.9,55.8,55.9,4.3,6.3,14.5,100.0,107.0,102.7
2010-2011,DETROIT PISTONS,2010-10-30,240,31,82,5,18,24,35,12,32,14,8,7,16,25,0.467,0.409,0.22,0.4270000000000001,24.5,69.6,46.3,45.2,8.2,10.3,14.1,100.0,92.8,103.0
2010-2011,CHICAGO BULLS,2010-10-30,240,37,86,5,18,22,31,14,37,17,11,10,15,26,0.507,0.459,0.209,0.36,30.4,75.5,53.7,45.9,11.2,15.6,13.1,100.0,103.0,92.8
2010-2011,SACRAMENTO KINGS,2010-10-30,240,40,77,9,15,18,24,11,32,24,7,4,14,21,0.611,0.578,0.195,0.312,30.6,76.2,55.1,60.0,7.7,6.6,13.8,100.0,117.2,113.9
2010-2011,CLEVELAND CAVALIERS,2010-10-30,240,39,80,6,19,20,29,10,25,22,8,2,13,19,0.561,0.525,0.238,0.363,23.8,69.4,44.9,56.4,8.8,3.2,12.3,100.0,113.9,117.2
2010-2011,DENVER NUGGETS,2010-10-30,240,34,90,10,27,29,33,13,35,16,9,4,12,24,0.512,0.433,0.3,0.3670000000000001,27.1,79.5,52.2,47.1,9.1,6.5,10.3,100.0,108.2,95.1
2010-2011,HOUSTON ROCKETS,2010-10-30,240,37,81,3,19,17,21,9,35,19,4,7,19,26,0.521,0.475,0.235,0.259,20.5,72.9,47.8,51.4,4.0,11.1,17.4,100.0,95.1,108.2
2010-2011,PHILADELPHIA 76ERS,2010-10-30,240,36,82,6,11,8,16,12,34,13,9,11,19,26,0.483,0.476,0.134,0.195,25.5,68.0,47.4,36.1,9.3,16.9,17.6,100.0,88.6,102.0
2010-2011,INDIANA PACERS,2010-10-30,240,37,89,7,24,18,25,16,35,18,10,6,18,16,0.495,0.455,0.27,0.281,32.0,74.5,52.6,48.6,10.3,8.5,15.3,100.0,102.0,88.6
2010-2011,MINNESOTA TIMBERWOLVES,2010-10-30,240,31,89,6,20,21,32,19,38,15,9,3,28,21,0.4320000000000001,0.382,0.225,0.36,35.8,80.9,57.0,48.4,8.4,4.1,21.4,100.0,83.0,101.6
2010-2011,MEMPHIS GRIZZLIES,2010-10-30,240,43,93,8,20,15,18,9,34,27,22,4,17,25,0.54,0.505,0.215,0.194,19.1,64.2,43.0,62.8,20.5,5.8,14.4,100.0,101.6,83.0
2010-2011,CHARLOTTE BOBCATS,2010-10-30,240,30,64,9,19,19,23,5,23,13,6,5,18,28,0.594,0.539,0.297,0.359,16.1,62.2,41.2,43.3,7.1,10.2,19.5,100.0,103.9,115.7
2010-2011,MILWAUKEE BUCKS,2010-10-30,240,32,71,11,22,23,27,14,26,19,7,5,18,23,0.591,0.528,0.31,0.38,37.8,83.9,58.8,59.4,8.3,11.1,17.8,100.0,115.7,103.9
2010-2011,PORTLAND TRAIL BLAZERS,2010-10-30,240,37,76,6,13,20,30,9,32,22,7,7,14,22,0.561,0.526,0.171,0.395,21.4,64.0,44.6,59.5,7.4,11.7,13.6,100.0,106.1,100.8
2010-2011,NEW YORK KNICKS,2010-10-30,240,37,88,7,28,14,25,18,33,16,8,6,17,24,0.48,0.46,0.318,0.284,36.0,78.6,55.4,43.2,8.5,9.5,14.7,100.0,100.8,106.1
2010-2011,NEW ORLEANS HORNETS,2010-10-30,240,39,78,7,11,14,17,3,37,20,7,5,14,18,0.579,0.545,0.141,0.218,9.1,77.1,49.4,51.3,7.4,8.5,14.1,100.0,105.0,95.4
2010-2011,SAN ANTONIO SPURS,2010-10-30,240,33,85,6,26,18,21,11,30,24,7,6,13,19,0.478,0.424,0.306,0.247,22.9,90.9,50.6,72.7,7.4,9.0,12.1,100.0,95.4,105.0
2010-2011,DALLAS MAVERICKS,2010-10-31,240,36,77,7,16,20,29,8,33,23,7,7,14,22,0.551,0.513,0.208,0.377,19.5,68.8,46.1,63.9,7.5,11.5,13.5,100.0,106.2,89.1
2010-2011,LOS ANGELES CLIPPERS,2010-10-31,240,28,82,4,21,23,31,15,33,17,7,3,16,23,0.434,0.366,0.256,0.378,31.3,80.5,53.9,60.7,7.5,4.9,14.3,100.0,89.1,106.2
2010-2011,GOLDEN STATE WARRIORS,2010-10-31,240,36,89,5,20,6,13,15,27,27,11,4,17,26,0.438,0.433,0.225,0.146,28.3,60.0,42.9,75.0,11.3,5.8,15.2,100.0,85.5,110.2
2010-2011,LOS ANGELES LAKERS,2010-10-31,240,39,88,6,19,23,30,18,38,25,9,5,20,18,0.529,0.477,0.21600000000000005,0.341,40.0,71.7,57.1,64.1,9.3,7.2,16.5,100.0,110.2,85.5
2010-2011,MIAMI HEAT,2010-10-31,240,36,67,5,16,24,34,5,35,29,10,6,8,21,0.616,0.575,0.239,0.507,17.2,64.8,48.2,80.6,11.7,8.5,8.9,100.0,117.9,91.0
2010-2011,NEW JERSEY NETS,2010-10-31,240,30,85,3,14,15,23,19,24,16,5,0,15,19,0.41,0.371,0.165,0.271,35.2,82.8,51.8,53.3,5.8,0.0,13.6,100.0,91.0,117.9
2010-2011,UTAH JAZZ,2010-10-31,240,44,83,7,11,25,30,8,34,32,6,3,15,25,0.624,0.5720000000000001,0.133,0.361,20.5,82.9,52.5,72.7,6.0,5.0,13.5,100.0,119.8,98.9
2010-2011,OKLAHOMA CITY THUNDER,2010-10-31,240,32,80,5,20,30,34,7,31,10,9,5,14,27,0.521,0.431,0.25,0.425,17.1,79.5,47.5,31.3,9.0,6.9,12.8,100.0,98.9,119.8
2010-2011,PORTLAND TRAIL BLAZERS,2010-11-01,240,33,80,0,14,32,41,16,19,15,9,2,10,27,0.5,0.413,0.175,0.513,37.2,67.9,49.3,45.5,10.2,3.4,9.3,100.0,110.8,124.4
2010-2011,CHICAGO BULLS,2010-11-01,240,43,71,5,13,19,32,9,27,27,4,4,15,33,0.6459999999999999,0.6409999999999999,0.183,0.451,32.1,62.8,50.7,62.8,4.5,6.1,15.0,100.0,124.4,110.8
2010-2011,SAN ANTONIO SPURS,2010-11-01,240,38,79,9,21,12,15,7,32,28,11,3,18,21,0.5670000000000001,0.5379999999999999,0.266,0.19,18.9,76.2,49.4,73.7,11.6,4.3,17.4,100.0,102.7,93.2
2010-2011,LOS ANGELES CLIPPERS,2010-11-01,240,38,82,4,13,8,16,10,30,26,10,6,17,18,0.494,0.488,0.159,0.195,23.8,81.1,50.6,68.4,10.6,10.3,16.0,100.0,93.2,102.7
2010-2011,TORONTO RAPTORS,2010-11-01,240,39,85,9,21,21,29,17,25,19,3,3,14,26,0.552,0.512,0.247,0.341,41.5,61.0,51.2,48.7,3.3,3.9,12.5,100.0,119.5,122.8
2010-2011,SACRAMENTO KINGS,2010-11-01,240,42,88,5,12,22,27,16,24,15,5,4,11,24,0.556,0.506,0.136,0.307,39.0,58.5,48.8,35.7,5.5,6.3,9.9,100.0,122.8,119.5
2010-2011,ATLANTA HAWKS,2010-11-02,240,37,84,5,17,21,30,14,29,26,7,7,7,17,0.514,0.47,0.202,0.35700000000000004,29.2,74.4,49.4,70.3,8.0,12.3,6.7,100.0,114.1,100.5
2010-2011,CLEVELAND CAVALIERS,2010-11-02,240,32,74,5,17,19,26,10,34,15,2,4,14,22,0.515,0.466,0.23,0.35100000000000003,25.6,70.8,50.6,46.9,2.3,6.0,14.1,100.0,100.5,114.1
2010-2011,BOSTON CELTICS,2010-11-02,240,42,81,7,21,18,18,10,26,33,10,7,8,19,0.613,0.562,0.259,0.222,27.0,70.3,48.6,78.6,11.5,10.1,8.3,100.0,125.1,98.7
2010-2011,DETROIT PISTONS,2010-11-02,240,35,78,2,9,14,20,11,27,13,2,2,17,19,0.495,0.462,0.115,0.256,29.7,73.0,51.4,37.1,2.3,3.3,16.4,100.0,98.7,125.1
2010-2011,MEMPHIS GRIZZLIES,2010-11-02,240,38,92,7,14,22,29,15,21,22,12,5,12,21,0.501,0.451,0.152,0.315,27.8,51.2,37.9,57.9,12.4,8.2,10.3,100.0,108.7,128.4
2010-2011,LOS ANGELES LAKERS,2010-11-02,240,43,84,14,23,24,30,20,39,22,8,4,19,23,0.638,0.595,0.274,0.35700000000000004,48.8,72.2,62.1,51.2,8.3,5.1,16.4,100.0,128.4,108.7
2010-2011,MINNESOTA TIMBERWOLVES,2010-11-02,240,31,84,6,18,29,38,13,27,14,10,2,18,23,0.482,0.405,0.214,0.452,25.0,77.1,46.0,45.2,10.0,3.4,15.2,100.0,96.8,128.8
2010-2011,MIAMI HEAT,2010-11-02,240,46,79,12,21,25,31,8,39,31,9,7,14,27,0.696,0.6579999999999999,0.266,0.392,22.9,75.0,54.0,67.4,9.0,10.6,13.1,100.0,128.8,96.8
2010-2011,PORTLAND TRAIL BLAZERS,2010-11-02,240,38,80,7,24,7,9,10,29,21,10,8,12,24,0.536,0.519,0.3,0.113,25.6,72.5,49.4,55.3,11.8,14.0,12.5,100.0,106.0,89.5
2010-2011,MILWAUKEE BUCKS,2010-11-02,240,27,72,3,15,19,25,11,29,16,4,4,17,11,0.458,0.396,0.208,0.34700000000000003,27.5,74.4,50.6,59.3,4.7,7.1,17.0,100.0,89.5,106.0
2010-2011,PHILADELPHIA 76ERS,2010-11-02,265,44,80,4,15,23,29,7,28,34,10,3,22,30,0.62,0.575,0.188,0.363,20.6,75.7,49.3,77.3,9.5,4.5,19.2,100.0,108.9,109.8
2010-2011,WASHINGTON WIZARDS,2010-11-02,265,37,78,6,12,36,43,9,27,24,15,2,21,24,0.598,0.513,0.154,0.551,24.3,79.4,50.7,64.9,14.2,3.1,17.8,100.0,109.8,108.9
2010-2011,DETROIT PISTONS,2010-11-03,240,36,90,3,17,10,15,17,21,21,7,2,8,21,0.44,0.417,0.189,0.16699999999999998,34.7,87.5,52.1,58.3,8.3,3.8,7.6,100.0,100.6,111.2
2010-2011,ATLANTA HAWKS,2010-11-03,240,36,67,3,14,19,23,3,32,25,3,3,13,13,0.609,0.56,0.209,0.343,12.5,65.3,47.9,69.4,3.6,4.1,14.4,100.0,111.2,100.6
2010-2011,MILWAUKEE BUCKS,2010-11-03,265,36,86,5,13,25,31,13,29,17,4,1,15,24,0.512,0.448,0.151,0.36,28.3,74.4,49.4,47.2,4.1,1.5,13.1,100.0,104.9,107.9
2010-2011,BOSTON CELTICS,2010-11-03,265,37,79,4,12,27,32,10,33,24,9,6,16,29,0.564,0.494,0.152,0.405,25.6,71.7,50.6,64.9,9.3,8.2,14.7,100.0,107.9,104.9
2010-2011,DALLAS MAVERICKS,2010-11-03,240,39,84,7,15,17,19,12,33,22,6,5,13,17,0.552,0.506,0.179,0.226,31.6,71.7,53.6,56.4,6.7,8.2,12.3,100.0,113.5,112.4
2010-2011,DENVER NUGGETS,2010-11-03,240,41,89,10,28,9,12,13,26,25,7,3,11,21,0.536,0.517,0.315,0.135,28.3,68.4,46.4,61.0,7.8,4.3,10.4,100.0,112.4,113.5
2010-2011,MEMPHIS GRIZZLIES,2010-11-03,240,42,82,8,18,17,25,9,30,28,10,2,19,26,0.586,0.561,0.22,0.305,23.7,61.2,44.8,66.7,9.8,3.2,17.0,100.0,107.4,113.3
2010-2011,GOLDEN STATE WARRIORS,2010-11-03,240,38,92,13,30,26,34,19,29,26,11,8,19,23,0.5379999999999999,0.484,0.326,0.37,38.8,76.3,55.2,68.4,10.8,12.5,15.1,100.0,113.3,107.4
2010-2011,NEW ORLEANS HORNETS,2010-11-03,240,36,79,5,13,30,42,12,33,20,9,11,8,22,0.5489999999999999,0.487,0.165,0.532,26.1,75.0,50.0,55.6,9.5,15.9,7.6,100.0,112.9,104.5
2010-2011,HOUSTON ROCKETS,2010-11-03,240,39,93,8,24,13,18,11,34,22,4,6,12,26,0.49,0.462,0.258,0.194,25.0,73.9,50.0,56.4,4.2,9.1,10.6,100.0,104.5,112.9
2010-2011,OKLAHOMA CITY THUNDER,2010-11-03,240,34,90,4,26,20,23,16,31,17,4,2,12,20,0.459,0.4,0.289,0.256,32.0,81.6,53.4,50.0,4.3,3.1,10.7,100.0,98.2,114.2
2010-2011,LOS ANGELES CLIPPERS,2010-11-03,240,42,80,8,16,15,27,7,34,22,5,6,12,18,0.5820000000000001,0.575,0.2,0.338,18.4,68.0,46.6,52.4,5.3,9.4,11.6,100.0,114.2,98.2
2010-2011,CHARLOTTE BOBCATS,2010-11-03,240,31,72,5,19,18,23,11,30,21,7,3,16,18,0.518,0.465,0.264,0.319,28.2,78.9,53.2,67.7,8.1,5.2,16.3,100.0,98.8,96.4
2010-2011,NEW JERSEY NETS,2010-11-03,240,32,75,5,17,14,15,8,28,21,4,7,16,21,0.509,0.46,0.227,0.2,21.1,71.8,46.8,65.6,4.6,13.2,16.4,100.0,96.4,98.8
2010-2011,MINNESOTA TIMBERWOLVES,2010-11-03,240,28,84,6,16,24,28,13,27,11,6,4,18,29,0.446,0.369,0.19,0.333,25.0,61.4,41.7,39.3,6.1,6.6,15.7,100.0,87.3,129.9
2010-2011,ORLANDO MAGIC,2010-11-03,240,46,92,15,31,21,32,17,39,27,9,15,13,26,0.603,0.5820000000000001,0.337,0.348,38.6,75.0,58.3,58.7,9.1,22.1,10.9,100.0,129.9,87.3
