Season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
2010-2011,DENVER NUGGETS,2010-12-08,240,33,78,6,19,17,25,5,29,18,13,1,18,28,0.5,0.462,0.244,0.321,11.6,87.9,44.7,54.5,13.1,1.9,16.8,100.0,89.9,106.1
2010-2011,BOSTON CELTICS,2010-12-08,240,38,68,4,15,25,36,4,38,26,8,10,19,17,0.626,0.588,0.221,0.529,12.1,88.4,55.3,68.4,8.1,16.9,18.5,100.0,106.1,89.9
2010-2011,CHICAGO BULLS,2010-12-08,240,35,78,6,16,12,20,10,34,24,11,4,16,18,0.507,0.487,0.205,0.256,23.8,75.6,50.6,68.6,12.1,7.8,15.6,100.0,96.6,91.1
2010-2011,CLEVELAND CAVALIERS,2010-12-08,240,31,81,10,30,11,18,11,32,22,8,5,16,17,0.467,0.444,0.37,0.222,24.4,76.2,49.4,71.0,8.8,8.1,15.2,100.0,91.1,96.6
2010-2011,LOS ANGELES LAKERS,2010-12-08,240,34,80,7,19,12,19,6,33,23,10,2,17,17,0.4920000000000001,0.469,0.238,0.238,13.3,71.7,42.9,67.6,10.5,3.5,16.1,100.0,91.5,90.5
2010-2011,LOS ANGELES CLIPPERS,2010-12-08,240,32,80,9,23,13,19,13,39,25,13,4,19,16,0.487,0.456,0.28800000000000003,0.238,28.3,86.7,57.1,78.1,13.7,6.6,17.7,100.0,90.5,91.5
2010-2011,INDIANA PACERS,2010-12-08,240,32,74,9,24,22,31,5,32,16,5,7,11,27,0.542,0.493,0.324,0.419,13.9,62.7,42.5,50.0,5.5,9.6,11.2,100.0,104.8,107.0
2010-2011,MILWAUKEE BUCKS,2010-12-08,240,31,86,3,13,32,40,19,31,19,4,10,10,23,0.468,0.378,0.151,0.465,37.3,86.1,57.5,61.3,4.4,20.0,8.8,100.0,107.0,104.8
2010-2011,OKLAHOMA CITY THUNDER,2010-12-08,240,40,77,6,17,25,27,3,39,27,7,12,15,25,0.624,0.5579999999999999,0.221,0.35100000000000003,10.7,72.2,51.2,67.5,7.1,16.0,14.4,100.0,112.2,104.1
2010-2011,MINNESOTA TIMBERWOLVES,2010-12-08,240,39,93,8,18,17,26,15,25,21,9,5,12,20,0.493,0.462,0.194,0.28,27.8,89.3,48.8,53.8,9.1,8.3,10.3,100.0,104.1,112.2
2010-2011,DETROIT PISTONS,2010-12-08,240,30,80,4,20,10,18,14,30,15,8,6,12,21,0.421,0.4,0.25,0.225,28.0,88.2,52.4,50.0,9.3,10.0,12.0,100.0,86.1,108.2
2010-2011,NEW ORLEANS HORNETS,2010-12-08,240,37,74,6,14,13,21,4,36,29,7,5,10,17,0.5589999999999999,0.541,0.189,0.284,11.8,72.0,47.6,78.4,8.1,8.3,10.7,100.0,108.2,86.1
2010-2011,TORONTO RAPTORS,2010-12-08,240,41,86,5,16,23,31,8,34,24,6,1,10,21,0.552,0.506,0.18600000000000005,0.36,18.2,73.9,46.7,58.5,6.0,1.5,9.1,100.0,110.2,113.2
2010-2011,NEW YORK KNICKS,2010-12-08,240,43,89,8,21,19,22,12,36,19,4,5,15,26,0.573,0.528,0.236,0.247,26.1,81.8,53.3,44.2,4.0,7.1,13.2,100.0,113.2,110.2
2010-2011,MEMPHIS GRIZZLIES,2010-12-08,265,42,85,2,7,18,22,14,33,23,7,4,15,22,0.5489999999999999,0.506,0.08199999999999999,0.259,33.3,63.5,50.0,54.8,7.4,6.9,13.7,100.0,110.4,104.1
2010-2011,PHOENIX SUNS,2010-12-08,265,37,88,7,30,17,27,19,28,16,9,6,16,17,0.491,0.46,0.341,0.307,36.5,66.7,50.0,43.2,9.6,7.7,13.8,100.0,104.1,110.4
2010-2011,WASHINGTON WIZARDS,2010-12-08,240,31,75,5,11,24,34,13,23,11,10,3,23,19,0.506,0.447,0.147,0.453,28.9,59.0,42.9,35.5,10.4,4.5,20.4,100.0,94.3,120.3
2010-2011,SACRAMENTO KINGS,2010-12-08,240,45,83,8,17,18,24,16,32,27,15,4,19,24,0.62,0.59,0.205,0.289,41.0,71.1,57.1,60.0,15.6,6.3,16.9,100.0,120.3,94.3
2010-2011,GOLDEN STATE WARRIORS,2010-12-08,240,37,82,12,23,8,11,13,32,24,6,2,21,15,0.541,0.524,0.28,0.134,29.5,76.2,52.3,64.9,6.5,3.4,19.5,100.0,101.7,120.0
2010-2011,SAN ANTONIO SPURS,2010-12-08,240,43,84,12,26,13,18,10,31,31,10,5,11,15,0.604,0.583,0.31,0.214,23.8,70.5,47.7,72.1,10.8,8.5,10.7,100.0,120.0,101.7
2010-2011,MIAMI HEAT,2010-12-08,240,41,80,9,20,20,25,15,27,22,8,1,15,21,0.61,0.569,0.25,0.313,45.5,73.0,60.0,53.7,9.1,1.6,14.2,100.0,126.0,111.3
2010-2011,UTAH JAZZ,2010-12-08,240,38,75,1,14,21,27,10,18,20,9,3,15,20,0.564,0.513,0.187,0.36,27.0,54.5,40.0,52.6,10.2,5.0,14.7,100.0,111.3,126.0
2010-2011,NEW JERSEY NETS,2010-12-09,240,32,77,4,15,21,26,10,26,20,7,2,15,15,0.503,0.442,0.195,0.338,23.3,83.9,48.6,62.5,7.7,3.4,14.5,100.0,97.3,111.5
2010-2011,DALLAS MAVERICKS,2010-12-09,240,41,75,4,16,16,19,5,33,31,11,4,15,17,0.612,0.573,0.213,0.253,16.1,76.7,51.4,75.6,12.0,6.5,15.3,100.0,111.5,97.3
2010-2011,BOSTON CELTICS,2010-12-09,240,38,68,7,12,19,21,5,28,22,8,6,15,21,0.66,0.61,0.17600000000000002,0.309,17.2,65.1,45.8,57.9,9.4,9.7,16.3,100.0,119.5,118.4
2010-2011,PHILADELPHIA 76ERS,2010-12-09,240,37,81,9,19,18,23,15,24,22,5,3,11,17,0.5539999999999999,0.512,0.235,0.284,34.9,82.8,54.2,59.5,5.9,5.4,10.8,100.0,118.4,119.5
2010-2011,ORLANDO MAGIC,2010-12-09,240,30,71,6,22,17,24,6,34,14,3,4,16,26,0.509,0.465,0.31,0.338,15.0,72.3,46.0,46.7,3.3,6.1,16.4,100.0,92.3,107.8
2010-2011,PORTLAND TRAIL BLAZERS,2010-12-09,240,36,81,5,15,20,28,13,34,19,10,1,11,17,0.52,0.475,0.185,0.34600000000000003,27.7,85.0,54.0,52.8,11.1,2.0,10.5,100.0,107.8,92.3
2010-2011,LOS ANGELES LAKERS,2010-12-10,240,34,78,3,13,13,18,10,30,20,13,10,19,17,0.489,0.455,0.16699999999999998,0.231,25.0,73.2,49.4,58.8,14.0,15.9,18.1,100.0,90.5,94.8
2010-2011,CHICAGO BULLS,2010-12-10,240,33,80,8,17,14,17,11,30,19,9,2,20,19,0.503,0.463,0.213,0.213,26.8,75.0,50.6,57.6,9.7,3.1,18.6,100.0,94.8,90.5
2010-2011,MIAMI HEAT,2010-12-10,240,41,78,9,14,15,21,15,35,33,8,7,16,16,0.608,0.583,0.179,0.269,37.5,68.6,54.9,80.5,9.1,11.9,15.5,100.0,120.8,95.7
2010-2011,GOLDEN STATE WARRIORS,2010-12-10,240,31,83,8,24,14,21,16,25,24,9,2,14,17,0.455,0.422,0.289,0.253,31.4,62.5,45.1,77.4,10.3,3.1,13.2,100.0,95.7,120.8
2010-2011,CHARLOTTE BOBCATS,2010-12-10,240,36,87,3,17,17,25,16,36,17,8,10,16,21,0.469,0.431,0.195,0.287,33.3,81.8,56.5,47.2,8.3,18.2,14.0,100.0,95.0,103.3
2010-2011,INDIANA PACERS,2010-12-10,240,38,86,13,31,11,18,8,32,25,9,9,15,19,0.532,0.517,0.36,0.209,18.2,66.7,43.5,65.8,9.3,12.9,13.8,100.0,103.3,95.0
2010-2011,HOUSTON ROCKETS,2010-12-10,240,33,81,6,18,19,22,8,29,17,9,4,14,21,0.502,0.444,0.222,0.272,17.8,72.5,43.5,51.5,9.6,5.6,13.4,100.0,97.0,103.4
2010-2011,MILWAUKEE BUCKS,2010-12-10,240,38,79,4,8,17,25,11,37,17,7,10,16,23,0.539,0.506,0.101,0.316,27.5,82.2,56.5,44.7,7.5,15.9,15.1,100.0,103.4,97.0
2010-2011,DETROIT PISTONS,2010-12-10,240,32,83,4,12,31,36,14,24,20,6,5,12,20,0.501,0.41,0.145,0.434,32.6,64.9,47.5,62.5,6.6,7.7,10.8,100.0,108.9,119.9
2010-2011,MINNESOTA TIMBERWOLVES,2010-12-10,240,42,81,7,16,18,22,13,29,21,7,11,15,24,0.601,0.562,0.198,0.272,35.1,67.4,52.5,50.0,7.7,15.5,14.2,100.0,119.9,108.9
2010-2011,OKLAHOMA CITY THUNDER,2010-12-10,240,35,70,4,13,23,26,7,27,18,7,7,20,18,0.596,0.529,0.18600000000000005,0.371,21.2,71.1,47.9,51.4,7.7,11.7,19.7,100.0,106.3,100.8
2010-2011,NEW ORLEANS HORNETS,2010-12-10,240,35,74,5,14,17,23,11,26,20,16,5,19,23,0.547,0.507,0.189,0.311,28.9,78.8,52.1,57.1,17.5,8.8,18.4,100.0,100.8,106.3
2010-2011,PORTLAND TRAIL BLAZERS,2010-12-10,240,35,71,5,17,26,32,7,29,21,8,3,13,17,0.594,0.528,0.239,0.451,21.2,69.0,48.0,60.0,9.1,4.3,13.3,100.0,115.3,107.3
2010-2011,PHOENIX SUNS,2010-12-10,240,37,83,3,14,17,17,13,26,13,5,2,12,21,0.519,0.464,0.16899999999999998,0.205,31.0,78.8,52.0,35.1,5.7,3.7,11.7,100.0,107.3,115.3
2010-2011,ATLANTA HAWKS,2010-12-10,240,36,80,7,14,13,20,11,29,19,9,4,15,22,0.518,0.494,0.175,0.25,26.8,76.3,50.6,52.8,9.9,7.1,14.5,100.0,101.0,118.5
2010-2011,SAN ANTONIO SPURS,2010-12-10,240,41,77,10,21,16,25,9,30,20,9,5,14,17,0.614,0.597,0.273,0.325,23.7,73.2,49.4,48.8,9.9,7.6,13.7,100.0,118.5,101.0
2010-2011,DENVER NUGGETS,2010-12-10,240,43,76,12,26,25,28,8,30,27,5,3,22,16,0.696,0.645,0.342,0.368,27.6,69.8,52.8,62.8,5.1,4.6,19.9,100.0,125.6,118.5
2010-2011,TORONTO RAPTORS,2010-12-10,240,46,90,10,25,14,19,13,21,20,9,2,13,21,0.59,0.5670000000000001,0.278,0.211,30.2,72.4,47.2,43.5,9.2,4.0,11.7,100.0,118.5,125.6
2010-2011,ORLANDO MAGIC,2010-12-10,240,38,80,9,25,20,28,12,29,18,2,5,15,22,0.569,0.531,0.313,0.35,28.6,87.9,54.7,47.4,2.2,8.3,14.0,100.0,113.7,126.7
2010-2011,UTAH JAZZ,2010-12-10,240,41,76,10,16,25,32,4,30,30,11,7,7,25,0.649,0.605,0.211,0.421,12.1,71.4,45.3,73.2,11.9,12.7,7.2,100.0,126.7,113.7
2010-2011,NEW YORK KNICKS,2010-12-10,240,34,75,7,18,26,30,8,33,19,9,6,20,21,0.573,0.5,0.24,0.4,22.2,75.0,51.3,55.9,9.2,9.1,18.5,100.0,103.6,97.5
2010-2011,WASHINGTON WIZARDS,2010-12-10,240,35,84,6,18,19,27,11,28,22,13,1,16,24,0.495,0.452,0.214,0.321,25.0,77.8,48.8,62.9,13.3,1.8,14.3,100.0,97.5,103.6
2010-2011,INDIANA PACERS,2010-12-11,240,30,81,8,28,15,16,5,31,19,9,4,14,24,0.471,0.42,0.34600000000000003,0.198,11.4,77.5,42.9,63.3,9.6,6.6,13.7,100.0,88.7,103.6
2010-2011,ATLANTA HAWKS,2010-12-11,240,33,73,4,12,27,34,9,39,25,8,7,15,21,0.551,0.479,0.16399999999999998,0.466,22.5,88.6,57.1,75.8,8.5,13.2,14.6,100.0,103.6,88.7
2010-2011,BOSTON CELTICS,2010-12-11,240,31,71,8,21,23,28,11,37,21,15,10,18,21,0.5579999999999999,0.493,0.29600000000000004,0.394,28.9,77.1,55.8,67.7,16.9,16.7,17.8,100.0,104.8,69.9
2010-2011,CHARLOTTE BOBCATS,2010-12-11,240,24,71,1,11,13,23,11,27,17,11,5,21,24,0.382,0.345,0.155,0.324,22.9,71.1,44.2,70.8,12.4,10.0,20.6,100.0,69.9,104.8
2010-2011,MINNESOTA TIMBERWOLVES,2010-12-11,240,33,83,7,19,9,13,11,25,12,5,11,20,20,0.462,0.44,0.229,0.157,23.4,59.5,40.4,36.4,5.3,15.9,18.4,100.0,87.2,120.2
2010-2011,CHICAGO BULLS,2010-12-11,240,41,86,10,17,21,27,17,36,28,11,11,15,15,0.5770000000000001,0.535,0.198,0.314,40.5,76.6,59.6,68.3,11.7,17.2,13.3,100.0,120.2,87.2
2010-2011,UTAH JAZZ,2010-12-11,240,36,81,5,16,20,23,11,26,19,9,3,11,27,0.532,0.475,0.198,0.284,25.6,76.5,48.1,52.8,10.2,7.5,10.8,100.0,110.4,117.2
2010-2011,DALLAS MAVERICKS,2010-12-11,240,33,66,14,26,23,28,8,32,24,7,5,18,19,0.6579999999999999,0.606,0.394,0.424,23.5,74.4,51.9,72.7,8.0,7.7,18.7,100.0,117.2,110.4
2010-2011,TORONTO RAPTORS,2010-12-11,240,44,70,9,14,23,29,4,28,22,9,9,18,18,0.725,0.693,0.2,0.414,14.3,65.1,45.1,50.0,9.5,12.3,17.9,100.0,126.2,122.0
2010-2011,DETROIT PISTONS,2010-12-11,240,47,89,6,16,16,23,15,24,30,9,2,12,25,0.585,0.562,0.18,0.258,34.9,85.7,54.9,63.8,9.5,3.6,10.8,100.0,122.0,126.2
2010-2011,CLEVELAND CAVALIERS,2010-12-11,240,35,82,6,17,19,22,8,25,18,8,2,9,16,0.518,0.463,0.207,0.268,17.4,71.4,40.7,51.4,8.8,3.7,8.9,100.0,104.0,120.4
2010-2011,HOUSTON ROCKETS,2010-12-11,240,39,80,12,26,20,23,10,38,20,4,5,15,21,0.61,0.563,0.325,0.28800000000000003,28.6,82.6,59.3,51.3,4.4,7.7,14.3,100.0,120.4,104.0
2010-2011,MEMPHIS GRIZZLIES,2010-12-11,240,33,79,4,11,14,18,9,22,20,16,3,17,19,0.483,0.443,0.139,0.228,23.7,61.1,41.9,60.6,18.0,5.2,16.4,100.0,94.3,93.2
2010-2011,LOS ANGELES CLIPPERS,2010-12-11,240,33,72,7,14,10,12,14,29,25,6,7,26,18,0.537,0.507,0.194,0.16699999999999998,38.9,76.3,58.1,75.8,6.7,10.3,25.2,100.0,93.2,94.3
2010-2011,MIAMI HEAT,2010-12-11,240,41,79,7,14,15,24,11,45,22,7,8,14,18,0.581,0.563,0.177,0.304,32.4,77.6,60.9,53.7,7.6,11.1,13.5,100.0,112.3,89.6
2010-2011,SACRAMENTO KINGS,2010-12-11,240,33,90,6,18,11,21,13,23,17,6,4,11,21,0.418,0.4,0.2,0.233,22.4,67.6,39.1,51.5,6.5,6.2,10.0,100.0,89.6,112.3
2010-2011,ORLANDO MAGIC,2010-12-12,240,36,75,6,23,16,26,11,43,17,3,2,9,22,0.544,0.52,0.307,0.34700000000000003,26.2,79.6,56.3,47.2,3.4,3.3,9.4,100.0,108.0,97.6
2010-2011,LOS ANGELES CLIPPERS,2010-12-12,240,32,84,4,23,17,25,11,31,22,4,3,8,22,0.447,0.405,0.274,0.298,20.4,73.8,43.8,68.8,4.6,5.8,7.8,100.0,97.6,108.0
2010-2011,LOS ANGELES LAKERS,2010-12-12,240,34,82,7,16,24,29,9,33,20,10,7,13,20,0.522,0.457,0.195,0.354,23.1,68.8,48.3,58.8,10.7,10.1,12.1,100.0,105.5,98.1
2010-2011,NEW JERSEY NETS,2010-12-12,240,36,89,4,20,16,19,15,30,17,5,7,14,27,0.472,0.4270000000000001,0.225,0.213,31.3,76.9,51.7,47.2,5.3,10.6,12.6,100.0,98.1,105.5
2010-2011,DENVER NUGGETS,2010-12-12,240,42,83,7,21,34,40,14,29,20,3,4,10,19,0.621,0.5479999999999999,0.253,0.482,35.9,78.4,56.6,47.6,3.2,6.9,9.0,100.0,133.0,137.3
2010-2011,NEW YORK KNICKS,2010-12-12,240,46,88,13,30,24,26,8,25,30,6,7,6,23,0.649,0.597,0.341,0.295,21.6,64.1,43.4,65.2,6.4,11.3,5.7,100.0,137.3,133.0
2010-2011,CLEVELAND CAVALIERS,2010-12-12,240,26,77,5,15,20,32,16,29,11,7,1,16,21,0.423,0.37,0.195,0.416,31.4,76.3,50.6,42.3,7.9,1.7,14.9,100.0,86.4,119.0
2010-2011,OKLAHOMA CITY THUNDER,2010-12-12,240,41,77,7,19,17,24,9,35,25,12,5,12,26,0.605,0.578,0.247,0.312,23.7,68.6,49.4,61.0,13.5,8.1,12.1,100.0,119.0,86.4
2010-2011,NEW ORLEANS HORNETS,2010-12-12,240,24,79,5,12,17,23,11,36,4,7,2,13,19,0.393,0.335,0.152,0.29100000000000004,20.4,85.7,49.0,16.7,7.7,3.3,12.7,100.0,76.8,96.6
2010-2011,PHILADELPHIA 76ERS,2010-12-12,240,33,77,7,17,15,22,6,43,24,5,4,14,20,0.508,0.474,0.221,0.28600000000000003,14.3,79.6,51.0,72.7,5.5,6.0,13.9,100.0,96.6,76.8
2010-2011,PORTLAND TRAIL BLAZERS,2010-12-12,240,33,87,5,15,7,11,20,27,19,4,6,14,18,0.425,0.408,0.172,0.126,38.5,64.3,50.0,57.6,4.8,10.5,13.2,100.0,94.2,114.8
2010-2011,SAN ANTONIO SPURS,2010-12-12,240,32,74,9,17,22,26,15,32,20,9,5,14,12,0.556,0.493,0.23,0.35100000000000003,35.7,61.5,50.0,62.5,10.9,6.9,14.1,100.0,114.8,94.2
2010-2011,INDIANA PACERS,2010-12-13,240,30,84,3,19,10,15,13,28,12,5,5,15,19,0.403,0.375,0.226,0.179,25.0,75.7,46.1,40.0,5.6,8.2,14.2,100.0,81.3,102.4
2010-2011,CHICAGO BULLS,2010-12-13,240,37,79,8,18,10,20,9,39,28,9,5,13,13,0.524,0.519,0.228,0.253,24.3,75.0,53.9,75.7,10.0,7.7,12.9,100.0,102.4,81.3
2010-2011,MILWAUKEE BUCKS,2010-12-13,240,40,84,9,13,14,20,11,29,23,7,3,11,23,0.555,0.53,0.155,0.238,25.6,76.3,49.4,57.5,7.7,5.4,10.6,100.0,113.9,109.5
2010-2011,DALLAS MAVERICKS,2010-12-13,240,37,76,5,20,20,27,9,32,28,4,7,13,18,0.563,0.52,0.263,0.355,23.7,74.4,50.6,75.7,4.4,9.9,12.9,100.0,109.5,113.9
2010-2011,PORTLAND TRAIL BLAZERS,2010-12-13,240,29,79,4,18,11,18,15,29,18,8,10,18,27,0.42,0.392,0.228,0.228,31.3,63.0,46.8,62.1,9.2,14.9,17.2,100.0,84.3,99.4
2010-2011,MEMPHIS GRIZZLIES,2010-12-13,240,31,81,6,14,18,26,17,33,15,11,5,14,17,0.465,0.42,0.173,0.321,37.0,68.8,53.2,48.4,12.7,8.2,13.2,100.0,99.4,84.3
2010-2011,NEW ORLEANS HORNETS,2010-12-13,240,28,67,1,13,27,34,10,30,14,5,1,12,29,0.512,0.425,0.194,0.507,26.3,78.9,52.6,50.0,6.1,1.8,12.8,100.0,102.4,117.0
2010-2011,MIAMI HEAT,2010-12-13,240,31,70,4,14,30,38,8,28,17,6,9,6,25,0.5539999999999999,0.471,0.2,0.5429999999999999,21.1,73.7,47.4,54.8,7.3,16.7,6.5,100.0,117.0,102.4
2010-2011,GOLDEN STATE WARRIORS,2010-12-13,240,32,81,11,25,20,31,18,28,18,8,1,19,23,0.502,0.463,0.309,0.383,37.5,73.7,53.5,56.3,8.5,1.6,16.7,100.0,101.0,114.8
2010-2011,UTAH JAZZ,2010-12-13,240,39,79,6,17,24,29,10,30,26,12,8,16,24,0.588,0.532,0.215,0.3670000000000001,26.3,62.5,46.5,66.7,12.8,14.3,14.8,100.0,114.8,101.0
2010-2011,TORONTO RAPTORS,2010-12-14,240,36,89,8,26,11,21,20,23,21,8,6,18,23,0.463,0.449,0.292,0.236,38.5,67.6,50.0,58.3,8.8,8.7,15.5,100.0,99.6,106.2
2010-2011,CHARLOTTE BOBCATS,2010-12-14,240,39,75,1,6,18,29,11,32,24,11,13,15,21,0.5529999999999999,0.527,0.08,0.387,32.4,61.5,50.0,61.5,12.0,20.6,14.6,100.0,106.2,99.6
2010-2011,ORLANDO MAGIC,2010-12-14,240,34,78,10,27,16,20,7,27,20,7,6,13,23,0.541,0.5,0.34600000000000003,0.256,17.5,79.4,45.9,58.8,7.6,11.1,13.0,100.0,102.1,120.5
2010-2011,DENVER NUGGETS,2010-12-14,240,43,80,11,26,14,19,7,33,24,5,2,14,15,0.628,0.606,0.325,0.238,20.6,82.5,54.1,55.8,5.4,3.9,13.7,100.0,120.5,102.1
2010-2011,ATLANTA HAWKS,2010-12-14,240,30,68,6,14,14,20,3,28,17,6,1,14,18,0.521,0.485,0.206,0.294,8.3,73.7,41.9,56.7,6.9,1.8,15.4,100.0,92.2,118.8
2010-2011,DETROIT PISTONS,2010-12-14,240,37,78,10,22,19,21,10,33,26,9,6,12,15,0.59,0.5379999999999999,0.282,0.269,26.3,91.7,58.1,70.3,10.4,11.1,12.1,100.0,118.8,92.2
2010-2011,MINNESOTA TIMBERWOLVES,2010-12-14,240,39,85,5,18,16,24,16,31,26,7,1,20,25,0.518,0.488,0.212,0.282,34.0,72.1,52.2,66.7,7.3,1.8,17.3,100.0,102.6,112.0
2010-2011,GOLDEN STATE WARRIORS,2010-12-14,240,39,77,11,22,19,31,12,31,21,9,3,17,20,0.596,0.578,0.28600000000000003,0.403,27.9,66.0,47.8,53.8,9.3,4.5,15.8,100.0,112.0,102.6
2010-2011,SACRAMENTO KINGS,2010-12-14,240,42,80,4,11,17,22,10,31,21,5,6,18,18,0.585,0.55,0.138,0.275,26.3,68.9,49.4,50.0,5.2,8.7,16.7,100.0,109.3,122.8
2010-2011,HOUSTON ROCKETS,2010-12-14,240,46,92,10,23,16,21,14,28,31,11,4,11,20,0.583,0.5539999999999999,0.25,0.228,31.1,73.7,50.6,67.4,11.4,5.8,9.8,100.0,122.8,109.3
2010-2011,PHILADELPHIA 76ERS,2010-12-14,240,30,74,6,16,16,19,5,31,20,3,4,12,20,0.498,0.446,0.21600000000000005,0.257,13.5,62.0,41.4,66.7,3.6,5.8,12.7,100.0,97.7,91.7
2010-2011,NEW JERSEY NETS,2010-12-14,240,28,82,4,13,17,24,19,32,13,6,5,11,18,0.416,0.366,0.159,0.293,38.0,86.5,58.6,46.4,7.1,8.6,10.6,100.0,91.7,97.7
2010-2011,LOS ANGELES LAKERS,2010-12-14,240,34,75,6,21,29,40,12,33,23,7,3,10,19,0.556,0.493,0.28,0.5329999999999999,30.8,63.5,49.5,67.6,8.1,4.2,9.7,100.0,118.5,102.4
2010-2011,WASHINGTON WIZARDS,2010-12-14,240,37,91,3,19,12,16,19,27,19,9,4,10,28,0.454,0.423,0.209,0.17600000000000002,36.5,69.2,50.5,51.4,10.4,7.4,9.3,100.0,102.4,118.5
2010-2011,PORTLAND TRAIL BLAZERS,2010-12-15,240,42,85,3,14,11,18,12,25,26,5,1,8,17,0.527,0.512,0.165,0.212,27.9,83.3,50.7,61.9,5.7,1.7,7.9,100.0,112.2,117.9
2010-2011,DALLAS MAVERICKS,2010-12-15,240,40,74,3,16,20,21,5,31,20,7,4,11,16,0.619,0.561,0.21600000000000005,0.284,16.7,72.1,49.3,50.0,8.0,5.6,11.7,100.0,117.9,112.2
2010-2011,LOS ANGELES LAKERS,2010-12-15,240,42,82,8,17,17,24,12,39,25,2,5,8,22,0.589,0.561,0.207,0.293,32.4,90.7,63.8,59.5,2.3,8.3,8.0,100.0,124.7,107.5
2010-2011,INDIANA PACERS,2010-12-15,240,38,81,6,21,12,16,4,25,23,3,6,6,16,0.534,0.506,0.259,0.198,9.3,67.6,36.3,60.5,3.4,9.2,6.4,100.0,107.5,124.7
2010-2011,CHARLOTTE BOBCATS,2010-12-15,240,28,68,5,10,19,26,5,30,15,7,7,20,20,0.504,0.449,0.147,0.382,13.2,83.3,47.3,53.6,7.4,10.4,20.1,100.0,84.0,118.7
2010-2011,MEMPHIS GRIZZLIES,2010-12-15,240,43,82,4,15,23,29,6,33,30,12,6,11,22,0.596,0.5489999999999999,0.183,0.354,16.7,86.8,52.7,69.8,12.6,10.3,10.4,100.0,118.7,84.0
2010-2011,CLEVELAND CAVALIERS,2010-12-15,240,35,87,9,33,16,20,10,28,19,6,0,8,28,0.496,0.454,0.379,0.23,21.7,75.7,45.8,54.3,6.7,0.0,7.7,100.0,105.3,112.0
2010-2011,MIAMI HEAT,2010-12-15,240,32,70,10,23,27,41,9,36,17,4,8,13,20,0.574,0.529,0.329,0.586,24.3,78.3,54.2,53.1,4.4,14.8,12.9,100.0,112.0,105.3
2010-2011,SACRAMENTO KINGS,2010-12-15,240,39,84,6,20,7,12,9,32,19,5,2,15,25,0.51,0.5,0.238,0.14300000000000002,23.1,71.1,48.8,48.7,5.6,3.0,14.4,100.0,101.1,104.4
2010-2011,NEW ORLEANS HORNETS,2010-12-15,240,34,78,4,11,22,30,13,30,25,5,6,11,19,0.515,0.462,0.141,0.385,28.9,76.9,51.2,73.5,5.6,9.4,10.8,100.0,104.4,101.1
2010-2011,BOSTON CELTICS,2010-12-15,240,45,86,7,14,21,21,11,28,26,11,2,13,19,0.619,0.564,0.163,0.244,29.7,75.7,52.7,57.8,11.4,3.4,12.0,100.0,122.4,120.3
2010-2011,NEW YORK KNICKS,2010-12-15,240,43,81,9,23,21,26,9,26,19,5,5,17,18,0.627,0.586,0.284,0.321,24.3,70.3,47.3,44.2,5.2,6.9,15.5,100.0,120.3,122.4
2010-2011,HOUSTON ROCKETS,2010-12-15,240,38,82,9,22,20,28,9,19,22,13,4,10,21,0.557,0.518,0.268,0.341,21.4,70.4,40.6,57.9,14.3,6.7,9.6,100.0,115.3,128.4
2010-2011,OKLAHOMA CITY THUNDER,2010-12-15,240,41,71,7,11,28,29,8,33,25,7,2,16,25,0.698,0.627,0.155,0.408,29.6,78.6,59.4,61.0,7.7,3.3,16.0,100.0,128.4,115.3
2010-2011,LOS ANGELES CLIPPERS,2010-12-15,240,33,83,5,19,20,27,14,34,16,3,4,14,18,0.48,0.428,0.229,0.325,35.9,68.0,53.9,48.5,3.4,5.4,12.9,100.0,104.4,120.5
2010-2011,PHILADELPHIA 76ERS,2010-12-15,240,40,91,6,17,19,23,16,25,22,7,9,3,17,0.519,0.473,0.187,0.253,32.0,64.1,46.1,55.0,8.0,14.1,2.9,100.0,120.5,104.4
2010-2011,MINNESOTA TIMBERWOLVES,2010-12-15,240,50,93,8,22,14,19,8,31,30,9,5,16,22,0.602,0.581,0.237,0.204,20.0,68.9,45.9,60.0,8.6,8.3,13.6,100.0,116.6,122.3
2010-2011,PHOENIX SUNS,2010-12-15,240,44,87,15,27,25,33,14,32,32,7,2,16,19,0.63,0.5920000000000001,0.31,0.379,31.1,80.0,54.1,72.7,6.7,2.8,13.6,100.0,122.3,116.6
2010-2011,MILWAUKEE BUCKS,2010-12-15,240,35,79,6,11,14,16,7,33,17,8,10,15,18,0.523,0.481,0.139,0.203,16.3,91.7,50.6,48.6,8.6,16.4,14.8,100.0,96.9,99.0
2010-2011,SAN ANTONIO SPURS,2010-12-15,240,36,69,3,8,17,25,3,36,24,5,10,17,20,0.575,0.5429999999999999,0.116,0.362,8.3,83.7,49.4,66.7,5.4,14.7,17.5,100.0,99.0,96.9
