team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
HOUSTON ROCKETS,2015-03-17,240,39,78,11,27,18,27,12,35,27,7,6,14,14,0.595,0.571,0.346,0.346,30,74.5,54,69.2,7.7,9,13.5,100,117.5,103.2
CHARLOTTE HORNETS,2015-03-17,240,32,79,5,14,23,29,9,34,20,6,4,13,23,0.501,0.437,0.177,0.367,19.6,82.9,49.4,62.5,6.4,7.5,12.4,100,98.8,106.3
LOS ANGELES CLIPPERS,2015-03-17,240,35,77,9,24,20,28,7,37,24,7,4,12,26,0.554,0.513,0.312,0.364,17.1,80.4,50.6,68.6,7.5,6.2,11.8,100,106.3,98.8
MILWAUKEE BUCKS,2015-03-17,240,32,86,4,20,16,21,9,40,20,4,12,10,22,0.441,0.395,0.233,0.244,18.4,80,49.5,62.5,4.2,20.7,9.5,100,89.1,90.1
NEW ORLEANS PELICANS,2015-03-17,240,29,83,8,25,19,26,10,40,26,6,6,13,20,0.45,0.398,0.301,0.313,20,81.6,50.5,89.7,6.4,9.1,12.1,100,90.1,89.1
SAN ANTONIO SPURS,2015-03-17,265,36,94,3,14,25,30,15,34,17,7,5,11,20,0.466,0.399,0.149,0.319,30,69.4,49.5,47.2,7.2,6.5,9.3,100,102.7,106.8
NEW YORK KNICKS,2015-03-17,265,41,91,3,14,19,27,15,35,22,7,10,11,20,0.505,0.467,0.154,0.297,30.6,70,50.5,53.7,7.2,12.5,9.7,100,106.8,102.7
INDIANA PACERS,2015-03-18,240,32,81,6,19,16,21,5,33,16,3,8,9,23,0.477,0.432,0.235,0.259,10.4,78.6,42.2,50,3.2,13.8,9.1,100,91.9,110.1
CHICAGO BULLS,2015-03-18,240,34,82,10,24,25,28,9,43,22,6,4,12,23,0.546,0.476,0.293,0.341,21.4,89.6,57.8,64.7,6.4,6.5,11.3,100,110.1,91.9
BROOKLYN NETS,2015-03-18,240,36,80,5,20,15,21,8,24,23,7,5,11,19,0.515,0.481,0.25,0.263,20,68.6,42.7,63.9,7.8,9.4,11,100,103.1,131.1
CLEVELAND CAVALIERS,2015-03-18,240,45,82,15,29,12,20,11,32,32,2,3,11,17,0.644,0.64,0.354,0.244,31.4,80,57.3,71.1,2.2,5,10.8,100,131.1,103.1
ORLANDO MAGIC,2015-03-18,240,40,87,9,28,13,14,11,30,28,12,5,18,24,0.547,0.511,0.322,0.161,25.6,78.9,50.6,70,12.1,10.2,16.2,100,103,108
DALLAS MAVERICKS,2015-03-18,240,39,80,13,31,16,24,8,32,28,7,6,20,16,0.591,0.569,0.388,0.3,21.1,74.4,49.4,71.8,7.1,10.2,18.1,100,108,103
ATLANTA HAWKS,2015-03-18,240,31,87,8,22,25,30,15,29,24,14,4,15,20,0.474,0.402,0.253,0.345,30.6,74.4,50,77.4,14.4,7.4,13,100,97.6,117.1
GOLDEN STATE WARRIORS,2015-03-18,240,44,84,14,30,12,20,10,34,39,8,7,18,23,0.614,0.607,0.357,0.238,25.6,69.4,50,88.6,8.2,10.8,16.2,100,117.1,97.6
PORTLAND TRAIL BLAZERS,2015-03-18,240,41,81,10,26,12,21,13,32,22,3,2,15,15,0.576,0.568,0.321,0.259,32.5,80,56.3,53.7,3.3,2.6,14.3,100,114.1,118.5
MIAMI HEAT,2015-03-18,240,46,87,7,10,9,14,8,27,21,7,7,8,18,0.58,0.569,0.115,0.161,20,67.5,43.8,45.7,7.7,12.7,7.9,100,118.5,114.1
SAN ANTONIO SPURS,2015-03-18,240,38,76,8,20,30,38,3,31,27,9,6,8,19,0.615,0.553,0.263,0.5,8.6,73.8,44.2,71.1,9.7,9.1,7.9,100,122.7,110.9
MILWAUKEE BUCKS,2015-03-18,240,39,80,7,14,18,24,11,32,28,5,4,12,26,0.569,0.531,0.175,0.3,26.2,91.4,55.8,71.8,5.4,7.1,11.7,100,110.9,122.7
BOSTON CELTICS,2015-03-18,240,44,84,13,34,17,28,11,28,32,10,5,20,28,0.613,0.601,0.405,0.333,28.2,60.9,45.9,72.7,9.8,7.2,17.2,100,116,119.9
OKLAHOMA CITY THUNDER,2015-03-18,240,42,88,5,19,33,39,18,28,19,12,2,16,26,0.58,0.506,0.216,0.443,39.1,71.8,54.1,45.2,11.8,4,13.2,100,119.9,116
DETROIT PISTONS,2015-03-18,240,29,88,8,26,17,19,18,33,18,8,7,18,18,0.431,0.375,0.295,0.216,37.5,73.3,54.8,62.1,8.8,12.3,15.7,100,91,103.1
PHILADELPHIA 76ERS,2015-03-18,240,36,84,11,27,11,18,12,30,25,12,10,15,21,0.511,0.494,0.321,0.214,26.7,62.5,45.2,69.4,13.2,16.1,14,100,103.1,91
LOS ANGELES CLIPPERS,2015-03-18,240,45,88,17,37,9,13,8,28,27,5,6,11,23,0.619,0.608,0.42,0.148,18.6,75.7,45,60,5.4,9.7,10.5,100,124.2,112.4
SACRAMENTO KINGS,2015-03-18,240,38,79,3,17,26,32,9,35,18,7,0,10,18,0.564,0.5,0.215,0.405,24.3,81.4,55,47.4,7.5,0,9.7,100,112.4,124.2
MINNESOTA TIMBERWOLVES,2015-03-18,240,42,87,6,17,10,15,12,33,21,7,4,18,20,0.534,0.517,0.195,0.172,27.9,80.5,53.6,50,7.4,8,16.1,100,105.2,110.4
TORONTO RAPTORS,2015-03-18,240,35,79,12,29,23,27,8,31,25,6,3,12,15,0.578,0.519,0.367,0.342,19.5,72.1,46.4,71.4,6.3,4.3,11.7,100,110.4,105.2
WASHINGTON WIZARDS,2015-03-18,240,33,63,6,11,16,23,6,35,16,4,3,21,21,0.602,0.571,0.175,0.365,21.4,71.4,53.2,48.5,4.6,5,22.3,100,102.2,97.5
UTAH JAZZ,2015-03-18,240,34,82,4,22,12,24,14,22,21,9,5,9,19,0.454,0.439,0.268,0.293,28.6,78.6,46.8,61.8,10.5,9.6,8.9,100,97.5,102.2
DENVER NUGGETS,2015-03-19,240,42,93,13,36,11,19,6,36,23,8,3,15,28,0.533,0.522,0.387,0.204,13.3,78.3,46.2,54.8,7.5,5.7,12.9,100,101.6,111
HOUSTON ROCKETS,2015-03-19,240,37,83,12,30,32,40,10,39,27,8,4,16,19,0.586,0.518,0.361,0.482,21.7,86.7,53.8,73,7.5,7,13.7,100,111,101.6
UTAH JAZZ,2015-03-19,240,25,62,9,25,21,31,2,34,19,11,8,14,17,0.529,0.476,0.403,0.5,5.6,79.1,45.6,76,12.7,12.1,15.6,100,92.1,84.1
LOS ANGELES LAKERS,2015-03-19,240,31,77,3,11,8,17,9,34,20,9,3,14,22,0.432,0.422,0.143,0.221,20.9,94.4,54.4,64.5,10.4,8.1,14.2,100,84.1,92.1
MINNESOTA TIMBERWOLVES,2015-03-19,265,34,83,2,12,25,30,11,32,12,10,8,16,12,0.494,0.422,0.145,0.361,22.9,72.7,46.7,35.3,10.1,10.4,14.3,100,95.8,92.8
NEW YORK KNICKS,2015-03-19,265,40,97,4,20,8,10,12,37,22,9,5,15,18,0.454,0.433,0.206,0.103,27.3,77.1,53.3,55,9.1,7,12.9,100,92.8,95.8
NEW ORLEANS PELICANS,2015-03-19,240,31,83,5,18,5,10,9,36,19,4,4,9,18,0.412,0.404,0.217,0.12,17.3,72,44.1,61.3,4.6,6.6,9.3,100,83,85.3
PHOENIX SUNS,2015-03-19,240,29,83,2,22,14,21,14,43,11,5,8,12,15,0.401,0.361,0.265,0.253,28,82.7,55.9,37.9,5.8,12.3,11.5,100,85.3,83
MILWAUKEE BUCKS,2015-03-20,315,49,129,8,16,21,29,38,43,23,11,9,17,31,0.448,0.411,0.124,0.225,50.7,72.9,60.4,46.9,9.5,11,10.7,100,109.4,111.1
BROOKLYN NETS,2015-03-20,315,46,107,11,25,26,34,16,37,31,9,7,15,25,0.529,0.481,0.234,0.318,27.1,49.3,39.6,67.4,7.8,6.2,11,100,111.1,109.4
TORONTO RAPTORS,2015-03-20,240,30,79,10,25,22,26,12,24,20,6,4,6,19,0.509,0.443,0.316,0.329,26.1,64.9,43.4,66.7,7.2,7.8,6.2,100,111.1,130.4
CHICAGO BULLS,2015-03-20,240,42,79,9,28,15,17,13,34,32,4,7,12,21,0.624,0.589,0.354,0.215,35.1,73.9,56.6,76.2,4.8,13,12.2,100,130.4,111.1
INDIANA PACERS,2015-03-20,240,36,84,8,20,12,13,9,33,23,5,6,8,20,0.513,0.476,0.238,0.155,20.9,75,48.3,63.9,5.8,10.7,8.2,100,106.2,109.7
CLEVELAND CAVALIERS,2015-03-20,240,35,82,9,26,16,21,11,34,18,4,6,9,16,0.521,0.482,0.317,0.256,25,79.1,51.7,51.4,4.6,9.4,9,100,109.7,106.2
MEMPHIS GRIZZLIES,2015-03-20,240,41,77,8,18,22,32,6,32,19,7,3,15,30,0.615,0.584,0.234,0.416,15.8,78,48.1,46.3,7.1,5.6,14.1,100,114.1,102.9
DALLAS MAVERICKS,2015-03-20,240,34,76,8,22,25,36,9,32,14,6,3,17,29,0.55,0.5,0.289,0.474,22,84.2,51.9,41.2,6.1,5.1,15.6,100,102.9,114.1
NEW ORLEANS PELICANS,2015-03-20,240,33,77,11,22,19,22,9,33,22,4,3,20,17,0.554,0.5,0.286,0.286,23.1,73.3,50,66.7,4.2,4.3,18.7,100,101.3,118.2
GOLDEN STATE WARRIORS,2015-03-20,240,44,88,5,19,19,23,12,30,29,9,6,10,19,0.571,0.528,0.216,0.261,26.7,76.9,50,65.9,9.5,10.9,9.2,100,118.2,101.3
WASHINGTON WIZARDS,2015-03-20,240,37,86,6,19,19,23,8,28,27,6,2,9,16,0.515,0.465,0.221,0.267,17.4,77.8,43.9,73,6.2,3.2,8.6,100,103.1,117.6
LOS ANGELES CLIPPERS,2015-03-20,240,45,86,12,23,11,17,8,38,33,5,6,14,21,0.604,0.593,0.267,0.198,22.2,82.6,56.1,73.3,5.2,9,13,100,117.6,103.1
DENVER NUGGETS,2015-03-20,240,37,79,7,27,10,19,10,25,21,11,7,16,20,0.521,0.513,0.342,0.241,22.7,71.4,44.3,56.8,11.9,10.8,15.5,100,98.2,116.5
MIAMI HEAT,2015-03-20,240,43,81,7,16,15,19,10,34,23,8,7,16,17,0.604,0.574,0.198,0.235,28.6,77.3,55.7,53.5,8.6,13.5,15.2,100,116.5,98.2
ATLANTA HAWKS,2015-03-20,240,41,82,13,29,20,25,7,27,20,9,4,11,16,0.618,0.579,0.354,0.305,17.1,73,43.6,48.8,9.5,7.4,10.6,100,121,129.4
OKLAHOMA CITY THUNDER,2015-03-20,240,43,84,13,30,24,26,10,34,26,6,6,12,19,0.644,0.589,0.357,0.31,27,82.9,56.4,60.5,6.3,11.3,11.2,100,129.4,121
PORTLAND TRAIL BLAZERS,2015-03-20,240,38,80,7,24,21,24,11,33,13,4,2,13,19,0.574,0.519,0.3,0.3,25.6,64.7,46.8,34.2,4.4,2.4,12.6,100,114,121.7
ORLANDO MAGIC,2015-03-20,240,43,94,5,12,20,24,18,32,22,9,1,7,22,0.531,0.484,0.128,0.255,35.3,74.4,53.2,51.2,9.9,1.8,6.3,100,121.7,114
NEW YORK KNICKS,2015-03-20,240,25,69,8,16,23,26,7,30,16,7,8,18,16,0.503,0.42,0.232,0.377,17.1,66.7,43,64,7.9,13.8,18.3,100,92,110.1
PHILADELPHIA 76ERS,2015-03-20,240,37,88,11,30,12,15,15,34,23,11,7,11,20,0.513,0.483,0.341,0.17,33.3,82.9,57,62.2,12.5,13.2,10.4,100,110.1,92
CHARLOTTE HORNETS,2015-03-20,240,36,91,6,18,13,16,7,29,16,10,3,13,18,0.464,0.429,0.198,0.176,15.9,72.5,42.9,44.4,10.1,5.3,11.7,100,91.9,102
SACRAMENTO KINGS,2015-03-20,240,37,78,9,21,18,25,11,37,21,4,3,21,17,0.567,0.532,0.269,0.321,27.5,84.1,57.1,56.8,4,4.1,19.1,100,102,91.9
BOSTON CELTICS,2015-03-20,240,35,88,5,20,14,20,14,33,19,10,2,15,19,0.46,0.426,0.227,0.227,26.9,82.5,51.1,54.3,10.5,3.4,13.4,100,93.3,105.8
SAN ANTONIO SPURS,2015-03-20,240,38,81,5,23,20,23,7,38,31,11,4,13,14,0.554,0.5,0.284,0.284,17.5,73.1,48.9,81.6,11.5,5.9,12.5,100,105.8,93.3
CHICAGO BULLS,2015-03-21,240,33,77,6,21,19,24,8,37,22,2,1,11,11,0.52,0.468,0.273,0.312,17.4,86,50.6,66.7,2.2,1.6,11.2,100,100.8,118.5
DETROIT PISTONS,2015-03-21,240,44,90,11,26,8,10,6,38,28,9,6,4,20,0.567,0.55,0.289,0.111,14,82.6,49.4,63.6,10,10.7,4.1,100,118.5,100.8
UTAH JAZZ,2015-03-21,240,32,73,10,22,17,21,8,27,19,5,2,15,19,0.553,0.507,0.301,0.288,21.1,79.4,48.6,59.4,5.7,3.3,15.4,100,103,119.9
GOLDEN STATE WARRIORS,2015-03-21,240,38,78,8,18,22,26,7,30,25,11,3,10,17,0.593,0.538,0.231,0.333,20.6,78.9,51.4,65.8,12.4,5.9,10.1,100,119.9,103
PHOENIX SUNS,2015-03-21,240,46,92,8,15,17,24,14,35,20,10,5,14,16,0.57,0.543,0.163,0.261,30.4,89.7,57.6,43.5,9.7,9.4,12,100,113.9,99.3
HOUSTON ROCKETS,2015-03-21,240,41,87,10,34,10,12,4,32,28,7,5,18,21,0.553,0.529,0.391,0.138,10.3,69.6,42.4,68.3,6.8,6.5,16.3,100,99.3,113.9
BROOKLYN NETS,2015-03-21,240,46,75,6,12,25,31,3,32,21,4,4,8,18,0.694,0.653,0.16,0.413,9.7,74.4,47.3,45.7,4.3,6,8.3,100,132.1,119.2
INDIANA PACERS,2015-03-21,240,45,90,8,23,13,18,11,28,22,3,2,9,23,0.567,0.544,0.256,0.2,25.6,90.3,52.7,48.9,3.2,3.2,8.4,100,119.2,132.1
PORTLAND TRAIL BLAZERS,2015-03-21,240,33,76,6,22,14,15,5,39,15,6,3,17,17,0.521,0.474,0.289,0.197,12.8,78,49.4,45.5,6.4,4.2,17.1,100,92.3,104.2
MEMPHIS GRIZZLIES,2015-03-21,240,37,89,11,18,12,16,11,34,21,10,1,10,16,0.505,0.478,0.202,0.18,22,87.2,50.6,56.8,10.7,1.9,9.4,100,104.2,92.3
SAN ANTONIO SPURS,2015-03-22,240,46,82,7,17,15,17,10,33,30,8,4,16,14,0.637,0.604,0.207,0.207,30.3,84.6,59.7,65.2,8.6,7.1,15.2,100,121.9,101.6
ATLANTA HAWKS,2015-03-22,240,38,80,12,24,7,7,6,23,25,13,2,18,15,0.572,0.55,0.3,0.088,15.4,69.7,40.3,65.8,13.9,3.1,17.8,100,101.6,121.9
DETROIT PISTONS,2015-03-22,265,39,89,9,26,18,30,11,45,24,5,10,14,21,0.514,0.489,0.292,0.337,21.2,71.4,48.7,61.5,4.8,12.8,12,100,101,93.3
BOSTON CELTICS,2015-03-22,265,38,105,8,27,13,17,18,41,24,7,5,13,23,0.431,0.4,0.257,0.162,28.6,78.8,51.3,63.2,6.7,7.9,10.4,100,93.3,101
NEW ORLEANS PELICANS,2015-03-22,240,38,75,12,22,12,16,9,32,21,7,4,18,21,0.609,0.587,0.293,0.213,25.7,66.7,49.4,55.3,7.7,5.9,18,100,109.9,117.6
LOS ANGELES CLIPPERS,2015-03-22,240,42,91,7,23,16,23,16,26,25,10,7,10,17,0.529,0.5,0.253,0.253,33.3,74.3,50.6,59.5,11,13.2,9,100,117.6,109.9
PHILADELPHIA 76ERS,2015-03-22,240,32,89,9,27,14,21,13,26,22,4,6,8,21,0.443,0.41,0.303,0.236,25,66.7,42.9,68.8,4.5,9,7.5,100,97.8,113.5
LOS ANGELES LAKERS,2015-03-22,240,39,81,5,14,18,22,13,39,21,4,9,13,21,0.557,0.512,0.173,0.272,33.3,75,57.1,53.8,4.5,14.5,12.5,100,113.5,97.8
CLEVELAND CAVALIERS,2015-03-22,240,42,84,13,31,11,16,9,27,22,14,1,13,12,0.593,0.577,0.369,0.19,21.4,81.8,48,52.4,15,1.7,12.5,100,116,96.7
MILWAUKEE BUCKS,2015-03-22,240,38,70,3,12,11,14,6,33,23,10,5,23,14,0.591,0.564,0.171,0.2,18.2,78.6,52,60.5,10.7,9.4,23.2,100,96.7,116
CHARLOTTE HORNETS,2015-03-22,240,45,89,6,18,13,16,13,29,21,8,3,7,16,0.567,0.539,0.202,0.18,31,90.6,56.8,46.7,9,4.8,6.8,100,122.5,110.2
MINNESOTA TIMBERWOLVES,2015-03-22,240,41,74,4,11,12,16,3,29,24,5,1,13,17,0.605,0.581,0.149,0.216,9.4,69,43.2,58.5,5.6,1.4,13.8,100,110.2,122.5
MIAMI HEAT,2015-03-22,240,32,81,3,18,8,15,13,28,13,7,6,18,15,0.428,0.414,0.222,0.185,30.2,57.1,44.6,40.6,7.8,8.3,17,100,84.1,104.2
OKLAHOMA CITY THUNDER,2015-03-22,240,40,90,6,18,7,13,21,30,25,11,7,17,17,0.486,0.478,0.2,0.144,42.9,69.8,55.4,62.5,12.3,11.1,15.1,100,104.2,84.1
DENVER NUGGETS,2015-03-22,240,42,90,12,28,23,30,18,31,30,11,6,13,19,0.577,0.533,0.311,0.333,38.3,73.8,55.1,71.4,11.4,8.8,11.2,100,123.4,103.7
ORLANDO MAGIC,2015-03-22,240,41,85,4,17,14,17,11,29,26,7,4,18,26,0.541,0.506,0.2,0.2,26.2,61.7,44.9,63.4,7.3,6.5,16.3,100,103.7,123.4
DALLAS MAVERICKS,2015-03-22,240,37,96,5,19,13,22,15,25,21,9,1,12,22,0.435,0.411,0.198,0.229,27.3,73.5,44.9,56.8,9.3,1.8,10.2,100,95.2,101.4
PHOENIX SUNS,2015-03-22,240,39,76,6,21,14,23,9,40,22,10,7,19,23,0.569,0.553,0.276,0.303,26.5,72.7,55.1,56.4,10.3,9.1,18.1,100,101.4,95.2
WASHINGTON WIZARDS,2015-03-22,240,35,87,3,17,13,18,16,28,21,7,3,16,18,0.453,0.42,0.195,0.207,34.8,87.5,56.4,60,7.4,4.8,14.4,100,90.6,114.8
SACRAMENTO KINGS,2015-03-22,240,40,79,8,17,21,23,4,30,24,12,2,16,17,0.612,0.557,0.215,0.291,12.5,65.2,43.6,60,12.6,2.9,15.2,100,114.8,90.6
NEW YORK KNICKS,2015-03-22,240,35,84,8,19,11,16,12,26,24,9,4,11,23,0.489,0.464,0.226,0.19,25,76.5,46.3,68.6,9.9,6.3,10.8,100,97.9,116.6
TORONTO RAPTORS,2015-03-22,240,39,75,4,11,24,29,8,36,22,4,1,16,14,0.604,0.547,0.147,0.387,23.5,75,53.7,56.4,4.4,1.5,15.4,100,116.6,97.9
BOSTON CELTICS,2015-03-23,240,47,92,6,22,10,14,8,39,25,7,4,9,21,0.56,0.543,0.239,0.152,20,70.9,49.5,53.2,7.3,5.6,8.4,100,115,95.2
BROOKLYN NETS,2015-03-23,240,32,89,1,17,26,30,16,32,15,7,5,11,13,0.445,0.365,0.191,0.337,29.1,80,50.5,46.9,7.3,7.1,9.7,100,95.2,115
CHARLOTTE HORNETS,2015-03-23,240,28,81,8,20,22,28,11,40,11,2,8,10,25,0.461,0.395,0.247,0.346,21.6,87,52.6,39.3,2.2,12.1,9.7,100,93.8,106.9
CHICAGO BULLS,2015-03-23,240,37,82,3,16,21,29,6,40,21,5,7,6,20,0.517,0.47,0.195,0.354,13,78.4,47.4,56.8,5.5,11.5,6,100,106.9,93.8
WASHINGTON WIZARDS,2015-03-23,240,27,81,3,11,19,26,5,33,15,5,2,11,15,0.411,0.352,0.136,0.321,10.4,63.5,38,55.6,5.3,3.2,10.6,100,80.5,113.3
GOLDEN STATE WARRIORS,2015-03-23,240,39,95,13,33,16,21,19,43,23,9,6,11,14,0.513,0.479,0.347,0.221,36.5,89.6,62,59,9.5,8.6,9.5,100,113.3,80.5
HOUSTON ROCKETS,2015-03-23,240,31,65,13,24,35,37,4,31,16,11,5,19,25,0.677,0.577,0.369,0.569,14.3,66,46.7,51.6,11.5,7.6,18.9,100,115.2,104.7
INDIANA PACERS,2015-03-23,240,40,90,8,24,12,19,16,24,21,7,5,18,23,0.508,0.489,0.267,0.211,34,85.7,53.3,52.5,7.3,12.2,15.5,100,104.7,115.2
MEMPHIS GRIZZLIES,2015-03-23,240,41,79,7,12,14,19,9,30,22,4,2,10,19,0.59,0.563,0.152,0.241,23.7,78.9,51.3,53.7,4.5,3.4,10.3,100,116.5,92.7
NEW YORK KNICKS,2015-03-23,240,32,76,4,18,14,17,8,29,22,4,6,17,18,0.491,0.447,0.237,0.224,21.1,76.3,48.7,68.8,4.5,9,16.9,100,92.7,116.5
MINNESOTA TIMBERWOLVES,2015-03-23,265,37,78,12,19,20,25,11,26,19,10,4,19,23,0.596,0.551,0.244,0.321,30.6,55.3,44.6,51.4,10.7,6.8,17.6,100,113.6,111.5
UTAH JAZZ,2015-03-23,265,38,87,9,28,19,31,21,25,21,11,11,17,20,0.517,0.489,0.322,0.356,44.7,69.4,55.4,55.3,11.8,18.6,14.5,100,111.5,113.6
SAN ANTONIO SPURS,2015-03-24,240,36,85,8,28,14,18,9,34,16,12,5,16,20,0.506,0.471,0.329,0.212,18.8,77.3,46.7,44.4,12.3,7.7,14.7,100,96.1,103.3
DALLAS MAVERICKS,2015-03-24,240,42,87,7,22,10,13,10,39,21,6,2,16,19,0.545,0.523,0.253,0.149,22.7,81.3,53.3,50,6.1,3.5,14.7,100,103.3,96.1
TORONTO RAPTORS,2015-03-24,240,35,75,7,23,27,29,12,31,19,2,4,12,20,0.593,0.513,0.307,0.387,35.3,60.8,50.6,54.3,2.3,6.3,12,100,121.7,126.4
DETROIT PISTONS,2015-03-24,240,40,93,12,29,16,24,20,22,26,5,3,7,21,0.521,0.495,0.312,0.258,39.2,64.7,49.4,65,5.9,5.8,6.3,100,126.4,121.7
MIAMI HEAT,2015-03-24,240,33,75,8,19,14,18,8,26,18,11,4,18,20,0.531,0.493,0.253,0.24,19.5,56.5,39.1,54.5,12.1,5.7,17.8,100,97,98.1
MILWAUKEE BUCKS,2015-03-24,240,36,87,4,17,13,17,20,33,25,8,9,20,23,0.471,0.437,0.195,0.195,43.5,80.5,60.9,69.4,8.8,16.1,17.5,100,98.1,97
LOS ANGELES LAKERS,2015-03-24,240,44,85,9,19,20,27,8,20,22,10,7,10,17,0.604,0.571,0.224,0.318,18.2,60.6,36.4,50,10.4,10.8,9.4,100,121.2,131.6
OKLAHOMA CITY THUNDER,2015-03-24,240,48,86,11,21,20,23,13,36,29,7,2,16,20,0.661,0.622,0.244,0.267,39.4,81.8,63.6,60.4,7.3,3,14.3,100,131.6,121.2
GOLDEN STATE WARRIORS,2015-03-24,240,50,83,12,26,10,11,6,40,37,4,5,13,18,0.694,0.675,0.313,0.133,20.7,76.9,56.8,74,4.2,8.6,12.9,100,128.7,113.9
PORTLAND TRAIL BLAZERS,2015-03-24,240,39,92,15,34,15,19,12,23,23,9,2,10,14,0.538,0.505,0.37,0.207,23.1,79.3,43.2,59,9.5,3.5,9.1,100,113.9,128.7
PHILADELPHIA 76ERS,2015-03-24,240,40,81,13,28,13,21,7,37,18,6,11,20,29,0.587,0.574,0.346,0.259,18.9,64.9,46.8,45,6,14.3,18.1,100,106,107
SACRAMENTO KINGS,2015-03-24,240,35,97,7,20,30,38,20,30,21,10,9,10,20,0.47,0.397,0.206,0.392,35.1,81.1,53.2,60,10,17,8.1,100,107,106
MIAMI HEAT,2015-03-25,240,34,77,9,24,16,23,8,30,23,7,6,16,28,0.534,0.5,0.312,0.299,19.5,75,46.9,67.6,7.7,12,15.5,100,102.2,94.5
BOSTON CELTICS,2015-03-25,240,28,69,5,19,25,37,10,33,16,8,4,16,25,0.504,0.442,0.275,0.536,25,80.5,53.1,57.1,8.8,7.5,15.8,100,94.5,102.2
BROOKLYN NETS,2015-03-25,240,39,91,3,14,10,11,5,41,28,6,8,9,18,0.475,0.445,0.154,0.121,10.9,80.4,47.4,71.8,6.1,10.1,8.6,100,92.5,89.4
CHARLOTTE HORNETS,2015-03-25,240,36,91,3,12,13,20,10,41,23,4,7,11,17,0.441,0.412,0.132,0.22,19.6,89.1,52.6,63.9,4.1,9.1,9.9,100,89.4,92.5
PHILADELPHIA 76ERS,2015-03-25,240,35,84,14,34,15,22,13,36,17,14,12,16,22,0.528,0.5,0.405,0.262,26.5,73.5,50,48.6,14.7,21.8,14.6,100,104.2,89.4
DENVER NUGGETS,2015-03-25,240,29,84,8,29,19,27,13,36,13,8,4,16,22,0.443,0.393,0.345,0.321,26.5,73.5,50,44.8,8.4,8,14.3,100,89.4,104.2
CLEVELAND CAVALIERS,2015-03-25,240,43,84,14,34,11,13,11,38,30,6,5,18,18,0.619,0.595,0.405,0.155,32.4,80.9,60.5,69.8,6.6,7.4,16.7,100,121.6,97.5
MEMPHIS GRIZZLIES,2015-03-25,240,37,85,4,17,11,16,9,23,18,9,6,8,15,0.483,0.459,0.2,0.188,19.1,67.6,39.5,48.6,9.9,12,8,100,97.5,121.6
LOS ANGELES LAKERS,2015-03-25,265,39,92,6,26,17,18,14,34,21,8,4,16,23,0.505,0.457,0.283,0.196,31.1,79.1,54.5,53.8,8.2,7.1,13.8,100,103.9,101.8
MINNESOTA TIMBERWOLVES,2015-03-25,265,33,78,6,22,27,30,9,31,14,8,5,17,16,0.543,0.462,0.282,0.385,20.9,68.9,45.5,42.4,8.2,7.6,15.7,100,101.8,103.9
HOUSTON ROCKETS,2015-03-25,240,40,81,6,22,9,12,12,31,29,7,4,18,22,0.551,0.531,0.272,0.148,32.4,72.1,53.8,72.5,7.9,6.7,17.3,100,106.7,104.4
NEW ORLEANS PELICANS,2015-03-25,240,34,75,5,15,20,32,12,25,20,8,9,13,16,0.522,0.487,0.2,0.427,27.9,67.6,46.3,58.8,9,15.3,12.7,100,104.4,106.7
LOS ANGELES CLIPPERS,2015-03-25,240,44,78,11,28,12,18,6,33,31,12,7,15,17,0.646,0.635,0.359,0.231,18.2,82.5,53.4,70.5,12.4,11.9,14.9,100,114.9,82.8
NEW YORK KNICKS,2015-03-25,240,29,82,5,23,17,19,7,27,14,8,3,20,15,0.443,0.384,0.28,0.232,17.5,81.8,46.6,48.3,8.3,6,18.1,100,82.8,114.9
ATLANTA HAWKS,2015-03-25,240,39,90,10,31,7,10,12,33,21,9,8,13,17,0.503,0.489,0.344,0.111,27.3,76.7,51.7,53.8,9.8,12.9,12.1,100,103.4,90.4
ORLANDO MAGIC,2015-03-25,240,32,78,3,16,16,20,10,32,19,7,3,17,14,0.478,0.429,0.205,0.256,23.3,72.7,48.3,59.4,7.6,5.1,16.4,100,90.4,103.4
SACRAMENTO KINGS,2015-03-25,240,40,81,8,21,20,23,8,35,27,8,3,19,24,0.593,0.543,0.259,0.284,20,71.4,48.3,67.5,8,4.8,17.3,100,107.5,98.6
PHOENIX SUNS,2015-03-25,240,38,87,6,25,17,26,14,32,16,10,6,18,19,0.503,0.471,0.287,0.299,28.6,80,51.7,42.1,10,10,15.5,100,98.6,107.5
OKLAHOMA CITY THUNDER,2015-03-25,240,36,90,6,18,13,14,10,27,16,7,1,10,15,0.473,0.433,0.2,0.156,20.8,71.1,43,44.4,7.5,1.5,9.4,100,97,138.5
SAN ANTONIO SPURS,2015-03-25,240,51,88,13,21,15,19,11,38,28,7,4,10,12,0.675,0.653,0.239,0.216,28.9,79.2,57,54.9,7.5,5.6,9.4,100,138.5,97
