Season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
2009-2010,NEW JERSEY NETS,2010-01-15,240,34,81,5,14,32,39,8,31,21,7,3,8,21,0.535,0.451,0.173,0.481,17.4,88.6,48.1,61.8,7.1,5.2,7.5,100.0,106.8,123.1
2009-2010,TORONTO RAPTORS,2010-01-15,240,39,73,12,22,22,31,3,38,17,4,2,12,18,0.6459999999999999,0.616,0.301,0.425,8.6,79.2,49.4,43.6,4.2,3.5,12.2,100.0,117.5,109.1
2009-2010,NEW YORK KNICKS,2010-01-15,240,38,86,11,29,17,20,10,32,20,5,2,13,20,0.5489999999999999,0.506,0.337,0.233,20.8,91.4,50.6,52.6,5.2,3.9,12.1,100.0,109.1,117.5
2009-2010,SACRAMENTO KINGS,2010-01-15,240,26,70,6,15,28,33,10,31,17,5,5,19,21,0.509,0.414,0.214,0.471,25.6,75.6,51.3,65.4,5.5,7.1,18.4,100.0,94.6,107.8
2009-2010,PHILADELPHIA 76ERS,2010-01-15,240,37,82,4,12,20,26,10,29,21,12,10,11,22,0.524,0.476,0.146,0.317,24.4,74.4,48.8,56.8,13.2,18.2,10.5,100.0,107.8,94.6
2009-2010,ORLANDO MAGIC,2010-01-15,240,35,73,7,30,10,20,6,32,17,3,5,12,12,0.532,0.527,0.411,0.274,15.0,80.0,47.5,48.6,3.4,7.6,12.8,100.0,100.0,117.2
2009-2010,PORTLAND TRAIL BLAZERS,2010-01-15,240,41,87,11,21,9,10,8,34,23,6,0,6,18,0.5579999999999999,0.534,0.241,0.115,20.0,85.0,52.5,56.1,6.9,0.0,6.2,100.0,117.2,100.0
2009-2010,PHOENIX SUNS,2010-01-16,240,35,84,8,23,21,25,10,28,20,1,14,15,19,0.521,0.464,0.274,0.298,22.7,68.3,44.7,57.1,1.0,18.4,13.6,100.0,102.8,129.8
2009-2010,CHARLOTTE BOBCATS,2010-01-16,240,46,91,10,15,23,27,13,34,28,12,5,9,20,0.608,0.56,0.165,0.297,31.7,77.3,55.3,60.9,12.5,8.2,8.0,100.0,129.8,102.8
2009-2010,NEW YORK KNICKS,2010-01-16,240,32,81,7,17,19,21,12,27,23,8,3,18,25,0.499,0.438,0.21,0.259,27.9,57.4,43.3,71.9,8.8,4.3,16.6,100.0,98.7,103.1
2009-2010,DETROIT PISTONS,2010-01-16,240,32,82,4,13,26,36,20,31,16,8,8,16,25,0.48,0.415,0.159,0.439,42.6,72.1,56.7,50.0,8.8,12.5,14.1,100.0,103.1,98.7
2009-2010,NEW ORLEANS HORNETS,2010-01-16,240,39,91,4,15,19,23,11,38,18,7,5,7,20,0.499,0.451,0.165,0.253,25.6,88.4,57.0,46.2,7.3,8.5,6.5,100.0,104.7,99.5
2009-2010,INDIANA PACERS,2010-01-16,240,38,88,6,29,14,18,5,32,17,3,7,11,18,0.5,0.466,0.33,0.205,11.6,74.4,43.0,44.7,3.1,9.2,10.3,100.0,99.5,104.7
2009-2010,CLEVELAND CAVALIERS,2010-01-16,240,38,79,7,23,19,24,14,18,19,12,3,12,19,0.569,0.525,0.29100000000000004,0.304,37.8,81.8,54.2,50.0,14.5,7.0,11.8,100.0,123.1,121.9
2009-2010,LOS ANGELES CLIPPERS,2010-01-16,240,37,62,10,19,17,24,4,23,22,7,5,15,17,0.696,0.677,0.306,0.387,18.2,62.2,45.8,59.5,8.4,8.9,17.1,100.0,121.9,123.1
2009-2010,SAN ANTONIO SPURS,2010-01-16,240,36,87,7,21,7,12,12,32,14,6,9,16,23,0.466,0.454,0.241,0.138,26.1,65.3,46.3,38.9,6.5,12.2,14.8,100.0,93.0,99.5
2009-2010,MEMPHIS GRIZZLIES,2010-01-16,240,36,83,3,9,17,27,17,34,14,8,9,15,15,0.485,0.452,0.108,0.325,34.7,73.9,53.7,38.9,8.7,13.6,13.7,100.0,99.5,93.0
2009-2010,MIAMI HEAT,2010-01-16,240,34,82,1,8,11,20,12,21,17,15,7,14,19,0.441,0.421,0.098,0.244,25.0,70.0,42.3,50.0,16.5,11.1,13.4,100.0,87.8,107.5
2009-2010,OKLAHOMA CITY THUNDER,2010-01-16,240,38,75,6,12,16,20,9,36,23,7,3,20,16,0.585,0.547,0.16,0.267,30.0,75.0,57.7,60.5,7.7,4.1,19.3,100.0,107.5,87.8
2009-2010,MILWAUKEE BUCKS,2010-01-16,240,35,81,11,24,14,21,8,32,24,13,3,18,21,0.526,0.5,0.29600000000000004,0.259,17.8,84.2,48.2,68.6,12.9,4.8,16.6,100.0,94.4,111.3
2009-2010,UTAH JAZZ,2010-01-16,240,44,78,8,16,16,26,6,37,28,13,3,20,17,0.626,0.615,0.205,0.333,15.8,82.2,51.8,63.6,12.9,5.3,18.3,100.0,111.3,94.4
2009-2010,SACRAMENTO KINGS,2010-01-16,240,31,83,7,23,17,19,12,29,20,5,8,15,23,0.471,0.416,0.277,0.229,29.3,74.4,51.3,64.5,5.6,11.9,14.1,100.0,97.2,108.5
2009-2010,WASHINGTON WIZARDS,2010-01-16,240,38,80,3,13,17,23,10,29,19,6,8,10,23,0.5329999999999999,0.494,0.163,0.28800000000000003,25.6,70.7,48.8,50.0,6.8,13.3,10.0,100.0,108.5,97.2
2009-2010,UTAH JAZZ,2010-01-17,240,42,81,8,18,20,27,7,32,30,7,2,20,29,0.603,0.568,0.222,0.333,17.9,80.0,49.4,71.4,6.8,3.8,17.7,100.0,108.9,115.7
2009-2010,DENVER NUGGETS,2010-01-17,240,36,74,6,21,41,49,8,32,16,14,4,16,23,0.623,0.527,0.284,0.662,20.0,82.1,50.6,44.4,13.6,6.3,14.3,100.0,115.7,108.9
2009-2010,DALLAS MAVERICKS,2010-01-17,240,36,80,5,15,11,16,8,33,23,5,4,10,20,0.506,0.481,0.188,0.2,19.5,73.3,47.7,63.9,5.6,5.4,10.3,100.0,98.9,123.7
2009-2010,TORONTO RAPTORS,2010-01-17,240,44,90,7,16,15,22,12,33,28,6,6,5,18,0.552,0.528,0.17800000000000002,0.244,26.7,80.5,52.3,63.6,6.7,9.2,4.8,100.0,123.7,98.9
2009-2010,OKLAHOMA CITY THUNDER,2010-01-18,240,34,76,4,9,22,26,14,34,22,3,3,11,17,0.5379999999999999,0.474,0.118,0.342,35.0,65.4,52.2,64.7,3.6,4.1,11.2,100.0,111.9,108.3
2009-2010,ATLANTA HAWKS,2010-01-18,240,36,90,4,16,15,21,18,26,27,3,3,8,21,0.458,0.422,0.17800000000000002,0.233,34.6,65.0,47.8,75.0,3.6,4.5,7.5,100.0,108.3,111.9
2009-2010,DALLAS MAVERICKS,2010-01-18,240,39,68,4,7,17,24,4,31,28,3,7,14,16,0.63,0.603,0.103,0.353,12.9,86.1,52.2,71.8,3.4,10.9,15.1,100.0,111.6,101.5
2009-2010,BOSTON CELTICS,2010-01-18,240,39,77,4,13,8,16,5,27,26,8,4,12,19,0.535,0.532,0.16899999999999998,0.208,13.9,87.1,47.8,66.7,9.0,6.6,12.5,100.0,101.5,111.6
2009-2010,SACRAMENTO KINGS,2010-01-18,240,41,84,7,27,14,21,13,33,19,6,10,20,25,0.552,0.53,0.321,0.25,36.1,75.0,57.5,46.3,6.3,14.9,17.7,100.0,108.3,110.4
2009-2010,CHARLOTTE BOBCATS,2010-01-18,240,39,83,5,16,22,33,11,23,19,9,3,10,23,0.5379999999999999,0.5,0.193,0.398,25.0,63.9,42.5,48.7,9.5,5.3,9.3,100.0,110.4,108.3
2009-2010,CHICAGO BULLS,2010-01-18,240,35,96,5,10,22,33,15,38,19,8,4,13,26,0.439,0.391,0.104,0.344,25.9,73.1,48.2,54.3,7.6,5.5,10.5,100.0,92.0,108.1
2009-2010,GOLDEN STATE WARRIORS,2010-01-18,240,42,95,9,22,21,32,14,43,21,9,11,13,22,0.523,0.489,0.232,0.337,26.9,74.1,51.8,50.0,8.5,12.8,10.6,100.0,108.1,92.0
2009-2010,MILWAUKEE BUCKS,2010-01-18,265,41,92,9,25,7,11,13,37,20,4,9,15,24,0.506,0.495,0.272,0.12,26.0,75.5,50.5,48.8,4.2,14.5,13.4,100.0,101.9,105.0
2009-2010,HOUSTON ROCKETS,2010-01-18,265,36,86,6,24,23,28,12,37,24,6,3,11,16,0.514,0.453,0.279,0.326,24.5,74.0,49.5,66.7,6.2,4.5,10.1,100.0,105.0,101.9
2009-2010,NEW JERSEY NETS,2010-01-18,240,38,83,3,13,16,20,11,18,27,10,7,11,21,0.517,0.476,0.157,0.241,28.2,66.7,43.9,71.1,11.3,11.7,10.7,100.0,107.0,119.4
2009-2010,LOS ANGELES CLIPPERS,2010-01-18,240,40,72,3,12,23,29,9,28,32,6,8,17,18,0.625,0.5760000000000001,0.16699999999999998,0.403,33.3,71.8,56.1,80.0,6.8,11.4,16.7,100.0,119.4,107.0
2009-2010,ORLANDO MAGIC,2010-01-18,240,36,82,11,33,9,15,9,36,23,2,5,12,24,0.519,0.506,0.402,0.183,20.9,78.3,50.6,63.9,2.2,7.0,11.9,100.0,101.9,108.5
2009-2010,LOS ANGELES LAKERS,2010-01-18,240,38,89,6,18,16,22,10,34,18,8,2,5,16,0.4970000000000001,0.461,0.202,0.247,21.7,79.1,49.4,47.4,8.9,4.1,4.8,100.0,108.5,101.9
2009-2010,PHOENIX SUNS,2010-01-18,240,47,96,10,29,14,19,15,31,24,9,8,16,22,0.565,0.542,0.302,0.198,31.9,75.6,52.3,51.1,8.6,11.4,13.3,100.0,113.4,120.1
2009-2010,MEMPHIS GRIZZLIES,2010-01-18,240,45,89,9,19,26,32,10,32,22,7,8,15,15,0.606,0.556,0.213,0.36,24.4,68.1,47.7,48.9,6.7,11.9,12.7,100.0,120.1,113.4
2009-2010,PHILADELPHIA 76ERS,2010-01-18,265,40,83,6,19,17,24,5,34,23,9,5,14,21,0.55,0.518,0.229,0.289,13.9,73.9,47.6,57.5,9.0,6.6,13.0,100.0,103.1,108.1
2009-2010,MINNESOTA TIMBERWOLVES,2010-01-18,265,41,88,7,12,19,22,12,31,20,8,2,16,21,0.5529999999999999,0.506,0.136,0.25,26.1,86.1,52.4,48.8,8.0,3.1,14.1,100.0,108.1,103.1
2009-2010,SAN ANTONIO SPURS,2010-01-18,240,33,78,7,18,24,38,16,34,13,4,2,9,17,0.512,0.468,0.231,0.487,34.8,81.0,56.8,39.4,4.6,2.9,8.7,100.0,112.1,104.0
2009-2010,NEW ORLEANS HORNETS,2010-01-18,240,38,83,4,13,10,12,8,30,25,4,3,9,23,0.51,0.482,0.157,0.145,19.0,65.2,43.2,65.8,4.6,5.0,9.3,100.0,104.0,112.1
2009-2010,DETROIT PISTONS,2010-01-18,240,39,96,0,12,13,19,19,27,10,8,1,12,19,0.436,0.406,0.125,0.198,37.3,79.4,54.1,25.6,8.7,2.0,10.3,100.0,98.6,107.3
2009-2010,NEW YORK KNICKS,2010-01-18,240,36,73,10,22,17,22,7,32,21,4,6,18,20,0.599,0.562,0.301,0.301,20.6,62.7,45.9,58.3,4.3,7.1,17.9,100.0,107.3,98.6
2009-2010,PORTLAND TRAIL BLAZERS,2010-01-18,240,37,82,3,17,15,16,15,24,19,6,3,14,23,0.517,0.47,0.207,0.195,38.5,72.7,54.2,51.4,7.2,5.0,13.6,100.0,110.5,116.6
2009-2010,WASHINGTON WIZARDS,2010-01-18,240,35,68,2,8,25,28,9,24,17,3,2,13,15,0.604,0.529,0.118,0.412,27.3,61.5,45.8,48.6,3.6,3.1,13.9,100.0,116.6,110.5
2009-2010,TORONTO RAPTORS,2010-01-19,240,40,83,7,19,13,21,5,27,19,5,2,10,21,0.542,0.524,0.229,0.253,11.9,81.8,42.7,47.5,5.3,4.0,9.8,100.0,106.8,115.3
2009-2010,CLEVELAND CAVALIERS,2010-01-19,240,38,72,7,22,25,30,6,37,27,4,6,14,21,0.634,0.5760000000000001,0.306,0.417,18.2,88.1,57.3,71.1,4.3,9.4,14.1,100.0,115.3,106.8
2009-2010,INDIANA PACERS,2010-01-19,240,31,85,7,26,14,20,13,32,19,8,3,17,17,0.442,0.406,0.306,0.235,25.0,84.2,50.0,61.3,8.4,4.8,15.3,100.0,86.8,118.2
2009-2010,MIAMI HEAT,2010-01-19,240,45,80,10,17,13,19,6,39,18,10,9,14,23,0.639,0.625,0.213,0.238,15.8,75.0,50.0,40.0,10.5,15.3,13.7,100.0,118.2,86.8
2009-2010,SACRAMENTO KINGS,2010-01-20,240,41,87,3,15,12,15,11,24,24,7,2,12,23,0.518,0.489,0.172,0.172,26.8,68.6,46.1,58.5,7.6,3.1,11.4,100.0,105.9,117.9
2009-2010,ATLANTA HAWKS,2010-01-20,240,40,78,5,14,23,28,11,30,29,6,7,15,17,0.598,0.545,0.179,0.359,31.4,73.2,53.9,72.5,6.5,9.7,14.2,100.0,117.9,105.9
2009-2010,MIAMI HEAT,2010-01-20,240,22,76,2,23,19,31,12,22,14,10,4,14,26,0.363,0.303,0.303,0.408,24.5,62.9,40.5,63.6,11.1,6.7,13.5,100.0,72.1,115.3
2009-2010,CHARLOTTE BOBCATS,2010-01-20,240,35,72,5,12,29,37,13,37,18,9,6,20,24,0.589,0.521,0.16699999999999998,0.514,37.1,75.5,59.5,51.4,10.0,11.3,18.5,100.0,115.3,72.1
2009-2010,BOSTON CELTICS,2010-01-20,240,30,70,5,19,21,28,5,30,16,12,7,18,20,0.522,0.464,0.271,0.4,13.5,69.8,43.8,53.3,12.9,9.9,17.9,100.0,92.5,98.9
2009-2010,DETROIT PISTONS,2010-01-20,240,36,85,4,14,16,21,13,32,19,9,7,15,23,0.488,0.447,0.165,0.247,30.2,86.5,56.3,52.8,9.7,13.7,13.7,100.0,98.9,92.5
2009-2010,DENVER NUGGETS,2010-01-20,265,42,88,9,19,30,43,17,38,18,7,5,14,28,0.575,0.528,0.21600000000000005,0.489,36.2,73.1,55.6,42.9,6.8,7.6,11.6,100.0,119.0,114.2
2009-2010,GOLDEN STATE WARRIORS,2010-01-20,265,41,95,9,29,27,32,14,30,27,5,4,13,27,0.541,0.479,0.305,0.337,26.9,63.8,44.4,65.9,4.8,5.8,10.6,100.0,114.2,119.0
2009-2010,CHICAGO BULLS,2010-01-20,240,39,91,2,11,17,26,11,35,18,7,9,13,23,0.473,0.44,0.121,0.28600000000000003,22.4,76.1,48.4,46.2,6.9,12.7,11.3,100.0,95.4,102.3
2009-2010,LOS ANGELES CLIPPERS,2010-01-20,240,38,82,5,11,23,39,11,38,23,11,6,15,20,0.524,0.494,0.134,0.476,23.9,77.6,51.6,60.5,10.8,7.5,13.1,100.0,102.3,95.4
2009-2010,TORONTO RAPTORS,2010-01-20,240,38,85,5,16,26,27,10,30,20,2,4,9,18,0.552,0.476,0.188,0.318,25.0,63.8,46.0,52.6,2.2,5.8,8.5,100.0,118.7,125.4
2009-2010,MILWAUKEE BUCKS,2010-01-20,240,43,92,10,23,17,20,17,30,25,5,5,7,23,0.561,0.522,0.25,0.217,36.2,75.0,54.0,58.1,5.5,7.2,6.5,100.0,125.4,118.7
2009-2010,OKLAHOMA CITY THUNDER,2010-01-20,240,34,74,8,17,18,21,7,32,22,7,6,18,16,0.565,0.514,0.23,0.284,21.2,82.1,54.2,64.7,7.6,8.1,17.8,100.0,101.8,99.6
2009-2010,MINNESOTA TIMBERWOLVES,2010-01-20,240,40,85,3,11,9,10,7,26,22,10,5,13,16,0.515,0.488,0.129,0.118,17.9,78.8,45.8,55.0,10.8,8.8,12.7,100.0,99.6,101.8
2009-2010,MEMPHIS GRIZZLIES,2010-01-20,240,45,85,4,13,17,20,12,25,22,9,5,15,18,0.5920000000000001,0.5529999999999999,0.153,0.235,30.8,67.6,48.7,48.9,9.7,7.4,13.8,100.0,119.3,121.4
2009-2010,NEW ORLEANS HORNETS,2010-01-20,240,48,87,4,19,13,17,12,27,28,9,5,11,17,0.598,0.575,0.218,0.195,32.4,69.2,51.3,58.3,9.7,6.9,10.4,100.0,121.4,119.3
2009-2010,INDIANA PACERS,2010-01-20,240,34,76,6,24,24,33,7,28,13,11,2,19,27,0.541,0.487,0.316,0.434,15.6,70.0,41.2,38.2,11.1,4.1,17.3,100.0,99.1,110.2
2009-2010,ORLANDO MAGIC,2010-01-20,240,37,75,10,26,25,37,12,38,25,11,1,19,26,0.597,0.56,0.34700000000000003,0.493,30.0,84.4,58.8,67.6,11.1,1.9,17.2,100.0,110.2,99.1
2009-2010,PORTLAND TRAIL BLAZERS,2010-01-20,240,36,76,4,11,22,25,10,26,20,5,1,7,17,0.563,0.5,0.145,0.329,28.6,68.4,49.3,55.6,6.1,1.6,7.4,100.0,120.0,110.2
2009-2010,PHILADELPHIA 76ERS,2010-01-20,240,34,78,4,14,18,21,12,25,18,4,5,11,18,0.516,0.462,0.179,0.269,31.6,71.4,50.7,52.9,4.9,7.7,11.2,100.0,110.2,120.0
2009-2010,NEW JERSEY NETS,2010-01-20,240,38,87,3,14,15,20,14,28,21,5,4,15,25,0.491,0.454,0.161,0.23,29.2,73.7,48.8,55.3,5.3,5.6,13.5,100.0,99.3,124.7
2009-2010,PHOENIX SUNS,2010-01-20,240,45,84,4,13,24,29,10,34,25,8,7,10,17,0.61,0.56,0.155,0.345,26.3,70.8,51.2,55.6,8.5,9.6,9.4,100.0,124.7,99.3
2009-2010,UTAH JAZZ,2010-01-20,240,37,79,3,11,28,32,6,39,30,6,9,11,23,0.564,0.487,0.139,0.405,16.2,72.2,49.5,81.1,6.2,13.2,10.6,100.0,107.8,100.6
2009-2010,SAN ANTONIO SPURS,2010-01-20,240,35,89,6,21,22,26,15,31,19,6,7,16,21,0.488,0.4270000000000001,0.236,0.292,27.8,83.8,50.5,54.3,6.2,10.3,13.7,100.0,100.6,107.8
2009-2010,DALLAS MAVERICKS,2010-01-20,240,39,85,4,20,12,14,12,29,27,9,9,11,19,0.516,0.482,0.235,0.165,30.8,67.4,50.0,69.2,10.4,13.2,10.8,100.0,108.2,107.0
2009-2010,WASHINGTON WIZARDS,2010-01-20,240,36,81,5,13,16,20,14,27,15,6,5,14,14,0.518,0.475,0.16,0.247,32.6,69.2,50.0,41.7,6.9,7.7,13.5,100.0,107.0,108.2
2009-2010,LOS ANGELES LAKERS,2010-01-21,240,32,83,8,23,15,24,15,28,18,6,3,8,21,0.465,0.434,0.277,0.289,26.3,82.4,47.3,56.3,6.9,5.7,7.9,100.0,100.4,107.4
2009-2010,CLEVELAND CAVALIERS,2010-01-21,240,34,71,6,18,19,25,6,42,21,3,4,13,22,0.5670000000000001,0.521,0.254,0.35200000000000004,17.6,73.7,52.7,61.8,3.5,6.7,13.7,100.0,107.4,100.4
2009-2010,LOS ANGELES CLIPPERS,2010-01-21,240,34,90,1,17,16,19,13,26,16,7,3,11,25,0.4320000000000001,0.383,0.189,0.211,25.5,70.3,44.3,47.1,7.6,6.1,10.1,100.0,92.2,113.9
2009-2010,DENVER NUGGETS,2010-01-21,240,34,71,11,22,26,37,11,38,20,7,6,17,17,0.602,0.556,0.31,0.521,29.7,74.5,55.7,58.8,7.6,8.2,16.3,100.0,113.9,92.2
2009-2010,CHARLOTTE BOBCATS,2010-01-22,240,32,69,3,13,22,30,10,24,23,5,4,17,15,0.541,0.486,0.188,0.435,33.3,66.7,51.5,71.9,5.9,6.2,17.1,100.0,104.6,121.1
2009-2010,ATLANTA HAWKS,2010-01-22,240,42,82,5,17,14,14,12,20,32,6,2,12,21,0.584,0.5429999999999999,0.207,0.171,33.3,66.7,48.5,76.2,7.1,3.6,12.0,100.0,121.1,104.6
2009-2010,PORTLAND TRAIL BLAZERS,2010-01-22,265,34,89,5,25,22,27,16,30,19,6,1,14,18,0.471,0.41,0.281,0.303,34.0,83.3,55.4,55.9,6.4,1.7,12.2,100.0,101.2,104.3
2009-2010,BOSTON CELTICS,2010-01-22,265,38,78,6,20,16,18,6,31,25,7,7,16,28,0.57,0.526,0.256,0.231,16.7,66.0,44.6,65.8,7.5,10.9,15.7,100.0,104.3,101.2
2009-2010,INDIANA PACERS,2010-01-22,240,36,76,9,25,24,26,8,30,24,9,7,16,23,0.6,0.5329999999999999,0.329,0.342,21.6,65.2,45.8,66.7,9.6,9.2,15.5,100.0,112.3,99.5
2009-2010,DETROIT PISTONS,2010-01-22,240,35,85,1,9,22,31,16,29,20,6,4,15,18,0.471,0.418,0.106,0.365,34.8,78.4,54.2,57.1,6.4,7.8,13.2,100.0,99.5,112.3
2009-2010,NEW JERSEY NETS,2010-01-22,240,26,73,3,11,24,32,11,30,17,10,5,19,26,0.454,0.377,0.151,0.438,22.4,83.3,48.2,65.4,10.6,8.5,17.9,100.0,83.5,117.3
2009-2010,GOLDEN STATE WARRIORS,2010-01-22,240,40,77,6,18,25,31,6,38,24,10,0,13,24,0.612,0.5579999999999999,0.234,0.403,16.7,77.6,51.8,60.0,10.6,0.0,12.5,100.0,117.3,83.5
2009-2010,OKLAHOMA CITY THUNDER,2010-01-22,240,31,77,4,14,18,23,13,33,18,6,4,16,25,0.482,0.429,0.182,0.299,29.5,75.0,52.3,58.1,6.8,6.8,15.5,100.0,94.8,97.1
2009-2010,MEMPHIS GRIZZLIES,2010-01-22,240,29,74,4,15,24,34,11,31,16,8,9,14,21,0.483,0.419,0.203,0.459,25.0,70.5,47.7,55.2,9.0,14.3,13.6,100.0,97.1,94.8
2009-2010,NEW ORLEANS HORNETS,2010-01-22,240,32,73,4,20,28,34,10,24,18,8,1,12,19,0.546,0.466,0.274,0.466,23.8,68.6,44.2,56.3,8.9,1.5,12.0,100.0,107.0,104.8
2009-2010,MINNESOTA TIMBERWOLVES,2010-01-22,240,38,80,4,12,14,16,11,32,20,8,6,19,25,0.54,0.5,0.15,0.2,31.4,76.2,55.8,52.6,8.9,11.3,17.9,100.0,104.8,107.0
2009-2010,LOS ANGELES LAKERS,2010-01-22,240,39,78,12,23,25,31,8,32,23,2,7,9,18,0.627,0.5770000000000001,0.295,0.397,21.6,71.1,48.8,59.0,2.2,10.1,8.9,100.0,127.5,116.5
2009-2010,NEW YORK KNICKS,2010-01-22,240,41,91,6,22,17,21,13,29,23,2,2,6,24,0.524,0.484,0.242,0.231,28.9,78.4,51.2,56.1,2.2,3.6,5.6,100.0,116.5,127.5
2009-2010,SACRAMENTO KINGS,2010-01-22,240,31,93,4,12,18,27,16,32,17,7,2,14,27,0.4,0.355,0.129,0.29,27.1,80.0,48.5,54.8,7.0,4.1,11.8,100.0,83.6,99.5
2009-2010,ORLANDO MAGIC,2010-01-22,240,32,74,7,25,29,33,8,43,19,10,12,23,23,0.565,0.48,0.338,0.446,20.0,72.9,51.5,59.4,9.9,14.8,20.6,100.0,99.5,83.6
2009-2010,DALLAS MAVERICKS,2010-01-22,240,32,81,3,15,14,17,9,33,20,8,5,15,18,0.458,0.414,0.185,0.21,18.4,78.6,46.2,62.5,8.5,7.0,14.5,100.0,86.6,98.3
2009-2010,PHILADELPHIA 76ERS,2010-01-22,240,37,86,3,15,15,18,9,40,23,11,8,12,20,0.49,0.448,0.174,0.209,21.4,81.6,53.8,62.2,11.8,12.1,11.3,100.0,98.3,86.6
2009-2010,CHICAGO BULLS,2010-01-22,240,43,85,6,14,23,28,8,34,19,8,11,7,16,0.591,0.541,0.165,0.329,21.1,64.2,46.2,44.2,8.6,15.7,6.7,100.0,123.2,111.4
2009-2010,PHOENIX SUNS,2010-01-22,240,37,96,11,26,19,24,19,30,20,3,4,10,19,0.488,0.443,0.271,0.25,35.8,78.9,53.8,54.1,3.2,5.6,8.6,100.0,111.4,123.2
2009-2010,HOUSTON ROCKETS,2010-01-22,240,43,78,8,16,22,27,7,36,27,9,5,15,29,0.645,0.603,0.205,0.34600000000000003,20.6,72.0,51.2,62.8,9.2,7.2,14.3,100.0,118.7,111.6
2009-2010,SAN ANTONIO SPURS,2010-01-22,240,38,91,8,22,25,33,14,27,22,5,3,11,24,0.516,0.462,0.242,0.363,28.0,79.4,48.8,57.9,5.1,4.8,9.4,100.0,111.6,118.7
2009-2010,MILWAUKEE BUCKS,2010-01-22,240,35,79,5,26,21,24,6,33,15,7,5,11,30,0.536,0.475,0.329,0.304,15.0,75.0,46.4,42.9,7.5,9.1,10.9,100.0,102.8,108.1
2009-2010,TORONTO RAPTORS,2010-01-22,240,32,75,6,20,31,42,11,34,15,8,2,14,24,0.54,0.467,0.267,0.56,25.0,85.0,53.6,46.9,8.6,3.8,13.0,100.0,108.1,102.8
2009-2010,MIAMI HEAT,2010-01-22,240,45,79,13,22,9,12,9,37,29,7,5,11,14,0.664,0.652,0.278,0.152,28.1,75.5,56.8,64.4,8.2,8.2,11.5,100.0,130.9,102.8
2009-2010,WASHINGTON WIZARDS,2010-01-22,240,32,81,8,20,16,21,12,23,14,5,4,10,12,0.488,0.444,0.247,0.259,24.5,71.9,43.2,43.8,5.8,7.0,10.0,100.0,102.8,130.9
2009-2010,ORLANDO MAGIC,2010-01-23,265,38,87,14,39,16,22,8,41,22,8,11,12,21,0.5479999999999999,0.517,0.448,0.253,19.0,77.4,51.6,57.9,8.3,18.0,11.0,100.0,109.4,98.1
2009-2010,CHARLOTTE BOBCATS,2010-01-23,265,35,88,9,27,16,22,12,34,17,6,5,12,21,0.486,0.449,0.307,0.25,22.6,81.0,48.4,48.6,6.2,10.4,10.9,100.0,98.1,109.4
2009-2010,OKLAHOMA CITY THUNDER,2010-01-23,240,33,86,5,11,28,33,17,27,15,9,0,8,25,0.4920000000000001,0.413,0.128,0.384,32.7,73.0,49.4,45.5,10.0,0.0,7.4,100.0,109.7,110.8
2009-2010,CLEVELAND CAVALIERS,2010-01-23,240,34,69,12,28,20,40,10,35,19,3,6,17,25,0.5770000000000001,0.58,0.406,0.58,27.0,67.3,50.6,55.9,3.3,8.0,16.4,100.0,110.8,109.7
2009-2010,NEW ORLEANS HORNETS,2010-01-23,265,42,92,7,26,19,22,7,30,22,9,2,8,20,0.541,0.495,0.28300000000000003,0.239,14.6,60.0,37.8,52.4,9.1,3.2,7.3,100.0,111.1,117.2
2009-2010,DENVER NUGGETS,2010-01-23,265,40,90,10,27,26,36,20,41,26,5,1,14,21,0.5479999999999999,0.5,0.3,0.4,40.0,85.4,62.2,65.0,5.1,1.5,11.7,100.0,117.2,111.1
2009-2010,PORTLAND TRAIL BLAZERS,2010-01-23,240,34,71,8,22,21,26,4,31,27,7,0,9,24,0.588,0.535,0.31,0.366,12.1,73.8,46.7,79.4,8.2,0.0,9.8,100.0,113.4,108.7
2009-2010,DETROIT PISTONS,2010-01-23,240,32,75,4,21,25,34,11,29,19,4,1,9,23,0.517,0.453,0.28,0.453,26.2,87.9,53.3,59.4,4.7,2.0,9.1,100.0,108.7,113.4
2009-2010,CHICAGO BULLS,2010-01-23,240,39,73,7,12,19,26,8,34,17,3,12,13,28,0.616,0.5820000000000001,0.16399999999999998,0.35600000000000004,25.8,79.1,56.8,43.6,3.4,19.0,13.3,100.0,116.3,108.5
2009-2010,HOUSTON ROCKETS,2010-01-23,240,34,85,8,22,21,23,9,23,18,3,2,9,20,0.51,0.447,0.259,0.271,20.9,74.2,43.2,52.9,3.4,3.3,8.6,100.0,108.5,116.3
2009-2010,PHILADELPHIA 76ERS,2010-01-23,240,40,97,7,11,20,23,16,36,19,12,3,10,20,0.499,0.448,0.113,0.237,29.6,85.7,54.2,47.5,12.2,6.1,8.5,100.0,108.3,98.2
