Season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
2009-2010,ORLANDO MAGIC,2009-11-18,240,39,81,13,31,17,26,9,38,25,5,5,13,16,0.584,0.562,0.383,0.321,19.6,88.4,52.8,64.1,5.2,8.1,12.3,100.0,111.5,97.1
2009-2010,CHARLOTTE BOBCATS,2009-11-18,240,30,71,7,24,17,24,10,31,20,9,2,16,13,0.515,0.472,0.338,0.338,27.0,73.8,51.9,66.7,10.6,3.2,16.4,100.0,99.3,101.7
2009-2010,PHILADELPHIA 76ERS,2009-11-18,240,34,79,6,16,12,15,11,27,19,9,7,12,19,0.502,0.468,0.203,0.19,26.2,73.0,48.1,55.9,10.6,14.9,12.3,100.0,101.7,99.3
2009-2010,DETROIT PISTONS,2009-11-18,240,31,80,4,15,15,18,12,27,13,5,3,12,25,0.461,0.413,0.188,0.225,28.6,81.8,52.0,41.9,5.9,5.6,12.0,100.0,95.2,102.2
2009-2010,PORTLAND TRAIL BLAZERS,2009-11-18,240,33,70,5,16,16,23,6,30,25,3,5,14,19,0.5429999999999999,0.507,0.229,0.329,18.2,71.4,48.0,75.8,3.5,7.7,14.9,100.0,102.2,95.2
2009-2010,TORONTO RAPTORS,2009-11-18,240,34,91,6,25,17,22,16,34,14,4,4,11,21,0.452,0.407,0.275,0.242,30.8,72.3,50.5,41.2,4.3,5.5,9.8,100.0,98.4,112.5
2009-2010,UTAH JAZZ,2009-11-18,240,41,84,3,11,19,29,13,36,25,7,3,10,18,0.537,0.506,0.131,0.345,27.7,69.2,49.5,61.0,7.6,4.5,9.4,100.0,112.5,98.4
2009-2010,CLEVELAND CAVALIERS,2009-11-18,240,35,78,7,22,14,15,6,29,21,8,7,15,26,0.5379999999999999,0.494,0.282,0.192,15.4,64.4,41.7,60.0,8.7,11.5,15.1,100.0,99.1,117.6
2009-2010,WASHINGTON WIZARDS,2009-11-18,240,36,84,5,23,31,35,16,33,21,6,4,12,15,0.5429999999999999,0.458,0.274,0.417,35.6,84.6,58.3,58.3,6.5,7.1,10.8,100.0,117.6,99.1
2009-2010,CHICAGO BULLS,2009-11-19,240,38,84,5,15,12,17,10,34,24,9,2,15,19,0.508,0.482,0.179,0.202,21.3,70.8,46.3,63.2,9.3,2.7,14.1,100.0,96.6,112.2
2009-2010,LOS ANGELES LAKERS,2009-11-19,240,42,92,6,19,18,22,14,37,20,8,4,12,17,0.531,0.489,0.207,0.239,29.2,78.7,53.7,47.6,8.3,5.8,10.6,100.0,112.2,96.6
2009-2010,PHOENIX SUNS,2009-11-19,240,38,83,11,28,16,22,14,24,26,11,7,11,23,0.556,0.524,0.337,0.265,31.1,49.0,40.4,68.4,12.3,9.7,10.6,100.0,115.5,123.3
2009-2010,NEW ORLEANS HORNETS,2009-11-19,240,39,97,13,25,19,23,25,31,24,8,2,16,18,0.513,0.469,0.258,0.237,51.0,68.9,59.6,61.5,9.0,3.6,13.0,100.0,123.3,115.5
2009-2010,UTAH JAZZ,2009-11-19,240,36,78,4,9,14,20,8,27,26,6,4,9,24,0.518,0.487,0.115,0.256,20.5,73.0,46.1,72.2,7.1,7.3,9.4,100.0,106.8,98.5
2009-2010,SAN ANTONIO SPURS,2009-11-19,240,32,75,4,20,15,23,10,31,20,1,6,11,25,0.488,0.453,0.267,0.307,27.0,79.5,53.9,62.5,1.2,8.7,11.4,100.0,98.5,106.8
2009-2010,HOUSTON ROCKETS,2009-11-20,240,39,92,7,22,18,21,20,22,18,7,0,12,18,0.509,0.462,0.239,0.228,45.5,59.5,51.9,46.2,8.1,0.0,10.6,100.0,119.0,121.3
2009-2010,ATLANTA HAWKS,2009-11-20,240,39,78,8,20,19,26,15,24,21,6,11,15,22,0.5870000000000001,0.551,0.256,0.333,40.5,54.5,48.1,53.8,6.9,15.7,14.4,100.0,121.3,119.0
2009-2010,ORLANDO MAGIC,2009-11-20,240,29,70,10,22,15,26,7,35,19,7,7,20,24,0.51,0.486,0.314,0.371,19.4,71.4,49.4,65.5,7.8,10.3,19.7,100.0,91.9,86.4
2009-2010,BOSTON CELTICS,2009-11-20,240,30,87,2,19,16,18,14,29,20,11,7,12,25,0.411,0.35600000000000004,0.218,0.207,28.6,80.6,50.6,66.7,12.2,14.6,11.2,100.0,86.4,91.9
2009-2010,SACRAMENTO KINGS,2009-11-20,240,43,81,6,16,10,14,11,33,21,6,5,21,23,0.585,0.568,0.198,0.173,28.9,66.0,50.0,48.8,6.2,6.8,19.4,100.0,105.9,108.0
2009-2010,DALLAS MAVERICKS,2009-11-20,240,42,93,5,19,15,21,17,27,28,10,4,14,15,0.509,0.478,0.204,0.226,34.0,71.1,50.0,66.7,10.4,6.2,12.0,100.0,108.0,105.9
2009-2010,PORTLAND TRAIL BLAZERS,2009-11-20,240,33,79,4,19,24,30,17,28,18,7,6,23,23,0.51,0.443,0.241,0.38,39.5,71.8,54.9,54.5,7.3,8.5,20.0,100.0,97.9,112.5
2009-2010,GOLDEN STATE WARRIORS,2009-11-20,240,40,84,7,13,21,27,11,26,21,15,6,16,28,0.563,0.518,0.155,0.321,28.2,60.5,45.1,52.5,15.6,10.0,14.3,100.0,112.5,97.9
2009-2010,CLEVELAND CAVALIERS,2009-11-20,240,36,78,6,13,27,34,11,36,15,6,4,14,17,0.565,0.5,0.16699999999999998,0.436,25.6,80.0,53.4,41.7,6.5,6.3,13.1,100.0,113.9,103.1
2009-2010,INDIANA PACERS,2009-11-20,240,38,81,4,18,15,21,9,32,22,8,8,10,22,0.526,0.494,0.222,0.259,20.0,74.4,46.6,57.9,8.7,12.3,10.0,100.0,103.1,113.9
2009-2010,DENVER NUGGETS,2009-11-20,240,34,70,4,17,27,33,8,26,20,8,3,17,27,0.586,0.514,0.243,0.471,23.5,78.8,50.7,58.8,8.8,5.4,16.7,100.0,108.8,116.5
2009-2010,LOS ANGELES CLIPPERS,2009-11-20,240,36,73,7,17,27,33,7,26,28,8,6,13,24,0.606,0.541,0.233,0.452,21.2,76.5,49.3,77.8,8.8,11.3,12.9,100.0,116.5,108.8
2009-2010,CHARLOTTE BOBCATS,2009-11-20,240,30,59,2,14,26,43,2,33,18,8,6,11,20,0.565,0.525,0.237,0.7290000000000001,6.5,70.2,44.9,60.0,9.2,11.1,12.4,100.0,101.0,109.0
2009-2010,MILWAUKEE BUCKS,2009-11-20,240,34,82,10,28,17,21,14,29,24,5,3,14,28,0.521,0.476,0.341,0.256,29.8,93.5,55.1,70.6,5.7,6.7,13.3,100.0,109.0,101.0
2009-2010,WASHINGTON WIZARDS,2009-11-20,240,41,87,7,15,19,27,17,23,19,8,3,20,22,0.546,0.511,0.172,0.31,36.2,65.7,48.8,46.3,8.1,4.9,16.8,100.0,109.5,128.8
2009-2010,OKLAHOMA CITY THUNDER,2009-11-20,240,44,82,11,21,28,33,12,30,18,14,5,16,23,0.6579999999999999,0.604,0.256,0.402,34.3,63.8,51.2,40.9,14.2,6.9,14.2,100.0,128.8,109.5
2009-2010,MEMPHIS GRIZZLIES,2009-11-20,240,41,79,3,11,17,25,17,31,22,10,3,20,17,0.5670000000000001,0.5379999999999999,0.139,0.316,50.0,73.8,63.2,53.7,11.0,5.0,18.2,100.0,112.1,106.6
2009-2010,PHILADELPHIA 76ERS,2009-11-20,240,37,81,9,21,14,19,11,17,23,15,7,17,21,0.5429999999999999,0.512,0.259,0.235,26.2,50.0,36.8,62.2,16.5,10.3,16.0,100.0,106.6,112.1
2009-2010,MIAMI HEAT,2009-11-20,240,39,89,7,23,28,34,15,25,22,7,1,9,27,0.5429999999999999,0.478,0.258,0.382,30.6,73.5,48.2,56.4,7.3,1.8,8.0,100.0,117.6,124.9
2009-2010,TORONTO RAPTORS,2009-11-20,240,41,71,9,15,29,36,9,34,28,3,7,20,28,0.691,0.6409999999999999,0.211,0.507,26.5,69.4,51.8,68.3,3.1,10.6,18.7,100.0,124.9,117.6
2009-2010,PHILADELPHIA 76ERS,2009-11-21,240,37,88,5,19,12,16,13,29,20,8,4,10,18,0.479,0.449,0.21600000000000005,0.182,26.0,78.4,48.3,54.1,9.1,7.3,9.5,100.0,103.7,110.5
2009-2010,CLEVELAND CAVALIERS,2009-11-21,240,36,75,8,20,17,21,8,37,24,3,6,11,18,0.5760000000000001,0.5329999999999999,0.267,0.28,21.6,74.0,51.7,66.7,3.4,8.7,11.5,100.0,110.5,103.7
2009-2010,CHICAGO BULLS,2009-11-21,240,36,81,2,11,19,24,10,31,19,7,5,16,16,0.508,0.457,0.136,0.29600000000000004,21.7,73.8,46.6,52.8,7.3,8.2,14.9,100.0,96.8,116.5
2009-2010,DENVER NUGGETS,2009-11-21,240,42,86,7,25,21,26,11,36,23,6,6,12,21,0.575,0.529,0.29100000000000004,0.302,26.2,78.3,53.4,54.8,6.2,8.6,11.0,100.0,116.5,96.8
2009-2010,SACRAMENTO KINGS,2009-11-21,240,43,85,7,16,13,17,9,29,24,5,4,14,23,0.573,0.547,0.188,0.2,23.1,70.7,47.5,55.8,5.3,5.6,13.1,100.0,112.1,119.5
2009-2010,HOUSTON ROCKETS,2009-11-21,240,43,90,3,18,24,26,12,30,20,8,5,8,19,0.557,0.494,0.2,0.289,29.3,76.9,52.5,46.5,8.5,7.2,7.3,100.0,119.5,112.1
2009-2010,MILWAUKEE BUCKS,2009-11-21,240,38,83,9,25,18,24,6,35,23,7,2,13,23,0.55,0.512,0.301,0.289,14.3,76.1,46.6,60.5,7.2,3.0,12.2,100.0,105.5,100.3
2009-2010,MEMPHIS GRIZZLIES,2009-11-21,240,37,80,3,14,21,29,11,36,18,8,6,16,19,0.528,0.481,0.175,0.363,23.9,85.7,53.4,48.6,8.2,10.3,14.7,100.0,100.3,105.5
2009-2010,NEW YORK KNICKS,2009-11-21,240,34,80,8,23,22,28,11,36,20,8,4,15,15,0.531,0.475,0.28800000000000003,0.35,26.2,72.0,51.1,58.8,8.5,5.6,14.0,100.0,104.2,96.8
2009-2010,NEW JERSEY NETS,2009-11-21,240,37,90,4,18,13,19,14,31,18,5,7,13,21,0.463,0.433,0.2,0.211,28.0,73.8,48.9,48.6,5.3,12.3,11.7,100.0,96.8,104.2
2009-2010,ATLANTA HAWKS,2009-11-21,240,35,94,4,22,14,17,20,32,15,5,7,6,17,0.434,0.394,0.234,0.181,36.4,71.1,52.0,42.9,5.8,10.3,5.6,100.0,101.8,111.1
2009-2010,NEW ORLEANS HORNETS,2009-11-21,240,37,85,12,17,10,17,13,35,22,3,9,12,16,0.519,0.506,0.2,0.2,28.9,63.6,48.0,59.5,3.5,12.5,11.5,100.0,111.1,101.8
2009-2010,MINNESOTA TIMBERWOLVES,2009-11-21,240,29,77,2,9,18,18,10,24,11,4,2,10,28,0.459,0.39,0.117,0.234,23.3,61.5,41.5,37.9,4.9,3.7,10.5,100.0,94.9,128.9
2009-2010,PORTLAND TRAIL BLAZERS,2009-11-21,240,39,78,10,24,18,28,15,33,28,2,5,9,20,0.5870000000000001,0.564,0.308,0.359,38.5,76.7,58.5,71.8,2.4,7.4,9.1,100.0,128.9,94.9
2009-2010,WASHINGTON WIZARDS,2009-11-21,240,28,84,4,19,24,34,11,33,12,6,6,9,14,0.424,0.35700000000000004,0.226,0.405,19.0,73.3,42.7,42.9,6.5,9.2,8.3,100.0,91.1,114.9
2009-2010,SAN ANTONIO SPURS,2009-11-21,240,40,86,10,21,16,21,12,47,32,3,7,8,22,0.556,0.523,0.244,0.244,26.7,81.0,57.3,80.0,3.3,10.8,7.7,100.0,114.9,91.1
2009-2010,DETROIT PISTONS,2009-11-21,265,36,80,4,15,21,25,9,31,15,11,4,15,28,0.5329999999999999,0.475,0.188,0.313,25.7,79.5,54.1,41.7,11.6,6.5,14.2,100.0,102.4,105.5
2009-2010,UTAH JAZZ,2009-11-21,265,32,73,3,11,33,44,8,26,26,11,5,15,20,0.541,0.459,0.151,0.603,20.5,74.3,45.9,81.3,11.6,7.7,14.0,100.0,105.5,102.4
2009-2010,INDIANA PACERS,2009-11-22,240,32,78,5,22,19,24,9,27,15,8,8,18,22,0.4970000000000001,0.442,0.282,0.308,20.5,71.1,43.9,46.9,8.4,11.1,16.9,100.0,92.1,108.9
2009-2010,CHARLOTTE BOBCATS,2009-11-22,240,41,82,1,10,21,28,11,35,22,14,4,15,21,0.551,0.506,0.122,0.341,28.9,79.5,56.1,53.7,14.7,7.1,13.7,100.0,108.9,92.1
2009-2010,OKLAHOMA CITY THUNDER,2009-11-22,240,32,86,3,23,18,23,17,34,20,6,16,19,21,0.442,0.39,0.267,0.267,34.7,66.7,51.0,62.5,6.3,18.8,16.5,100.0,89.7,106.6
2009-2010,LOS ANGELES LAKERS,2009-11-22,240,40,99,2,14,19,21,17,32,24,7,4,9,16,0.467,0.414,0.141,0.212,33.3,65.3,49.0,60.0,7.4,6.3,7.7,100.0,106.6,89.7
2009-2010,NEW ORLEANS HORNETS,2009-11-22,240,36,91,12,28,17,19,11,30,22,7,3,9,25,0.508,0.462,0.308,0.209,22.4,88.2,49.4,61.1,7.5,5.2,8.3,100.0,108.4,109.5
2009-2010,MIAMI HEAT,2009-11-22,240,37,71,7,13,21,28,4,38,21,2,8,14,20,0.612,0.57,0.183,0.394,11.8,77.6,50.6,56.8,2.1,12.7,14.4,100.0,109.5,108.4
2009-2010,BOSTON CELTICS,2009-11-22,265,35,85,10,25,27,35,11,37,21,11,8,15,28,0.5329999999999999,0.471,0.294,0.412,23.9,77.1,51.1,60.0,10.8,13.8,13.0,100.0,104.6,102.7
2009-2010,NEW YORK KNICKS,2009-11-22,265,38,88,10,30,19,24,11,35,19,6,5,18,25,0.5329999999999999,0.489,0.341,0.273,22.9,76.1,48.9,50.0,5.9,8.3,15.4,100.0,102.7,104.6
2009-2010,DETROIT PISTONS,2009-11-22,240,38,89,7,18,8,12,17,22,18,8,4,13,22,0.483,0.466,0.202,0.135,37.0,71.0,50.6,47.4,9.2,7.3,12.1,100.0,104.6,134.5
2009-2010,PHOENIX SUNS,2009-11-22,240,42,73,11,18,22,25,9,29,25,7,6,14,17,0.696,0.6509999999999999,0.247,0.342,29.0,63.0,49.4,59.5,8.0,8.5,14.3,100.0,134.5,104.6
2009-2010,ORLANDO MAGIC,2009-11-22,240,34,83,9,32,27,35,14,32,19,3,0,7,20,0.528,0.464,0.386,0.422,28.6,80.0,51.7,55.9,3.4,0.0,6.6,100.0,117.5,108.5
2009-2010,TORONTO RAPTORS,2009-11-22,240,34,77,6,16,22,28,8,35,19,4,2,9,27,0.537,0.481,0.208,0.364,20.0,71.4,48.3,55.9,4.5,3.9,9.2,100.0,108.5,117.5
2009-2010,MINNESOTA TIMBERWOLVES,2009-11-23,240,33,76,7,16,14,18,11,29,18,8,3,21,22,0.518,0.48,0.211,0.237,28.2,64.4,47.6,54.5,9.0,4.3,20.0,100.0,97.9,102.4
2009-2010,LOS ANGELES CLIPPERS,2009-11-23,240,35,83,2,14,19,22,16,28,20,10,2,13,16,0.491,0.434,0.16899999999999998,0.265,35.6,71.8,52.4,57.1,11.3,3.3,12.3,100.0,102.4,97.9
2009-2010,SACRAMENTO KINGS,2009-11-23,240,41,83,6,16,17,23,10,25,19,8,1,21,29,0.564,0.53,0.193,0.277,27.0,69.4,47.9,46.3,8.1,1.5,18.4,100.0,105.8,116.9
2009-2010,MEMPHIS GRIZZLIES,2009-11-23,240,41,76,3,9,31,42,11,27,21,7,7,16,24,0.614,0.5589999999999999,0.118,0.5529999999999999,30.6,73.0,52.1,51.2,7.1,10.4,14.5,100.0,116.9,105.8
2009-2010,CHICAGO BULLS,2009-11-23,240,37,80,6,13,18,22,8,19,23,4,4,6,28,0.546,0.5,0.163,0.275,19.5,57.6,36.5,62.2,4.7,6.9,6.3,100.0,114.8,142.9
2009-2010,PORTLAND TRAIL BLAZERS,2009-11-23,240,42,73,6,15,32,40,14,33,24,2,4,10,18,0.6729999999999999,0.616,0.205,0.5479999999999999,42.4,80.5,63.5,57.1,2.3,6.0,9.9,100.0,142.9,114.8
2009-2010,MILWAUKEE BUCKS,2009-11-23,240,41,83,7,16,9,14,9,20,24,9,5,9,21,0.55,0.536,0.193,0.16899999999999998,21.4,60.6,38.7,58.5,10.2,8.8,9.2,100.0,111.1,127.0
2009-2010,SAN ANTONIO SPURS,2009-11-23,240,40,78,10,21,22,26,13,33,24,5,3,16,14,0.626,0.5770000000000001,0.269,0.333,39.4,78.6,61.3,60.0,5.7,4.5,15.2,100.0,127.0,111.1
2009-2010,GOLDEN STATE WARRIORS,2009-11-24,240,42,88,10,21,17,21,10,36,20,15,2,21,22,0.5710000000000001,0.534,0.239,0.239,23.8,80.0,52.9,47.6,14.5,3.0,17.8,100.0,107.6,99.9
2009-2010,DALLAS MAVERICKS,2009-11-24,240,38,82,4,15,23,25,9,32,26,12,6,18,20,0.5539999999999999,0.488,0.183,0.305,20.0,76.2,47.1,68.4,11.6,9.0,16.2,100.0,99.9,107.6
2009-2010,NEW JERSEY NETS,2009-11-24,240,28,72,5,20,26,36,7,30,18,14,9,23,28,0.495,0.424,0.278,0.5,17.9,78.9,48.1,64.3,13.6,13.2,20.8,100.0,84.5,98.1
2009-2010,DENVER NUGGETS,2009-11-24,240,38,79,2,11,23,33,8,32,27,16,5,22,23,0.54,0.494,0.139,0.418,21.1,82.1,51.9,71.1,15.5,9.6,19.0,100.0,98.1,84.5
2009-2010,NEW YORK KNICKS,2009-11-24,240,35,90,11,33,9,12,9,27,25,13,6,14,23,0.472,0.45,0.3670000000000001,0.133,16.7,64.3,37.5,71.4,13.0,9.2,12.8,100.0,90.2,100.2
2009-2010,LOS ANGELES LAKERS,2009-11-24,240,40,86,5,21,15,18,15,45,25,6,3,25,12,0.532,0.494,0.244,0.209,35.7,83.3,62.5,62.5,6.0,5.3,21.0,100.0,100.2,90.2
2009-2010,INDIANA PACERS,2009-11-24,240,39,86,12,27,22,26,7,27,26,3,4,13,24,0.575,0.523,0.314,0.302,16.7,77.1,44.2,66.7,3.0,6.8,11.8,100.0,113.4,124.6
2009-2010,TORONTO RAPTORS,2009-11-24,240,43,77,9,18,28,37,8,35,28,7,8,13,23,0.659,0.617,0.234,0.481,22.9,83.3,55.8,65.1,7.1,13.6,12.2,100.0,124.6,113.4
2009-2010,OKLAHOMA CITY THUNDER,2009-11-24,240,37,76,8,18,22,25,6,25,25,10,6,16,18,0.598,0.539,0.237,0.329,18.8,69.4,45.6,67.6,10.5,9.0,15.5,100.0,109.7,99.1
2009-2010,UTAH JAZZ,2009-11-24,240,38,77,3,10,15,18,11,26,24,5,3,24,20,0.5529999999999999,0.513,0.13,0.234,30.6,81.3,54.4,63.2,5.3,5.2,22.0,100.0,99.1,109.7
2009-2010,PHILADELPHIA 76ERS,2009-11-24,240,38,94,10,27,21,23,19,26,20,8,9,11,17,0.514,0.457,0.287,0.245,40.4,57.8,48.9,52.6,8.8,11.8,9.6,100.0,117.6,118.7
2009-2010,WASHINGTON WIZARDS,2009-11-24,240,44,93,6,17,14,18,19,28,23,7,9,14,20,0.535,0.505,0.183,0.194,42.2,59.6,51.1,52.3,7.7,13.4,12.2,100.0,118.7,117.6
2009-2010,PHILADELPHIA 76ERS,2009-11-25,240,39,82,13,20,19,26,12,27,26,4,2,14,30,0.589,0.555,0.244,0.317,31.6,71.1,51.3,66.7,4.3,3.9,13.0,100.0,118.9,122.1
2009-2010,BOSTON CELTICS,2009-11-25,240,38,78,7,27,30,39,11,26,23,6,3,12,22,0.594,0.532,0.34600000000000003,0.5,28.9,68.4,48.7,60.5,6.5,4.8,11.2,100.0,122.1,118.9
2009-2010,TORONTO RAPTORS,2009-11-25,240,30,87,4,19,17,23,12,30,15,4,7,15,22,0.417,0.368,0.218,0.264,26.1,66.7,46.2,50.0,4.2,9.3,13.4,100.0,84.4,120.9
2009-2010,CHARLOTTE BOBCATS,2009-11-25,240,42,93,5,18,27,32,15,34,24,13,16,9,24,0.542,0.478,0.194,0.344,33.3,73.9,53.8,57.1,13.5,23.5,7.8,100.0,120.9,84.4
2009-2010,CLEVELAND CAVALIERS,2009-11-25,240,34,68,9,17,21,28,11,24,20,6,7,15,23,0.61,0.5660000000000001,0.25,0.412,28.9,60.0,44.9,58.8,7.1,10.8,15.7,100.0,116.3,104.4
2009-2010,DETROIT PISTONS,2009-11-25,240,31,79,5,14,21,31,16,27,12,5,6,14,21,0.475,0.424,0.177,0.392,40.0,71.1,55.1,38.7,5.9,11.8,13.1,100.0,104.4,116.3
2009-2010,DALLAS MAVERICKS,2009-11-25,240,55,84,9,17,11,14,7,29,33,14,8,12,18,0.721,0.708,0.202,0.16699999999999998,25.9,69.0,52.2,60.0,14.7,12.7,11.7,100.0,136.7,104.1
2009-2010,HOUSTON ROCKETS,2009-11-25,240,38,83,5,20,18,29,13,20,22,4,4,17,19,0.517,0.488,0.241,0.349,31.0,74.1,47.8,57.9,4.2,6.0,15.1,100.0,104.1,136.7
2009-2010,LOS ANGELES CLIPPERS,2009-11-25,240,29,90,4,10,11,14,14,41,9,6,6,14,18,0.38,0.344,0.111,0.156,24.6,82.0,51.4,31.0,6.5,8.8,12.7,100.0,79.2,93.3
2009-2010,INDIANA PACERS,2009-11-25,240,32,85,6,17,16,20,9,43,13,2,5,8,21,0.458,0.412,0.2,0.235,18.0,75.4,48.6,40.6,2.2,6.3,7.9,100.0,93.3,79.2
2009-2010,DENVER NUGGETS,2009-11-25,240,42,80,10,18,30,33,9,34,30,8,8,19,24,0.6559999999999999,0.588,0.225,0.413,23.7,68.0,48.9,71.4,7.7,10.0,16.7,100.0,119.8,107.3
2009-2010,MINNESOTA TIMBERWOLVES,2009-11-25,240,44,99,4,19,19,28,16,29,20,9,4,13,22,0.499,0.465,0.192,0.28300000000000003,32.0,76.3,51.1,45.5,8.7,6.5,10.5,100.0,107.3,119.8
2009-2010,MILWAUKEE BUCKS,2009-11-25,265,38,96,7,25,16,22,11,38,27,10,6,18,26,0.468,0.4320000000000001,0.26,0.229,20.8,66.7,44.5,71.1,9.2,8.7,14.6,100.0,91.1,93.9
2009-2010,NEW ORLEANS HORNETS,2009-11-25,265,34,93,6,24,28,31,19,42,20,9,4,23,24,0.478,0.398,0.258,0.333,33.3,79.2,55.5,58.8,8.3,5.6,17.7,100.0,93.9,91.1
2009-2010,MIAMI HEAT,2009-11-25,240,33,85,6,20,27,32,15,35,12,6,7,8,24,0.5,0.424,0.235,0.376,31.9,77.8,54.3,36.4,6.6,15.2,7.5,100.0,109.1,108.0
2009-2010,ORLANDO MAGIC,2009-11-25,240,32,77,14,31,20,33,10,32,19,6,2,14,21,0.535,0.506,0.403,0.429,22.2,68.1,45.7,59.4,6.6,3.1,13.3,100.0,108.0,109.1
2009-2010,MEMPHIS GRIZZLIES,2009-11-25,240,45,94,1,8,20,25,22,27,15,4,1,14,19,0.529,0.484,0.085,0.266,50.0,79.4,62.8,33.3,4.3,1.5,11.8,100.0,120.7,137.0
2009-2010,PHOENIX SUNS,2009-11-25,240,52,84,9,17,13,18,7,22,27,7,6,8,21,0.685,0.6729999999999999,0.202,0.214,20.6,50.0,37.2,51.9,7.6,7.0,8.0,100.0,137.0,120.7
2009-2010,NEW JERSEY NETS,2009-11-25,240,36,81,1,6,10,14,15,24,16,9,4,12,24,0.476,0.451,0.07400000000000001,0.173,34.1,64.9,48.1,44.4,10.9,7.5,12.1,100.0,100.8,113.0
2009-2010,PORTLAND TRAIL BLAZERS,2009-11-25,240,35,70,9,17,14,24,13,29,25,4,7,16,16,0.5770000000000001,0.564,0.243,0.343,35.1,65.9,51.9,71.4,4.9,9.3,16.6,100.0,113.0,100.8
2009-2010,NEW YORK KNICKS,2009-11-25,240,35,91,10,39,17,18,16,27,19,8,3,17,19,0.49,0.44,0.429,0.198,30.8,65.9,46.2,54.3,8.2,4.8,14.7,100.0,99.9,114.3
2009-2010,SACRAMENTO KINGS,2009-11-25,240,43,89,12,27,13,18,14,36,22,9,6,18,22,0.573,0.551,0.303,0.202,34.1,69.2,53.8,51.2,9.3,11.5,15.7,100.0,114.3,99.9
2009-2010,GOLDEN STATE WARRIORS,2009-11-25,240,40,86,3,11,21,26,6,28,15,6,8,16,23,0.534,0.483,0.128,0.302,15.4,77.8,45.3,37.5,5.8,11.9,14.1,100.0,100.5,114.1
2009-2010,SAN ANTONIO SPURS,2009-11-25,240,44,85,5,18,25,32,8,33,30,10,6,14,21,0.595,0.547,0.212,0.376,22.2,84.6,54.7,68.2,9.7,8.0,12.4,100.0,114.1,100.5
2009-2010,ORLANDO MAGIC,2009-11-26,240,35,80,10,31,13,20,13,40,15,7,6,12,12,0.524,0.5,0.388,0.25,30.2,78.4,56.4,42.9,8.0,9.1,11.9,100.0,106.7,87.2
2009-2010,ATLANTA HAWKS,2009-11-26,240,33,85,7,19,3,7,11,30,18,8,3,13,20,0.431,0.429,0.224,0.08199999999999999,21.6,69.8,43.6,54.5,9.2,6.1,12.9,100.0,87.2,106.7
2009-2010,CHICAGO BULLS,2009-11-26,240,34,81,3,8,15,19,13,26,14,9,3,13,22,0.481,0.438,0.099,0.235,32.5,74.3,52.0,41.2,10.3,4.3,12.7,100.0,98.6,120.4
2009-2010,UTAH JAZZ,2009-11-26,240,45,74,2,5,13,23,9,27,29,10,8,14,20,0.624,0.622,0.068,0.311,25.7,67.5,48.0,64.4,11.5,11.0,14.3,100.0,120.4,98.6
2009-2010,TORONTO RAPTORS,2009-11-27,240,39,70,7,14,18,23,10,21,15,7,6,25,19,0.643,0.607,0.2,0.329,33.3,77.8,54.4,38.5,7.6,10.0,23.8,100.0,111.2,125.2
2009-2010,BOSTON CELTICS,2009-11-27,240,48,77,7,17,13,15,6,20,33,15,1,16,20,0.6940000000000001,0.669,0.221,0.195,22.2,66.7,45.6,68.8,16.2,1.8,16.1,100.0,125.2,111.2
2009-2010,CLEVELAND CAVALIERS,2009-11-27,240,36,79,6,28,9,17,10,36,14,5,6,16,25,0.503,0.494,0.354,0.215,25.0,87.8,56.8,38.9,5.5,10.0,15.6,100.0,96.0,103.7
2009-2010,CHARLOTTE BOBCATS,2009-11-27,240,35,74,6,14,18,30,5,30,19,7,2,10,18,0.539,0.514,0.189,0.405,12.2,75.0,43.2,54.3,7.7,3.9,10.3,100.0,103.7,96.0
2009-2010,NEW YORK KNICKS,2009-11-27,240,45,92,13,31,22,31,16,24,29,5,3,8,25,0.5920000000000001,0.56,0.337,0.337,33.3,68.6,48.2,64.4,5.2,4.6,7.0,100.0,130.5,133.7
2009-2010,DENVER NUGGETS,2009-11-27,240,45,84,10,19,28,35,11,32,30,6,8,11,25,0.644,0.595,0.226,0.417,31.4,66.7,51.8,66.7,6.3,13.1,10.0,100.0,133.7,130.5
2009-2010,LOS ANGELES CLIPPERS,2009-11-27,240,37,63,2,10,28,35,4,31,26,6,9,9,19,0.6629999999999999,0.603,0.159,0.556,14.3,62.0,44.9,70.3,7.0,12.2,10.3,100.0,122.0,112.6
2009-2010,DETROIT PISTONS,2009-11-27,240,36,91,8,17,16,22,19,24,21,4,0,11,28,0.477,0.44,0.187,0.242,38.0,85.7,55.1,58.3,4.7,0.0,9.8,100.0,112.6,122.0
2009-2010,SAN ANTONIO SPURS,2009-11-27,240,32,71,2,5,26,34,8,38,14,6,7,14,19,0.535,0.465,0.07,0.479,21.6,69.1,50.0,43.8,6.7,9.5,14.0,100.0,102.4,93.5
