season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,points,during_playoffs
2011-2012,NEW YORK KNICKS,2012-04-18,240,36,83,13,35,19,24,9,32,22,11,5,9,17,0.556,0.512,0.422,0.289,20.5,78.0,48.2,61.1,12.0,9.4,8.8,100.0,113.7,103.8,104,0
2011-2012,NEW JERSEY NETS,2012-04-18,240,35,78,10,25,15,17,9,35,16,2,4,17,21,0.556,0.513,0.321,0.218,22.0,79.5,51.8,45.7,2.2,8.3,16.6,100.0,103.8,113.7,95,0
2011-2012,OKLAHOMA CITY THUNDER,2012-04-18,240,36,80,6,16,31,34,11,35,17,8,6,13,26,0.574,0.488,0.2,0.425,26.2,74.5,51.7,47.2,8.4,9.5,12.0,100.0,114.3,101.7,109,0
2011-2012,PHOENIX SUNS,2012-04-18,240,34,83,6,20,23,32,12,31,18,3,4,14,21,0.5,0.446,0.241,0.386,25.5,73.8,48.3,52.9,3.1,6.3,12.6,100.0,101.7,114.3,97,0
2011-2012,UTAH JAZZ,2012-04-18,240,38,80,10,17,26,32,12,37,23,9,4,14,18,0.595,0.5379999999999999,0.213,0.4,31.6,74.0,55.7,60.5,9.6,6.8,13.0,100.0,119.9,97.4,112,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-04-18,240,31,79,6,20,23,29,13,26,18,7,5,17,20,0.496,0.43,0.253,0.3670000000000001,26.0,68.4,44.3,58.1,7.5,7.9,15.6,100.0,97.4,119.9,91,0
2011-2012,SAN ANTONIO SPURS,2012-04-18,240,47,80,8,21,25,31,9,31,26,7,3,11,20,0.6779999999999999,0.638,0.263,0.388,29.0,68.9,52.6,55.3,7.5,4.2,10.5,100.0,135.7,109.0,127,0
2011-2012,SACRAMENTO KINGS,2012-04-18,240,41,92,6,21,14,20,14,22,22,4,5,11,23,0.506,0.478,0.228,0.217,31.1,71.0,47.4,53.7,4.3,8.5,9.8,100.0,109.0,135.7,102,0
2011-2012,MILWAUKEE BUCKS,2012-04-18,240,42,93,5,19,23,27,15,33,22,8,5,10,21,0.534,0.478,0.204,0.29,31.9,78.6,53.9,52.4,8.2,6.7,8.7,100.0,114.6,123.8,112,0
2011-2012,WASHINGTON WIZARDS,2012-04-18,240,49,88,7,13,16,25,9,32,23,6,4,10,18,0.611,0.597,0.14800000000000002,0.284,21.4,68.1,46.1,46.9,6.1,5.4,9.2,100.0,123.8,114.6,121,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-04-19,240,34,73,3,15,20,28,5,43,24,3,7,12,11,0.5329999999999999,0.486,0.205,0.384,13.5,79.6,52.7,70.6,3.2,9.7,12.3,100.0,98.1,86.2,91,0
2011-2012,DETROIT PISTONS,2012-04-19,240,33,91,7,19,7,9,11,32,14,5,2,13,21,0.421,0.401,0.209,0.099,20.4,86.5,47.3,42.4,5.4,3.4,12.0,100.0,86.2,98.1,80,0
2011-2012,MILWAUKEE BUCKS,2012-04-19,240,37,88,6,20,29,33,15,33,15,5,7,13,26,0.532,0.455,0.227,0.375,33.3,70.2,52.2,40.5,5.2,9.5,11.3,100.0,112.7,122.0,109,0
2011-2012,INDIANA PACERS,2012-04-19,240,43,91,7,17,25,32,14,30,24,7,3,9,22,0.561,0.511,0.187,0.35200000000000004,29.8,66.7,47.8,55.8,7.2,4.4,7.9,100.0,122.0,112.7,118,0
2011-2012,CHICAGO BULLS,2012-04-19,240,25,70,2,16,20,28,7,33,16,4,2,13,19,0.4370000000000001,0.371,0.229,0.4,16.3,78.6,47.1,64.0,4.6,3.2,13.6,100.0,83.4,96.1,72,0
2011-2012,MIAMI HEAT,2012-04-19,240,32,76,4,13,15,21,9,36,14,6,4,12,19,0.487,0.447,0.171,0.276,21.4,83.7,52.9,43.8,6.9,7.4,12.3,100.0,96.1,83.4,83,0
2011-2012,HOUSTON ROCKETS,2012-04-19,265,37,89,11,31,14,25,9,31,25,8,2,10,24,0.495,0.478,0.348,0.281,17.0,70.5,41.2,67.6,8.1,3.0,9.1,100.0,100.7,106.8,99,0
2011-2012,NEW ORLEANS HORNETS,2012-04-19,265,41,87,4,20,19,24,13,44,23,8,4,15,22,0.5379999999999999,0.494,0.23,0.276,29.5,83.0,58.8,56.1,8.1,6.9,13.3,100.0,106.8,100.7,105,0
2011-2012,LOS ANGELES CLIPPERS,2012-04-19,240,37,83,5,16,11,17,12,30,15,11,5,9,18,0.4970000000000001,0.476,0.193,0.205,28.6,73.2,50.6,40.5,12.8,10.0,9.0,100.0,104.9,108.4,90,0
2011-2012,PHOENIX SUNS,2012-04-19,240,33,74,9,24,18,24,11,30,22,4,1,15,15,0.55,0.507,0.324,0.324,26.8,71.4,49.4,66.7,4.7,1.5,15.1,100.0,108.4,104.9,93,0
2011-2012,BOSTON CELTICS,2012-04-20,240,39,81,5,12,9,14,10,23,18,12,1,11,18,0.528,0.512,0.14800000000000002,0.173,25.0,67.6,44.6,46.2,14.0,1.8,11.2,100.0,107.6,113.4,92,0
2011-2012,ATLANTA HAWKS,2012-04-20,240,37,72,9,17,14,17,11,30,24,7,7,18,9,0.61,0.5760000000000001,0.236,0.236,32.4,75.0,55.4,64.9,8.2,10.1,18.5,100.0,113.4,107.6,97,0
2011-2012,MEMPHIS GRIZZLIES,2012-04-20,240,34,75,2,8,15,21,12,29,16,12,5,19,21,0.505,0.467,0.107,0.28,30.8,72.5,51.9,47.1,13.2,7.1,18.4,100.0,93.3,87.8,85,0
2011-2012,CHARLOTTE BOBCATS,2012-04-20,240,32,79,3,9,13,18,11,27,18,4,4,21,17,0.46,0.424,0.114,0.228,27.5,69.2,48.1,56.3,4.4,6.0,19.5,100.0,87.8,93.3,80,0
2011-2012,NEW YORK KNICKS,2012-04-20,240,35,83,12,33,8,15,11,21,26,7,6,12,17,0.502,0.494,0.398,0.181,23.4,56.8,38.1,74.3,8.1,10.0,11.8,100.0,103.5,112.7,90,0
2011-2012,CLEVELAND CAVALIERS,2012-04-20,240,36,79,6,19,20,27,16,36,15,5,6,15,15,0.539,0.494,0.241,0.342,43.2,76.6,61.9,41.7,5.8,12.0,14.2,100.0,112.7,103.5,98,0
2011-2012,GOLDEN STATE WARRIORS,2012-04-20,240,37,83,9,19,11,21,7,28,23,10,5,10,21,0.51,0.5,0.229,0.253,15.2,68.3,40.2,62.2,10.6,8.1,9.8,100.0,99.6,110.2,94,0
2011-2012,DALLAS MAVERICKS,2012-04-20,240,38,81,3,19,25,26,13,39,19,9,5,18,16,0.563,0.488,0.235,0.321,31.7,84.8,59.8,50.0,9.5,7.8,16.3,100.0,110.2,99.6,104,0
2011-2012,OKLAHOMA CITY THUNDER,2012-04-20,240,40,75,4,12,19,22,6,39,21,9,11,17,14,0.608,0.56,0.16,0.293,19.4,69.6,51.7,52.5,9.6,14.3,16.7,100.0,109.6,97.9,103,0
2011-2012,SACRAMENTO KINGS,2012-04-20,240,38,93,5,16,11,18,17,25,20,8,7,12,17,0.456,0.435,0.172,0.194,30.4,80.6,48.3,52.6,8.5,11.1,10.6,100.0,97.9,109.6,92,0
2011-2012,LOS ANGELES LAKERS,2012-04-20,240,33,76,6,14,25,30,10,19,19,9,4,12,14,0.544,0.474,0.184,0.395,24.4,63.3,40.8,57.6,10.2,6.5,11.9,100.0,109.5,136.6,97,0
2011-2012,SAN ANTONIO SPURS,2012-04-20,240,47,77,10,15,17,18,11,31,27,9,5,16,22,0.7120000000000001,0.675,0.195,0.234,36.7,75.6,59.2,57.4,10.2,8.1,15.9,100.0,136.6,109.5,121,0
2011-2012,DALLAS MAVERICKS,2012-04-21,240,31,79,4,15,17,19,10,33,12,7,3,12,15,0.475,0.418,0.19,0.241,20.8,80.5,48.3,38.7,7.9,4.7,12.1,100.0,93.7,105.0,83,0
2011-2012,CHICAGO BULLS,2012-04-21,240,38,84,9,20,8,12,8,38,29,8,2,10,13,0.521,0.506,0.238,0.14300000000000002,19.5,79.2,51.7,76.3,9.0,3.1,10.1,100.0,105.0,93.7,93,0
2011-2012,GOLDEN STATE WARRIORS,2012-04-21,240,36,73,5,16,19,22,8,28,17,6,5,17,16,0.581,0.527,0.219,0.301,24.2,65.1,47.4,47.2,6.8,8.6,17.1,100.0,109.2,112.6,96,0
2011-2012,HOUSTON ROCKETS,2012-04-21,240,40,84,10,26,9,15,15,25,22,11,5,13,20,0.546,0.536,0.31,0.179,34.9,75.8,52.6,55.0,12.5,8.8,12.5,100.0,112.6,109.2,99,0
2011-2012,PHILADELPHIA 76ERS,2012-04-21,265,40,89,6,18,23,33,19,29,24,6,11,14,25,0.526,0.483,0.202,0.371,37.3,61.7,49.0,60.0,6.3,12.9,11.9,100.0,114.1,110.9,109,0
2011-2012,INDIANA PACERS,2012-04-21,265,42,97,3,12,19,25,18,32,22,11,4,10,25,0.491,0.448,0.124,0.258,38.3,62.7,51.0,52.4,11.5,5.6,8.5,100.0,110.9,114.1,106,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-04-21,240,29,78,6,24,25,31,16,30,16,7,0,15,15,0.486,0.41,0.308,0.397,37.2,63.8,51.1,55.2,8.2,0.0,14.1,100.0,104.4,109.1,89,0
2011-2012,MEMPHIS GRIZZLIES,2012-04-21,240,40,90,4,17,9,10,17,27,19,6,6,10,25,0.493,0.467,0.189,0.111,36.2,62.8,48.9,47.5,7.0,11.1,9.6,100.0,109.1,104.4,93,0
2011-2012,WASHINGTON WIZARDS,2012-04-21,240,36,87,7,18,7,9,10,28,22,9,5,14,25,0.473,0.454,0.207,0.103,23.8,66.7,45.2,61.1,10.0,9.6,13.3,100.0,95.8,93.5,86,0
2011-2012,MIAMI HEAT,2012-04-21,240,31,77,9,25,13,16,14,32,16,4,5,21,18,0.5,0.461,0.325,0.208,33.3,76.2,54.8,51.6,4.5,7.2,20.0,100.0,93.5,95.8,84,0
2011-2012,NEW JERSEY NETS,2012-04-21,240,40,86,4,12,11,15,7,34,19,8,1,15,23,0.513,0.488,0.14,0.174,15.9,72.3,45.1,47.5,8.1,1.4,13.9,100.0,96.8,108.0,95,0
2011-2012,MILWAUKEE BUCKS,2012-04-21,240,38,84,4,13,26,37,13,37,22,8,4,12,16,0.529,0.476,0.155,0.44,27.7,84.1,54.9,57.9,8.1,5.4,10.7,100.0,108.0,96.8,106,0
2011-2012,DENVER NUGGETS,2012-04-21,240,48,87,6,13,16,17,8,30,25,12,7,9,17,0.624,0.586,0.149,0.195,22.9,62.5,45.8,52.1,12.7,10.1,8.7,100.0,124.7,113.1,118,0
2011-2012,PHOENIX SUNS,2012-04-21,240,44,95,11,26,8,11,18,27,24,8,7,17,14,0.536,0.521,0.274,0.116,37.5,77.1,54.2,54.5,8.5,9.5,14.5,100.0,113.1,124.7,107,0
2011-2012,ORLANDO MAGIC,2012-04-21,265,42,96,15,38,8,13,15,28,21,6,6,10,18,0.526,0.516,0.396,0.135,31.9,70.0,49.4,50.0,6.5,7.5,9.0,100.0,115.8,126.6,107,0
2011-2012,UTAH JAZZ,2012-04-21,265,47,88,4,8,19,23,12,32,24,8,6,8,15,0.596,0.557,0.091,0.261,30.0,68.1,50.6,51.1,8.7,10.3,7.5,100.0,126.6,115.8,117,0
2011-2012,NEW YORK KNICKS,2012-04-22,240,43,79,12,19,15,20,7,30,21,13,1,17,21,0.644,0.62,0.241,0.253,20.0,85.7,52.9,48.8,13.3,1.9,16.2,100.0,115.8,114.8,113,0
2011-2012,ATLANTA HAWKS,2012-04-22,240,41,76,15,23,15,23,5,28,23,13,7,19,19,0.65,0.638,0.303,0.303,14.3,80.0,47.1,56.1,13.3,11.7,18.1,100.0,114.8,115.8,112,0
2011-2012,SACRAMENTO KINGS,2012-04-22,240,48,87,3,9,15,20,9,28,23,13,6,8,19,0.595,0.569,0.103,0.23,23.7,63.6,45.1,47.9,13.9,8.1,7.7,100.0,121.8,94.0,114,0
2011-2012,CHARLOTTE BOBCATS,2012-04-22,240,39,89,2,15,8,14,16,29,28,3,8,19,15,0.462,0.449,0.16899999999999998,0.157,36.4,76.3,54.9,71.8,3.2,10.3,16.6,100.0,94.0,121.8,88,0
2011-2012,ORLANDO MAGIC,2012-04-22,240,28,75,6,23,12,17,12,21,19,9,2,13,16,0.449,0.413,0.307,0.227,26.1,70.0,43.4,67.9,10.7,3.2,13.6,100.0,88.0,120.1,74,0
2011-2012,DENVER NUGGETS,2012-04-22,240,44,78,5,15,8,11,9,34,32,5,5,15,18,0.61,0.596,0.192,0.141,30.0,73.9,56.6,72.7,5.9,9.6,15.3,100.0,120.1,88.0,101,0
2011-2012,TORONTO RAPTORS,2012-04-22,240,29,77,4,13,11,16,11,34,21,8,6,17,28,0.434,0.403,0.16899999999999998,0.208,25.6,81.0,52.9,72.4,9.1,10.7,16.8,100.0,83.4,86.8,73,0
2011-2012,DETROIT PISTONS,2012-04-22,240,26,71,2,15,22,35,8,32,16,5,4,12,10,0.44,0.38,0.211,0.493,19.0,74.4,47.1,61.5,5.7,6.3,12.2,100.0,86.8,83.4,76,0
2011-2012,NEW ORLEANS HORNETS,2012-04-22,240,35,71,3,12,25,34,8,28,22,6,5,19,31,0.57,0.514,0.16899999999999998,0.479,22.2,71.8,48.0,62.9,6.4,10.2,18.1,100.0,104.8,114.5,98,0
2011-2012,LOS ANGELES CLIPPERS,2012-04-22,240,33,77,7,28,34,43,11,28,24,13,5,11,27,0.5579999999999999,0.474,0.364,0.5579999999999999,28.2,77.8,52.0,72.7,13.9,8.5,10.3,100.0,114.5,104.8,107,0
2011-2012,OKLAHOMA CITY THUNDER,2012-04-22,290,37,101,8,24,24,28,14,40,23,9,12,17,26,0.468,0.406,0.238,0.277,25.0,61.5,44.6,62.2,8.2,13.3,13.0,100.0,96.2,103.5,106,0
2011-2012,LOS ANGELES LAKERS,2012-04-22,290,41,106,5,16,27,40,25,42,26,12,10,13,19,0.461,0.41,0.151,0.377,38.5,75.0,55.4,63.4,10.9,13.0,9.5,100.0,103.5,96.2,114,0
2011-2012,HOUSTON ROCKETS,2012-04-22,240,35,76,7,20,11,13,7,30,17,9,4,18,19,0.5379999999999999,0.507,0.263,0.171,18.4,63.8,43.5,48.6,10.0,5.8,18.1,100.0,97.6,107.6,88,0
2011-2012,MIAMI HEAT,2012-04-22,240,35,85,5,16,22,24,17,31,10,10,7,14,15,0.508,0.441,0.188,0.282,36.2,81.6,56.5,28.6,11.1,12.5,12.8,100.0,107.6,97.6,97,0
2011-2012,GOLDEN STATE WARRIORS,2012-04-22,240,41,92,5,16,6,10,11,34,18,6,7,9,17,0.482,0.473,0.174,0.109,22.9,79.1,49.5,43.9,6.5,12.5,8.5,100.0,101.5,96.0,93,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-04-22,240,30,82,7,26,21,21,9,37,18,1,10,12,13,0.482,0.409,0.317,0.256,20.9,77.1,50.5,60.0,1.1,13.2,11.6,100.0,96.0,101.5,88,0
2011-2012,CLEVELAND CAVALIERS,2012-04-22,240,37,88,5,22,19,28,14,28,14,6,4,13,21,0.488,0.449,0.25,0.318,25.9,84.8,48.3,37.8,6.2,7.0,11.5,100.0,100.5,116.9,98,0
2011-2012,SAN ANTONIO SPURS,2012-04-22,240,42,77,8,20,22,29,5,40,23,6,4,14,20,0.635,0.597,0.26,0.377,15.2,74.1,51.7,54.8,6.2,6.1,13.5,100.0,116.9,100.5,114,0
2011-2012,DETROIT PISTONS,2012-04-23,240,38,83,8,16,13,22,15,27,16,8,9,18,26,0.523,0.506,0.193,0.265,30.6,55.1,42.9,42.1,8.5,11.7,16.3,100.0,102.7,109.1,97,0
2011-2012,INDIANA PACERS,2012-04-23,240,35,92,4,15,29,38,22,34,21,13,4,14,20,0.474,0.402,0.163,0.413,44.9,69.4,57.1,60.0,13.8,6.0,11.4,100.0,109.1,102.7,103,0
2011-2012,CLEVELAND CAVALIERS,2012-04-23,240,37,80,11,24,16,22,13,23,19,8,5,17,21,0.563,0.531,0.3,0.275,34.2,57.5,46.2,51.4,8.9,7.4,15.9,100.0,112.9,121.9,101,0
2011-2012,MEMPHIS GRIZZLIES,2012-04-23,240,38,81,5,13,28,36,17,25,18,14,8,13,19,0.563,0.5,0.16,0.444,42.5,65.8,53.8,47.4,15.7,14.3,11.8,100.0,121.9,112.9,109,0
2011-2012,TORONTO RAPTORS,2012-04-23,240,34,76,4,14,14,18,10,39,24,5,3,21,26,0.512,0.474,0.184,0.237,23.8,78.0,53.3,70.6,5.4,4.9,20.0,100.0,92.8,99.3,86,0
2011-2012,MILWAUKEE BUCKS,2012-04-23,240,29,78,6,17,28,36,11,32,16,10,7,11,17,0.49,0.41,0.218,0.462,22.0,76.2,46.7,55.2,10.8,11.3,10.5,100.0,99.3,92.8,92,0
2011-2012,PHILADELPHIA 76ERS,2012-04-23,240,43,80,5,14,14,17,7,26,25,6,8,7,16,0.6,0.569,0.175,0.213,20.0,78.8,48.5,58.1,7.1,13.8,7.4,100.0,123.7,102.5,105,0
2011-2012,NEW JERSEY NETS,2012-04-23,240,31,72,4,14,21,23,7,28,15,3,2,12,16,0.53,0.458,0.194,0.319,21.2,80.0,51.5,48.4,3.5,3.0,12.7,100.0,102.5,123.7,87,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-04-23,240,37,96,6,16,9,11,14,24,19,10,5,14,18,0.441,0.417,0.16699999999999998,0.115,26.4,75.0,44.7,51.4,10.3,8.5,12.2,100.0,91.6,127.6,89,0
2011-2012,SAN ANTONIO SPURS,2012-04-23,240,48,81,12,22,16,21,8,39,34,11,8,16,9,0.687,0.667,0.272,0.259,25.0,73.6,55.3,70.8,11.3,10.0,15.1,100.0,127.6,91.6,124,0
2011-2012,CHARLOTTE BOBCATS,2012-04-23,240,25,73,4,15,19,23,10,25,12,6,4,22,14,0.439,0.37,0.205,0.315,21.7,73.5,43.8,48.0,6.4,6.2,20.9,100.0,77.5,107.2,73,0
2011-2012,WASHINGTON WIZARDS,2012-04-23,240,46,83,2,18,7,12,9,36,28,12,5,18,25,0.5720000000000001,0.5660000000000001,0.217,0.145,26.5,78.3,56.3,60.9,12.7,8.6,16.9,100.0,107.2,77.5,101,0
2011-2012,LOS ANGELES CLIPPERS,2012-04-24,240,40,80,8,19,14,20,9,26,18,9,4,14,14,0.574,0.55,0.238,0.25,24.3,65.0,45.5,45.0,9.9,6.5,13.6,100.0,112.0,119.7,102,0
2011-2012,ATLANTA HAWKS,2012-04-24,240,43,86,11,24,12,14,14,28,24,7,4,15,17,0.591,0.564,0.279,0.163,35.0,75.7,54.5,55.8,7.7,6.6,14.0,100.0,119.7,112.0,109,0
2011-2012,MIAMI HEAT,2012-04-24,240,28,73,6,17,4,7,8,36,20,7,6,24,19,0.434,0.425,0.233,0.096,19.0,90.0,53.7,71.4,7.7,9.7,24.0,100.0,72.7,85.9,66,0
2011-2012,BOSTON CELTICS,2012-04-24,240,32,74,4,12,10,16,4,34,15,11,6,15,11,0.481,0.459,0.162,0.21600000000000005,10.0,81.0,46.3,46.9,12.1,10.7,15.6,100.0,85.9,72.7,78,0
2011-2012,NEW ORLEANS HORNETS,2012-04-24,240,31,71,2,5,19,31,14,29,22,9,6,13,17,0.49,0.451,0.07,0.4370000000000001,33.3,76.3,53.8,71.0,10.7,9.2,13.3,100.0,99.0,96.6,83,0
2011-2012,GOLDEN STATE WARRIORS,2012-04-24,240,33,79,6,14,9,13,9,28,18,6,6,13,19,0.478,0.456,0.177,0.165,23.7,66.7,46.3,54.5,7.2,9.1,13.3,100.0,96.6,99.0,81,0
2011-2012,SACRAMENTO KINGS,2012-04-24,240,43,82,4,16,20,27,6,28,19,10,8,12,20,0.586,0.5489999999999999,0.195,0.329,16.2,70.0,44.2,44.2,10.3,13.1,11.3,100.0,113.6,121.9,110,0
2011-2012,OKLAHOMA CITY THUNDER,2012-04-24,240,38,81,9,20,33,36,12,31,22,5,8,14,24,0.609,0.525,0.247,0.444,30.0,83.8,55.8,57.9,5.2,12.1,12.6,100.0,121.9,113.6,118,0
2011-2012,PHOENIX SUNS,2012-04-24,240,34,84,5,23,15,23,6,36,18,5,3,15,22,0.467,0.435,0.274,0.274,12.5,72.0,42.9,52.9,5.0,4.1,13.7,100.0,88.8,100.9,88,0
2011-2012,UTAH JAZZ,2012-04-24,240,37,87,4,13,22,29,14,42,23,9,8,13,21,0.501,0.448,0.149,0.333,28.0,87.5,57.1,62.2,9.1,13.1,11.5,100.0,100.9,88.8,100,0
2011-2012,WASHINGTON WIZARDS,2012-04-25,240,40,91,4,16,12,16,20,30,21,12,4,15,19,0.49,0.462,0.17600000000000002,0.17600000000000002,39.2,73.2,54.3,52.5,13.3,6.7,13.3,100.0,106.8,94.5,96,0
2011-2012,CLEVELAND CAVALIERS,2012-04-25,240,34,77,4,17,13,18,11,31,18,10,2,17,18,0.5,0.468,0.221,0.234,26.8,60.8,45.7,52.9,11.1,2.7,16.7,100.0,94.5,106.8,85,0
2011-2012,CHICAGO BULLS,2012-04-25,240,38,81,6,17,10,10,9,35,27,5,5,13,17,0.539,0.506,0.21,0.123,25.0,83.3,56.4,71.1,5.8,7.6,13.2,100.0,105.8,100.1,92,0
2011-2012,INDIANA PACERS,2012-04-25,240,35,80,6,14,11,16,7,27,16,9,4,9,10,0.5,0.475,0.175,0.2,16.7,75.0,43.6,45.7,10.4,6.3,9.4,100.0,100.1,105.8,87,0
2011-2012,PHILADELPHIA 76ERS,2012-04-25,240,36,101,5,16,13,18,16,35,24,12,6,11,9,0.413,0.381,0.158,0.17800000000000002,27.1,79.5,49.5,66.7,12.2,9.2,9.2,100.0,91.8,86.7,90,0
2011-2012,MILWAUKEE BUCKS,2012-04-25,240,36,81,6,16,7,9,9,43,26,8,11,21,14,0.5,0.481,0.198,0.111,20.5,72.9,50.5,72.2,8.2,12.9,19.8,100.0,86.7,91.8,85,0
2011-2012,LOS ANGELES CLIPPERS,2012-04-25,240,34,70,11,25,14,25,9,31,19,6,3,13,20,0.574,0.564,0.35700000000000004,0.35700000000000004,24.3,79.5,52.6,55.9,7.1,5.7,13.8,100.0,109.9,117.0,93,0
2011-2012,NEW YORK KNICKS,2012-04-25,240,36,77,9,24,18,24,8,28,18,9,2,8,18,0.565,0.526,0.312,0.312,20.5,75.7,47.4,50.0,10.6,4.4,8.4,100.0,117.0,109.9,99,0
2011-2012,DENVER NUGGETS,2012-04-25,240,40,90,8,23,18,30,17,25,21,8,4,10,20,0.514,0.489,0.256,0.333,39.5,69.4,53.2,52.5,8.9,7.3,8.8,100.0,117.3,111.7,106,0
2011-2012,OKLAHOMA CITY THUNDER,2012-04-25,240,39,79,10,24,13,15,11,26,18,6,13,18,26,0.59,0.557,0.304,0.19,30.6,60.5,46.8,46.2,6.6,19.4,17.4,100.0,111.7,117.3,101,0
2011-2012,CHARLOTTE BOBCATS,2012-04-25,240,31,70,5,17,28,32,6,31,18,3,5,13,24,0.565,0.479,0.243,0.457,15.8,67.4,44.0,58.1,3.4,11.4,13.4,100.0,106.6,114.4,95,0
2011-2012,ORLANDO MAGIC,2012-04-25,240,33,82,14,38,22,28,15,32,21,6,2,13,28,0.541,0.488,0.463,0.341,32.6,84.2,56.0,63.6,6.7,3.8,12.1,100.0,114.4,106.6,102,0
2011-2012,SAN ANTONIO SPURS,2012-04-25,240,41,88,8,22,20,23,12,33,23,6,2,14,19,0.561,0.511,0.25,0.261,27.9,73.3,51.1,56.1,6.1,2.5,12.5,100.0,112.6,108.5,110,0
2011-2012,PHOENIX SUNS,2012-04-25,240,45,94,5,13,11,13,12,31,19,5,8,13,16,0.531,0.505,0.138,0.138,26.7,72.1,48.9,42.2,5.1,12.1,11.5,100.0,108.5,112.6,106,0
2011-2012,DALLAS MAVERICKS,2012-04-26,240,33,78,5,15,18,23,9,31,20,9,3,16,11,0.505,0.455,0.192,0.295,20.0,86.1,49.4,60.6,9.5,5.2,15.4,100.0,94.1,112.0,89,0
2011-2012,ATLANTA HAWKS,2012-04-26,240,45,85,9,27,7,9,5,36,28,8,3,13,17,0.596,0.5820000000000001,0.318,0.106,13.9,80.0,50.6,62.2,8.5,4.8,12.8,100.0,112.0,94.1,106,0
2011-2012,MILWAUKEE BUCKS,2012-04-26,240,29,78,2,9,14,23,11,38,17,11,4,23,14,0.42,0.385,0.115,0.295,22.4,86.4,52.7,58.6,11.2,6.3,20.7,100.0,75.0,88.2,74,0
2011-2012,BOSTON CELTICS,2012-04-26,240,35,87,8,24,9,11,6,38,27,14,7,15,18,0.474,0.448,0.276,0.126,13.6,77.6,47.3,77.1,14.2,10.1,14.0,100.0,88.2,75.0,87,0
2011-2012,NEW YORK KNICKS,2012-04-26,240,44,85,8,20,8,15,6,30,31,7,6,9,21,0.568,0.565,0.235,0.17600000000000002,16.2,78.9,48.0,70.5,7.7,10.3,8.9,100.0,114.4,92.4,104,0
2011-2012,CHARLOTTE BOBCATS,2012-04-26,240,32,74,6,16,14,26,8,31,20,5,9,14,16,0.4920000000000001,0.473,0.21600000000000005,0.35100000000000003,21.1,83.8,52.0,62.5,5.5,13.8,14.1,100.0,92.4,114.4,84,0
2011-2012,CLEVELAND CAVALIERS,2012-04-26,240,28,87,2,13,17,26,13,25,8,4,3,7,9,0.381,0.333,0.149,0.299,21.3,67.6,38.8,28.6,4.5,4.3,6.6,100.0,84.3,120.3,75,0
2011-2012,CHICAGO BULLS,2012-04-26,240,45,85,5,16,12,17,12,48,29,5,7,9,17,0.579,0.5589999999999999,0.188,0.2,32.4,78.7,61.2,64.4,5.6,9.5,8.9,100.0,120.3,84.3,107,0
2011-2012,PHILADELPHIA 76ERS,2012-04-26,240,34,87,5,15,13,16,18,28,21,6,1,10,12,0.457,0.42,0.172,0.184,35.3,73.7,51.7,61.8,7.0,2.0,9.6,100.0,99.7,125.2,86,0
2011-2012,DETROIT PISTONS,2012-04-26,240,41,81,14,32,12,16,10,33,29,6,5,13,14,0.613,0.593,0.395,0.198,26.3,64.7,48.3,70.7,7.0,6.9,12.9,100.0,125.2,99.7,108,0
2011-2012,SAN ANTONIO SPURS,2012-04-26,240,42,96,9,31,14,17,19,35,27,7,5,13,14,0.517,0.484,0.32299999999999995,0.177,35.8,81.4,56.3,64.3,7.2,6.3,11.2,100.0,110.6,104.4,107,0
2011-2012,GOLDEN STATE WARRIORS,2012-04-26,240,45,87,2,8,9,12,8,34,25,8,5,15,14,0.547,0.529,0.092,0.138,18.6,64.2,43.8,55.6,8.3,7.7,14.0,100.0,104.4,110.6,101,0
2011-2012,NEW ORLEANS HORNETS,2012-04-26,240,27,68,5,15,18,30,5,39,15,10,5,14,14,0.474,0.434,0.221,0.441,11.1,70.9,44.0,55.6,11.2,7.9,14.7,100.0,86.3,94.2,77,0
2011-2012,HOUSTON ROCKETS,2012-04-26,240,32,91,9,28,11,14,16,40,21,7,5,11,21,0.4320000000000001,0.401,0.308,0.154,29.1,88.9,56.0,65.6,7.8,9.4,10.2,100.0,94.2,86.3,84,0
2011-2012,ORLANDO MAGIC,2012-04-26,240,30,73,7,26,9,15,8,26,14,9,8,13,19,0.477,0.459,0.35600000000000004,0.205,18.2,74.3,43.0,46.7,10.7,13.3,14.0,100.0,90.5,104.8,76,0
2011-2012,MEMPHIS GRIZZLIES,2012-04-26,240,34,72,2,12,18,22,9,36,18,6,5,14,16,0.539,0.486,0.16699999999999998,0.306,25.7,81.8,57.0,52.9,7.1,10.6,14.6,100.0,104.8,90.5,88,0
