Season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
2016-2017,MINNESOTA TIMBERWOLVES,2016-12-06,240,36,82,7,20,12,18,11,30,19,4,2,15,20,0.506,0.48200000000000004,0.244,0.22,25.6,90.9,53.9,52.8,4.4,4.0,14.3,100,100.7,116.1
2016-2017,PHOENIX SUNS,2016-12-06,240,39,84,6,18,21,25,12,29,14,5,0,17,28,0.5529999999999999,0.5,0.214,0.298,29.3,82.9,53.9,35.9,5.2,0.0,15.2,100,110.0,117.3
2016-2017,UTAH JAZZ,2016-12-06,240,36,73,12,27,28,32,6,29,23,7,7,15,23,0.643,0.575,0.37,0.43799999999999994,17.1,70.7,46.1,63.9,7.3,10.6,14.7,100,117.3,110.0
2016-2017,ORLANDO MAGIC,2016-12-06,240,43,83,12,26,26,36,8,35,24,7,12,11,18,0.627,0.59,0.313,0.434,20.0,77.8,50.6,55.8,7.0,17.1,10.0,100,123.5,115.5
2016-2017,WASHINGTON WIZARDS,2016-12-06,240,44,93,11,23,17,24,10,32,20,5,2,10,25,0.56,0.532,0.247,0.258,22.2,80.0,49.4,45.5,5.0,3.5,8.8,100,115.5,123.5
2016-2017,MIAMI HEAT,2016-12-07,240,34,80,11,27,16,20,8,25,20,6,6,16,16,0.535,0.494,0.33799999999999997,0.25,19.5,64.1,41.3,58.8,6.5,8.7,15.3,100,102.6,111.3
2016-2017,ATLANTA HAWKS,2016-12-07,240,43,88,4,19,13,15,14,33,27,9,9,14,20,0.544,0.511,0.21600000000000003,0.17,35.9,80.5,58.8,62.8,9.7,17.0,12.9,100,111.3,102.6
2016-2017,DENVER NUGGETS,2016-12-07,240,42,105,11,37,16,21,26,32,18,7,2,17,24,0.486,0.452,0.35200000000000004,0.2,44.8,76.2,58.0,42.9,7.0,3.4,13.0,100,110.2,115.2
2016-2017,BROOKLYN NETS,2016-12-07,240,41,85,9,26,25,31,10,32,18,11,5,15,19,0.588,0.535,0.306,0.365,23.8,55.2,42.0,43.9,10.9,7.4,13.2,100,115.2,110.2
2016-2017,DETROIT PISTONS,2016-12-07,240,34,89,4,27,5,8,7,50,21,3,8,12,18,0.41600000000000004,0.40399999999999997,0.303,0.09,13.2,90.9,52.8,61.8,3.1,11.9,11.5,100,78.8,89.1
2016-2017,CHARLOTTE HORNETS,2016-12-07,240,30,88,6,21,21,29,5,46,13,7,2,5,11,0.43200000000000005,0.375,0.239,0.33,9.1,86.8,47.2,43.3,7.2,3.2,4.7,100,89.1,78.8
2016-2017,SACRAMENTO KINGS,2016-12-07,240,47,84,10,22,16,21,6,34,28,10,3,14,23,0.644,0.619,0.262,0.25,16.2,79.1,50.0,59.6,10.2,6.3,13.1,100,122.7,91.0
2016-2017,DALLAS MAVERICKS,2016-12-07,240,32,78,10,30,15,20,9,31,17,7,5,20,22,0.513,0.474,0.385,0.256,20.9,83.8,50.0,53.1,7.2,8.1,18.7,100,91.0,122.7
2016-2017,LOS ANGELES LAKERS,2016-12-07,240,34,87,5,20,22,27,14,25,14,13,4,27,22,0.48,0.42,0.23,0.31,27.5,62.5,42.9,41.2,12.1,6.9,21.4,100,88.6,125.0
2016-2017,HOUSTON ROCKETS,2016-12-07,240,51,94,15,36,17,21,15,37,35,20,2,20,22,0.649,0.622,0.38299999999999995,0.223,37.5,72.5,57.1,68.6,18.7,3.0,16.2,100,125.0,88.6
2016-2017,GOLDEN STATE WARRIORS,2016-12-07,240,42,89,7,31,24,29,12,34,32,11,5,10,24,0.565,0.511,0.348,0.326,28.6,66.7,49.5,76.2,11.5,7.6,8.9,100,120.5,102.7
2016-2017,LOS ANGELES CLIPPERS,2016-12-07,240,36,92,8,26,18,24,17,30,15,3,2,13,24,0.478,0.435,0.28300000000000003,0.261,33.3,71.4,50.5,41.7,3.1,3.4,11.2,100,102.7,120.5
2016-2017,PORTLAND TRAIL BLAZERS,2016-12-07,240,37,85,17,40,16,19,10,34,25,7,4,15,22,0.573,0.535,0.47100000000000003,0.22399999999999998,21.7,87.2,51.8,67.6,7.2,7.5,13.8,100,110.8,119.1
2016-2017,MILWAUKEE BUCKS,2016-12-07,240,40,77,10,24,25,37,5,36,19,8,7,10,13,0.616,0.584,0.312,0.48100000000000004,12.8,78.3,48.2,47.5,8.3,15.6,9.7,100,119.1,110.8
2016-2017,CLEVELAND CAVALIERS,2016-12-07,240,39,80,22,40,26,31,10,36,23,11,4,12,18,0.6729999999999999,0.625,0.5,0.38799999999999996,25.0,73.5,51.7,59.0,11.7,7.1,11.4,100,134.3,100.2
2016-2017,NEW YORK KNICKS,2016-12-07,240,35,87,11,31,13,15,13,30,22,6,3,16,22,0.502,0.466,0.35600000000000004,0.172,26.5,75.0,48.3,62.9,6.4,7.5,14.6,100,100.2,134.3
2016-2017,BOSTON CELTICS,2016-12-07,240,43,84,7,26,24,29,11,38,29,7,4,10,19,0.605,0.5539999999999999,0.31,0.345,27.5,82.6,57.0,67.4,7.5,7.3,9.4,100,125.4,93.2
2016-2017,ORLANDO MAGIC,2016-12-07,240,30,81,11,26,16,24,8,29,20,7,1,12,26,0.475,0.43799999999999994,0.321,0.29600000000000004,17.4,72.5,43.0,66.7,7.5,1.7,11.6,100,93.2,125.4
2016-2017,INDIANA PACERS,2016-12-07,240,35,78,7,23,32,41,12,37,16,11,3,18,16,0.5670000000000001,0.494,0.295,0.526,27.9,80.4,55.1,45.7,11.0,5.8,15.8,100,109.0,94.0
2016-2017,PHOENIX SUNS,2016-12-07,240,34,85,9,33,17,18,9,31,17,14,4,19,31,0.506,0.45299999999999996,0.38799999999999996,0.212,19.6,72.1,44.9,50.0,14.0,7.3,17.0,100,94.0,109.0
2016-2017,SAN ANTONIO SPURS,2016-12-08,240,39,97,9,28,4,5,11,32,21,12,8,12,18,0.45899999999999996,0.44799999999999995,0.289,0.052000000000000005,21.6,74.4,45.7,53.8,12.2,12.7,10.8,100,92.8,96.9
2016-2017,CHICAGO BULLS,2016-12-08,240,35,80,4,17,21,27,11,40,24,7,5,20,13,0.517,0.46299999999999997,0.213,0.33799999999999997,25.6,78.4,54.3,68.6,7.1,7.2,17.9,100,96.9,92.8
2016-2017,PORTLAND TRAIL BLAZERS,2016-12-08,240,25,82,7,28,29,40,13,39,13,6,3,12,23,0.43200000000000005,0.348,0.341,0.488,23.2,72.2,47.3,52.0,6.3,4.5,10.8,100,90.4,92.5
2016-2017,MEMPHIS GRIZZLIES,2016-12-08,240,31,87,6,20,20,30,15,43,13,8,2,12,28,0.439,0.391,0.23,0.345,27.8,76.8,52.7,41.9,8.4,3.7,10.7,100,92.5,90.4
2016-2017,PHILADELPHIA 76ERS,2016-12-08,240,39,91,12,40,9,13,11,35,27,8,8,10,20,0.512,0.495,0.44,0.14300000000000002,23.4,76.1,49.5,69.2,8.7,13.6,9.4,100,107.1,95.2
2016-2017,NEW ORLEANS PELICANS,2016-12-08,240,33,84,7,25,15,22,11,36,18,3,2,12,17,0.47,0.435,0.298,0.262,23.9,76.6,50.5,54.5,3.2,3.9,11.4,100,95.2,107.1
2016-2017,MINNESOTA TIMBERWOLVES,2016-12-08,240,45,88,9,28,11,15,16,27,19,3,1,13,26,0.581,0.563,0.318,0.17,38.1,62.8,50.6,42.2,3.3,1.7,12.1,100,122.1,137.7
2016-2017,TORONTO RAPTORS,2016-12-08,240,43,87,12,27,26,33,16,26,25,5,5,8,19,0.611,0.563,0.31,0.379,37.2,61.9,49.4,58.1,5.6,8.3,7.3,100,137.7,122.1
2016-2017,GOLDEN STATE WARRIORS,2016-12-08,240,39,80,12,29,16,23,9,38,26,10,4,16,23,0.588,0.563,0.363,0.28800000000000003,20.9,76.0,50.5,66.7,10.3,7.8,15.1,100,108.7,101.5
2016-2017,UTAH JAZZ,2016-12-08,240,37,89,10,38,15,21,12,34,20,8,2,15,22,0.504,0.47200000000000003,0.42700000000000005,0.23600000000000002,24.0,79.1,49.5,54.1,8.2,3.9,13.2,100,101.5,108.7
2016-2017,DENVER NUGGETS,2016-12-08,240,31,76,7,32,16,24,14,31,24,8,2,27,24,0.491,0.45399999999999996,0.42100000000000004,0.316,34.1,79.5,56.3,77.4,8.4,3.4,23.8,100,89.7,97.1
2016-2017,WASHINGTON WIZARDS,2016-12-08,240,35,78,6,19,16,17,8,27,21,11,3,18,20,0.5379999999999999,0.48700000000000004,0.244,0.218,20.5,65.9,43.8,60.0,11.6,6.8,17.4,100,97.1,89.7
2016-2017,TORONTO RAPTORS,2016-12-09,240,34,82,9,20,24,27,8,42,12,9,2,11,22,0.5379999999999999,0.47,0.244,0.32899999999999996,17.4,84.0,52.1,35.3,9.4,4.9,10.5,100,105.9,98.6
2016-2017,BOSTON CELTICS,2016-12-09,240,31,83,17,42,15,22,8,38,24,5,4,13,18,0.507,0.47600000000000003,0.506,0.265,16.0,82.6,47.9,77.4,5.2,6.5,12.3,100,98.6,105.9
2016-2017,ORLANDO MAGIC,2016-12-09,240,34,91,9,34,11,14,9,31,22,6,2,8,17,0.45299999999999996,0.423,0.374,0.154,16.4,70.5,40.4,64.7,6.4,3.2,7.6,100,94.2,116.6
2016-2017,CHARLOTTE HORNETS,2016-12-09,240,41,85,9,22,18,23,13,46,23,4,5,12,13,0.573,0.535,0.259,0.271,29.5,83.6,59.6,56.1,4.3,8.8,11.2,100,116.6,94.2
2016-2017,MIAMI HEAT,2016-12-09,240,31,90,6,27,16,21,23,23,18,6,3,13,18,0.423,0.37799999999999995,0.3,0.233,39.0,67.6,49.5,58.1,6.8,5.1,11.6,100,95.7,129.9
2016-2017,CLEVELAND CAVALIERS,2016-12-09,240,46,83,9,24,13,19,11,36,23,7,9,11,16,0.624,0.608,0.289,0.22899999999999998,32.4,61.0,50.5,50.0,8.0,14.3,10.7,100,129.9,95.7
2016-2017,INDIANA PACERS,2016-12-09,240,32,69,14,25,25,26,4,34,21,5,4,13,18,0.64,0.565,0.36200000000000004,0.377,12.5,87.2,53.5,65.6,5.6,8.3,13.9,100,114.8,123.7
2016-2017,DALLAS MAVERICKS,2016-12-09,240,39,80,15,32,18,24,5,28,23,8,1,8,19,0.613,0.581,0.4,0.3,12.8,87.5,46.5,59.0,8.9,2.3,8.1,100,123.7,114.8
2016-2017,PHOENIX SUNS,2016-12-09,240,45,95,13,30,16,21,9,35,26,8,8,7,24,0.5710000000000001,0.542,0.316,0.221,18.8,77.8,47.3,57.8,7.8,13.1,6.3,100,116.2,112.3
2016-2017,LOS ANGELES LAKERS,2016-12-09,240,40,87,9,26,26,34,10,39,18,4,2,15,21,0.564,0.511,0.299,0.391,22.2,81.3,52.7,45.0,3.9,3.1,12.8,100,112.3,116.2
2016-2017,ATLANTA HAWKS,2016-12-09,240,40,84,12,34,22,29,9,37,32,7,8,17,11,0.589,0.5479999999999999,0.405,0.345,20.9,80.4,51.7,80.0,6.8,12.1,14.9,100,110.2,106.3
2016-2017,MILWAUKEE BUCKS,2016-12-09,240,44,94,12,28,10,14,9,34,26,11,5,15,25,0.5489999999999999,0.532,0.298,0.149,19.6,79.1,48.3,59.1,10.6,10.0,13.0,100,106.3,110.2
2016-2017,DETROIT PISTONS,2016-12-09,240,42,84,14,29,19,23,11,31,23,6,1,7,23,0.622,0.583,0.345,0.27399999999999997,26.8,81.6,53.2,54.8,6.7,1.6,6.9,100,131.4,101.1
2016-2017,MINNESOTA TIMBERWOLVES,2016-12-09,240,37,78,3,16,13,20,7,30,19,4,2,12,16,0.518,0.494,0.205,0.256,18.4,73.2,46.8,51.4,4.5,3.6,12.1,100,101.1,131.4
2016-2017,HOUSTON ROCKETS,2016-12-09,240,36,92,11,42,19,30,16,36,26,9,1,15,24,0.485,0.451,0.457,0.326,30.2,80.0,53.1,72.2,8.9,1.9,12.5,100,101.4,98.4
2016-2017,OKLAHOMA CITY THUNDER,2016-12-09,240,34,81,7,28,24,31,9,37,18,9,5,17,19,0.523,0.46299999999999997,0.34600000000000003,0.38299999999999995,20.0,69.8,46.9,52.9,8.9,10.0,15.2,100,98.4,101.4
2016-2017,NEW YORK KNICKS,2016-12-09,240,36,84,10,29,21,25,12,42,22,3,6,16,25,0.542,0.488,0.345,0.298,26.7,87.5,58.1,61.1,3.1,10.2,14.4,100,106.1,103.0
2016-2017,SACRAMENTO KINGS,2016-12-09,240,35,87,7,28,23,27,6,33,24,10,1,7,20,0.506,0.44299999999999995,0.322,0.31,12.5,73.3,41.9,68.6,10.3,1.8,6.6,100,103.0,106.1
2016-2017,MIAMI HEAT,2016-12-10,240,42,91,5,20,11,18,14,29,25,5,5,12,22,0.505,0.489,0.22,0.198,28.6,70.7,47.8,59.5,5.3,6.6,10.8,100,106.3,111.6
2016-2017,CHICAGO BULLS,2016-12-10,240,38,84,1,8,28,31,12,35,17,8,6,11,15,0.5379999999999999,0.45799999999999996,0.095,0.369,29.3,71.4,52.2,44.7,8.5,8.5,10.1,100,111.6,106.3
2016-2017,CHARLOTTE HORNETS,2016-12-10,240,39,86,10,27,17,24,12,27,24,5,0,14,24,0.544,0.512,0.314,0.27899999999999997,26.7,79.4,49.4,61.5,5.2,0.0,12.7,100,110.2,121.7
2016-2017,CLEVELAND CAVALIERS,2016-12-10,240,42,73,13,31,19,28,7,33,25,8,2,17,24,0.68,0.664,0.425,0.384,20.6,73.3,50.6,59.5,8.4,3.4,16.6,100,121.7,110.2
2016-2017,DALLAS MAVERICKS,2016-12-10,240,32,79,11,34,12,14,6,26,18,7,3,9,18,0.511,0.475,0.43,0.177,13.6,72.2,40.0,56.3,8.1,8.1,9.6,100,100.3,125.6
2016-2017,HOUSTON ROCKETS,2016-12-10,240,37,74,19,37,16,22,10,38,31,4,1,15,16,0.6509999999999999,0.628,0.5,0.297,27.8,86.4,60.0,83.8,4.6,2.2,15.2,100,125.6,100.3
2016-2017,PORTLAND TRAIL BLAZERS,2016-12-10,240,40,82,16,37,15,16,9,32,22,6,4,17,20,0.623,0.585,0.451,0.195,23.7,76.2,51.3,55.0,6.3,7.4,16.0,100,116.2,123.6
2016-2017,INDIANA PACERS,2016-12-10,240,40,83,15,29,23,28,10,29,24,11,9,13,13,0.619,0.5720000000000001,0.349,0.337,23.8,76.3,48.8,60.0,11.5,20.0,12.0,100,123.6,116.2
2016-2017,NEW ORLEANS PELICANS,2016-12-10,240,40,83,8,19,17,26,8,26,25,3,1,16,15,0.556,0.53,0.22899999999999998,0.313,20.5,74.3,45.9,62.5,3.1,1.7,14.5,100,106.8,135.3
2016-2017,LOS ANGELES CLIPPERS,2016-12-10,240,54,94,17,36,8,9,9,31,34,10,2,10,22,0.679,0.665,0.38299999999999995,0.096,25.7,79.5,54.1,63.0,10.2,3.1,9.3,100,135.3,106.8
2016-2017,GOLDEN STATE WARRIORS,2016-12-10,240,34,77,9,27,12,20,10,32,15,6,8,23,23,0.519,0.5,0.35100000000000003,0.26,21.7,74.4,47.2,44.1,6.2,13.1,21.1,100,92.1,113.9
2016-2017,MEMPHIS GRIZZLIES,2016-12-10,240,38,87,8,26,26,29,11,36,23,10,5,10,19,0.551,0.483,0.299,0.33299999999999996,25.6,78.3,52.8,60.5,10.4,10.0,9.1,100,113.9,92.1
2016-2017,DENVER NUGGETS,2016-12-10,240,47,83,8,19,19,25,9,35,25,2,4,12,20,0.644,0.614,0.22899999999999998,0.301,25.7,87.5,58.7,53.2,2.1,6.6,11.3,100,126.3,117.9
2016-2017,ORLANDO MAGIC,2016-12-10,240,43,88,11,27,16,24,5,26,27,7,5,5,18,0.573,0.551,0.307,0.273,12.5,74.3,41.3,62.8,7.3,7.8,4.8,100,117.9,126.3
2016-2017,BROOKLYN NETS,2016-12-10,240,36,87,7,27,22,25,11,36,21,6,2,16,16,0.515,0.45399999999999996,0.31,0.287,21.2,81.8,49.0,58.3,5.9,2.9,14.0,100,99.0,127.4
2016-2017,SAN ANTONIO SPURS,2016-12-10,240,50,94,14,26,16,18,8,41,38,11,7,10,18,0.638,0.606,0.27699999999999997,0.191,18.2,78.8,51.0,76.0,10.8,11.7,8.9,100,127.4,99.0
2016-2017,SACRAMENTO KINGS,2016-12-10,240,34,90,9,26,7,13,12,22,17,10,4,10,14,0.439,0.428,0.289,0.14400000000000002,22.6,62.9,38.6,50.0,11.0,8.3,9.5,100,92.3,114.3
2016-2017,UTAH JAZZ,2016-12-10,240,37,77,13,29,17,18,13,41,23,9,10,22,16,0.612,0.565,0.377,0.23399999999999999,37.1,77.4,61.4,62.2,9.9,15.6,20.6,100,114.3,92.3
2016-2017,MILWAUKEE BUCKS,2016-12-10,240,40,79,13,25,12,15,7,33,22,1,3,20,21,0.613,0.589,0.316,0.19,20.0,73.3,50.0,55.0,1.0,4.5,18.9,100,109.9,115.1
2016-2017,WASHINGTON WIZARDS,2016-12-10,240,40,88,8,21,22,28,12,28,29,10,3,9,17,0.5479999999999999,0.5,0.239,0.318,26.7,80.0,50.0,72.5,10.5,5.6,8.2,100,115.1,109.9
2016-2017,PHILADELPHIA 76ERS,2016-12-11,240,38,68,7,17,14,17,5,37,24,11,4,20,13,0.643,0.61,0.25,0.25,17.2,78.7,55.3,63.2,12.2,6.3,20.9,100,107.5,87.5
2016-2017,DETROIT PISTONS,2016-12-11,240,32,82,5,19,10,14,10,24,15,15,2,15,18,0.44799999999999995,0.42100000000000004,0.23199999999999998,0.171,21.3,82.8,44.7,46.9,16.6,3.9,14.5,100,87.5,107.5
2016-2017,NEW YORK KNICKS,2016-12-11,240,41,84,10,22,26,31,8,36,21,9,11,10,15,0.604,0.5479999999999999,0.262,0.369,20.0,80.0,51.8,51.2,9.1,18.3,9.3,100,119.1,113.0
2016-2017,LOS ANGELES LAKERS,2016-12-11,240,42,88,10,28,18,22,9,32,26,7,1,14,22,0.573,0.534,0.318,0.25,20.0,80.0,48.2,61.9,7.1,1.6,12.5,100,113.0,119.1
2016-2017,GOLDEN STATE WARRIORS,2016-12-11,240,38,83,13,32,27,30,6,31,30,9,4,8,24,0.603,0.536,0.386,0.361,14.6,66.0,42.0,78.9,9.5,7.0,7.7,100,122.8,114.3
2016-2017,MINNESOTA TIMBERWOLVES,2016-12-11,240,36,81,9,24,27,36,16,35,17,3,2,14,21,0.5579999999999999,0.5,0.29600000000000004,0.444,34.0,85.4,58.0,47.2,3.2,3.9,12.6,100,114.3,122.8
2016-2017,BOSTON CELTICS,2016-12-11,240,40,90,11,32,5,8,12,28,28,9,4,13,22,0.513,0.506,0.35600000000000004,0.08900000000000001,26.1,65.1,44.9,70.0,9.9,6.5,12.2,100,105.3,108.6
2016-2017,OKLAHOMA CITY THUNDER,2016-12-11,240,41,83,3,21,14,27,15,34,17,9,7,12,9,0.522,0.512,0.253,0.325,34.9,73.9,55.1,41.5,9.9,12.1,11.2,100,108.6,105.3
2016-2017,NEW ORLEANS PELICANS,2016-12-11,265,38,97,16,40,28,35,14,35,24,12,4,11,27,0.534,0.474,0.41200000000000003,0.361,24.6,71.4,46.2,63.2,11.3,7.3,8.9,100,112.7,111.7
2016-2017,PHOENIX SUNS,2016-12-11,265,44,96,14,41,17,26,14,43,21,6,3,16,27,0.5539999999999999,0.531,0.42700000000000005,0.271,28.6,75.4,53.8,47.7,5.6,5.3,13.0,100,111.7,112.7
2016-2017,DENVER NUGGETS,2016-12-12,240,35,83,7,25,15,18,20,23,19,6,3,16,15,0.506,0.46399999999999997,0.301,0.217,43.5,74.2,55.8,54.3,7.2,5.9,15.0,100,111.0,135.1
2016-2017,DALLAS MAVERICKS,2016-12-12,240,45,77,12,26,10,12,8,26,22,9,7,9,15,0.6809999999999999,0.662,0.33799999999999997,0.156,25.8,56.5,44.2,48.9,10.9,12.1,9.9,100,135.1,111.0
2016-2017,BROOKLYN NETS,2016-12-12,240,42,80,7,20,27,36,6,35,21,9,4,19,27,0.616,0.569,0.25,0.45,17.6,76.1,51.3,50.0,8.4,8.3,16.5,100,110.8,114.5
2016-2017,HOUSTON ROCKETS,2016-12-12,240,42,91,17,43,21,36,11,28,23,10,5,14,25,0.5710000000000001,0.555,0.473,0.396,23.9,82.4,48.8,54.8,9.4,8.3,11.6,100,114.5,110.8
2016-2017,CHARLOTTE HORNETS,2016-12-12,240,28,84,10,26,28,32,9,37,16,8,4,13,15,0.479,0.39299999999999996,0.31,0.381,19.6,88.1,52.3,57.1,8.2,7.7,11.7,100,96.2,112.6
2016-2017,INDIANA PACERS,2016-12-12,240,43,88,17,36,7,10,5,37,24,4,11,11,21,0.595,0.585,0.409,0.114,11.9,80.4,47.7,55.8,4.1,19.0,10.6,100,112.6,96.2
2016-2017,PORTLAND TRAIL BLAZERS,2016-12-12,240,44,87,10,21,22,25,13,29,25,6,7,15,24,0.612,0.563,0.24100000000000002,0.287,34.2,69.0,52.5,56.8,6.2,10.6,13.3,100,124.4,125.5
2016-2017,LOS ANGELES CLIPPERS,2016-12-12,240,42,89,11,23,26,28,13,25,26,9,8,12,20,0.597,0.534,0.258,0.315,31.0,65.8,47.5,61.9,9.3,12.1,10.6,100,125.5,124.4
2016-2017,WASHINGTON WIZARDS,2016-12-12,240,39,84,5,23,18,22,10,27,17,8,1,14,22,0.539,0.494,0.27399999999999997,0.262,21.7,71.1,44.0,43.6,8.4,1.6,13.0,100,106.5,118.1
2016-2017,MIAMI HEAT,2016-12-12,240,45,88,9,26,13,19,11,36,25,6,3,11,18,0.581,0.563,0.295,0.21600000000000003,28.9,78.3,56.0,55.6,6.3,4.9,10.2,100,118.1,106.5
2016-2017,LOS ANGELES LAKERS,2016-12-12,240,33,84,10,23,16,21,17,22,18,12,3,19,16,0.493,0.452,0.27399999999999997,0.25,33.3,62.9,45.3,54.5,12.5,4.9,16.9,100,95.9,120.9
2016-2017,SACRAMENTO KINGS,2016-12-12,240,47,84,10,23,12,21,13,34,23,16,6,21,20,0.622,0.619,0.27399999999999997,0.25,37.1,66.7,54.7,48.9,16.7,9.8,18.4,100,120.9,95.9
2016-2017,MILWAUKEE BUCKS,2016-12-12,240,42,89,4,24,12,17,12,25,27,8,3,11,20,0.518,0.494,0.27,0.191,27.3,64.1,44.6,64.3,8.7,5.4,10.2,100,108.5,132.4
2016-2017,TORONTO RAPTORS,2016-12-12,240,42,81,14,25,24,28,14,32,26,7,2,14,18,0.654,0.605,0.309,0.34600000000000003,35.9,72.7,55.4,61.9,7.6,3.1,13.0,100,132.4,108.5
2016-2017,ORLANDO MAGIC,2016-12-13,240,51,87,15,34,14,20,5,23,36,8,5,9,17,0.684,0.672,0.391,0.23,13.5,63.9,38.4,70.6,8.2,8.2,8.6,100,134.9,123.6
2016-2017,ATLANTA HAWKS,2016-12-13,240,45,89,11,28,19,21,13,32,29,6,4,15,16,0.611,0.5670000000000001,0.315,0.23600000000000002,36.1,86.5,61.6,64.4,6.2,7.5,13.2,100,123.6,134.9
2016-2017,MINNESOTA TIMBERWOLVES,2016-12-13,240,38,86,6,21,17,22,14,34,24,3,8,14,14,0.517,0.47700000000000004,0.244,0.256,32.6,72.3,53.3,63.2,3.3,11.1,12.8,100,109.3,103.8
2016-2017,CHICAGO BULLS,2016-12-13,240,38,87,4,15,14,19,13,29,20,7,6,9,16,0.493,0.46,0.172,0.218,27.7,67.4,46.7,52.6,7.7,9.2,8.6,100,103.8,109.3
2016-2017,MEMPHIS GRIZZLIES,2016-12-13,240,35,86,4,22,12,15,11,32,19,10,6,15,23,0.46399999999999997,0.43,0.256,0.174,23.4,76.2,48.3,54.3,10.5,12.0,13.9,100,90.4,108.3
2016-2017,CLEVELAND CAVALIERS,2016-12-13,240,37,81,12,31,17,23,10,36,21,8,4,17,16,0.565,0.531,0.38299999999999995,0.284,23.8,76.6,51.7,56.8,8.4,6.3,15.7,100,108.3,90.4
2016-2017,GOLDEN STATE WARRIORS,2016-12-13,240,42,95,14,34,15,19,9,36,30,6,5,12,12,0.547,0.516,0.358,0.2,18.8,85.7,50.0,71.4,5.9,10.6,10.4,100,110.4,106.4
2016-2017,NEW ORLEANS PELICANS,2016-12-13,240,39,82,14,35,17,21,6,39,26,12,11,17,18,0.597,0.561,0.42700000000000005,0.256,14.3,81.3,50.0,66.7,11.7,18.0,15.7,100,106.4,110.4
2016-2017,NEW YORK KNICKS,2016-12-13,265,38,97,7,20,28,38,11,32,23,10,4,13,27,0.488,0.428,0.20600000000000002,0.392,19.6,66.7,41.3,60.5,9.2,6.3,10.3,100,102.6,104.4
2016-2017,PHOENIX SUNS,2016-12-13,265,38,93,9,30,28,33,16,45,13,9,7,17,28,0.525,0.457,0.32299999999999995,0.355,33.3,80.4,58.7,34.2,8.3,9.1,13.7,100,104.4,102.6
2016-2017,OKLAHOMA CITY THUNDER,2016-12-13,240,33,87,8,27,21,28,16,27,18,10,2,21,21,0.478,0.425,0.31,0.322,35.6,77.1,53.8,54.5,10.3,3.5,17.5,100,97.7,117.3
2016-2017,PORTLAND TRAIL BLAZERS,2016-12-13,240,43,80,8,23,20,27,8,29,23,11,9,14,26,0.62,0.588,0.28800000000000003,0.33799999999999997,22.9,64.4,46.3,53.5,11.3,15.0,13.2,100,117.3,97.7
2016-2017,LOS ANGELES LAKERS,2016-12-14,240,35,91,6,27,21,34,18,31,11,8,6,10,26,0.45799999999999996,0.418,0.297,0.374,30.0,62.0,44.5,31.4,8.3,11.8,8.6,100,101.0,111.4
2016-2017,BROOKLYN NETS,2016-12-14,240,33,86,11,35,30,40,19,42,19,7,4,15,26,0.516,0.44799999999999995,0.40700000000000003,0.465,38.0,70.0,55.5,57.6,7.3,6.3,12.6,100,111.4,101.0
2016-2017,DETROIT PISTONS,2016-12-14,240,36,71,5,17,18,22,10,40,18,4,2,19,19,0.589,0.542,0.239,0.31,29.4,87.0,62.5,50.0,4.5,3.8,19.1,100,107.5,96.2
2016-2017,DALLAS MAVERICKS,2016-12-14,240,32,78,8,25,13,16,6,24,19,13,3,11,22,0.5,0.462,0.321,0.205,13.0,70.6,37.5,59.4,14.7,5.6,11.5,100,96.2,107.5
2016-2017,SACRAMENTO KINGS,2016-12-14,240,39,92,11,32,9,11,12,28,27,8,7,15,16,0.506,0.484,0.348,0.12,23.5,77.8,46.0,69.2,8.1,16.3,13.4,100,99.4,133.9
2016-2017,HOUSTON ROCKETS,2016-12-14,240,50,85,22,42,10,16,8,39,40,8,5,16,11,0.7170000000000001,0.718,0.494,0.188,22.2,76.5,54.0,80.0,8.1,8.3,14.8,100,133.9,99.4
2016-2017,CLEVELAND CAVALIERS,2016-12-14,240,28,75,9,25,20,31,7,32,10,10,2,11,16,0.479,0.433,0.33299999999999996,0.413,14.6,69.6,41.5,35.7,11.1,3.4,11.0,100,94.7,103.6
2016-2017,MEMPHIS GRIZZLIES,2016-12-14,240,35,81,12,23,11,16,14,41,22,9,3,16,27,0.528,0.506,0.284,0.198,30.4,85.4,58.5,62.9,10.0,6.0,15.4,100,103.6,94.7
2016-2017,INDIANA PACERS,2016-12-14,240,33,89,9,27,14,17,6,32,14,8,5,8,21,0.461,0.42100000000000004,0.303,0.191,12.0,69.6,39.6,42.4,8.5,8.8,7.7,100,94.2,100.6
2016-2017,MIAMI HEAT,2016-12-14,240,37,82,7,25,14,25,14,44,23,4,6,15,16,0.511,0.494,0.305,0.305,30.4,88.0,60.4,62.2,4.2,9.7,13.9,100,100.6,94.2
2016-2017,LOS ANGELES CLIPPERS,2016-12-14,240,37,74,13,25,26,37,7,35,21,6,5,11,20,0.626,0.588,0.33799999999999997,0.5,20.6,74.5,51.9,56.8,6.5,8.9,10.9,100,123.0,117.5
