Season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
2016-2017,SAN ANTONIO SPURS,2016-10-27,240,36,79,6,18,24,27,9,31,23,10,8,9,26,0.561,0.494,0.228,0.342,20.9,83.8,50.0,63.9,11.0,16.0,9.0,100,112.0,103.2
2016-2017,SACRAMENTO KINGS,2016-10-27,240,28,70,6,20,32,38,6,34,22,7,0,15,21,0.542,0.44299999999999995,0.28600000000000003,0.5429999999999999,16.2,79.1,50.0,78.6,7.7,0.0,14.7,100,103.2,112.0
2016-2017,INDIANA PACERS,2016-10-28,240,37,98,7,24,13,20,14,35,22,7,6,13,22,0.44,0.413,0.245,0.204,25.9,74.5,48.5,59.5,7.0,11.1,10.9,100,94.1,103.2
2016-2017,BROOKLYN NETS,2016-10-28,240,38,87,10,33,17,20,12,40,20,6,4,16,23,0.5379999999999999,0.494,0.379,0.23,25.5,74.1,51.5,52.6,6.0,5.4,14.3,100,103.2,94.1
2016-2017,HOUSTON ROCKETS,2016-10-28,240,33,70,15,32,25,31,5,36,21,6,1,18,22,0.634,0.579,0.457,0.44299999999999995,15.2,85.7,54.7,63.6,6.4,2.0,17.7,100,113.9,105.3
2016-2017,DALLAS MAVERICKS,2016-10-28,240,35,80,8,29,20,24,6,28,13,11,2,9,21,0.541,0.488,0.363,0.3,14.3,84.8,45.3,37.1,11.8,5.3,9.0,100,105.3,113.9
2016-2017,ORLANDO MAGIC,2016-10-28,240,33,95,8,26,8,12,14,30,20,8,3,9,13,0.409,0.389,0.27399999999999997,0.126,24.1,76.9,45.4,60.6,8.4,3.9,8.2,100,86.1,113.3
2016-2017,DETROIT PISTONS,2016-10-28,240,48,95,7,19,5,6,9,44,27,8,4,12,11,0.5529999999999999,0.542,0.2,0.063,23.1,75.9,54.6,56.3,8.4,5.8,10.9,100,113.3,86.1
2016-2017,CHARLOTTE HORNETS,2016-10-28,240,35,92,7,22,20,24,13,36,20,10,9,8,20,0.473,0.418,0.239,0.261,24.1,76.6,48.5,57.1,10.3,17.3,7.2,100,99.8,93.6
2016-2017,MIAMI HEAT,2016-10-28,240,32,86,14,34,13,20,11,41,19,2,4,19,23,0.48,0.45299999999999996,0.395,0.233,23.4,75.9,51.5,59.4,2.1,5.7,16.7,100,93.6,99.8
2016-2017,GOLDEN STATE WARRIORS,2016-10-28,240,44,91,9,28,25,28,9,40,32,8,2,14,22,0.59,0.5329999999999999,0.308,0.308,19.6,76.9,50.0,72.7,7.4,2.6,11.9,100,113.2,105.8
2016-2017,NEW ORLEANS PELICANS,2016-10-28,240,47,100,5,22,15,23,12,37,29,8,5,13,24,0.518,0.495,0.22,0.23,23.1,80.4,50.0,61.7,7.4,7.9,10.6,100,105.8,113.2
2016-2017,PHOENIX SUNS,2016-10-28,265,42,94,5,28,21,32,7,37,15,11,3,15,29,0.509,0.473,0.298,0.34,14.0,72.5,43.6,35.7,9.5,4.0,12.2,100,95.3,97.9
2016-2017,OKLAHOMA CITY THUNDER,2016-10-28,265,40,96,5,21,28,38,14,43,13,11,3,22,24,0.501,0.44299999999999995,0.21899999999999997,0.396,27.5,86.0,56.4,32.5,9.5,4.5,16.3,100,97.9,95.3
2016-2017,CLEVELAND CAVALIERS,2016-10-28,240,33,79,12,32,16,22,9,31,20,8,3,17,15,0.53,0.494,0.405,0.278,21.4,63.3,44.0,60.6,8.5,4.1,16.1,100,100.1,96.9
2016-2017,TORONTO RAPTORS,2016-10-28,240,35,90,4,16,17,18,18,33,12,9,3,18,20,0.465,0.41100000000000003,0.17800000000000002,0.2,36.7,78.6,56.0,34.3,9.6,6.4,15.5,100,96.9,100.1
2016-2017,LOS ANGELES LAKERS,2016-10-28,240,32,84,9,23,16,21,11,32,16,6,7,14,29,0.47700000000000004,0.435,0.27399999999999997,0.25,24.4,71.1,47.8,50.0,6.5,14.0,13.1,100,96.6,104.2
2016-2017,UTAH JAZZ,2016-10-28,240,31,75,6,25,28,40,13,34,14,4,7,14,18,0.518,0.45299999999999996,0.33299999999999996,0.5329999999999999,28.9,75.6,52.2,45.2,4.3,11.5,13.1,100,104.2,96.6
2016-2017,INDIANA PACERS,2016-10-29,240,43,88,7,18,8,9,8,25,34,8,7,13,16,0.5489999999999999,0.528,0.205,0.102,19.0,65.8,41.3,79.1,8.6,10.8,12.4,100,108.1,126.3
2016-2017,CHICAGO BULLS,2016-10-29,240,45,86,9,21,19,21,13,34,34,8,6,12,14,0.619,0.5760000000000001,0.244,0.244,34.2,81.0,58.8,75.6,8.6,8.6,11.2,100,126.3,108.1
2016-2017,BOSTON CELTICS,2016-10-29,240,39,81,15,31,11,17,4,38,25,4,6,13,26,0.588,0.574,0.38299999999999995,0.21,11.1,86.4,52.5,64.1,4.2,12.8,12.8,100,110.0,103.6
2016-2017,CHARLOTTE HORNETS,2016-10-29,240,32,79,9,32,25,33,6,32,22,8,6,8,17,0.524,0.462,0.405,0.418,13.6,88.9,47.5,68.8,8.5,12.0,7.9,100,103.6,110.0
2016-2017,ORLANDO MAGIC,2016-10-29,240,38,84,8,28,15,26,13,37,21,6,5,20,23,0.519,0.5,0.33299999999999996,0.31,32.5,74.0,55.6,55.3,6.2,9.8,17.3,100,102.6,108.8
2016-2017,CLEVELAND CAVALIERS,2016-10-29,240,36,88,11,37,22,30,13,27,17,8,6,9,27,0.519,0.47200000000000003,0.42,0.341,26.0,67.5,44.4,47.2,8.3,10.7,8.2,100,108.8,102.6
2016-2017,PORTLAND TRAIL BLAZERS,2016-10-29,265,45,98,10,32,15,21,5,40,23,10,8,15,30,0.536,0.51,0.327,0.214,10.0,71.4,42.5,51.1,8.7,10.4,12.3,100,100.3,98.5
2016-2017,DENVER NUGGETS,2016-10-29,265,38,100,6,23,31,39,16,45,19,10,5,17,21,0.48200000000000004,0.41,0.23,0.39,28.6,90.0,57.5,50.0,8.7,7.6,12.7,100,98.5,100.3
2016-2017,BROOKLYN NETS,2016-10-29,240,37,84,11,34,23,28,11,34,23,12,6,18,22,0.561,0.506,0.405,0.33299999999999996,23.4,81.0,50.6,62.2,11.8,9.1,15.7,100,106.2,108.1
2016-2017,MILWAUKEE BUCKS,2016-10-29,240,41,88,8,22,20,24,8,36,25,14,5,14,23,0.5579999999999999,0.511,0.25,0.273,19.0,76.6,49.4,61.0,13.8,10.0,12.4,100,108.1,106.2
2016-2017,MEMPHIS GRIZZLIES,2016-10-29,240,37,86,9,25,21,26,11,29,19,3,2,12,30,0.534,0.483,0.29100000000000004,0.302,23.9,82.9,49.4,51.4,3.1,3.6,11.0,100,107.9,115.1
2016-2017,NEW YORK KNICKS,2016-10-29,240,40,76,6,21,25,39,6,35,24,4,4,12,25,0.596,0.5660000000000001,0.276,0.513,17.1,76.1,50.6,60.0,4.1,6.6,11.4,100,115.1,107.9
2016-2017,ATLANTA HAWKS,2016-10-29,240,42,85,5,20,15,23,6,41,31,11,7,12,14,0.547,0.524,0.235,0.271,14.6,91.1,54.7,73.8,11.0,11.3,11.2,100,103.7,71.8
2016-2017,PHILADELPHIA 76ERS,2016-10-29,240,28,80,5,18,11,15,4,35,16,9,5,20,20,0.41600000000000004,0.381,0.225,0.188,8.9,85.4,45.3,57.1,9.0,7.7,18.8,100,71.8,103.7
2016-2017,MINNESOTA TIMBERWOLVES,2016-10-29,240,37,70,7,22,22,31,7,29,19,6,5,11,25,0.616,0.579,0.314,0.44299999999999995,25.9,72.5,53.7,51.4,6.7,8.5,11.6,100,115.3,118.6
2016-2017,SACRAMENTO KINGS,2016-10-29,240,39,85,9,26,19,25,11,20,24,6,5,13,24,0.552,0.512,0.306,0.294,27.5,74.1,46.3,61.5,6.7,10.4,11.9,100,118.6,115.3
2016-2017,NEW ORLEANS PELICANS,2016-10-29,240,32,86,4,22,11,15,7,38,14,6,5,9,19,0.42700000000000005,0.395,0.256,0.174,13.7,86.4,47.4,43.8,6.4,8.5,8.9,100,84.4,104.7
2016-2017,SAN ANTONIO SPURS,2016-10-29,240,35,83,10,24,18,23,6,44,21,6,7,9,15,0.526,0.48200000000000004,0.289,0.27699999999999997,13.6,86.3,52.6,60.0,6.4,10.9,8.8,100,104.7,84.4
2016-2017,MILWAUKEE BUCKS,2016-10-30,240,34,87,4,17,11,14,10,30,22,10,4,12,16,0.445,0.414,0.195,0.161,19.2,65.2,40.8,64.7,10.7,5.9,11.4,100,89.0,105.1
2016-2017,DETROIT PISTONS,2016-10-30,240,39,88,5,20,15,20,16,42,23,8,4,15,14,0.506,0.47200000000000003,0.22699999999999998,0.22699999999999998,34.8,80.8,59.2,59.0,8.6,5.7,13.4,100,105.1,89.0
2016-2017,DALLAS MAVERICKS,2016-10-30,240,32,86,11,31,17,20,13,30,17,8,3,9,17,0.485,0.436,0.36,0.233,25.5,76.9,47.8,53.1,8.7,6.0,8.7,100,100.5,101.6
2016-2017,HOUSTON ROCKETS,2016-10-30,240,34,81,11,31,14,21,9,38,16,5,4,17,21,0.515,0.488,0.38299999999999995,0.259,23.1,74.5,52.2,47.1,5.5,7.3,15.9,100,101.6,100.5
2016-2017,UTAH JAZZ,2016-10-30,240,29,73,7,19,10,13,7,36,18,8,2,18,22,0.47600000000000003,0.445,0.26,0.17800000000000002,16.7,72.0,46.7,62.1,9.0,3.6,18.6,100,84.4,99.1
2016-2017,LOS ANGELES CLIPPERS,2016-10-30,240,34,83,6,27,14,20,14,35,17,8,4,13,14,0.479,0.446,0.325,0.24100000000000002,28.0,83.3,53.3,50.0,9.0,7.4,12.4,100,99.1,84.4
2016-2017,WASHINGTON WIZARDS,2016-10-30,265,38,86,5,25,22,25,8,32,19,8,4,14,23,0.531,0.47100000000000003,0.29100000000000004,0.29100000000000004,18.2,74.4,46.0,50.0,8.0,7.0,12.6,100,103.2,112.2
2016-2017,MEMPHIS GRIZZLIES,2016-10-30,265,39,88,15,31,19,26,11,36,24,9,2,14,26,0.563,0.528,0.35200000000000004,0.295,25.6,81.8,54.0,61.5,9.0,3.3,12.3,100,112.2,103.2
2016-2017,SAN ANTONIO SPURS,2016-10-30,240,37,82,10,18,22,26,14,30,20,4,5,15,26,0.5670000000000001,0.512,0.22,0.317,31.8,83.3,55.0,54.1,4.3,8.3,13.8,100,113.5,106.0
2016-2017,MIAMI HEAT,2016-10-30,240,37,80,7,20,18,26,6,30,19,7,6,12,24,0.541,0.506,0.25,0.325,16.7,68.2,45.0,51.4,7.5,9.4,11.6,100,106.0,113.5
2016-2017,LOS ANGELES LAKERS,2016-10-30,240,35,87,7,32,19,24,11,30,20,15,2,21,18,0.49200000000000005,0.44299999999999995,0.368,0.276,23.9,75.0,47.7,57.1,14.2,2.9,17.7,100,90.7,106.7
2016-2017,OKLAHOMA CITY THUNDER,2016-10-30,240,45,95,9,26,14,17,10,35,29,15,6,19,22,0.551,0.521,0.27399999999999997,0.179,25.0,76.1,52.3,64.4,14.2,10.9,15.6,100,106.7,90.7
2016-2017,GOLDEN STATE WARRIORS,2016-10-30,240,35,83,8,29,28,33,7,36,27,6,5,15,23,0.5429999999999999,0.47,0.349,0.39799999999999996,15.2,76.6,46.2,77.1,6.0,7.5,13.3,100,105.4,99.4
2016-2017,PHOENIX SUNS,2016-10-30,240,37,90,8,23,18,25,11,39,19,10,6,11,26,0.495,0.456,0.256,0.278,23.4,84.8,53.8,51.4,9.9,11.1,9.8,100,99.4,105.4
2016-2017,SACRAMENTO KINGS,2016-10-31,240,36,75,10,23,13,19,6,32,26,10,6,19,34,0.57,0.547,0.307,0.253,18.8,65.3,46.9,72.2,10.7,12.2,18.6,100,101.3,113.1
2016-2017,ATLANTA HAWKS,2016-10-31,240,33,79,11,30,29,47,17,26,24,11,6,13,20,0.532,0.48700000000000004,0.38,0.595,34.7,81.3,53.1,72.7,11.7,11.5,11.5,100,113.1,101.3
2016-2017,CHICAGO BULLS,2016-10-31,240,45,89,11,27,17,18,13,45,26,9,9,19,22,0.609,0.5670000000000001,0.303,0.20199999999999999,31.0,73.8,56.3,57.8,8.9,13.8,16.4,100,116.6,87.0
2016-2017,BROOKLYN NETS,2016-10-31,240,33,96,5,31,17,21,16,29,14,12,3,15,15,0.418,0.37,0.32299999999999995,0.21899999999999997,26.2,69.0,43.7,42.4,11.9,4.8,12.5,100,87.0,116.6
2016-2017,PHOENIX SUNS,2016-10-31,240,35,84,5,15,23,31,10,34,19,11,0,20,33,0.502,0.446,0.179,0.369,20.4,87.2,50.0,54.3,10.4,0.0,17.0,100,92.7,109.7
2016-2017,LOS ANGELES CLIPPERS,2016-10-31,240,40,80,6,16,30,38,5,39,21,8,4,16,23,0.6,0.5379999999999999,0.2,0.475,12.8,79.6,50.0,52.5,7.6,5.8,14.2,100,109.7,92.7
2016-2017,DENVER NUGGETS,2016-10-31,240,33,81,9,22,27,35,11,35,14,2,9,8,18,0.529,0.46299999999999997,0.272,0.43200000000000005,25.6,76.1,51.7,42.4,2.2,12.5,7.7,100,111.6,114.9
2016-2017,TORONTO RAPTORS,2016-10-31,240,41,88,4,16,19,25,11,32,16,7,9,7,28,0.53,0.489,0.182,0.284,23.9,74.4,48.3,39.0,7.7,15.3,6.6,100,114.9,111.6
2016-2017,HOUSTON ROCKETS,2016-11-01,240,43,90,17,44,17,25,11,21,30,5,2,7,25,0.594,0.5720000000000001,0.489,0.278,24.4,63.6,41.0,69.8,5.4,3.9,6.5,100,129.3,138.0
2016-2017,CLEVELAND CAVALIERS,2016-11-01,240,43,83,16,32,26,31,12,34,22,4,2,11,21,0.662,0.614,0.386,0.373,36.4,75.6,59.0,51.2,4.3,4.3,10.2,100,138.0,129.3
2016-2017,NEW YORK KNICKS,2016-11-01,240,35,86,7,22,12,15,8,35,18,6,9,11,20,0.48100000000000004,0.44799999999999995,0.256,0.174,17.4,77.8,47.3,51.4,6.3,11.8,10.6,100,93.9,107.7
2016-2017,DETROIT PISTONS,2016-11-01,240,41,89,8,13,12,21,10,38,19,7,5,10,16,0.519,0.506,0.146,0.23600000000000002,22.2,82.6,52.7,46.3,7.4,7.8,9.2,100,107.7,93.9
2016-2017,LOS ANGELES LAKERS,2016-11-01,240,40,89,6,28,22,25,11,33,14,8,2,19,25,0.54,0.483,0.315,0.281,25.6,75.0,50.6,35.0,7.8,3.4,16.0,100,104.9,111.7
2016-2017,INDIANA PACERS,2016-11-01,240,41,87,10,28,23,29,11,32,19,10,8,15,20,0.5760000000000001,0.529,0.322,0.33299999999999996,25.0,74.4,49.4,46.3,9.7,13.1,13.1,100,111.7,104.9
2016-2017,SACRAMENTO KINGS,2016-11-01,265,34,89,5,23,23,27,9,44,12,4,4,15,23,0.47600000000000003,0.41,0.258,0.303,18.8,88.0,54.1,35.3,3.8,7.0,12.9,100,91.4,102.8
2016-2017,MIAMI HEAT,2016-11-01,265,37,86,13,29,21,29,6,39,24,10,9,15,21,0.547,0.506,0.337,0.337,12.0,81.3,45.9,64.9,9.5,13.6,13.2,100,102.8,91.4
2016-2017,MEMPHIS GRIZZLIES,2016-11-01,240,27,75,4,24,22,29,8,24,10,17,4,20,22,0.456,0.387,0.32,0.387,16.7,70.6,39.0,37.0,17.4,6.9,18.6,100,82.0,118.8
2016-2017,MINNESOTA TIMBERWOLVES,2016-11-01,240,43,78,12,20,18,23,10,40,29,10,5,21,22,0.6579999999999999,0.628,0.256,0.295,29.4,83.3,61.0,67.4,10.2,9.8,19.2,100,118.8,82.0
2016-2017,MILWAUKEE BUCKS,2016-11-01,240,44,91,10,32,19,21,11,38,30,9,5,15,25,0.584,0.5379999999999999,0.35200000000000004,0.231,25.0,80.9,53.8,68.2,8.8,8.9,13.0,100,114.8,110.9
2016-2017,NEW ORLEANS PELICANS,2016-11-01,240,36,82,9,26,32,41,9,33,23,13,5,13,17,0.565,0.494,0.317,0.5,19.1,75.0,46.2,63.9,12.8,8.5,11.5,100,110.9,114.8
2016-2017,ORLANDO MAGIC,2016-11-01,240,42,93,6,25,13,17,12,27,29,7,6,10,15,0.513,0.484,0.26899999999999996,0.183,25.5,79.4,48.1,69.0,7.4,9.8,9.1,100,108.9,106.7
2016-2017,PHILADELPHIA 76ERS,2016-11-01,240,40,81,9,20,12,16,7,35,28,5,8,15,20,0.574,0.5489999999999999,0.247,0.198,20.6,74.5,51.9,70.0,5.3,11.8,14.6,100,106.7,108.9
2016-2017,GOLDEN STATE WARRIORS,2016-11-01,240,50,89,10,26,17,23,7,38,36,14,4,16,19,0.6409999999999999,0.618,0.292,0.258,21.2,86.4,58.4,72.0,13.3,8.5,13.9,100,120.6,98.8
2016-2017,PORTLAND TRAIL BLAZERS,2016-11-01,240,37,86,14,39,16,21,6,26,23,12,4,18,17,0.546,0.512,0.45299999999999996,0.244,13.6,78.8,41.6,62.2,11.4,6.3,15.9,100,98.8,120.6
2016-2017,UTAH JAZZ,2016-11-01,240,38,76,15,31,15,18,2,37,22,5,8,10,20,0.632,0.599,0.408,0.237,6.3,90.2,53.4,57.9,5.6,14.3,10.6,100,118.1,101.4
2016-2017,SAN ANTONIO SPURS,2016-11-01,240,33,76,6,20,19,21,4,30,19,6,5,9,15,0.534,0.474,0.263,0.276,9.8,93.8,46.6,57.6,6.7,11.1,9.6,100,101.4,118.1
2016-2017,LOS ANGELES LAKERS,2016-11-02,240,48,90,9,22,18,20,11,31,24,11,9,15,25,0.622,0.583,0.244,0.222,28.9,75.6,53.2,50.0,10.8,17.0,13.2,100,121.1,114.2
2016-2017,ATLANTA HAWKS,2016-11-02,240,41,85,11,32,23,29,10,27,30,10,1,18,19,0.593,0.547,0.376,0.341,24.4,71.1,46.8,73.2,9.8,1.5,15.5,100,114.2,121.1
2016-2017,CHICAGO BULLS,2016-11-02,240,35,81,7,20,23,31,15,34,21,7,7,19,19,0.528,0.475,0.247,0.38299999999999995,34.1,77.3,55.7,60.0,7.4,12.7,16.7,100,105.1,112.5
2016-2017,BOSTON CELTICS,2016-11-02,240,41,87,14,32,11,17,10,29,28,10,4,12,24,0.5660000000000001,0.552,0.368,0.195,22.7,65.9,44.3,68.3,10.5,6.6,11.3,100,112.5,105.1
2016-2017,DETROIT PISTONS,2016-11-02,240,37,88,9,25,18,21,10,28,21,11,6,13,18,0.519,0.47200000000000003,0.284,0.239,20.0,84.8,45.8,56.8,11.3,12.2,11.8,100,103.8,112.0
2016-2017,BROOKLYN NETS,2016-11-02,240,41,76,13,27,14,17,5,40,27,10,3,19,23,0.653,0.625,0.355,0.22399999999999998,15.2,80.0,54.2,65.9,10.3,4.8,18.5,100,112.0,103.8
2016-2017,PHILADELPHIA 76ERS,2016-11-02,240,34,86,12,38,13,15,8,29,23,8,2,17,24,0.502,0.465,0.442,0.174,18.6,76.3,45.7,67.6,8.3,4.4,15.5,100,96.4,113.0
2016-2017,CHARLOTTE HORNETS,2016-11-02,240,39,79,13,34,18,26,9,35,25,8,3,15,17,0.603,0.5760000000000001,0.43,0.32899999999999996,23.7,81.4,54.3,64.1,8.3,6.3,14.2,100,113.0,96.4
2016-2017,OKLAHOMA CITY THUNDER,2016-11-02,240,34,84,5,20,12,20,10,42,14,8,4,21,24,0.45799999999999996,0.435,0.23800000000000002,0.23800000000000002,23.3,84.0,55.9,41.2,7.9,6.2,18.5,100,83.9,81.9
2016-2017,LOS ANGELES CLIPPERS,2016-11-02,240,34,87,7,22,8,18,8,33,22,13,5,17,19,0.43700000000000006,0.431,0.253,0.207,16.0,76.7,44.1,64.7,12.8,7.8,15.2,100,81.9,83.9
2016-2017,NEW ORLEANS PELICANS,2016-11-02,265,30,81,11,34,12,16,5,38,17,8,9,21,26,0.47100000000000003,0.43799999999999994,0.42,0.198,11.4,74.5,45.3,56.7,7.8,13.4,19.3,100,81.1,87.0
