season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,during_playoffs
2017-2018,DALLAS MAVERICKS,2018-01-24,240,35,82,15,35,12,18,9,40,24,5,2,13,21,0.539,0.518,0.4270000000000001,0.22,20.0,85.1,53.3,68.6,5.4,6.5,12.6,100,104.9,112.4,0
2017-2018,UTAH JAZZ,2018-01-24,265,38,96,10,31,12,16,9,35,24,11,9,14,15,0.476,0.448,0.32299999999999995,0.16699999999999998,17.6,70.0,43.6,63.2,10.5,13.6,12.0,100,93.5,90.6,0
2017-2018,DETROIT PISTONS,2018-01-24,265,38,97,7,31,12,18,15,42,23,10,7,19,16,0.453,0.428,0.32,0.18600000000000005,30.0,82.4,56.4,60.5,9.5,10.8,15.3,100,90.6,93.5,0
2017-2018,PHOENIX SUNS,2018-01-24,240,35,84,9,35,22,29,10,32,22,3,2,16,26,0.522,0.47,0.417,0.345,21.7,91.4,51.9,62.9,3.0,3.6,14.2,100,101.5,116.6,0
2017-2018,INDIANA PACERS,2018-01-24,240,45,80,9,24,17,25,3,36,32,11,3,12,24,0.637,0.619,0.3,0.313,8.6,78.3,48.1,71.1,11.1,6.1,11.7,100,116.6,101.5,0
2017-2018,BOSTON CELTICS,2018-01-24,240,39,93,14,40,21,22,10,37,25,10,3,13,28,0.55,0.495,0.43,0.237,25.0,78.7,54.0,64.1,9.8,5.2,11.2,100,110.8,100.0,0
2017-2018,LOS ANGELES CLIPPERS,2018-01-24,240,35,79,5,21,27,39,10,30,26,6,5,19,15,0.53,0.475,0.266,0.494,21.3,75.0,46.0,74.3,5.9,9.4,16.5,100,100.0,110.8,0
2017-2018,SAN ANTONIO SPURS,2018-01-24,240,38,82,10,24,22,25,11,34,29,9,6,13,19,0.581,0.524,0.293,0.305,25.6,79.1,52.3,76.3,9.6,9.2,12.3,100,114.9,90.4,0
2017-2018,MEMPHIS GRIZZLIES,2018-01-24,240,36,83,2,18,11,14,9,32,19,7,4,17,25,0.477,0.446,0.217,0.16899999999999998,20.9,74.4,47.7,52.8,7.4,6.9,16.0,100,90.4,114.9,0
2017-2018,CHICAGO BULLS,2018-01-24,240,36,94,11,37,18,22,10,33,20,8,2,11,15,0.487,0.441,0.394,0.234,19.2,84.6,47.3,55.6,8.1,4.1,9.6,100,101.8,115.9,0
2017-2018,PHILADELPHIA 76ERS,2018-01-24,240,42,81,16,32,15,20,6,42,31,6,7,14,20,0.64,0.617,0.395,0.247,15.4,80.8,52.7,73.8,6.0,12.3,13.5,100,115.9,101.8,0
2017-2018,MINNESOTA TIMBERWOLVES,2018-01-24,240,45,84,6,16,18,22,5,28,20,7,2,6,14,0.608,0.5710000000000001,0.19,0.262,13.9,82.4,47.1,44.4,7.5,3.9,6.0,100,122.3,132.0,0
2017-2018,PORTLAND TRAIL BLAZERS,2018-01-24,240,45,82,17,31,16,21,6,31,24,4,1,10,16,0.674,0.652,0.378,0.256,17.6,86.1,52.9,53.3,4.3,1.5,9.9,100,132.0,122.3,0
2017-2018,NEW YORK KNICKS,2018-01-25,240,45,82,8,21,20,24,3,30,32,9,5,10,20,0.637,0.598,0.256,0.293,9.1,93.8,50.8,71.1,9.1,9.6,9.8,100,118.9,131.0,0
2017-2018,DENVER NUGGETS,2018-01-25,240,48,80,14,28,20,24,2,30,36,3,2,13,20,0.718,0.688,0.35,0.3,6.3,90.9,49.2,75.0,3.0,3.3,12.6,100,131.0,118.9,0
2017-2018,MINNESOTA TIMBERWOLVES,2018-01-25,240,46,101,6,20,15,18,13,30,25,9,3,10,15,0.519,0.485,0.198,0.17800000000000002,26.5,73.2,47.8,54.3,9.0,5.8,8.4,100,112.5,125.5,0
2017-2018,GOLDEN STATE WARRIORS,2018-01-25,240,48,89,21,37,9,15,11,36,37,9,8,15,17,0.659,0.657,0.416,0.16899999999999998,26.8,73.5,52.2,77.1,9.0,9.9,13.6,100,125.5,112.5,0
2017-2018,SACRAMENTO KINGS,2018-01-25,240,38,81,5,12,8,14,5,33,17,3,6,13,21,0.511,0.5,0.14800000000000002,0.173,11.4,82.5,45.2,44.7,3.2,12.5,13.0,100,95.2,94.1,0
2017-2018,MIAMI HEAT,2018-01-25,240,31,82,12,34,14,18,7,39,19,8,4,13,19,0.489,0.451,0.415,0.22,17.5,88.6,54.8,61.3,8.6,5.8,12.6,100,94.1,95.2,0
2017-2018,WASHINGTON WIZARDS,2018-01-25,240,42,86,16,35,12,16,12,27,25,10,2,23,25,0.602,0.581,0.407,0.18600000000000005,30.8,67.5,49.4,59.5,10.1,3.3,19.8,100,112.6,121.7,0
2017-2018,OKLAHOMA CITY THUNDER,2018-01-25,240,45,87,9,27,22,29,13,27,18,16,6,14,15,0.606,0.569,0.31,0.333,32.5,69.2,50.6,40.0,16.1,11.8,12.3,100,121.7,112.6,0
2017-2018,LOS ANGELES LAKERS,2018-01-26,240,41,91,5,24,21,28,10,38,23,6,3,9,23,0.523,0.478,0.264,0.308,21.3,70.4,47.5,56.1,6.1,5.3,8.0,100,109.6,104.6,0
2017-2018,CHICAGO BULLS,2018-01-26,240,35,93,17,36,16,24,16,37,21,3,7,13,25,0.4970000000000001,0.468,0.387,0.258,29.6,78.7,52.5,60.0,3.0,10.4,11.2,100,104.6,109.6,0
2017-2018,ATLANTA HAWKS,2018-01-26,240,37,79,15,30,21,25,6,33,23,6,5,20,26,0.611,0.563,0.38,0.316,15.8,75.0,47.6,62.2,6.0,9.3,18.2,100,109.5,120.5,0
2017-2018,CHARLOTTE HORNETS,2018-01-26,240,40,88,13,34,28,32,11,32,25,13,8,11,25,0.593,0.528,0.386,0.364,25.0,84.2,52.4,62.5,12.9,16.3,9.7,100,120.5,109.5,0
2017-2018,INDIANA PACERS,2018-01-26,240,43,91,13,31,9,11,8,29,27,13,1,16,15,0.563,0.544,0.341,0.121,18.2,78.4,45.7,62.8,12.9,2.2,14.3,100,107.5,114.5,0
2017-2018,CLEVELAND CAVALIERS,2018-01-26,240,46,82,13,37,10,13,8,36,27,13,4,20,11,0.655,0.64,0.451,0.159,21.6,81.8,54.3,58.7,12.9,6.7,18.6,100,114.5,107.5,0
2017-2018,PORTLAND TRAIL BLAZERS,2018-01-26,240,39,79,10,30,19,23,10,44,20,4,6,14,17,0.6,0.557,0.38,0.29100000000000004,25.6,84.6,59.3,51.3,4.4,10.2,13.6,100,116.9,101.6,0
2017-2018,DALLAS MAVERICKS,2018-01-26,240,35,89,10,30,13,17,8,29,17,9,3,5,19,0.482,0.449,0.337,0.191,15.4,74.4,40.7,48.6,9.8,6.1,4.9,100,101.6,116.9,0
2017-2018,LOS ANGELES CLIPPERS,2018-01-26,240,39,80,10,27,21,29,3,33,23,15,6,10,20,0.588,0.55,0.338,0.363,7.9,80.5,45.6,59.0,15.3,11.1,9.7,100,110.9,101.7,0
2017-2018,MEMPHIS GRIZZLIES,2018-01-26,240,39,81,8,27,14,18,8,35,31,1,9,19,24,0.562,0.531,0.333,0.222,19.5,92.1,54.4,79.5,1.0,17.0,17.6,100,101.7,110.9,0
2017-2018,BROOKLYN NETS,2018-01-26,240,33,89,8,34,17,20,11,34,18,5,2,14,19,0.465,0.416,0.382,0.225,21.2,91.9,50.6,54.5,5.1,3.3,12.5,100,93.4,119.1,0
2017-2018,MILWAUKEE BUCKS,2018-01-26,240,43,83,12,23,18,20,3,41,28,9,6,9,17,0.632,0.59,0.277,0.241,8.1,78.8,49.4,65.1,9.2,10.9,8.9,100,119.1,93.4,0
2017-2018,HOUSTON ROCKETS,2018-01-26,240,36,78,12,36,29,35,2,33,22,10,2,12,23,0.605,0.5379999999999999,0.462,0.449,5.3,84.6,45.5,61.1,10.0,3.6,11.4,100,112.6,114.6,0
2017-2018,NEW ORLEANS PELICANS,2018-01-26,240,44,82,11,27,16,21,6,36,36,8,5,15,26,0.63,0.604,0.329,0.256,15.4,94.7,54.5,81.8,8.0,11.9,14.1,100,114.6,112.6,0
2017-2018,NEW YORK KNICKS,2018-01-26,240,41,85,9,25,16,22,10,39,25,7,10,16,20,0.565,0.535,0.294,0.259,25.0,76.5,53.8,61.0,7.1,16.4,14.5,100,109.3,86.8,0
2017-2018,PHOENIX SUNS,2018-01-26,240,33,94,11,33,8,13,12,30,15,6,3,14,24,0.426,0.41,0.35100000000000003,0.138,23.5,75.0,46.2,45.5,6.1,5.0,12.3,100,86.8,109.3,0
2017-2018,PHILADELPHIA 76ERS,2018-01-26,240,38,79,9,21,12,18,12,38,23,5,4,9,20,0.5579999999999999,0.5379999999999999,0.266,0.228,27.9,88.4,58.1,60.5,5.9,7.8,9.4,100,115.1,92.5,0
2017-2018,SAN ANTONIO SPURS,2018-01-26,240,30,75,3,24,15,18,5,31,20,6,5,9,14,0.47,0.42,0.32,0.24,11.6,72.1,41.9,66.7,7.1,8.6,9.8,100,92.5,115.1,0
2017-2018,UTAH JAZZ,2018-01-26,240,36,87,10,21,15,21,10,37,20,7,5,13,16,0.504,0.471,0.241,0.241,21.7,69.8,47.5,55.6,7.3,7.4,11.9,100,101.8,97.6,0
2017-2018,TORONTO RAPTORS,2018-01-26,240,37,95,7,27,12,17,16,36,23,10,13,11,18,0.454,0.426,0.284,0.179,30.2,78.3,52.5,62.2,10.5,19.7,9.7,100,97.6,101.8,0
2017-2018,WASHINGTON WIZARDS,2018-01-27,240,49,85,18,32,13,14,7,31,40,7,6,12,21,0.708,0.682,0.376,0.165,25.0,73.8,54.3,81.6,7.5,13.3,11.6,100,137.7,111.0,0
2017-2018,ATLANTA HAWKS,2018-01-27,240,38,88,12,43,16,21,11,21,24,2,4,12,15,0.535,0.5,0.489,0.239,26.2,75.0,45.7,63.2,2.1,7.5,11.0,100,111.0,137.7,0
2017-2018,DALLAS MAVERICKS,2018-01-27,240,34,85,11,31,10,19,8,35,17,8,5,8,15,0.477,0.465,0.365,0.224,15.4,79.5,44.8,50.0,8.7,10.4,7.9,100,97.3,99.5,0
2017-2018,DENVER NUGGETS,2018-01-27,240,34,81,12,33,11,15,9,44,23,6,8,14,21,0.519,0.494,0.407,0.185,20.5,84.6,55.2,67.6,6.6,14.8,13.8,100,99.5,97.3,0
2017-2018,OKLAHOMA CITY THUNDER,2018-01-27,240,45,93,14,33,17,23,13,30,23,9,2,9,20,0.5870000000000001,0.5589999999999999,0.355,0.247,30.2,69.8,50.0,51.1,9.4,3.9,8.0,100,126.9,113.3,0
2017-2018,DETROIT PISTONS,2018-01-27,240,39,84,12,33,18,24,13,30,24,4,3,16,20,0.5710000000000001,0.536,0.393,0.28600000000000003,30.2,69.8,50.0,61.5,4.2,5.0,14.5,100,113.3,126.9,0
2017-2018,BOSTON CELTICS,2018-01-27,240,37,85,14,28,17,24,11,34,17,6,2,14,23,0.5489999999999999,0.518,0.329,0.282,25.0,77.3,51.1,45.9,6.3,3.5,12.8,100,110.5,114.8,0
2017-2018,GOLDEN STATE WARRIORS,2018-01-27,240,38,84,10,27,23,26,10,33,19,9,9,11,17,0.5710000000000001,0.512,0.321,0.31,22.7,75.0,48.9,50.0,9.5,15.8,10.3,100,114.8,110.5,0
2017-2018,ORLANDO MAGIC,2018-01-27,240,42,77,8,25,20,32,13,27,21,6,7,14,18,0.615,0.597,0.325,0.416,31.0,75.0,51.3,50.0,6.5,10.1,13.3,100,121.0,123.2,0
2017-2018,INDIANA PACERS,2018-01-27,240,47,87,5,18,15,19,9,29,25,9,1,9,24,0.598,0.569,0.207,0.218,25.0,69.0,48.7,53.2,9.7,1.9,8.6,100,123.2,121.0,0
2017-2018,CHARLOTTE HORNETS,2018-01-27,240,29,84,5,24,28,35,12,34,12,6,6,7,15,0.458,0.375,0.28600000000000003,0.417,23.1,75.6,47.4,41.4,6.5,10.2,6.6,100,99.3,103.6,0
2017-2018,MIAMI HEAT,2018-01-27,240,38,85,8,26,11,18,11,40,25,4,5,12,24,0.511,0.494,0.306,0.212,24.4,76.9,52.6,65.8,4.4,8.3,11.4,100,103.6,99.3,0
2017-2018,BROOKLYN NETS,2018-01-27,240,38,82,9,30,12,15,11,32,22,3,7,15,19,0.547,0.518,0.366,0.183,25.0,66.7,46.7,57.9,3.3,9.3,14.5,100,105.8,121.1,0
2017-2018,MINNESOTA TIMBERWOLVES,2018-01-27,240,42,96,4,21,23,26,16,33,20,9,7,5,12,0.517,0.458,0.219,0.271,33.3,75.0,53.3,47.6,9.8,13.5,4.4,100,121.1,105.8,0
2017-2018,MILWAUKEE BUCKS,2018-01-28,240,41,77,13,28,15,25,7,36,28,11,4,14,16,0.625,0.617,0.364,0.325,18.4,78.3,51.2,68.3,11.5,7.5,13.7,100,115.2,100.5,0
2017-2018,CHICAGO BULLS,2018-01-28,240,36,87,12,34,12,15,10,31,25,8,2,16,18,0.513,0.483,0.391,0.172,21.7,81.6,48.8,69.4,8.4,4.1,14.6,100,100.5,115.2,0
2017-2018,DETROIT PISTONS,2018-01-28,240,40,95,14,36,10,13,7,36,31,5,6,6,23,0.516,0.495,0.379,0.13699999999999998,14.6,90.0,48.9,77.5,5.1,12.5,5.6,100,105.8,123.1,0
2017-2018,CLEVELAND CAVALIERS,2018-01-28,240,42,83,15,35,22,26,4,41,27,2,3,10,14,0.6409999999999999,0.596,0.422,0.313,10.0,85.4,51.1,64.3,2.0,5.1,9.6,100,123.1,105.8,0
2017-2018,PHOENIX SUNS,2018-01-28,240,36,85,8,33,22,26,7,36,17,7,2,12,29,0.529,0.471,0.388,0.306,15.6,87.8,50.0,47.2,7.1,5.7,11.1,100,103.2,114.4,0
2017-2018,HOUSTON ROCKETS,2018-01-28,240,32,72,11,37,38,49,5,38,17,8,2,12,21,0.604,0.521,0.514,0.6809999999999999,12.2,84.4,50.0,53.1,8.1,3.8,11.4,100,114.4,103.2,0
2017-2018,LOS ANGELES CLIPPERS,2018-01-28,240,45,96,9,28,13,18,11,39,29,7,4,12,19,0.539,0.516,0.292,0.188,21.6,84.8,51.5,64.4,6.8,8.0,10.4,100,108.9,100.1,0
2017-2018,NEW ORLEANS PELICANS,2018-01-28,240,38,85,9,35,18,25,7,40,23,9,6,15,20,0.536,0.5,0.412,0.294,15.2,78.4,48.5,60.5,8.7,8.8,13.5,100,100.1,108.9,0
2017-2018,PHILADELPHIA 76ERS,2018-01-28,240,38,76,11,29,25,31,12,28,19,7,5,14,26,0.625,0.5720000000000001,0.382,0.408,33.3,62.2,49.4,50.0,7.6,8.5,13.5,100,121.8,132.7,0
2017-2018,OKLAHOMA CITY THUNDER,2018-01-28,240,45,92,10,33,22,30,17,24,21,7,3,10,25,0.58,0.5429999999999999,0.359,0.326,37.8,66.7,50.6,46.7,7.6,6.4,8.7,100,132.7,121.8,0
2017-2018,SACRAMENTO KINGS,2018-01-28,240,35,82,18,34,10,11,6,28,21,5,3,9,20,0.564,0.537,0.415,0.134,13.3,68.3,39.5,60.0,5.6,4.6,9.4,100,110.6,127.5,0
2017-2018,SAN ANTONIO SPURS,2018-01-28,240,45,90,11,25,12,17,13,39,33,4,2,7,13,0.58,0.561,0.278,0.189,31.7,86.7,60.5,73.3,4.5,4.2,6.7,100,127.5,110.6,0
2017-2018,LOS ANGELES LAKERS,2018-01-28,240,40,91,8,25,23,33,13,31,22,9,4,14,21,0.526,0.484,0.275,0.363,24.1,72.1,45.4,55.0,8.7,6.6,11.7,100,107.1,118.7,0
2017-2018,TORONTO RAPTORS,2018-01-28,240,46,92,12,31,19,25,12,41,23,4,4,14,23,0.597,0.565,0.337,0.272,27.9,75.9,54.6,50.0,3.9,6.1,12.0,100,118.7,107.1,0
2017-2018,MINNESOTA TIMBERWOLVES,2018-01-29,240,39,83,7,19,15,18,7,28,24,15,5,13,18,0.55,0.512,0.229,0.217,16.3,77.8,44.3,61.5,15.6,11.1,12.5,100,103.9,109.1,0
2017-2018,ATLANTA HAWKS,2018-01-29,240,39,79,13,34,14,16,8,36,27,8,8,21,18,0.61,0.5760000000000001,0.43,0.203,22.2,83.7,55.7,69.2,8.3,12.5,19.6,100,109.1,103.9,0
2017-2018,MIAMI HEAT,2018-01-29,240,34,75,12,31,15,19,11,30,23,9,11,16,19,0.57,0.5329999999999999,0.413,0.253,27.5,73.2,50.6,67.6,10.2,19.3,16.1,100,108.1,100.2,0
2017-2018,DALLAS MAVERICKS,2018-01-29,240,33,86,8,29,14,16,11,29,20,10,3,12,22,0.473,0.43,0.337,0.18600000000000005,26.8,72.5,49.4,60.6,11.4,6.8,11.4,100,100.2,108.1,0
2017-2018,BOSTON CELTICS,2018-01-29,240,43,91,17,36,8,10,10,30,28,4,6,9,19,0.5820000000000001,0.5660000000000001,0.396,0.11,23.8,66.7,46.0,65.1,4.3,10.0,8.6,100,120.0,118.9,0
2017-2018,DENVER NUGGETS,2018-01-29,240,42,93,10,33,16,21,15,32,31,4,3,10,14,0.5379999999999999,0.505,0.355,0.226,33.3,76.2,54.0,73.8,4.3,5.5,8.9,100,118.9,120.0,0
2017-2018,CHARLOTTE HORNETS,2018-01-29,240,37,83,9,31,13,20,11,29,18,5,2,16,14,0.523,0.5,0.373,0.241,25.6,82.9,51.3,48.6,5.4,3.2,14.8,100,102.8,112.4,0
2017-2018,INDIANA PACERS,2018-01-29,240,45,83,6,21,9,11,6,32,28,7,3,12,19,0.598,0.578,0.253,0.133,17.1,74.4,48.7,62.2,7.5,5.8,12.0,100,112.4,102.8,0
2017-2018,PHOENIX SUNS,2018-01-29,240,38,82,7,23,26,36,15,22,20,11,2,19,20,0.557,0.506,0.28,0.439,36.6,64.7,49.3,52.6,11.3,3.3,16.3,100,111.9,123.2,0
2017-2018,MEMPHIS GRIZZLIES,2018-01-29,240,47,83,11,22,15,18,12,26,29,7,9,20,27,0.66,0.633,0.265,0.217,35.3,63.4,50.7,61.7,7.2,15.3,18.0,100,123.2,111.9,0
2017-2018,PHILADELPHIA 76ERS,2018-01-29,240,36,82,2,26,21,23,10,33,22,5,4,14,17,0.516,0.451,0.317,0.28,22.7,80.5,50.6,61.1,5.5,7.7,13.2,100,103.8,116.9,0
2017-2018,MILWAUKEE BUCKS,2018-01-29,240,38,80,11,28,20,22,8,34,26,6,8,9,19,0.597,0.544,0.35,0.275,19.5,77.3,49.4,68.4,6.6,14.3,9.1,100,116.9,103.8,0
2017-2018,CLEVELAND CAVALIERS,2018-01-30,240,38,84,13,35,25,32,7,34,24,2,5,15,22,0.581,0.53,0.417,0.381,15.2,81.0,46.6,63.2,1.9,7.1,13.3,100,108.8,119.3,0
2017-2018,DETROIT PISTONS,2018-01-30,240,49,93,9,23,18,28,8,39,30,12,5,10,27,0.593,0.575,0.247,0.301,19.0,84.8,53.4,61.2,11.5,10.2,8.7,100,119.3,108.8,0
2017-2018,ORLANDO MAGIC,2018-01-30,240,42,83,15,31,8,10,7,26,26,6,4,10,22,0.612,0.596,0.373,0.12,17.9,76.5,45.2,61.9,6.7,9.5,10.3,100,119.0,126.8,0
2017-2018,HOUSTON ROCKETS,2018-01-30,240,39,77,13,35,23,28,8,32,17,5,5,12,15,0.638,0.591,0.455,0.364,23.5,82.1,54.8,43.6,5.6,9.6,11.8,100,126.8,119.0,0
2017-2018,PORTLAND TRAIL BLAZERS,2018-01-30,240,36,98,13,30,19,22,18,41,21,12,6,12,21,0.483,0.434,0.306,0.224,30.5,82.0,54.1,58.3,12.2,9.5,10.0,100,105.4,97.3,0
2017-2018,LOS ANGELES CLIPPERS,2018-01-30,240,35,85,6,22,20,26,9,41,22,5,7,13,17,0.498,0.447,0.259,0.306,18.0,69.5,45.9,62.9,5.1,10.3,11.9,100,97.3,105.4,0
2017-2018,SACRAMENTO KINGS,2018-01-30,240,46,97,10,26,12,14,14,35,22,7,1,14,21,0.5529999999999999,0.526,0.268,0.14400000000000002,29.2,94.6,57.6,47.8,7.0,1.9,11.9,100,114.4,103.4,0
2017-2018,NEW ORLEANS PELICANS,2018-01-30,240,39,77,9,25,16,22,2,34,26,7,8,15,18,0.594,0.565,0.325,0.28600000000000003,5.4,70.8,42.4,66.7,7.0,11.3,14.8,100,103.4,114.4,0
2017-2018,BROOKLYN NETS,2018-01-30,240,36,87,9,37,14,16,11,38,15,6,3,17,21,0.505,0.466,0.425,0.184,23.9,76.0,51.0,41.7,6.2,4.8,15.3,100,97.7,114.1,0
2017-2018,NEW YORK KNICKS,2018-01-30,240,39,89,13,26,20,25,12,35,22,6,6,11,13,0.555,0.511,0.292,0.281,24.0,76.1,49.0,56.4,6.2,12.0,9.9,100,114.1,97.7,0
2017-2018,DENVER NUGGETS,2018-01-30,240,40,86,10,23,14,14,10,28,22,11,6,13,14,0.564,0.523,0.267,0.163,25.0,68.3,46.9,55.0,11.8,8.8,12.4,100,111.4,113.6,0
2017-2018,SAN ANTONIO SPURS,2018-01-30,240,46,92,9,24,5,5,13,30,33,4,9,16,15,0.563,0.5489999999999999,0.261,0.054000000000000006,31.7,75.0,53.1,71.7,4.3,14.3,14.5,100,113.6,111.4,0
2017-2018,MINNESOTA TIMBERWOLVES,2018-01-30,240,42,85,5,12,15,24,10,30,21,4,2,8,19,0.544,0.524,0.141,0.282,25.0,76.9,50.6,50.0,4.4,3.8,7.7,100,115.5,121.0,0
2017-2018,TORONTO RAPTORS,2018-01-30,240,39,81,9,29,22,26,9,30,28,3,4,8,18,0.59,0.537,0.358,0.321,23.1,75.0,49.4,71.8,3.3,5.5,8.0,100,121.0,115.5,0
2017-2018,GOLDEN STATE WARRIORS,2018-01-30,240,39,85,5,25,16,21,11,26,27,10,7,19,16,0.525,0.488,0.294,0.247,23.9,78.8,46.8,69.2,10.0,11.1,16.8,100,99.2,129.3,0
2017-2018,UTAH JAZZ,2018-01-30,240,53,91,14,28,9,14,7,35,25,16,3,11,22,0.664,0.659,0.308,0.154,21.2,76.1,53.2,47.2,16.0,5.0,10.2,100,129.3,99.2,0
2017-2018,OKLAHOMA CITY THUNDER,2018-01-30,240,30,80,9,32,27,34,14,38,19,7,8,20,24,0.505,0.431,0.4,0.425,28.0,84.4,54.7,63.3,6.9,12.5,17.4,100,95.0,101.0,0
2017-2018,WASHINGTON WIZARDS,2018-01-30,240,34,89,7,25,27,29,7,36,27,8,7,12,28,0.501,0.421,0.281,0.326,15.6,72.0,45.3,79.4,7.9,14.6,10.5,100,101.0,95.0,0
2017-2018,CHARLOTTE HORNETS,2018-01-31,240,46,90,17,32,14,18,12,30,29,6,1,10,21,0.628,0.606,0.35600000000000004,0.2,32.4,88.2,59.2,63.0,6.6,2.2,9.3,100,135.2,120.9,0
2017-2018,ATLANTA HAWKS,2018-01-31,240,39,77,12,32,20,22,4,25,26,5,4,9,16,0.635,0.584,0.416,0.28600000000000003,11.8,67.6,40.8,66.7,5.5,6.9,9.4,100,120.9,135.2,0
2017-2018,NEW YORK KNICKS,2018-01-31,240,28,87,3,17,14,21,9,35,16,4,4,14,17,0.379,0.339,0.195,0.241,17.0,87.5,47.3,57.1,4.1,7.0,12.7,100,75.7,106.8,0
2017-2018,BOSTON CELTICS,2018-01-31,240,40,83,11,26,12,20,5,44,27,8,3,9,22,0.561,0.5479999999999999,0.313,0.241,12.5,83.0,52.7,67.5,8.3,4.3,8.9,100,106.8,75.7,0
2017-2018,PHILADELPHIA 76ERS,2018-01-31,240,36,76,7,18,29,34,6,27,17,7,5,8,21,0.594,0.52,0.237,0.447,16.7,75.0,45.8,47.2,7.8,11.1,8.1,100,120.3,129.2,0
2017-2018,BROOKLYN NETS,2018-01-31,240,39,77,13,32,25,28,9,30,19,3,9,11,26,0.649,0.591,0.416,0.364,25.0,83.3,54.2,48.7,3.3,15.5,11.0,100,129.2,120.3,0
2017-2018,MIAMI HEAT,2018-01-31,240,36,83,3,28,14,25,6,46,17,8,5,19,25,0.473,0.452,0.337,0.301,13.6,86.8,53.6,47.2,7.7,9.3,16.8,100,85.2,87.1,0
2017-2018,CLEVELAND CAVALIERS,2018-01-31,240,28,80,6,26,29,38,7,38,18,9,5,16,20,0.47,0.388,0.325,0.475,13.2,86.4,46.4,64.3,8.6,9.1,14.2,100,87.1,85.2,0
2017-2018,MEMPHIS GRIZZLIES,2018-01-31,240,39,82,12,26,11,15,14,27,20,10,1,18,21,0.57,0.5489999999999999,0.317,0.183,35.9,77.1,55.4,51.3,11.2,2.3,16.9,100,113.6,118.1,0
2017-2018,INDIANA PACERS,2018-01-31,240,37,70,10,26,21,31,8,25,20,16,4,14,15,0.628,0.6,0.371,0.443,22.9,64.1,44.6,54.1,18.0,7.1,14.3,100,118.1,113.6,0
2017-2018,LOS ANGELES LAKERS,2018-01-31,240,39,83,4,20,23,30,11,32,18,7,1,16,18,0.546,0.494,0.241,0.361,26.2,88.9,55.1,46.2,7.0,2.0,14.3,100,104.5,126.4,0
2017-2018,ORLANDO MAGIC,2018-01-31,240,44,81,18,32,21,29,4,31,28,13,4,14,23,0.677,0.654,0.395,0.358,11.1,73.8,44.9,63.6,12.9,6.3,13.0,100,126.4,104.5,0
2017-2018,DALLAS MAVERICKS,2018-01-31,240,32,88,10,36,14,26,15,34,18,11,4,12,18,0.442,0.42,0.409,0.295,27.8,81.0,51.0,56.3,11.5,7.5,10.8,100,92.2,106.8,0
2017-2018,PHOENIX SUNS,2018-01-31,240,40,83,11,30,11,15,8,39,23,9,3,17,29,0.569,0.5479999999999999,0.361,0.181,19.0,72.2,49.0,57.5,9.4,5.8,15.9,100,106.8,92.2,0
2017-2018,CHICAGO BULLS,2018-01-31,240,41,99,13,34,13,22,12,24,19,10,4,6,16,0.4970000000000001,0.48,0.343,0.222,21.8,82.8,42.9,46.3,10.0,8.0,5.2,100,107.7,123.6,0
2017-2018,PORTLAND TRAIL BLAZERS,2018-01-31,240,46,82,15,32,17,20,5,43,21,3,6,17,19,0.6829999999999999,0.652,0.39,0.244,17.2,78.2,57.1,45.7,3.0,9.2,15.8,100,123.6,107.7,0
2017-2018,OKLAHOMA CITY THUNDER,2018-02-01,240,51,98,9,28,13,17,9,31,34,5,6,7,18,0.588,0.5660000000000001,0.28600000000000003,0.173,20.9,77.5,48.2,66.7,4.9,10.2,6.2,100,121.1,124.0,0
2017-2018,DENVER NUGGETS,2018-02-01,240,50,97,15,38,12,17,9,34,32,3,10,11,17,0.608,0.593,0.392,0.175,22.5,79.1,51.8,64.0,2.9,14.3,9.5,100,124.0,121.1,0
2017-2018,MEMPHIS GRIZZLIES,2018-02-01,240,40,96,8,31,14,14,10,39,22,3,3,9,24,0.499,0.458,0.32299999999999995,0.146,21.3,90.7,54.4,55.0,3.1,5.9,8.1,100,106.5,108.6,0
2017-2018,DETROIT PISTONS,2018-02-01,240,35,76,7,25,27,37,4,37,20,8,4,7,19,0.564,0.507,0.329,0.487,9.3,78.7,45.6,57.1,8.4,6.2,7.1,100,108.6,106.5,0
2017-2018,MILWAUKEE BUCKS,2018-02-01,240,32,85,6,29,19,25,15,28,19,6,1,15,21,0.464,0.412,0.341,0.294,30.0,87.5,52.4,59.4,6.4,1.7,13.5,100,95.1,115.4,0
2017-2018,MINNESOTA TIMBERWOLVES,2018-02-01,240,42,78,7,19,17,20,4,35,27,8,7,13,15,0.622,0.583,0.244,0.256,12.5,70.0,47.6,64.3,8.5,12.5,13.0,100,115.4,95.1,0
2017-2018,HOUSTON ROCKETS,2018-02-01,240,37,83,14,42,14,17,7,31,20,10,7,9,16,0.564,0.53,0.506,0.205,15.9,77.5,45.2,54.1,10.8,11.9,9.0,100,110.1,98.3,0
