Season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
2013-2014,NEW YORK KNICKS,2014-02-01,240,33,67,11,26,14,23,9,24,14,7,4,17,22,0.59,0.575,0.38799999999999996,0.34299999999999997,25.0,77.4,49.3,42.4,8.0,7.5,18.1,100,104.4,121.7
2013-2014,CHARLOTTE BOBCATS,2014-02-01,240,33,79,8,23,21,29,5,29,19,7,5,8,18,0.518,0.46799999999999997,0.29100000000000004,0.36700000000000005,10.6,76.3,40.0,57.6,7.6,8.5,8.0,100,102.6,113.4
2013-2014,PHOENIX SUNS,2014-02-01,240,39,80,7,21,20,23,9,42,13,5,4,13,22,0.583,0.531,0.263,0.28800000000000003,23.7,89.4,60.0,33.3,5.4,7.1,12.6,100,113.4,102.6
2013-2014,TORONTO RAPTORS,2014-02-01,240,40,87,6,20,17,25,9,29,27,2,3,12,30,0.526,0.494,0.23,0.287,22.5,72.5,47.5,67.5,2.1,5.2,10.9,100,108.6,111.8
2013-2014,PORTLAND TRAIL BLAZERS,2014-02-01,240,35,76,8,18,28,35,11,31,20,5,3,14,24,0.58,0.513,0.237,0.461,27.5,77.5,52.5,57.1,5.3,4.5,13.3,100,111.8,108.6
2013-2014,SACRAMENTO KINGS,2014-02-01,240,34,83,5,14,20,25,8,35,15,8,4,9,26,0.495,0.44,0.16899999999999998,0.301,18.6,83.3,50.6,44.1,8.7,7.5,8.7,100,101.3,103.4
2013-2014,SAN ANTONIO SPURS,2014-02-01,240,36,75,6,22,17,26,7,35,23,4,7,13,19,0.55,0.52,0.293,0.34700000000000003,16.7,81.4,49.4,63.9,4.4,10.1,13.1,100,103.4,101.3
2013-2014,OKLAHOMA CITY THUNDER,2014-02-01,240,31,78,4,24,15,17,11,35,19,4,5,21,18,0.474,0.423,0.308,0.218,23.9,81.4,51.7,61.3,4.3,7.7,19.7,100,86.7,102.8
2013-2014,WASHINGTON WIZARDS,2014-02-01,240,41,89,8,24,6,9,8,35,28,9,2,10,18,0.516,0.506,0.27,0.10099999999999999,18.6,76.1,48.3,68.3,9.6,3.7,9.7,100,102.8,86.7
2013-2014,ORLANDO MAGIC,2014-02-02,240,33,80,5,14,18,22,13,26,18,9,4,14,13,0.496,0.444,0.175,0.275,27.7,72.2,47.0,54.5,10.0,5.9,13.5,100,99.2,107.0
2013-2014,BOSTON CELTICS,2014-02-02,240,41,82,4,14,10,12,10,34,24,7,3,16,18,0.55,0.524,0.171,0.146,27.8,72.3,53.0,58.5,7.8,4.5,15.5,100,107.0,99.2
2013-2014,PHILADELPHIA 76ERS,2014-02-03,240,37,71,8,20,20,28,8,30,20,4,3,25,28,0.612,0.5770000000000001,0.282,0.39399999999999996,24.2,85.7,55.9,54.1,4.1,6.4,23.1,100,105.8,112.0
2013-2014,BROOKLYN NETS,2014-02-03,240,32,72,10,25,34,39,5,25,25,15,6,13,24,0.606,0.514,0.34700000000000003,0.542,14.3,75.8,44.1,78.1,15.6,11.8,12.7,100,112.0,105.8
2013-2014,CLEVELAND CAVALIERS,2014-02-03,240,37,80,8,24,25,33,10,21,21,9,4,9,24,0.5660000000000001,0.513,0.3,0.413,22.2,67.7,40.8,56.8,9.8,7.4,8.7,100,117.0,135.6
2013-2014,DALLAS MAVERICKS,2014-02-03,240,44,80,12,26,24,26,10,35,30,4,5,13,23,0.6779999999999999,0.625,0.325,0.325,32.3,77.8,59.2,68.2,4.4,8.9,12.4,100,135.6,117.0
2013-2014,LOS ANGELES CLIPPERS,2014-02-03,240,42,84,6,21,25,34,9,28,31,12,5,11,27,0.581,0.536,0.25,0.405,20.5,62.2,41.6,73.8,12.0,7.7,10.0,100,115.2,116.2
2013-2014,DENVER NUGGETS,2014-02-03,240,40,83,5,18,31,44,17,35,18,8,6,17,23,0.5670000000000001,0.512,0.217,0.53,37.8,79.5,58.4,45.0,8.0,9.5,14.2,100,116.2,115.2
2013-2014,ORLANDO MAGIC,2014-02-03,240,33,83,7,16,6,10,9,29,21,5,4,13,18,0.452,0.44,0.193,0.12,18.8,69.0,42.2,63.6,5.6,6.2,12.9,100,88.5,109.8
2013-2014,INDIANA PACERS,2014-02-03,240,38,90,8,25,14,17,13,39,21,4,5,9,13,0.503,0.467,0.278,0.18899999999999997,31.0,81.3,57.8,55.3,4.5,7.5,8.5,100,109.8,88.5
2013-2014,DETROIT PISTONS,2014-02-03,240,34,83,6,18,22,29,19,32,19,11,4,21,20,0.501,0.446,0.217,0.349,38.0,71.1,53.7,55.9,11.3,6.2,18.0,100,98.5,104.7
2013-2014,MIAMI HEAT,2014-02-03,240,39,85,7,20,17,21,13,31,24,13,6,20,22,0.541,0.5,0.235,0.247,28.9,62.0,46.3,61.5,13.3,9.2,17.5,100,104.7,98.5
2013-2014,NEW YORK KNICKS,2014-02-03,240,34,78,15,34,15,24,8,32,17,4,2,9,20,0.5529999999999999,0.532,0.436,0.308,20.0,72.7,47.6,50.0,4.6,3.2,9.2,100,112.4,115.8
2013-2014,MILWAUKEE BUCKS,2014-02-03,240,36,81,11,18,18,21,12,32,20,3,1,11,24,0.56,0.512,0.222,0.259,27.3,80.0,52.4,55.6,3.4,2.3,10.9,100,115.8,112.4
2013-2014,SAN ANTONIO SPURS,2014-02-03,240,38,81,5,18,21,25,5,29,20,9,12,7,16,0.5539999999999999,0.5,0.222,0.309,11.9,80.6,43.6,52.6,9.7,18.5,7.1,100,109.9,102.4
2013-2014,NEW ORLEANS PELICANS,2014-02-03,240,36,79,6,14,17,20,7,37,16,3,7,15,24,0.541,0.494,0.177,0.253,19.4,88.1,56.4,44.4,3.2,11.1,14.6,100,102.4,109.9
2013-2014,MEMPHIS GRIZZLIES,2014-02-03,240,32,81,2,16,11,15,11,24,18,8,4,11,21,0.439,0.40700000000000003,0.198,0.185,24.4,70.6,44.3,56.3,9.2,6.9,11.2,100,88.9,99.3
2013-2014,OKLAHOMA CITY THUNDER,2014-02-03,240,34,76,4,18,14,23,10,34,17,7,9,16,20,0.499,0.474,0.237,0.303,29.4,75.6,55.7,50.0,8.1,13.8,15.7,100,99.3,88.9
2013-2014,CHICAGO BULLS,2014-02-03,240,22,78,4,20,22,34,8,22,17,11,2,14,24,0.377,0.308,0.256,0.436,15.7,68.8,36.1,77.3,11.6,3.3,13.1,100,73.8,104.3
2013-2014,SACRAMENTO KINGS,2014-02-03,240,36,69,2,8,25,34,10,43,18,7,3,22,26,0.59,0.536,0.11599999999999999,0.493,31.3,84.3,63.9,50.0,7.4,5.2,20.8,100,104.3,73.8
2013-2014,TORONTO RAPTORS,2014-02-03,240,37,84,6,21,14,16,15,29,21,7,3,6,17,0.516,0.47600000000000003,0.25,0.19,34.9,72.5,53.0,56.8,8.8,4.9,6.2,100,117.9,99.0
2013-2014,UTAH JAZZ,2014-02-03,240,32,78,3,17,12,13,11,28,10,4,5,11,16,0.47200000000000003,0.429,0.218,0.16699999999999998,27.5,65.1,47.0,31.3,5.0,7.9,11.6,100,99.0,117.9
2013-2014,PORTLAND TRAIL BLAZERS,2014-02-03,240,37,81,5,19,11,12,7,38,23,3,7,16,17,0.522,0.488,0.235,0.14800000000000002,17.1,88.4,53.6,62.2,3.2,10.4,15.6,100,96.4,107.1
2013-2014,WASHINGTON WIZARDS,2014-02-03,240,37,84,7,17,19,22,5,34,22,10,3,6,16,0.534,0.48200000000000004,0.20199999999999999,0.262,11.6,82.9,46.4,59.5,10.7,4.8,6.0,100,107.1,96.4
2013-2014,INDIANA PACERS,2014-02-04,240,34,74,5,18,16,20,7,33,20,9,1,19,16,0.537,0.493,0.243,0.27,18.4,82.5,51.3,58.8,9.7,2.0,18.7,100,96.2,91.9
2013-2014,ATLANTA HAWKS,2014-02-04,240,33,76,7,25,12,15,7,31,26,8,4,18,19,0.515,0.48,0.32899999999999996,0.19699999999999998,17.5,81.6,48.7,78.8,8.6,7.1,17.9,100,91.9,96.2
2013-2014,CHARLOTTE BOBCATS,2014-02-04,240,37,78,5,13,12,19,9,39,22,9,2,15,20,0.527,0.506,0.16699999999999998,0.244,22.0,68.4,49.0,59.5,9.7,2.7,14.8,100,98.5,81.2
2013-2014,GOLDEN STATE WARRIORS,2014-02-04,240,29,93,4,20,13,16,18,32,18,7,4,16,18,0.375,0.33299999999999996,0.215,0.172,31.6,78.0,51.0,62.1,7.6,6.2,13.8,100,81.2,98.5
2013-2014,LOS ANGELES LAKERS,2014-02-04,240,33,79,10,21,23,26,7,31,25,8,4,16,25,0.547,0.48100000000000004,0.266,0.32899999999999996,14.3,73.8,41.8,75.8,8.1,6.1,15.0,100,100.7,110.8
2013-2014,MINNESOTA TIMBERWOLVES,2014-02-04,240,37,83,8,17,27,38,11,42,28,8,5,13,19,0.547,0.494,0.205,0.45799999999999996,26.2,85.7,58.2,75.7,8.1,8.6,11.5,100,110.8,100.7
2013-2014,CHICAGO BULLS,2014-02-04,240,35,78,6,18,25,31,8,36,13,9,6,18,23,0.551,0.48700000000000004,0.231,0.397,18.2,76.6,48.4,37.1,9.0,11.5,16.4,100,100.8,91.8
2013-2014,PHOENIX SUNS,2014-02-04,240,31,80,8,28,22,29,11,36,12,8,5,21,23,0.496,0.43799999999999994,0.35,0.363,23.4,81.8,51.6,38.7,8.0,8.3,18.5,100,91.8,100.8
2013-2014,LOS ANGELES LAKERS,2014-02-05,240,42,79,18,37,17,22,6,34,35,7,3,13,25,0.6709999999999999,0.6459999999999999,0.46799999999999997,0.278,16.7,55.7,41.2,83.3,7.3,4.4,12.8,100,124.5,113.0
2013-2014,CLEVELAND CAVALIERS,2014-02-05,240,38,101,5,33,27,37,27,30,24,10,1,11,22,0.46,0.401,0.327,0.366,44.3,83.3,58.8,63.2,10.5,2.4,8.6,100,113.0,124.5
2013-2014,MILWAUKEE BUCKS,2014-02-05,240,36,95,7,16,21,31,19,30,22,9,5,15,21,0.46,0.41600000000000004,0.168,0.326,36.5,66.7,50.5,61.1,9.2,8.2,12.1,100,101.7,111.9
2013-2014,DENVER NUGGETS,2014-02-05,240,39,84,10,23,22,26,15,33,22,5,12,19,25,0.5760000000000001,0.524,0.27399999999999997,0.31,33.3,63.5,49.5,56.4,5.1,15.2,16.6,100,111.9,101.7
2013-2014,PHOENIX SUNS,2014-02-05,240,42,90,8,30,16,21,12,26,21,6,4,13,27,0.544,0.511,0.33299999999999996,0.233,27.9,83.9,51.4,50.0,6.2,7.3,11.6,100,112.3,126.9
2013-2014,HOUSTON ROCKETS,2014-02-05,240,39,71,11,16,33,42,5,31,17,9,5,13,19,0.682,0.627,0.225,0.5920000000000001,16.1,72.1,48.6,43.6,9.4,8.3,12.7,100,126.9,112.3
2013-2014,MIAMI HEAT,2014-02-05,240,41,78,13,31,21,26,7,24,33,11,5,15,32,0.648,0.609,0.397,0.33299999999999996,18.4,53.3,37.3,80.5,11.3,8.2,14.4,100,119.3,115.2
2013-2014,LOS ANGELES CLIPPERS,2014-02-05,240,37,86,7,25,31,42,21,31,26,8,2,20,24,0.536,0.47100000000000003,0.29100000000000004,0.488,46.7,81.6,62.7,70.3,8.2,4.3,16.1,100,115.2,119.3
2013-2014,DALLAS MAVERICKS,2014-02-05,240,42,78,8,18,18,25,11,24,24,7,3,13,20,0.618,0.59,0.231,0.321,31.4,75.0,52.2,57.1,8.0,5.7,12.7,100,125.6,109.6
2013-2014,MEMPHIS GRIZZLIES,2014-02-05,240,37,69,6,16,16,22,8,24,24,7,6,17,23,0.61,0.58,0.23199999999999998,0.319,25.0,68.6,47.8,64.9,8.0,10.0,17.8,100,109.6,125.6
2013-2014,ATLANTA HAWKS,2014-02-05,240,38,84,14,30,10,14,7,31,29,7,7,9,16,0.555,0.536,0.35700000000000004,0.16699999999999998,15.9,70.5,43.2,76.3,7.8,9.7,9.1,100,111.1,116.6
2013-2014,NEW ORLEANS PELICANS,2014-02-05,240,40,86,5,14,20,22,13,37,18,5,5,9,15,0.5489999999999999,0.494,0.163,0.256,29.5,84.1,56.8,45.0,5.6,9.3,8.6,100,116.6,111.1
2013-2014,PORTLAND TRAIL BLAZERS,2014-02-05,240,30,79,8,21,26,33,12,37,17,5,5,14,16,0.503,0.43,0.266,0.418,26.7,71.2,50.5,56.7,5.5,7.2,13.0,100,103.0,98.6
2013-2014,NEW YORK KNICKS,2014-02-05,240,36,90,4,21,14,20,15,33,18,8,5,9,24,0.455,0.42200000000000004,0.233,0.222,28.8,73.3,49.5,50.0,8.8,8.6,8.3,100,98.6,103.0
2013-2014,MINNESOTA TIMBERWOLVES,2014-02-05,240,37,78,6,20,17,23,11,28,18,7,8,14,16,0.55,0.513,0.256,0.295,26.8,59.6,44.3,48.6,7.8,12.5,13.7,100,107.5,117.5
2013-2014,OKLAHOMA CITY THUNDER,2014-02-05,240,44,91,10,27,8,11,19,30,25,8,6,16,22,0.5529999999999999,0.5379999999999999,0.297,0.121,40.4,73.2,55.7,56.8,8.9,10.3,14.3,100,117.5,107.5
2013-2014,DETROIT PISTONS,2014-02-05,240,39,85,6,20,14,23,11,25,19,8,4,15,20,0.515,0.494,0.235,0.271,25.6,67.6,45.0,48.7,8.5,5.6,13.6,100,103.7,118.5
2013-2014,ORLANDO MAGIC,2014-02-05,240,44,89,6,18,18,20,12,32,29,10,8,11,20,0.573,0.528,0.20199999999999999,0.225,32.4,74.4,55.0,65.9,10.6,12.3,10.1,100,118.5,103.7
2013-2014,BOSTON CELTICS,2014-02-05,240,41,84,8,19,24,33,12,36,27,9,8,13,19,0.579,0.536,0.226,0.39299999999999996,26.1,73.5,50.5,65.9,9.0,11.0,11.7,100,113.8,107.8
2013-2014,PHILADELPHIA 76ERS,2014-02-05,240,42,94,7,21,17,20,13,34,27,7,5,15,24,0.525,0.484,0.223,0.213,26.5,73.9,49.5,64.3,7.0,7.7,12.7,100,107.8,113.8
2013-2014,TORONTO RAPTORS,2014-02-05,240,36,84,10,25,19,24,16,28,25,7,6,17,35,0.534,0.488,0.298,0.28600000000000003,38.1,65.1,51.8,69.4,7.6,8.7,15.2,100,109.7,118.4
2013-2014,SACRAMENTO KINGS,2014-02-05,240,32,81,4,12,41,51,15,26,15,10,4,10,23,0.527,0.42,0.14800000000000002,0.63,34.9,61.9,48.2,46.9,10.9,6.8,8.8,100,118.4,109.7
2013-2014,SAN ANTONIO SPURS,2014-02-05,290,48,98,9,28,20,25,11,42,30,8,9,20,27,0.573,0.536,0.28600000000000003,0.255,23.4,76.4,52.0,62.5,7.0,10.6,15.5,100,108.8,102.7
2013-2014,WASHINGTON WIZARDS,2014-02-05,290,44,101,5,16,25,32,13,36,19,10,6,15,18,0.513,0.46,0.158,0.317,23.6,76.6,48.0,43.2,8.7,8.6,11.5,100,102.7,108.8
2013-2014,SAN ANTONIO SPURS,2014-02-06,240,29,73,7,21,24,29,8,30,14,8,7,17,12,0.519,0.445,0.28800000000000003,0.397,17.8,65.2,41.8,48.3,8.6,8.8,16.5,100,95.3,110.3
2013-2014,BROOKLYN NETS,2014-02-06,240,46,93,4,13,7,10,16,37,29,7,4,14,24,0.529,0.516,0.14,0.10800000000000001,34.8,82.2,58.2,63.0,7.5,7.7,12.6,100,110.3,95.3
2013-2014,CHICAGO BULLS,2014-02-06,240,32,77,4,14,19,20,14,31,20,8,3,15,16,0.507,0.442,0.182,0.26,34.1,72.1,53.6,62.5,9.3,4.9,14.9,100,101.3,118.8
2013-2014,GOLDEN STATE WARRIORS,2014-02-06,240,40,83,11,22,11,15,12,27,24,7,6,12,18,0.569,0.5479999999999999,0.265,0.18100000000000002,27.9,65.9,46.4,60.0,8.2,9.5,11.8,100,118.8,101.3
2013-2014,SACRAMENTO KINGS,2014-02-07,240,31,87,5,15,22,24,15,32,17,3,5,10,15,0.456,0.385,0.172,0.276,28.8,68.1,47.5,54.8,3.3,7.6,9.3,100,98.9,110.0
2013-2014,BOSTON CELTICS,2014-02-07,240,40,88,9,22,10,15,15,37,24,8,6,13,21,0.523,0.506,0.25,0.17,31.9,71.2,52.5,60.0,8.9,8.3,12.1,100,110.0,98.9
2013-2014,UTAH JAZZ,2014-02-07,240,31,76,12,35,7,14,6,31,22,7,4,15,20,0.493,0.48700000000000004,0.461,0.184,14.0,73.8,43.5,71.0,7.9,6.3,15.4,100,91.7,116.6
2013-2014,DALLAS MAVERICKS,2014-02-07,240,38,81,10,18,17,22,11,37,24,10,2,9,20,0.568,0.531,0.222,0.272,26.2,86.0,56.5,63.2,11.3,4.9,9.0,100,116.6,91.7
2013-2014,BROOKLYN NETS,2014-02-07,240,32,89,12,31,19,29,16,24,17,14,3,12,19,0.467,0.42700000000000005,0.348,0.326,27.6,61.5,41.2,53.1,14.4,4.5,10.5,100,97.7,114.1
2013-2014,DETROIT PISTONS,2014-02-07,240,43,84,9,17,16,24,15,42,26,10,9,22,19,0.5870000000000001,0.565,0.20199999999999999,0.28600000000000003,38.5,72.4,58.8,60.5,10.3,15.5,18.9,100,114.1,97.7
2013-2014,PORTLAND TRAIL BLAZERS,2014-02-07,265,45,104,7,20,16,20,13,34,21,3,5,13,27,0.501,0.466,0.192,0.192,27.1,75.6,50.5,46.7,2.8,6.3,10.3,100,106.2,110.9
2013-2014,INDIANA PACERS,2014-02-07,265,42,92,5,13,29,35,11,35,22,10,9,12,20,0.5489999999999999,0.484,0.141,0.38,24.4,72.9,49.5,52.4,9.4,10.7,10.1,100,110.9,106.2
2013-2014,TORONTO RAPTORS,2014-02-07,240,34,85,7,26,30,40,16,28,22,7,2,9,35,0.512,0.441,0.306,0.47100000000000003,31.4,73.7,49.4,64.7,7.5,4.3,8.1,100,111.9,125.8
2013-2014,LOS ANGELES CLIPPERS,2014-02-07,240,36,71,9,24,37,54,10,35,25,6,4,12,28,0.623,0.57,0.33799999999999997,0.7609999999999999,26.3,68.6,50.6,69.4,6.4,6.8,11.2,100,125.8,111.9
2013-2014,MINNESOTA TIMBERWOLVES,2014-02-07,240,28,75,4,18,31,37,8,36,14,8,5,15,14,0.498,0.4,0.24,0.493,20.5,83.7,53.7,50.0,8.6,7.6,14.1,100,97.6,105.1
2013-2014,NEW ORLEANS PELICANS,2014-02-07,240,39,81,8,15,12,16,7,31,20,8,9,12,28,0.557,0.531,0.185,0.198,16.3,79.5,46.3,51.3,8.6,15.8,12.0,100,105.1,97.6
2013-2014,DENVER NUGGETS,2014-02-07,240,32,76,7,26,19,26,10,24,12,10,0,23,21,0.515,0.467,0.342,0.342,22.7,72.7,44.2,37.5,9.9,0.0,20.8,100,89.3,116.1
2013-2014,NEW YORK KNICKS,2014-02-07,240,48,85,11,28,10,14,9,34,23,16,1,23,23,0.642,0.629,0.32899999999999996,0.165,27.3,77.3,55.8,47.9,15.9,2.0,20.1,100,116.1,89.3
2013-2014,OKLAHOMA CITY THUNDER,2014-02-07,240,37,73,10,22,18,19,4,30,25,6,9,16,20,0.627,0.575,0.301,0.26,13.3,75.0,48.6,67.6,6.7,13.2,16.4,100,113.6,114.7
2013-2014,ORLANDO MAGIC,2014-02-07,240,38,80,5,12,22,26,10,26,25,10,2,9,13,0.563,0.506,0.15,0.325,25.0,86.7,51.4,65.8,11.1,3.9,9.0,100,114.7,113.6
2013-2014,LOS ANGELES LAKERS,2014-02-07,240,45,89,8,18,14,20,7,33,34,14,9,14,15,0.573,0.551,0.20199999999999999,0.225,15.6,73.3,44.4,75.6,13.6,16.4,12.5,100,109.2,95.5
2013-2014,PHILADELPHIA 76ERS,2014-02-07,240,37,87,15,32,9,17,12,38,23,8,2,22,18,0.519,0.511,0.368,0.195,26.7,84.4,55.6,62.2,7.8,2.8,18.9,100,95.5,109.2
2013-2014,CLEVELAND CAVALIERS,2014-02-07,240,40,77,6,15,29,33,14,31,20,7,2,18,23,0.628,0.5579999999999999,0.195,0.429,37.8,73.8,57.0,50.0,7.4,3.1,16.4,100,121.9,119.8
2013-2014,WASHINGTON WIZARDS,2014-02-07,240,43,85,11,20,16,23,11,23,29,11,5,13,23,0.594,0.5710000000000001,0.235,0.271,26.2,62.2,43.0,67.4,11.7,8.1,12.0,100,119.8,121.9
2013-2014,MEMPHIS GRIZZLIES,2014-02-08,240,37,90,4,12,1,1,11,30,22,14,5,15,12,0.43700000000000006,0.433,0.133,0.011000000000000001,23.9,81.1,49.4,59.5,15.5,10.0,14.2,100,87.4,84.1
2013-2014,ATLANTA HAWKS,2014-02-08,240,30,70,8,20,8,15,7,35,21,10,3,21,10,0.496,0.486,0.28600000000000003,0.214,18.9,76.1,50.6,70.0,11.1,3.8,21.5,100,84.1,87.4
2013-2014,SAN ANTONIO SPURS,2014-02-08,240,36,77,8,21,24,28,7,36,24,7,6,13,16,0.5820000000000001,0.519,0.273,0.364,17.1,73.5,47.8,66.7,7.4,8.2,12.7,100,110.5,106.2
2013-2014,CHARLOTTE BOBCATS,2014-02-08,240,39,89,6,16,16,22,13,34,24,10,6,11,18,0.507,0.47200000000000003,0.18,0.247,26.5,82.9,52.2,61.5,10.6,10.7,10.0,100,106.2,110.5
2013-2014,DENVER NUGGETS,2014-02-08,240,41,88,15,33,12,22,15,32,24,4,5,20,17,0.5579999999999999,0.551,0.375,0.25,35.7,71.1,54.0,58.5,4.0,6.4,17.0,100,108.3,125.2
2013-2014,DETROIT PISTONS,2014-02-08,240,50,98,8,20,18,23,13,27,28,11,5,10,16,0.583,0.551,0.204,0.235,28.9,64.3,46.0,56.0,10.9,9.1,8.5,100,125.2,108.3
2013-2014,HOUSTON ROCKETS,2014-02-08,240,42,85,8,24,9,13,6,32,23,11,5,13,15,0.557,0.541,0.282,0.153,15.4,69.6,44.7,54.8,11.4,6.7,12.5,100,105.1,98.8
2013-2014,MILWAUKEE BUCKS,2014-02-08,240,40,90,6,15,9,11,14,33,26,6,6,18,18,0.501,0.478,0.16699999999999998,0.122,30.4,84.6,55.3,65.0,6.2,9.8,16.0,100,98.8,105.1
2013-2014,PORTLAND TRAIL BLAZERS,2014-02-08,240,40,83,8,23,29,38,10,37,28,7,7,13,30,0.5870000000000001,0.53,0.27699999999999997,0.45799999999999996,23.3,68.5,48.5,70.0,6.9,8.8,11.5,100,114.8,107.9
2013-2014,MINNESOTA TIMBERWOLVES,2014-02-08,240,40,97,5,17,25,34,17,33,17,6,5,12,25,0.491,0.43799999999999994,0.175,0.35100000000000003,31.5,76.7,51.5,42.5,5.9,8.3,9.7,100,107.9,114.8
2013-2014,GOLDEN STATE WARRIORS,2014-02-08,240,41,84,8,25,19,26,12,22,16,5,4,12,21,0.5710000000000001,0.536,0.298,0.31,26.7,64.7,43.0,39.0,5.3,6.8,11.2,100,115.2,129.0
2013-2014,PHOENIX SUNS,2014-02-08,240,43,80,11,21,25,30,12,33,16,9,2,17,22,0.655,0.606,0.263,0.375,35.3,73.3,57.0,37.2,9.5,3.4,15.4,100,129.0,115.2
2013-2014,MIAMI HEAT,2014-02-08,240,29,67,7,23,24,30,5,27,19,8,2,10,17,0.555,0.485,0.34299999999999997,0.44799999999999995,13.9,73.0,43.8,65.5,9.6,4.1,11.1,100,107.3,113.3
2013-2014,UTAH JAZZ,2014-02-08,240,36,74,10,25,12,19,10,31,23,9,1,12,25,0.5710000000000001,0.5539999999999999,0.33799999999999997,0.257,27.0,86.1,56.2,63.9,10.8,2.3,12.7,100,113.3,107.3
2013-2014,DALLAS MAVERICKS,2014-02-09,240,37,82,10,23,18,20,10,38,21,6,4,9,12,0.562,0.512,0.28,0.244,23.8,77.6,52.7,56.8,6.6,6.2,9.0,100,112.5,100.4
2013-2014,BOSTON CELTICS,2014-02-09,240,33,92,11,27,14,15,11,32,27,5,3,10,19,0.461,0.418,0.293,0.163,22.4,76.2,47.3,81.8,5.5,5.1,9.2,100,100.4,112.5
2013-2014,NEW ORLEANS PELICANS,2014-02-09,240,30,83,6,18,15,27,16,26,20,15,2,14,25,0.42700000000000005,0.39799999999999996,0.217,0.325,29.6,78.8,48.3,66.7,16.3,5.3,12.9,100,88.3,101.3
2013-2014,BROOKLYN NETS,2014-02-09,240,35,66,6,28,17,29,7,38,20,10,6,22,24,0.59,0.5760000000000001,0.424,0.439,21.2,70.4,51.7,57.1,10.9,9.2,21.8,100,101.3,88.3
2013-2014,MEMPHIS GRIZZLIES,2014-02-09,265,33,86,3,14,14,16,9,37,22,8,6,14,21,0.446,0.401,0.163,0.18600000000000003,19.1,78.7,48.9,66.7,8.3,8.8,13.1,100,86.6,95.0
2013-2014,CLEVELAND CAVALIERS,2014-02-09,265,35,88,10,20,11,18,10,38,24,6,5,13,20,0.474,0.455,0.22699999999999998,0.205,21.3,80.9,51.1,68.6,6.3,6.9,11.9,100,95.0,86.6
2013-2014,PHILADELPHIA 76ERS,2014-02-09,240,27,100,3,28,21,25,20,24,16,15,4,17,16,0.35100000000000003,0.285,0.28,0.25,29.4,68.6,42.7,59.3,14.4,6.6,13.3,100,74.7,117.9
2013-2014,LOS ANGELES CLIPPERS,2014-02-09,240,50,89,9,28,14,17,11,48,33,12,9,22,20,0.637,0.612,0.315,0.191,31.4,70.6,57.3,66.0,11.5,12.5,18.6,100,117.9,74.7
2013-2014,CHICAGO BULLS,2014-02-09,240,34,80,7,22,17,17,8,35,21,13,6,14,16,0.526,0.469,0.275,0.213,18.2,83.3,50.0,61.8,13.8,9.5,13.8,100,97.8,91.5
2013-2014,LOS ANGELES LAKERS,2014-02-09,240,36,82,6,19,8,11,7,36,26,7,5,18,15,0.495,0.47600000000000003,0.23199999999999998,0.134,16.7,81.8,50.0,72.2,7.4,8.6,17.2,100,91.5,97.8
2013-2014,NEW YORK KNICKS,2014-02-09,240,38,86,9,24,15,20,12,26,27,6,3,12,21,0.527,0.494,0.27899999999999997,0.233,25.0,83.9,48.1,71.1,6.6,6.5,11.2,100,110.3,123.6
2013-2014,OKLAHOMA CITY THUNDER,2014-02-09,240,40,73,12,27,20,27,5,36,28,6,5,10,19,0.66,0.63,0.37,0.37,16.1,75.0,51.9,70.0,6.6,8.1,10.5,100,123.6,110.3
2013-2014,INDIANA PACERS,2014-02-09,240,35,79,11,24,11,19,7,34,19,6,6,15,20,0.527,0.513,0.304,0.24100000000000002,15.9,75.6,46.1,54.3,6.4,8.5,14.7,100,98.0,99.1
2013-2014,ORLANDO MAGIC,2014-02-09,240,34,83,5,12,20,26,11,37,13,9,1,13,16,0.49200000000000005,0.44,0.145,0.313,24.4,84.1,53.9,38.2,9.6,1.8,12.1,100,99.1,98.0
2013-2014,SACRAMENTO KINGS,2014-02-09,240,29,82,2,11,24,28,17,32,17,9,3,18,19,0.445,0.366,0.134,0.341,37.8,76.2,56.3,58.6,10.0,5.2,16.0,100,93.3,103.3
2013-2014,WASHINGTON WIZARDS,2014-02-09,240,34,79,8,21,17,22,10,28,20,9,8,14,18,0.524,0.48100000000000004,0.266,0.278,23.8,62.2,43.7,58.8,10.0,11.3,13.6,100,103.3,93.3
2013-2014,SAN ANTONIO SPURS,2014-02-10,240,43,82,5,17,9,11,8,30,27,2,3,19,18,0.5760000000000001,0.555,0.207,0.134,25.0,62.5,47.5,62.8,2.1,4.1,18.0,100,106.7,116.3
2013-2014,DETROIT PISTONS,2014-02-10,240,43,90,5,16,18,26,18,24,16,13,4,11,19,0.537,0.506,0.17800000000000002,0.289,37.5,75.0,52.5,37.2,13.9,6.2,9.8,100,116.3,106.7
