season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,during_playoffs
2008-2009,DENVER NUGGETS,2009-02-03,240,34,77,5,16,31,37,13,36,18,7,11,16,17,0.557,0.474,0.20800000000000002,0.48100000000000004,33.3,76.6,57.0,52.9,7.3,17.5,14.6,100.0,108.5,100.1,0
2008-2009,CHICAGO BULLS,2009-02-03,240,39,92,5,15,17,28,17,29,24,6,4,8,21,0.479,0.451,0.163,0.304,33.3,70.7,50.0,61.5,6.5,6.3,7.1,100.0,108.4,115.9,0
2008-2009,HOUSTON ROCKETS,2009-02-03,240,37,84,6,20,27,30,12,34,19,6,9,11,20,0.55,0.47600000000000003,0.23800000000000002,0.35700000000000004,29.3,66.7,50.0,51.4,6.5,11.7,10.2,100.0,115.9,108.4,0
2008-2009,MINNESOTA TIMBERWOLVES,2009-02-03,240,42,86,11,23,21,22,13,33,20,10,5,19,22,0.606,0.552,0.267,0.256,34.2,75.0,56.1,47.6,10.2,8.3,16.6,100.0,118.1,113.0,0
2008-2009,INDIANA PACERS,2009-02-03,240,40,84,11,24,20,29,11,25,26,11,8,15,20,0.574,0.542,0.28600000000000003,0.345,25.0,65.8,43.9,65.0,11.2,12.7,13.4,100.0,113.0,118.1,0
2008-2009,MILWAUKEE BUCKS,2009-02-03,240,27,74,7,19,24,34,12,25,19,9,3,11,22,0.478,0.41200000000000003,0.257,0.45899999999999996,27.9,67.6,46.3,70.4,10.7,5.7,11.0,100.0,101.4,118.1,0
2008-2009,NEW JERSEY NETS,2009-02-03,240,34,73,10,20,21,24,12,31,23,5,4,14,27,0.5920000000000001,0.534,0.27399999999999997,0.32899999999999996,32.4,72.1,53.8,67.6,6.0,7.3,14.4,100.0,118.1,101.4,0
2008-2009,BOSTON CELTICS,2009-02-03,240,41,76,4,13,14,16,11,30,25,4,7,20,26,0.602,0.5660000000000001,0.171,0.21100000000000002,34.4,71.4,55.4,61.0,4.5,9.3,19.4,100.0,111.9,110.8,0
2008-2009,PHILADELPHIA 76ERS,2009-02-03,240,37,83,1,8,24,28,12,21,22,9,4,9,21,0.519,0.452,0.096,0.337,28.6,65.6,44.6,59.5,10.1,6.3,8.6,100.0,110.8,111.9,0
2008-2009,PORTLAND TRAIL BLAZERS,2009-02-04,240,37,77,8,13,17,19,7,27,16,6,4,14,21,0.58,0.532,0.16899999999999998,0.247,20.0,84.4,50.7,43.2,6.7,6.3,14.1,100.0,110.1,115.7,0
2008-2009,DALLAS MAVERICKS,2009-02-04,240,43,78,5,14,13,14,5,28,28,7,7,12,21,0.618,0.583,0.179,0.179,15.6,80.0,49.3,65.1,7.8,10.9,12.5,100.0,115.7,110.1,0
2008-2009,MIAMI HEAT,2009-02-04,240,32,83,7,16,19,24,11,24,21,11,5,5,20,0.48100000000000004,0.428,0.193,0.289,23.9,70.6,43.8,65.6,13.0,8.8,5.1,100.0,106.2,109.8,0
2008-2009,DETROIT PISTONS,2009-02-04,240,35,71,8,14,15,23,10,35,21,3,0,16,22,0.573,0.5489999999999999,0.19699999999999998,0.324,29.4,76.1,56.3,60.0,3.5,0.0,16.5,100.0,109.8,106.2,0
2008-2009,PHOENIX SUNS,2009-02-04,240,41,90,7,24,23,30,12,34,21,10,3,13,23,0.5429999999999999,0.494,0.267,0.33299999999999996,26.1,85.0,53.5,51.2,9.7,4.8,11.2,100.0,109.2,120.8,0
2008-2009,GOLDEN STATE WARRIORS,2009-02-04,240,47,90,13,28,17,22,6,34,29,6,8,12,21,0.622,0.594,0.311,0.244,15.0,73.9,46.5,61.7,5.8,12.1,10.7,100.0,120.8,109.2,0
2008-2009,HOUSTON ROCKETS,2009-02-04,240,33,83,8,27,19,25,14,26,19,8,7,9,23,0.495,0.446,0.325,0.301,28.0,78.8,48.2,57.6,9.2,11.9,8.7,100.0,107.0,119.6,0
2008-2009,MEMPHIS GRIZZLIES,2009-02-04,240,40,75,8,16,16,22,7,36,20,5,8,11,19,0.614,0.5870000000000001,0.213,0.293,21.2,72.0,51.8,50.0,5.8,14.3,11.5,100.0,119.6,107.0,0
2008-2009,ATLANTA HAWKS,2009-02-04,240,33,66,3,11,25,38,7,30,19,11,3,17,18,0.568,0.523,0.16699999999999998,0.5760000000000001,21.2,61.2,45.1,57.6,12.1,5.2,17.0,100.0,103.4,94.6,0
2008-2009,MINNESOTA TIMBERWOLVES,2009-02-04,240,32,88,8,30,14,21,19,26,14,7,3,18,25,0.442,0.409,0.341,0.239,38.8,78.8,54.9,43.8,7.7,5.5,15.6,100.0,94.6,103.4,0
2008-2009,CHICAGO BULLS,2009-02-04,240,41,73,5,17,20,27,6,28,24,7,6,11,22,0.63,0.596,0.233,0.37,19.4,63.6,45.3,58.5,7.9,9.4,11.5,100.0,121.2,105.4,0
2008-2009,NEW ORLEANS HORNETS,2009-02-04,240,29,80,5,16,30,33,16,25,20,8,5,15,20,0.4920000000000001,0.39399999999999996,0.2,0.413,36.4,80.6,54.7,69.0,9.1,8.9,13.7,100.0,105.4,121.2,0
2008-2009,CLEVELAND CAVALIERS,2009-02-04,240,37,80,10,24,23,30,8,34,20,3,5,7,16,0.574,0.525,0.3,0.375,19.0,77.3,48.8,54.1,3.3,8.6,7.0,100.0,117.3,111.8,0
2008-2009,NEW YORK KNICKS,2009-02-04,240,37,83,9,25,19,21,10,34,15,3,1,12,22,0.5529999999999999,0.5,0.301,0.253,22.7,81.0,51.2,40.5,3.3,1.8,11.5,100.0,111.8,117.3,0
2008-2009,DENVER NUGGETS,2009-02-04,240,47,93,6,9,14,19,13,27,26,9,1,12,23,0.562,0.5379999999999999,0.09699999999999999,0.204,31.7,61.4,47.1,55.3,9.4,1.5,10.6,100.0,118.7,117.7,0
2008-2009,OKLAHOMA CITY THUNDER,2009-02-04,240,42,84,6,16,23,31,17,28,24,6,3,16,14,0.579,0.536,0.19,0.369,38.6,68.3,52.9,57.1,6.2,3.6,14.1,100.0,117.7,118.7,0
2008-2009,LOS ANGELES CLIPPERS,2009-02-04,240,36,85,4,19,20,23,10,22,21,4,1,9,19,0.505,0.447,0.22399999999999998,0.271,22.2,62.9,40.0,58.3,4.4,1.8,8.6,100.0,106.5,138.7,0
2008-2009,ORLANDO MAGIC,2009-02-04,240,47,83,16,26,15,25,13,35,26,4,0,10,22,0.665,0.6629999999999999,0.313,0.301,37.1,77.8,60.0,55.3,4.4,0.0,9.6,100.0,138.7,106.5,0
2008-2009,LOS ANGELES LAKERS,2009-02-04,240,45,89,7,17,18,23,10,35,25,6,7,4,20,0.58,0.545,0.191,0.258,23.8,81.4,52.9,55.6,6.4,9.3,3.9,100.0,123.0,114.4,0
2008-2009,TORONTO RAPTORS,2009-02-04,240,42,90,6,15,17,19,8,32,25,0,10,8,23,0.544,0.5,0.16699999999999998,0.21100000000000002,18.6,76.2,47.1,59.5,0.0,13.9,7.5,100.0,114.4,123.0,0
2008-2009,NEW JERSEY NETS,2009-02-04,240,46,75,12,22,11,13,5,32,25,6,3,12,16,0.7120000000000001,0.693,0.293,0.17300000000000001,20.8,69.6,52.9,54.3,7.1,4.5,12.9,100.0,135.2,103.4,0
2008-2009,WASHINGTON WIZARDS,2009-02-04,240,36,85,3,18,13,16,14,19,15,7,0,9,18,0.478,0.441,0.212,0.188,30.4,79.2,47.1,41.7,8.2,0.0,8.9,100.0,103.4,135.2,0
2008-2009,LOS ANGELES LAKERS,2009-02-05,265,42,88,9,22,17,29,12,30,21,12,3,11,24,0.546,0.528,0.25,0.33,25.5,71.4,47.2,50.0,12.0,4.0,9.8,100.0,110.3,109.3,0
2008-2009,BOSTON CELTICS,2009-02-05,265,42,93,8,18,17,20,12,35,26,8,8,16,28,0.535,0.495,0.19399999999999998,0.215,28.6,74.5,52.8,61.9,8.0,12.1,13.6,100.0,109.3,110.3,0
2008-2009,INDIANA PACERS,2009-02-05,240,33,84,13,34,15,17,11,31,24,7,8,16,23,0.514,0.47,0.405,0.20199999999999999,24.4,66.0,45.7,72.7,7.5,11.0,14.9,100.0,100.8,106.2,0
2008-2009,PHILADELPHIA 76ERS,2009-02-05,240,34,85,5,12,26,34,16,34,26,12,3,13,19,0.495,0.429,0.141,0.4,34.0,75.6,54.3,76.5,12.9,6.0,11.5,100.0,106.2,100.8,0
2008-2009,DALLAS MAVERICKS,2009-02-05,240,34,85,3,13,16,19,8,24,21,12,3,14,16,0.466,0.418,0.153,0.22399999999999998,16.3,64.9,37.2,61.8,12.6,5.2,13.0,100.0,91.2,120.6,0
2008-2009,UTAH JAZZ,2009-02-05,240,42,84,12,26,19,22,13,41,31,10,5,16,18,0.614,0.5710000000000001,0.31,0.262,35.1,83.7,62.8,73.8,10.5,6.9,14.6,100.0,120.6,91.2,0
2008-2009,ATLANTA HAWKS,2009-02-06,240,31,76,10,18,30,39,13,27,16,4,7,12,20,0.547,0.474,0.237,0.513,29.5,69.2,48.2,51.6,4.6,12.3,11.4,100.0,117.4,111.7,0
2008-2009,CHARLOTTE BOBCATS,2009-02-06,240,34,76,6,19,23,28,12,31,23,6,4,11,28,0.5489999999999999,0.48700000000000004,0.25,0.368,30.8,70.5,51.8,67.6,6.9,6.9,11.1,100.0,111.7,117.4,0
2008-2009,ORLANDO MAGIC,2009-02-06,240,35,80,11,32,21,33,10,40,19,4,3,16,23,0.54,0.506,0.4,0.413,22.7,90.9,56.8,54.3,4.1,5.4,14.5,100.0,103.9,109.0,0
2008-2009,INDIANA PACERS,2009-02-06,240,35,80,9,24,28,31,4,34,18,9,9,10,27,0.5710000000000001,0.494,0.3,0.38799999999999996,9.1,77.3,43.2,51.4,9.2,18.8,9.6,100.0,109.0,103.9,0
2008-2009,LOS ANGELES CLIPPERS,2009-02-06,240,46,78,16,29,18,28,6,30,24,6,3,12,26,0.698,0.6920000000000001,0.3720000000000001,0.359,18.2,81.1,51.4,52.2,6.5,4.9,11.7,100.0,135.6,113.0,0
2008-2009,MEMPHIS GRIZZLIES,2009-02-06,240,37,75,5,14,26,34,7,27,11,8,4,10,23,0.584,0.527,0.187,0.45299999999999996,18.9,81.8,48.6,29.7,8.6,8.2,10.0,100.0,113.0,135.6,0
2008-2009,TORONTO RAPTORS,2009-02-06,240,35,69,7,14,15,20,8,26,23,7,4,16,16,0.591,0.5579999999999999,0.203,0.29,22.9,74.3,48.6,65.7,8.3,9.3,17.1,100.0,109.3,120.0,0
2008-2009,NEW ORLEANS HORNETS,2009-02-06,240,36,75,15,32,14,16,9,27,26,7,3,13,17,0.616,0.58,0.4270000000000001,0.213,25.7,77.1,51.4,72.2,8.3,5.5,13.7,100.0,120.0,109.3,0
2008-2009,BOSTON CELTICS,2009-02-06,240,40,78,7,16,23,30,9,42,23,7,4,15,23,0.603,0.5579999999999999,0.205,0.385,22.5,77.8,54.3,57.5,7.2,6.6,14.1,100.0,112.7,102.5,0
2008-2009,NEW YORK KNICKS,2009-02-06,240,38,92,12,31,12,18,12,31,19,8,1,13,24,0.5,0.478,0.337,0.196,22.2,77.5,45.7,50.0,8.2,1.6,11.5,100.0,102.5,112.7,0
2008-2009,PORTLAND TRAIL BLAZERS,2009-02-06,240,36,80,6,18,15,21,9,28,18,4,5,13,24,0.521,0.488,0.225,0.263,22.0,71.8,46.3,50.0,4.4,6.8,12.7,100.0,103.0,113.0,0
2008-2009,OKLAHOMA CITY THUNDER,2009-02-06,240,40,80,2,7,20,24,11,32,23,6,4,12,17,0.563,0.513,0.08800000000000001,0.3,28.2,78.0,53.8,57.5,6.6,6.5,11.7,100.0,113.0,103.0,0
2008-2009,GOLDEN STATE WARRIORS,2009-02-06,240,39,86,4,14,23,29,11,32,17,6,6,19,28,0.532,0.47700000000000004,0.163,0.337,24.4,76.2,49.4,43.6,5.8,7.0,16.1,100.0,101.8,111.5,0
2008-2009,PHOENIX SUNS,2009-02-06,240,45,90,2,4,23,31,10,34,19,8,3,11,22,0.555,0.511,0.044000000000000004,0.344,23.8,75.6,50.6,42.2,7.8,4.2,9.6,100.0,111.5,101.8,0
2008-2009,UTAH JAZZ,2009-02-06,240,39,74,4,13,29,37,8,36,19,5,4,18,26,0.615,0.5539999999999999,0.17600000000000002,0.5,21.1,72.0,50.0,48.7,5.1,6.8,16.6,100.0,113.6,109.5,0
2008-2009,SACRAMENTO KINGS,2009-02-06,240,36,83,7,24,28,39,14,30,24,11,6,12,30,0.534,0.47600000000000003,0.289,0.47,28.0,78.9,50.0,66.7,11.3,9.8,10.7,100.0,109.5,113.6,0
2008-2009,DENVER NUGGETS,2009-02-06,240,49,87,7,15,19,22,12,31,30,9,7,10,20,0.6409999999999999,0.603,0.172,0.253,31.6,72.1,53.1,61.2,9.7,10.9,9.4,100.0,134.0,111.3,0
2008-2009,WASHINGTON WIZARDS,2009-02-06,240,35,82,8,18,25,28,12,26,26,4,2,13,19,0.546,0.47600000000000003,0.22,0.341,27.9,68.4,46.9,74.3,4.3,2.8,12.1,100.0,111.3,134.0,0
2008-2009,LOS ANGELES CLIPPERS,2009-02-07,240,49,86,11,22,12,17,8,33,38,6,4,6,22,0.647,0.634,0.256,0.198,20.5,86.8,53.2,77.6,6.6,7.0,6.0,100.0,133.1,106.7,0
2008-2009,ATLANTA HAWKS,2009-02-07,240,33,73,7,16,24,32,5,31,19,5,2,11,17,0.557,0.5,0.21899999999999997,0.43799999999999994,13.2,79.5,46.8,57.6,5.5,3.1,11.2,100.0,106.7,133.1,0
2008-2009,CHICAGO BULLS,2009-02-07,265,43,94,10,17,18,24,14,36,22,6,6,18,25,0.545,0.511,0.18100000000000002,0.255,29.8,72.0,51.5,51.2,5.8,7.5,14.7,100.0,110.9,111.9,0
2008-2009,DALLAS MAVERICKS,2009-02-07,265,45,97,7,17,18,22,14,33,25,9,11,10,23,0.539,0.5,0.175,0.22699999999999998,28.0,70.2,48.5,55.6,8.8,14.3,8.6,100.0,111.9,110.9,0
2008-2009,MINNESOTA TIMBERWOLVES,2009-02-07,240,35,88,9,25,11,16,11,28,23,9,5,12,12,0.473,0.449,0.284,0.182,22.4,68.3,43.3,65.7,9.8,7.6,11.2,100.0,97.9,116.4,0
2008-2009,HOUSTON ROCKETS,2009-02-07,240,42,85,9,19,14,17,13,38,24,7,10,13,17,0.579,0.547,0.22399999999999998,0.2,31.7,77.6,56.7,57.1,7.6,15.9,12.3,100.0,116.4,97.9,0
2008-2009,TORONTO RAPTORS,2009-02-07,240,23,79,5,23,19,21,8,38,12,4,4,10,18,0.397,0.32299999999999995,0.29100000000000004,0.266,15.7,79.2,46.5,52.2,4.5,6.6,10.2,100.0,79.1,88.1,0
2008-2009,MEMPHIS GRIZZLIES,2009-02-07,240,30,78,5,17,13,17,10,43,17,4,6,15,21,0.456,0.41700000000000004,0.218,0.218,20.8,84.3,53.5,56.7,4.5,10.7,14.9,100.0,88.1,79.1,0
2008-2009,DETROIT PISTONS,2009-02-07,265,45,94,10,18,26,28,15,29,31,6,3,12,28,0.593,0.532,0.191,0.298,34.9,78.4,55.0,68.9,6.0,4.5,10.1,100.0,126.4,121.4,0
2008-2009,MILWAUKEE BUCKS,2009-02-07,265,41,84,6,17,33,41,8,28,21,6,5,10,23,0.593,0.524,0.20199999999999999,0.488,21.6,65.1,45.0,51.2,6.0,6.6,8.9,100.0,121.4,126.4,0
2008-2009,DENVER NUGGETS,2009-02-07,240,26,73,4,15,14,23,6,24,15,7,4,16,27,0.42100000000000004,0.384,0.205,0.315,13.6,60.0,35.7,57.7,7.8,7.0,16.1,100.0,78.3,127.5,0
2008-2009,NEW JERSEY NETS,2009-02-07,240,37,79,8,22,32,41,16,38,26,13,8,10,20,0.5870000000000001,0.519,0.278,0.519,40.0,86.4,64.3,70.3,14.5,13.8,9.3,100.0,127.5,78.3,0
2008-2009,MIAMI HEAT,2009-02-07,240,34,77,3,19,13,20,9,26,23,4,1,15,25,0.49,0.461,0.247,0.26,22.5,74.3,46.7,67.6,4.6,1.8,14.9,100.0,96.9,108.5,0
2008-2009,PHILADELPHIA 76ERS,2009-02-07,240,30,69,4,14,30,36,9,31,21,7,6,11,18,0.5539999999999999,0.46399999999999997,0.203,0.522,25.7,77.5,53.3,70.0,8.1,10.3,11.5,100.0,108.5,96.9,0
2008-2009,SAN ANTONIO SPURS,2009-02-08,240,39,80,8,21,19,21,8,32,21,6,3,13,19,0.588,0.5379999999999999,0.263,0.263,20.5,80.0,50.6,53.8,6.5,3.9,12.7,100.0,113.1,106.7,0
2008-2009,BOSTON CELTICS,2009-02-08,240,44,87,3,11,8,11,8,31,28,7,3,11,20,0.539,0.523,0.126,0.126,20.0,79.5,49.4,63.6,7.5,5.1,10.7,100.0,106.7,113.1,0
2008-2009,LOS ANGELES LAKERS,2009-02-08,240,43,88,3,20,12,16,12,30,25,7,5,6,16,0.531,0.506,0.22699999999999998,0.182,30.8,66.7,50.0,58.1,8.2,7.8,5.9,100.0,118.6,106.9,0
2008-2009,CLEVELAND CAVALIERS,2009-02-08,240,34,87,11,23,12,19,15,27,22,5,4,9,21,0.47700000000000004,0.45399999999999996,0.264,0.218,33.3,69.2,50.0,64.7,5.9,5.9,8.6,100.0,106.9,118.6,0
2008-2009,PHOENIX SUNS,2009-02-08,240,41,83,4,11,21,30,13,28,31,6,5,12,21,0.556,0.518,0.133,0.361,31.0,63.6,47.7,75.6,6.6,7.2,11.1,100.0,117.2,106.2,0
2008-2009,DETROIT PISTONS,2009-02-08,240,36,85,6,16,19,24,16,29,19,9,2,14,26,0.508,0.45899999999999996,0.188,0.282,36.4,69.0,52.3,52.8,9.9,2.8,12.8,100.0,106.2,117.2,0
2008-2009,UTAH JAZZ,2009-02-08,240,33,79,5,19,25,30,12,32,20,3,1,17,20,0.521,0.449,0.24100000000000002,0.38,29.3,80.0,54.3,60.6,3.2,1.5,15.6,100.0,103.2,124.7,0
2008-2009,GOLDEN STATE WARRIORS,2009-02-08,240,41,79,6,13,28,34,8,29,24,10,4,8,24,0.617,0.557,0.165,0.43,20.0,70.7,45.7,58.5,10.7,6.7,7.8,100.0,124.7,103.2,0
2008-2009,CHARLOTTE BOBCATS,2009-02-08,240,38,80,10,21,6,12,8,22,26,3,1,13,16,0.539,0.5379999999999999,0.263,0.15,22.9,75.9,46.9,68.4,3.6,1.7,13.2,100.0,110.3,115.1,0
2008-2009,MIAMI HEAT,2009-02-08,240,42,75,7,17,5,12,7,27,23,7,8,8,13,0.598,0.607,0.22699999999999998,0.16,24.1,77.1,53.1,54.8,8.4,13.6,9.1,100.0,115.1,110.3,0
2008-2009,MINNESOTA TIMBERWOLVES,2009-02-08,240,37,84,8,27,15,21,15,31,20,6,1,12,26,0.52,0.488,0.321,0.25,34.9,86.1,58.2,54.1,6.9,1.9,11.4,100.0,112.0,116.6,0
2008-2009,NEW ORLEANS HORNETS,2009-02-08,240,33,68,3,15,32,39,5,28,19,9,4,8,19,0.593,0.507,0.221,0.574,13.9,65.1,41.8,57.6,10.4,7.0,8.6,100.0,116.6,112.0,0
2008-2009,SACRAMENTO KINGS,2009-02-08,240,44,80,12,18,13,16,6,28,23,6,4,12,22,0.649,0.625,0.225,0.2,16.7,71.8,45.3,52.3,6.4,5.4,12.1,100.0,121.4,124.7,0
2008-2009,OKLAHOMA CITY THUNDER,2009-02-08,240,45,85,4,11,22,28,11,30,23,7,5,10,15,0.596,0.5529999999999999,0.129,0.32899999999999996,28.2,83.3,54.7,51.1,7.5,8.1,9.3,100.0,124.7,121.4,0
2008-2009,NEW JERSEY NETS,2009-02-08,240,34,86,5,14,11,17,13,26,19,5,4,10,24,0.449,0.424,0.163,0.198,27.7,70.3,46.4,55.9,5.7,7.5,9.7,100.0,95.9,115.3,0
2008-2009,ORLANDO MAGIC,2009-02-08,240,35,73,6,20,25,37,11,34,17,8,3,12,18,0.5660000000000001,0.521,0.27399999999999997,0.507,29.7,72.3,53.6,48.6,9.1,4.2,11.8,100.0,115.3,95.9,0
2008-2009,NEW YORK KNICKS,2009-02-08,240,41,81,14,29,12,12,6,23,27,5,1,13,14,0.626,0.593,0.358,0.14800000000000002,17.1,62.2,40.3,65.9,5.6,1.6,13.1,100.0,120.7,121.9,0
2008-2009,PORTLAND TRAIL BLAZERS,2009-02-08,240,43,80,9,19,14,21,14,29,24,8,7,14,17,0.611,0.594,0.23800000000000002,0.263,37.8,82.9,59.7,55.8,8.9,13.5,13.6,100.0,121.9,120.7,0
2008-2009,INDIANA PACERS,2009-02-08,240,39,73,9,24,30,32,5,28,22,3,1,12,24,0.672,0.596,0.32899999999999996,0.43799999999999994,16.7,73.7,48.5,56.4,3.3,1.6,12.1,100.0,127.2,129.4,0
2008-2009,WASHINGTON WIZARDS,2009-02-08,240,41,80,10,17,27,33,10,25,24,7,5,10,28,0.629,0.575,0.213,0.413,26.3,83.3,51.5,58.5,7.6,10.2,9.6,100.0,129.4,127.2,0
2008-2009,LOS ANGELES CLIPPERS,2009-02-09,240,30,77,3,16,10,17,11,22,20,10,3,18,15,0.4320000000000001,0.409,0.20800000000000002,0.221,25.0,66.7,42.9,66.7,11.4,4.8,17.6,100.0,83.1,106.9,0
2008-2009,CHARLOTTE BOBCATS,2009-02-09,240,39,75,6,13,10,16,11,33,27,5,5,18,22,0.573,0.56,0.17300000000000001,0.213,33.3,75.0,57.1,69.2,5.7,8.2,18.0,100.0,106.9,83.1,0
2008-2009,NEW ORLEANS HORNETS,2009-02-09,240,26,88,7,25,21,22,14,24,13,9,5,7,27,0.41,0.335,0.284,0.25,24.1,54.5,37.3,50.0,10.4,8.1,6.7,100.0,92.5,98.3,0
2008-2009,MEMPHIS GRIZZLIES,2009-02-09,240,28,77,3,15,26,35,20,44,18,3,9,18,21,0.46,0.38299999999999995,0.195,0.455,45.5,75.9,62.7,64.3,3.5,14.3,16.3,100.0,98.3,92.5,0
2008-2009,HOUSTON ROCKETS,2009-02-09,240,31,73,12,26,38,43,11,28,18,6,1,18,23,0.609,0.507,0.35600000000000004,0.589,29.7,73.7,52.0,58.1,6.3,1.4,16.4,100.0,118.3,130.9,0
2008-2009,MILWAUKEE BUCKS,2009-02-09,240,47,89,10,20,20,26,10,26,31,11,2,7,25,0.617,0.584,0.225,0.292,26.3,70.3,48.0,66.0,11.6,4.3,6.5,100.0,130.9,118.3,0
2008-2009,PHOENIX SUNS,2009-02-09,240,36,85,3,14,16,20,15,26,19,4,6,18,18,0.485,0.441,0.165,0.235,31.9,54.2,43.2,52.8,4.4,7.8,16.1,100.0,99.7,118.4,0
2008-2009,PHILADELPHIA 76ERS,2009-02-09,240,40,93,4,16,24,28,22,32,22,8,7,10,18,0.513,0.452,0.172,0.301,45.8,68.1,56.8,55.0,8.8,9.9,8.7,100.0,118.4,99.7,0
2008-2009,WASHINGTON WIZARDS,2009-02-10,240,33,74,2,13,22,27,7,35,16,5,2,17,19,0.524,0.45899999999999996,0.17600000000000002,0.365,19.4,63.6,46.2,48.5,5.4,2.8,16.5,100.0,97.0,119.6,0
2008-2009,ATLANTA HAWKS,2009-02-10,240,45,98,10,26,11,20,20,29,28,8,4,7,20,0.52,0.51,0.265,0.204,36.4,80.6,53.8,62.2,8.6,6.6,6.2,100.0,119.6,97.0,0
2008-2009,DETROIT PISTONS,2009-02-10,240,41,83,4,9,16,21,14,26,21,7,6,15,27,0.5529999999999999,0.518,0.10800000000000001,0.253,35.9,59.1,48.2,51.2,7.7,8.8,14.0,100.0,112.6,118.2,0
2008-2009,CHICAGO BULLS,2009-02-10,240,37,78,5,10,28,37,18,25,21,9,3,16,15,0.5670000000000001,0.506,0.128,0.474,40.9,64.1,51.8,56.8,9.9,4.1,14.5,100.0,118.2,112.6,0
2008-2009,SACRAMENTO KINGS,2009-02-10,240,35,79,8,15,22,29,3,25,15,8,4,13,15,0.545,0.494,0.19,0.3670000000000001,7.7,69.4,37.3,42.9,8.2,5.5,12.4,100.0,102.4,120.8,0
2008-2009,DALLAS MAVERICKS,2009-02-10,240,47,85,5,12,19,22,11,36,28,12,6,14,24,0.623,0.5820000000000001,0.141,0.259,30.6,92.3,62.7,59.6,12.3,9.4,12.9,100.0,120.8,102.4,0
2008-2009,NEW YORK KNICKS,2009-02-10,240,49,90,11,27,18,27,11,28,24,3,2,16,21,0.623,0.606,0.3,0.3,27.5,68.3,48.1,49.0,2.9,2.8,13.6,100.0,123.7,140.3,0
2008-2009,GOLDEN STATE WARRIORS,2009-02-10,240,52,94,12,22,28,32,13,29,29,11,8,8,22,0.6659999999999999,0.617,0.23399999999999999,0.34,31.7,72.5,51.9,55.8,10.7,12.7,6.9,100.0,140.3,123.7,0
2008-2009,CLEVELAND CAVALIERS,2009-02-10,240,34,78,6,21,21,29,14,35,11,4,5,15,18,0.523,0.474,0.26899999999999996,0.3720000000000001,31.8,77.8,55.1,32.4,4.5,8.2,14.2,100.0,106.5,107.6,0
2008-2009,INDIANA PACERS,2009-02-10,240,37,84,11,23,11,15,10,30,15,6,4,10,18,0.53,0.506,0.27399999999999997,0.179,22.2,68.2,44.9,40.5,6.7,7.0,9.9,100.0,107.6,106.5,0
2008-2009,OKLAHOMA CITY THUNDER,2009-02-10,240,35,89,7,18,21,25,10,36,25,8,6,13,20,0.49,0.433,0.20199999999999999,0.281,20.0,69.2,45.1,71.4,7.9,7.6,11.5,100.0,97.3,104.2,0
2008-2009,LOS ANGELES LAKERS,2009-02-10,240,45,99,5,20,10,17,16,40,21,7,4,13,18,0.493,0.48,0.20199999999999999,0.172,30.8,80.0,54.9,46.7,6.9,5.6,10.9,100.0,104.2,97.3,0
2008-2009,DENVER NUGGETS,2009-02-10,240,41,81,5,21,12,14,8,27,22,12,2,10,13,0.568,0.537,0.259,0.17300000000000001,23.5,71.1,48.6,53.7,13.9,3.8,10.3,100.0,115.0,95.2,0
2008-2009,MIAMI HEAT,2009-02-10,240,32,73,6,20,12,16,11,26,13,5,6,19,17,0.512,0.479,0.27399999999999997,0.21899999999999997,28.9,76.5,51.4,40.6,5.8,10.0,19.2,100.0,95.2,115.0,0
2008-2009,TORONTO RAPTORS,2009-02-10,240,43,81,7,16,17,18,5,36,27,3,6,12,16,0.619,0.574,0.198,0.222,15.2,76.6,51.3,62.8,3.2,9.7,11.9,100.0,118.0,109.4,0
2008-2009,MINNESOTA TIMBERWOLVES,2009-02-10,240,38,89,7,27,19,23,11,28,14,2,3,7,17,0.515,0.466,0.303,0.258,23.4,84.8,48.8,36.8,2.1,4.6,6.6,100.0,109.4,118.0,0
2008-2009,SAN ANTONIO SPURS,2009-02-10,240,41,78,8,18,18,20,9,33,27,4,4,6,18,0.622,0.5770000000000001,0.231,0.256,24.3,80.5,53.8,65.9,4.8,5.7,6.5,100.0,128.6,110.7,0
2008-2009,NEW JERSEY NETS,2009-02-10,240,41,84,4,14,7,9,8,28,20,3,3,7,15,0.529,0.512,0.16699999999999998,0.107,19.5,75.7,46.2,48.8,3.6,5.0,7.4,100.0,110.7,128.6,0
2008-2009,WASHINGTON WIZARDS,2009-02-11,240,35,84,9,18,10,13,13,25,24,9,4,16,19,0.496,0.47,0.214,0.155,28.9,71.4,47.5,68.6,10.2,8.5,15.1,100.0,100.5,114.0,0
2008-2009,CHARLOTTE BOBCATS,2009-02-11,240,37,74,11,27,16,21,10,32,28,10,11,16,17,0.607,0.574,0.365,0.284,28.6,71.1,52.5,75.7,11.3,16.7,16.1,100.0,114.0,100.5,0
