season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,during_playoffs
2012-2013,OKLAHOMA CITY THUNDER,2012-11-02,240,39,76,5,9,23,32,8,39,18,2,10,12,22,0.588,0.546,0.11800000000000001,0.42100000000000004,19.5,78.0,51.6,46.2,2.1,15.9,11.8,100.0,112.0,97.2,0
2012-2013,DENVER NUGGETS,2012-11-02,240,32,84,7,26,18,27,15,30,22,5,5,14,17,0.46399999999999997,0.423,0.31,0.321,30.0,73.2,49.5,68.8,5.4,7.0,12.7,100.0,96.9,111.1,0
2012-2013,ORLANDO MAGIC,2012-11-02,240,42,86,5,15,13,18,11,35,24,8,8,11,24,0.5429999999999999,0.517,0.174,0.209,26.8,70.0,50.5,57.1,8.7,13.8,10.5,100.0,111.1,96.9,0
2012-2013,DETROIT PISTONS,2012-11-02,240,37,90,4,13,11,19,10,29,20,2,5,9,19,0.452,0.433,0.14400000000000002,0.21100000000000002,21.3,65.9,42.9,54.1,2.2,6.2,8.4,100.0,96.1,99.4,0
2012-2013,PHOENIX SUNS,2012-11-02,240,40,92,2,11,10,14,15,37,15,6,5,12,20,0.469,0.446,0.12,0.152,34.1,78.7,57.1,37.5,6.5,6.5,10.9,100.0,99.4,96.1,0
2012-2013,TORONTO RAPTORS,2012-11-03,240,37,82,7,18,19,25,10,27,23,8,5,14,31,0.5379999999999999,0.494,0.22,0.305,23.8,75.0,47.4,62.2,8.2,7.6,13.1,100.0,102.3,109.4,0
2012-2013,BROOKLYN NETS,2012-11-03,240,37,81,6,15,27,37,9,32,20,6,5,17,19,0.55,0.494,0.185,0.457,25.0,76.2,52.6,54.1,6.1,7.8,14.9,100.0,109.4,102.3,0
2012-2013,NEW ORLEANS HORNETS,2012-11-03,240,32,75,5,18,20,23,9,35,13,7,9,16,21,0.523,0.46,0.24,0.307,25.7,70.0,51.8,40.6,7.8,12.7,15.8,100.0,99.2,91.4,0
2012-2013,CHICAGO BULLS,2012-11-03,240,29,88,3,17,21,25,15,26,21,11,6,12,20,0.414,0.34700000000000003,0.193,0.284,30.0,74.3,48.2,72.4,12.3,10.5,10.8,100.0,91.4,99.2,0
2012-2013,CHARLOTTE BOBCATS,2012-11-03,240,39,91,3,17,18,24,15,23,19,13,2,10,14,0.48700000000000004,0.445,0.187,0.264,30.0,74.2,46.9,48.7,13.4,3.6,9.0,100.0,102.4,130.3,0
2012-2013,DALLAS MAVERICKS,2012-11-03,240,49,80,16,25,12,15,8,35,31,6,7,22,23,0.727,0.713,0.313,0.188,25.8,70.0,53.1,63.3,6.2,9.5,20.3,100.0,130.3,102.4,0
2012-2013,PORTLAND TRAIL BLAZERS,2012-11-03,265,39,93,10,24,7,12,10,43,28,11,8,16,18,0.483,0.473,0.258,0.129,20.0,72.9,48.6,71.8,10.7,11.4,14.0,100.0,92.5,82.7,0
2012-2013,HOUSTON ROCKETS,2012-11-03,265,34,96,5,26,12,18,16,40,19,12,4,18,16,0.409,0.38,0.271,0.188,27.1,80.0,51.4,55.9,11.7,5.8,14.8,100.0,82.7,92.5,0
2012-2013,SACRAMENTO KINGS,2012-11-03,290,37,102,8,22,16,20,16,31,19,15,13,16,26,0.442,0.402,0.21600000000000005,0.196,25.8,59.6,41.2,51.4,14.1,16.9,12.6,100.0,92.1,99.6,0
2012-2013,INDIANA PACERS,2012-11-03,290,39,99,4,22,24,27,21,46,16,10,14,21,19,0.478,0.414,0.222,0.273,40.4,74.2,58.8,41.0,9.4,17.5,15.9,100.0,99.6,92.1,0
2012-2013,GOLDEN STATE WARRIORS,2012-11-03,240,41,84,4,16,28,39,16,32,22,7,2,13,34,0.563,0.512,0.19,0.46399999999999997,38.1,82.1,59.3,53.7,7.2,4.1,11.4,100.0,117.4,113.3,0
2012-2013,LOS ANGELES CLIPPERS,2012-11-03,240,30,70,10,21,40,52,7,26,21,6,5,16,31,0.5920000000000001,0.5,0.3,0.743,17.9,61.9,40.7,70.0,6.2,7.4,14.7,100.0,113.3,117.4,0
2012-2013,DENVER NUGGETS,2012-11-03,240,49,95,5,21,13,20,18,29,13,5,3,13,21,0.5589999999999999,0.542,0.221,0.21100000000000002,41.9,80.6,59.5,26.5,5.3,5.2,11.1,100.0,122.8,126.0,0
2012-2013,MIAMI HEAT,2012-11-03,240,43,83,10,25,23,27,7,25,26,9,8,8,16,0.627,0.578,0.301,0.325,19.4,58.1,40.5,60.5,9.5,10.8,7.8,100.0,126.0,122.8,0
2012-2013,CLEVELAND CAVALIERS,2012-11-03,240,39,83,6,16,18,29,9,33,19,9,0,15,21,0.5329999999999999,0.506,0.193,0.349,20.9,91.7,53.2,48.7,9.1,0.0,13.5,100.0,102.6,105.7,0
2012-2013,MILWAUKEE BUCKS,2012-11-03,240,41,79,9,24,14,21,3,34,32,8,9,15,18,0.595,0.5760000000000001,0.304,0.266,8.3,79.1,46.8,78.0,8.1,13.4,14.5,100.0,105.7,102.6,0
2012-2013,UTAH JAZZ,2012-11-03,240,38,77,5,13,19,22,9,23,17,11,7,16,22,0.5770000000000001,0.526,0.16899999999999998,0.28600000000000003,25.7,76.7,49.2,44.7,11.9,11.5,15.6,100.0,108.5,119.4,0
2012-2013,SAN ANTONIO SPURS,2012-11-03,240,42,74,7,13,19,23,7,26,29,8,6,18,18,0.654,0.615,0.17600000000000002,0.311,23.3,74.3,50.8,69.0,8.7,9.4,17.6,100.0,119.4,108.5,0
2012-2013,BOSTON CELTICS,2012-11-03,240,36,84,8,21,9,13,6,29,24,8,4,9,12,0.496,0.47600000000000003,0.25,0.155,13.3,80.6,43.2,66.7,8.8,6.9,9.1,100.0,97.8,94.5,0
2012-2013,WASHINGTON WIZARDS,2012-11-03,240,34,78,6,20,12,17,7,39,20,7,4,15,14,0.503,0.474,0.256,0.218,19.4,86.7,56.8,58.8,7.7,6.3,14.9,100.0,94.5,97.8,0
2012-2013,DETROIT PISTONS,2012-11-04,240,28,79,4,13,19,23,13,20,19,5,5,16,20,0.44299999999999995,0.38,0.165,0.29100000000000004,30.2,55.6,41.8,67.9,5.8,9.1,15.2,100.0,91.6,125.2,0
2012-2013,LOS ANGELES LAKERS,2012-11-04,240,40,77,10,22,18,26,16,30,27,11,8,15,20,0.611,0.584,0.28600000000000003,0.33799999999999997,44.4,69.8,58.2,67.5,12.8,12.1,14.5,100.0,125.2,91.6,0
2012-2013,PHILADELPHIA 76ERS,2012-11-04,240,34,79,8,17,8,10,10,31,14,8,2,18,18,0.504,0.48100000000000004,0.215,0.127,24.4,79.5,51.3,41.2,8.9,4.0,17.8,100.0,93.8,111.7,0
2012-2013,NEW YORK KNICKS,2012-11-04,240,39,77,11,27,11,18,8,31,18,12,5,14,10,0.589,0.578,0.35100000000000003,0.23399999999999999,20.5,75.6,48.8,46.2,13.4,8.1,14.2,100.0,111.7,93.8,0
2012-2013,ATLANTA HAWKS,2012-11-04,240,41,83,8,25,14,20,12,26,20,12,1,10,20,0.5660000000000001,0.542,0.301,0.24100000000000002,28.6,78.8,50.7,48.8,13.4,2.0,9.8,100.0,116.0,105.9,0
2012-2013,OKLAHOMA CITY THUNDER,2012-11-04,240,33,71,9,22,20,22,7,30,27,4,9,20,21,0.589,0.528,0.31,0.31,21.2,71.4,49.3,81.8,4.5,15.5,19.9,100.0,105.9,116.0,0
2012-2013,PHOENIX SUNS,2012-11-04,240,39,91,5,19,11,18,17,28,19,3,10,16,17,0.475,0.456,0.209,0.198,34.0,68.3,49.5,48.7,3.2,12.3,13.9,100.0,99.5,121.7,0
2012-2013,ORLANDO MAGIC,2012-11-04,240,45,92,9,11,16,19,13,33,26,7,1,10,17,0.573,0.5379999999999999,0.12,0.207,31.7,66.0,50.5,57.8,7.4,1.4,9.1,100.0,121.7,99.5,0
2012-2013,MINNESOTA TIMBERWOLVES,2012-11-04,240,29,64,6,16,22,31,8,28,18,8,8,24,17,0.5539999999999999,0.5,0.25,0.484,25.8,63.6,48.0,62.1,8.9,11.6,23.6,100.0,96.0,117.3,0
2012-2013,TORONTO RAPTORS,2012-11-04,240,40,90,10,21,15,17,16,23,18,9,3,11,24,0.539,0.5,0.233,0.18899999999999997,36.4,74.2,52.0,45.0,10.1,6.3,10.1,100.0,117.3,96.0,0
2012-2013,MINNESOTA TIMBERWOLVES,2012-11-05,240,44,88,7,20,12,15,16,29,30,9,7,11,18,0.5660000000000001,0.54,0.22699999999999998,0.17,43.2,78.4,60.8,68.2,10.6,14.0,10.4,100.0,126.6,113.6,0
2012-2013,BROOKLYN NETS,2012-11-05,240,35,73,13,23,13,18,8,21,24,7,4,13,17,0.593,0.568,0.315,0.247,21.6,56.8,39.2,68.6,8.3,5.9,13.8,100.0,113.6,126.6,0
2012-2013,PORTLAND TRAIL BLAZERS,2012-11-05,240,36,93,5,22,14,18,23,25,13,5,3,13,13,0.451,0.414,0.237,0.19399999999999998,39.7,92.6,56.5,36.1,5.6,5.2,11.4,100.0,101.8,127.5,0
2012-2013,DALLAS MAVERICKS,2012-11-05,240,48,78,10,20,8,13,2,35,29,12,5,9,15,0.6809999999999999,0.679,0.256,0.16699999999999998,7.4,60.3,43.5,60.4,13.4,7.0,9.7,100.0,127.5,101.8,0
2012-2013,CLEVELAND CAVALIERS,2012-11-05,240,40,92,14,29,14,22,18,25,24,12,2,17,18,0.531,0.511,0.315,0.239,38.3,73.5,53.1,60.0,12.5,4.1,14.3,100.0,112.5,105.2,0
2012-2013,LOS ANGELES CLIPPERS,2012-11-05,240,39,74,9,25,14,16,9,29,23,7,13,25,24,0.623,0.588,0.33799999999999997,0.21600000000000005,26.5,61.7,46.9,59.0,7.3,20.6,23.6,100.0,105.2,112.5,0
2012-2013,UTAH JAZZ,2012-11-05,240,40,90,5,15,9,13,11,31,20,8,8,14,22,0.491,0.47200000000000003,0.16699999999999998,0.14400000000000002,22.9,68.9,45.2,50.0,8.4,10.4,12.8,100.0,98.3,107.7,0
2012-2013,MEMPHIS GRIZZLIES,2012-11-05,240,38,91,5,14,22,25,14,37,21,9,10,11,17,0.505,0.445,0.154,0.275,31.1,77.1,54.8,55.3,9.4,13.3,9.7,100.0,107.7,98.3,0
2012-2013,PHOENIX SUNS,2012-11-05,240,35,88,7,21,22,29,10,28,22,11,7,11,19,0.491,0.43799999999999994,0.239,0.33,19.2,80.0,43.7,62.9,11.0,11.7,9.8,100.0,99.0,124.0,0
2012-2013,MIAMI HEAT,2012-11-05,240,47,86,15,26,15,19,7,42,33,7,4,15,22,0.657,0.634,0.302,0.221,20.0,80.8,56.3,70.2,7.0,6.0,13.7,100.0,124.0,99.0,0
2012-2013,NEW YORK KNICKS,2012-11-05,240,39,84,13,32,19,19,9,35,24,7,5,7,17,0.595,0.542,0.381,0.226,20.5,64.8,44.9,61.5,7.9,7.8,7.0,100.0,124.5,99.6,0
2012-2013,PHILADELPHIA 76ERS,2012-11-05,240,29,86,8,22,22,26,19,35,19,3,2,13,19,0.452,0.384,0.256,0.302,35.2,79.5,55.1,65.5,3.4,3.8,11.8,100.0,99.6,124.5,0
2012-2013,GOLDEN STATE WARRIORS,2012-11-05,240,31,78,6,21,24,28,7,31,21,5,2,13,17,0.509,0.436,0.26899999999999996,0.359,17.5,75.6,46.9,67.7,5.4,3.2,12.6,100.0,99.4,101.6,0
2012-2013,SACRAMENTO KINGS,2012-11-05,240,37,81,4,19,16,23,10,33,13,7,5,13,25,0.516,0.48100000000000004,0.235,0.284,24.4,82.5,53.1,35.1,7.6,8.8,12.5,100.0,101.6,99.4,0
2012-2013,INDIANA PACERS,2012-11-05,240,27,79,6,20,19,22,17,31,11,3,7,19,17,0.445,0.38,0.253,0.278,33.3,73.8,51.6,40.7,3.4,10.1,17.6,100.0,90.0,115.1,0
2012-2013,SAN ANTONIO SPURS,2012-11-05,240,41,87,8,18,11,13,11,34,25,11,2,8,17,0.545,0.517,0.207,0.149,26.2,66.7,48.4,61.0,12.5,3.4,7.9,100.0,115.1,90.0,0
2012-2013,ORLANDO MAGIC,2012-11-06,240,36,86,8,19,13,17,11,32,23,4,5,11,22,0.4970000000000001,0.465,0.221,0.198,24.4,78.0,50.0,63.9,4.4,6.4,10.5,100.0,101.6,108.2,0
2012-2013,CHICAGO BULLS,2012-11-06,240,40,84,2,6,17,24,9,34,27,7,7,9,12,0.523,0.488,0.071,0.28600000000000003,22.0,75.6,50.0,67.5,7.7,10.4,8.7,100.0,108.2,101.6,0
2012-2013,DETROIT PISTONS,2012-11-06,240,35,78,6,12,21,25,8,27,26,6,9,13,19,0.545,0.48700000000000004,0.154,0.321,20.5,56.3,40.2,74.3,6.5,14.5,12.7,100.0,105.7,118.8,0
2012-2013,DENVER NUGGETS,2012-11-06,240,41,92,10,30,17,22,21,31,23,9,11,15,21,0.536,0.5,0.326,0.239,43.8,79.5,59.8,56.1,9.8,16.7,12.9,100.0,118.8,105.7,0
2012-2013,TORONTO RAPTORS,2012-11-06,240,30,84,7,30,21,25,8,29,16,11,2,17,24,0.46299999999999997,0.39899999999999997,0.35700000000000004,0.298,17.0,80.6,44.6,53.3,11.1,4.1,15.2,100.0,89.0,109.3,0
2012-2013,OKLAHOMA CITY THUNDER,2012-11-06,240,35,74,9,25,29,34,7,39,24,10,9,17,22,0.607,0.534,0.33799999999999997,0.45899999999999996,19.4,83.0,55.4,68.6,10.1,16.7,16.0,100.0,109.3,89.0,0
2012-2013,INDIANA PACERS,2012-11-07,240,35,85,8,26,8,9,11,30,18,10,7,15,14,0.483,0.45899999999999996,0.306,0.106,24.4,63.8,44.6,51.4,11.1,10.8,14.4,100.0,95.4,98.7,0
2012-2013,ATLANTA HAWKS,2012-11-07,240,38,87,7,22,6,12,17,34,24,8,3,17,15,0.48200000000000004,0.47700000000000004,0.253,0.138,36.2,75.6,55.4,63.2,8.9,5.1,15.6,100.0,98.7,95.4,0
2012-2013,WASHINGTON WIZARDS,2012-11-07,265,39,95,10,29,6,7,10,34,25,8,6,19,27,0.479,0.46299999999999997,0.305,0.07400000000000001,20.8,85.0,50.0,64.1,7.7,8.8,16.2,100.0,90.7,96.4,0
2012-2013,BOSTON CELTICS,2012-11-07,265,34,81,4,13,28,34,6,38,26,9,5,16,17,0.521,0.444,0.16,0.42,15.0,79.2,50.0,76.5,8.7,7.6,14.3,100.0,96.4,90.7,0
2012-2013,PHOENIX SUNS,2012-11-07,240,43,93,12,27,19,28,22,28,29,8,11,12,24,0.555,0.527,0.29,0.301,47.8,65.1,56.2,67.4,8.8,16.9,10.2,100.0,128.5,120.8,0
2012-2013,CHARLOTTE BOBCATS,2012-11-07,240,38,87,10,22,24,27,15,24,26,4,12,12,20,0.556,0.494,0.253,0.31,34.9,52.2,43.8,68.4,4.4,18.2,10.8,100.0,120.8,128.5,0
2012-2013,TORONTO RAPTORS,2012-11-07,240,36,81,5,22,27,31,10,28,21,7,1,8,28,0.5489999999999999,0.475,0.272,0.38299999999999995,24.4,63.6,44.7,58.3,7.7,1.6,7.8,100.0,114.8,120.3,0
2012-2013,DALLAS MAVERICKS,2012-11-07,240,39,84,8,21,23,35,16,31,21,4,6,11,23,0.5479999999999999,0.512,0.25,0.41700000000000004,36.4,75.6,55.3,53.8,4.4,10.2,10.0,100.0,120.3,114.8,0
2012-2013,CLEVELAND CAVALIERS,2012-11-07,240,36,86,11,32,13,21,11,28,20,7,1,16,26,0.504,0.483,0.3720000000000001,0.244,22.9,80.0,47.0,55.6,7.2,1.7,14.4,100.0,99.2,109.5,0
2012-2013,GOLDEN STATE WARRIORS,2012-11-07,240,42,78,5,18,17,23,7,37,28,11,4,16,22,0.601,0.5710000000000001,0.231,0.295,20.0,77.1,53.0,66.7,11.4,7.4,15.4,100.0,109.5,99.2,0
2012-2013,DENVER NUGGETS,2012-11-07,240,37,82,7,18,12,21,16,33,20,9,5,21,16,0.51,0.494,0.22,0.256,37.2,67.3,53.3,54.1,9.7,9.8,18.7,100.0,99.9,93.5,0
2012-2013,HOUSTON ROCKETS,2012-11-07,240,31,84,8,33,17,23,16,27,18,15,2,18,22,0.462,0.41700000000000004,0.39299999999999996,0.27399999999999997,32.7,62.8,46.7,58.1,16.1,3.1,16.1,100.0,93.5,99.9,0
2012-2013,SAN ANTONIO SPURS,2012-11-07,240,30,73,8,23,16,24,6,23,25,7,4,20,11,0.503,0.466,0.315,0.32899999999999996,14.0,71.9,38.7,83.3,7.5,6.1,19.3,100.0,90.0,113.6,0
