season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,during_playoffs
2007-2008,UTAH JAZZ,2007-10-30,240,41,90,5,11,30,36,16,40,24,9,7,19,26,0.5529999999999999,0.483,0.122,0.4,34.8,85.1,60.2,58.5,8.6,13.0,15.2,100.0,111.3,91.3,0
2007-2008,GOLDEN STATE WARRIORS,2007-10-30,240,32,77,6,23,26,38,7,30,19,8,9,20,28,0.512,0.455,0.299,0.494,14.9,65.2,39.8,59.4,7.6,11.4,17.6,100.0,91.3,111.3,0
2007-2008,HOUSTON ROCKETS,2007-10-30,240,34,74,6,22,21,31,12,37,23,10,5,18,30,0.542,0.5,0.297,0.419,31.6,77.1,57.0,67.6,10.7,7.4,17.0,100.0,102.1,99.9,0
2007-2008,LOS ANGELES LAKERS,2007-10-30,240,32,76,2,8,27,45,11,26,18,16,3,12,22,0.485,0.434,0.105,0.5920000000000001,22.9,68.4,43.0,56.3,17.2,5.8,11.1,100.0,99.9,102.1,0
2007-2008,PORTLAND TRAIL BLAZERS,2007-10-30,240,39,78,6,13,13,17,8,32,15,1,4,16,19,0.5670000000000001,0.5379999999999999,0.16699999999999998,0.218,22.2,72.7,50.0,38.5,1.1,6.3,15.8,100.0,105.7,115.5,0
2007-2008,SAN ANTONIO SPURS,2007-10-30,240,41,87,6,24,18,26,12,28,21,8,4,8,19,0.5379999999999999,0.506,0.276,0.299,27.3,77.8,50.0,51.2,8.7,6.2,7.5,100.0,115.5,105.7,0
2007-2008,DALLAS MAVERICKS,2007-10-31,240,33,69,9,18,17,20,5,31,23,6,8,16,17,0.591,0.5429999999999999,0.261,0.29,13.9,66.0,43.4,69.7,7.0,12.3,17.1,100.0,107.1,86.1,0
2007-2008,CLEVELAND CAVALIERS,2007-10-31,240,28,77,3,12,15,25,16,31,13,11,2,15,21,0.42,0.38299999999999995,0.156,0.325,34.0,86.1,56.6,46.4,12.8,3.9,14.6,100.0,86.1,107.1,0
2007-2008,SEATTLE SUPERSONICS,2007-10-31,240,40,96,7,17,16,27,14,38,27,9,5,19,27,0.47700000000000004,0.45299999999999996,0.177,0.281,27.5,74.5,51.0,67.5,8.3,7.8,15.0,100.0,95.4,111.1,0
2007-2008,DENVER NUGGETS,2007-10-31,240,42,91,11,27,25,35,13,37,31,11,10,15,21,0.564,0.522,0.297,0.385,25.5,72.5,49.0,73.8,10.2,12.7,12.4,100.0,111.1,95.4,0
2007-2008,WASHINGTON WIZARDS,2007-10-31,265,36,99,6,20,32,45,23,33,15,6,6,18,30,0.46299999999999997,0.39399999999999996,0.20199999999999999,0.455,35.4,70.2,50.0,41.7,5.5,9.5,13.2,100.0,101.2,109.5,0
2007-2008,INDIANA PACERS,2007-10-31,265,38,92,13,29,30,36,14,42,20,12,6,17,33,0.552,0.484,0.315,0.391,29.8,64.6,50.0,52.6,11.0,7.6,13.6,100.0,109.5,101.2,0
2007-2008,SAN ANTONIO SPURS,2007-10-31,240,38,87,12,23,16,22,7,35,23,8,5,9,17,0.5379999999999999,0.506,0.264,0.253,16.3,85.4,50.0,60.5,8.3,8.8,8.5,100.0,108.5,105.4,0
2007-2008,MEMPHIS GRIZZLIES,2007-10-31,240,38,80,10,23,15,20,6,36,21,5,6,14,19,0.569,0.5379999999999999,0.28800000000000003,0.25,14.6,83.7,50.0,55.3,5.2,9.4,13.6,100.0,105.4,108.5,0
2007-2008,CHICAGO BULLS,2007-10-31,265,38,96,8,23,19,26,19,26,23,7,3,16,30,0.479,0.43799999999999994,0.24,0.271,35.8,65.0,48.4,60.5,7.1,5.2,13.0,100.0,104.5,113.6,0
2007-2008,NEW JERSEY NETS,2007-10-31,265,33,82,9,24,37,41,14,34,24,9,7,17,31,0.56,0.457,0.293,0.5,35.0,64.2,51.6,72.7,9.1,9.6,14.5,100.0,113.6,104.5,0
2007-2008,SACRAMENTO KINGS,2007-10-31,240,36,81,3,10,15,18,8,26,21,5,3,15,27,0.506,0.46299999999999997,0.12300000000000001,0.222,19.5,70.3,43.6,58.3,5.4,5.4,14.4,100.0,96.7,111.8,0
2007-2008,NEW ORLEANS HORNETS,2007-10-31,240,39,77,10,21,16,21,11,33,23,6,7,19,24,0.603,0.5710000000000001,0.273,0.273,29.7,80.5,56.4,59.0,6.4,9.9,18.1,100.0,111.8,96.7,0
2007-2008,MILWAUKEE BUCKS,2007-10-31,240,33,87,4,17,13,22,18,30,16,4,4,14,28,0.429,0.402,0.195,0.253,35.3,76.9,53.3,48.5,4.5,7.8,12.6,100.0,94.2,115.7,0
2007-2008,ORLANDO MAGIC,2007-10-31,240,32,73,12,22,26,35,9,33,15,2,9,10,22,0.5770000000000001,0.521,0.301,0.479,23.1,64.7,46.7,46.9,2.3,12.9,10.2,100.0,115.7,94.2,0
2007-2008,PHILADELPHIA 76ERS,2007-10-31,240,38,82,7,17,14,23,15,31,22,3,9,17,17,0.526,0.506,0.207,0.28,35.7,75.6,55.4,57.9,3.3,13.0,15.6,100.0,106.8,116.7,0
2007-2008,TORONTO RAPTORS,2007-10-31,240,41,85,9,16,15,17,10,27,23,8,4,10,20,0.573,0.535,0.188,0.2,24.4,64.3,44.6,56.1,8.8,6.2,9.8,100.0,116.7,106.8,0
2007-2008,DETROIT PISTONS,2007-11-01,240,31,80,6,19,23,30,12,32,19,11,4,10,14,0.488,0.425,0.23800000000000002,0.375,25.5,86.5,52.4,61.3,12.2,6.5,9.7,100.0,100.8,88.6,0
2007-2008,MIAMI HEAT,2007-11-01,240,33,75,5,13,9,15,5,35,15,4,4,17,22,0.49,0.473,0.17300000000000001,0.2,13.5,74.5,47.6,45.5,4.4,6.6,17.2,100.0,88.6,100.8,0
2007-2008,PHOENIX SUNS,2007-11-01,240,42,84,11,33,11,17,5,39,31,11,2,19,14,0.579,0.565,0.39299999999999996,0.20199999999999999,11.4,78.0,46.8,73.8,10.3,2.3,17.2,100.0,99.0,92.5,0
2007-2008,SEATTLE SUPERSONICS,2007-11-01,240,41,99,5,13,12,15,11,39,24,10,2,18,17,0.469,0.439,0.131,0.152,22.0,88.6,53.2,58.5,9.3,3.9,14.6,100.0,92.5,99.0,0
2007-2008,HOUSTON ROCKETS,2007-11-01,240,39,80,5,16,23,30,9,32,19,9,8,14,24,0.569,0.519,0.2,0.375,23.7,68.1,48.2,48.7,9.3,11.9,13.1,100.0,109.9,98.5,0
2007-2008,UTAH JAZZ,2007-11-01,240,36,81,3,14,20,29,15,29,24,6,4,20,27,0.507,0.46299999999999997,0.17300000000000001,0.358,31.9,76.3,51.8,66.7,6.2,6.3,17.6,100.0,98.5,109.9,0
2007-2008,DALLAS MAVERICKS,2007-11-02,240,35,80,4,24,20,25,7,31,14,4,10,10,25,0.516,0.46299999999999997,0.3,0.313,15.6,68.9,42.2,40.0,4.3,15.6,9.9,100.0,101.8,109.4,0
2007-2008,ATLANTA HAWKS,2007-11-02,240,36,79,4,15,25,31,14,38,20,6,4,15,23,0.545,0.48100000000000004,0.19,0.392,31.1,84.4,57.8,55.6,6.5,7.1,13.9,100.0,109.4,101.8,0
2007-2008,WASHINGTON WIZARDS,2007-11-02,240,28,80,0,16,27,35,14,31,11,6,5,20,23,0.435,0.35,0.2,0.43799999999999994,28.0,75.6,49.5,39.3,6.2,8.3,17.3,100.0,85.5,106.0,0
2007-2008,BOSTON CELTICS,2007-11-02,240,39,81,7,21,18,27,10,36,20,10,6,15,24,0.5539999999999999,0.525,0.259,0.33299999999999996,24.4,72.0,50.5,51.3,10.3,9.4,13.9,100.0,106.0,85.5,0
2007-2008,MILWAUKEE BUCKS,2007-11-02,240,42,87,5,13,10,14,14,30,20,7,8,19,32,0.531,0.511,0.149,0.161,36.8,63.8,51.8,47.6,7.4,13.3,16.9,100.0,104.2,107.4,0
2007-2008,CHARLOTTE BOBCATS,2007-11-02,240,37,76,6,16,22,43,17,24,20,12,7,18,23,0.537,0.526,0.21100000000000002,0.5660000000000001,36.2,63.2,48.2,54.1,12.6,9.5,15.9,100.0,107.4,104.2,0
2007-2008,PHILADELPHIA 76ERS,2007-11-02,240,35,83,1,11,25,34,18,37,18,9,7,20,22,0.49,0.428,0.133,0.41,42.9,75.5,60.4,51.4,9.5,11.3,17.0,100.0,101.4,89.8,0
2007-2008,CHICAGO BULLS,2007-11-02,240,33,86,7,24,12,19,12,24,18,11,7,15,23,0.45,0.424,0.27899999999999997,0.221,24.5,57.1,39.6,54.5,11.6,9.7,13.7,100.0,89.8,101.4,0
2007-2008,NEW YORK KNICKS,2007-11-02,240,42,91,8,15,14,23,15,28,20,5,5,11,22,0.524,0.505,0.165,0.253,36.6,68.3,52.4,47.6,5.4,8.5,9.8,100.0,115.3,119.7,0
2007-2008,CLEVELAND CAVALIERS,2007-11-02,240,38,81,12,22,22,31,13,26,18,5,8,13,22,0.581,0.5429999999999999,0.272,0.38299999999999995,31.7,63.4,47.6,47.4,5.4,10.5,12.1,100.0,119.7,115.3,0
2007-2008,MIAMI HEAT,2007-11-02,240,36,96,9,16,4,13,17,38,22,7,9,17,15,0.418,0.42200000000000004,0.16699999999999998,0.135,31.5,74.5,52.4,61.1,7.4,13.2,14.3,100.0,89.6,91.7,0
2007-2008,INDIANA PACERS,2007-11-02,240,33,83,7,15,14,21,13,37,22,9,13,14,18,0.47200000000000003,0.44,0.18100000000000002,0.253,25.5,68.5,47.6,66.7,9.5,16.3,13.2,100.0,91.7,89.6,0
2007-2008,GOLDEN STATE WARRIORS,2007-11-02,240,44,94,7,28,19,25,11,25,23,7,6,10,23,0.5429999999999999,0.505,0.298,0.266,22.4,62.5,40.4,52.3,6.9,9.0,8.7,100.0,113.0,119.0,0
2007-2008,LOS ANGELES CLIPPERS,2007-11-02,240,41,85,7,18,31,36,15,38,28,5,6,18,21,0.595,0.524,0.212,0.424,37.5,77.6,59.6,68.3,5.0,9.1,15.1,100.0,119.0,113.0,0
2007-2008,DENVER NUGGETS,2007-11-02,240,34,73,3,14,28,38,9,40,21,7,9,18,17,0.552,0.486,0.192,0.521,22.5,81.6,55.1,61.8,7.2,13.6,16.7,100.0,102.1,93.8,0
2007-2008,MINNESOTA TIMBERWOLVES,2007-11-02,240,35,88,7,22,14,19,9,31,23,12,4,12,28,0.47200000000000003,0.43799999999999994,0.25,0.21600000000000005,18.4,77.5,44.9,65.7,12.4,6.8,11.1,100.0,93.8,102.1,0
2007-2008,TORONTO RAPTORS,2007-11-02,240,39,77,13,22,15,16,6,31,28,10,5,12,19,0.631,0.591,0.28600000000000003,0.20800000000000002,18.8,79.5,52.1,71.8,11.6,10.4,12.5,100.0,122.9,80.0,0
2007-2008,NEW JERSEY NETS,2007-11-02,240,25,68,6,20,13,18,8,26,19,4,6,19,22,0.45399999999999996,0.41200000000000003,0.294,0.265,20.5,81.3,47.9,76.0,4.6,10.9,20.0,100.0,80.0,122.9,0
2007-2008,PORTLAND TRAIL BLAZERS,2007-11-02,240,40,83,6,13,7,10,9,21,23,4,1,13,18,0.532,0.518,0.157,0.12,22.0,72.4,42.9,57.5,4.6,1.9,12.9,100.0,106.1,128.9,0
2007-2008,NEW ORLEANS HORNETS,2007-11-02,240,44,78,11,25,14,16,8,32,21,7,3,11,20,0.664,0.635,0.321,0.205,27.6,78.0,57.1,47.7,8.0,4.3,11.5,100.0,128.9,106.1,0
2007-2008,DETROIT PISTONS,2007-11-02,240,43,73,7,15,23,30,9,33,22,6,8,13,23,0.6729999999999999,0.637,0.205,0.41100000000000003,27.3,76.7,55.3,51.2,6.7,13.6,13.1,100.0,128.9,102.2,0
2007-2008,ORLANDO MAGIC,2007-11-02,240,31,77,8,18,22,33,10,24,16,5,2,12,20,0.503,0.455,0.23399999999999999,0.429,23.3,72.7,44.7,51.6,5.6,3.4,11.6,100.0,102.2,128.9,0
2007-2008,LOS ANGELES LAKERS,2007-11-02,240,48,85,8,13,15,20,11,43,24,8,2,20,20,0.634,0.612,0.153,0.235,30.6,82.7,61.4,50.0,8.0,3.4,17.6,100.0,118.7,97.8,0
2007-2008,PHOENIX SUNS,2007-11-02,240,37,87,9,28,15,22,9,25,20,10,9,13,16,0.507,0.47700000000000004,0.322,0.253,17.3,69.4,38.6,54.1,10.0,12.5,11.9,100.0,97.8,118.7,0
2007-2008,SACRAMENTO KINGS,2007-11-02,240,29,75,2,12,20,26,6,29,15,7,5,14,17,0.46299999999999997,0.4,0.16,0.34700000000000003,13.3,72.5,41.2,51.7,7.6,10.4,13.9,100.0,87.0,104.4,0
2007-2008,SAN ANTONIO SPURS,2007-11-02,240,31,75,12,27,22,25,11,39,24,8,5,19,26,0.5579999999999999,0.493,0.36,0.33299999999999996,27.5,86.7,58.8,77.4,8.7,7.9,18.1,100.0,104.4,87.0,0
2007-2008,SACRAMENTO KINGS,2007-11-03,240,35,70,3,7,29,32,11,16,14,8,0,15,21,0.607,0.521,0.1,0.457,31.4,69.6,46.6,40.0,9.3,0.0,15.1,100.0,118.0,142.3,0
2007-2008,DALLAS MAVERICKS,2007-11-03,240,45,69,7,14,26,29,7,24,29,5,5,14,22,0.752,0.703,0.203,0.42,30.4,68.6,53.4,64.4,5.8,7.9,14.6,100.0,142.3,118.0,0
2007-2008,PORTLAND TRAIL BLAZERS,2007-11-03,240,31,76,2,10,16,17,10,34,11,3,5,18,18,0.479,0.42100000000000004,0.132,0.22399999999999998,23.8,69.4,48.4,35.5,3.4,7.2,17.7,100.0,89.7,99.8,0
2007-2008,HOUSTON ROCKETS,2007-11-03,240,36,91,6,22,11,15,15,32,23,8,0,10,18,0.456,0.429,0.242,0.165,30.6,76.2,51.6,63.9,9.0,0.0,9.3,100.0,99.8,89.7,0
2007-2008,INDIANA PACERS,2007-11-03,240,47,89,4,18,23,27,10,30,23,9,3,17,38,0.6,0.551,0.20199999999999999,0.303,24.4,83.3,51.9,48.9,8.4,7.7,14.4,100.0,113.5,104.1,0
2007-2008,MEMPHIS GRIZZLIES,2007-11-03,240,32,66,10,27,37,51,6,31,20,5,3,27,28,0.628,0.561,0.409,0.773,16.7,75.6,48.1,62.5,4.7,4.2,23.4,100.0,104.1,113.5,0
2007-2008,CHICAGO BULLS,2007-11-03,240,27,77,5,21,13,17,10,35,19,4,5,19,25,0.426,0.38299999999999995,0.273,0.221,22.7,72.9,48.9,70.4,4.5,8.3,18.4,100.0,80.9,87.6,0
2007-2008,MILWAUKEE BUCKS,2007-11-03,240,25,76,5,16,23,28,13,34,16,8,5,15,21,0.442,0.36200000000000004,0.21100000000000002,0.368,27.1,77.3,51.1,64.0,9.0,8.9,14.5,100.0,87.6,80.9,0
2007-2008,NEW JERSEY NETS,2007-11-03,240,33,80,8,17,19,25,12,35,24,7,5,16,24,0.511,0.46299999999999997,0.213,0.313,27.3,74.5,51.6,72.7,7.5,7.6,15.0,100.0,99.6,94.3,0
2007-2008,PHILADELPHIA 76ERS,2007-11-03,240,32,81,3,15,21,32,12,32,15,8,4,14,24,0.46299999999999997,0.414,0.185,0.395,25.5,72.7,48.4,46.9,8.6,6.3,12.8,100.0,94.3,99.6,0
2007-2008,GOLDEN STATE WARRIORS,2007-11-03,240,40,79,13,31,17,24,11,19,23,10,3,20,25,0.614,0.589,0.392,0.304,29.7,61.3,44.1,57.5,10.4,4.6,18.3,100.0,114.6,138.6,0
2007-2008,UTAH JAZZ,2007-11-03,240,51,81,12,16,19,28,12,26,36,9,3,16,21,0.713,0.7040000000000001,0.198,0.34600000000000003,38.7,70.3,55.9,70.6,9.4,6.3,14.6,100.0,138.6,114.6,0
2007-2008,ORLANDO MAGIC,2007-11-03,240,33,77,10,30,18,21,9,37,21,6,4,13,19,0.545,0.494,0.39,0.273,22.0,67.3,47.9,63.6,6.7,6.1,13.1,100.0,104.6,91.2,0
2007-2008,WASHINGTON WIZARDS,2007-11-03,240,31,89,6,23,14,20,18,32,15,7,6,15,20,0.419,0.382,0.258,0.225,32.7,78.0,52.1,48.4,7.8,12.8,13.3,100.0,91.2,104.6,0
2007-2008,NEW ORLEANS HORNETS,2007-11-04,240,33,86,8,24,19,26,12,41,22,10,8,15,22,0.47700000000000004,0.43,0.27899999999999997,0.302,23.5,73.2,49.5,66.7,10.2,11.1,13.3,100.0,94.7,89.6,0
2007-2008,DENVER NUGGETS,2007-11-04,240,33,90,4,18,18,24,15,39,18,7,7,15,23,0.43799999999999994,0.389,0.2,0.267,26.8,76.5,50.5,54.5,7.1,11.3,13.0,100.0,89.6,94.7,0
2007-2008,ATLANTA HAWKS,2007-11-04,240,33,72,4,10,21,26,12,29,15,8,7,19,16,0.545,0.486,0.139,0.361,33.3,69.0,52.6,45.5,9.1,10.4,18.5,100.0,103.2,104.4,0
2007-2008,DETROIT PISTONS,2007-11-04,240,37,81,4,14,14,21,13,24,26,10,10,14,20,0.51,0.48100000000000004,0.17300000000000001,0.259,31.0,66.7,47.4,70.3,11.3,16.1,13.4,100.0,104.4,103.2,0
2007-2008,SEATTLE SUPERSONICS,2007-11-04,240,39,83,5,13,18,22,10,37,25,6,4,22,24,0.545,0.5,0.157,0.265,21.7,75.5,49.5,64.1,5.8,5.6,19.2,100.0,98.3,111.9,0
2007-2008,LOS ANGELES CLIPPERS,2007-11-04,240,41,89,7,18,26,34,12,36,25,14,5,12,22,0.5529999999999999,0.5,0.20199999999999999,0.382,24.5,78.3,50.5,61.0,13.6,7.1,10.3,100.0,111.9,98.3,0
2007-2008,UTAH JAZZ,2007-11-04,240,40,82,3,14,26,36,9,23,25,9,3,16,29,0.557,0.506,0.171,0.439,20.9,79.3,44.4,62.5,8.8,4.8,14.1,100.0,106.2,115.9,0
2007-2008,LOS ANGELES LAKERS,2007-11-04,240,43,77,3,15,30,37,6,34,29,9,6,18,29,0.638,0.578,0.195,0.48100000000000004,20.7,79.1,55.6,67.4,8.8,8.8,16.2,100.0,115.9,106.2,0
2007-2008,CHARLOTTE BOBCATS,2007-11-04,240,32,69,8,18,18,22,9,31,19,8,1,18,24,0.5720000000000001,0.522,0.261,0.319,24.3,72.1,50.0,59.4,9.4,1.6,18.6,100.0,105.2,102.9,0
2007-2008,MIAMI HEAT,2007-11-04,240,33,75,2,12,20,26,12,28,19,6,4,12,18,0.509,0.45299999999999996,0.16,0.34700000000000003,27.9,75.7,50.0,57.6,7.0,7.8,12.2,100.0,102.9,105.2,0
2007-2008,MINNESOTA TIMBERWOLVES,2007-11-04,240,39,87,9,17,6,10,14,27,14,5,5,13,31,0.509,0.5,0.195,0.115,35.0,77.1,54.7,35.9,5.8,9.8,12.5,100.0,107.9,112.6,0
2007-2008,NEW YORK KNICKS,2007-11-04,240,31,65,5,14,30,39,8,26,18,5,0,14,16,0.59,0.515,0.215,0.6,22.9,65.0,45.3,58.1,5.8,0.0,14.6,100.0,112.6,107.9,0
2007-2008,CLEVELAND CAVALIERS,2007-11-04,240,39,88,5,16,9,12,12,39,19,4,6,20,21,0.493,0.47200000000000003,0.182,0.136,27.9,81.3,56.0,48.7,4.1,8.8,17.7,100.0,93.2,104.4,0
2007-2008,PHOENIX SUNS,2007-11-04,240,40,89,5,21,18,25,9,31,18,10,4,10,16,0.515,0.478,0.23600000000000002,0.281,18.8,72.1,44.0,45.0,10.1,5.6,9.1,100.0,104.4,93.2,0
2007-2008,BOSTON CELTICS,2007-11-04,265,34,77,12,26,18,21,8,34,21,7,3,17,28,0.568,0.519,0.33799999999999997,0.273,21.1,73.9,50.0,61.8,7.4,4.6,16.5,100.0,103.5,100.3,0
2007-2008,TORONTO RAPTORS,2007-11-04,265,33,90,10,25,19,24,12,30,17,7,6,13,23,0.47200000000000003,0.42200000000000004,0.278,0.267,26.1,78.9,50.0,51.5,7.4,11.8,11.4,100.0,100.3,103.5,0
2007-2008,HOUSTON ROCKETS,2007-11-05,240,37,88,5,21,19,21,11,27,20,6,7,10,23,0.504,0.449,0.239,0.239,23.9,77.1,46.9,54.1,6.5,11.9,9.3,100.0,106.8,116.6,0
2007-2008,DALLAS MAVERICKS,2007-11-05,240,36,77,8,18,27,28,8,35,23,5,6,12,20,0.599,0.519,0.23399999999999999,0.364,22.9,76.1,53.1,63.9,5.4,9.0,11.8,100.0,116.6,106.8,0
2007-2008,PHOENIX SUNS,2007-11-06,240,45,90,9,24,16,21,14,31,31,9,2,9,25,0.579,0.55,0.267,0.233,33.3,57.4,46.9,68.9,9.8,3.0,8.3,100.0,125.8,90.8,0
2007-2008,CHARLOTTE BOBCATS,2007-11-06,240,30,82,4,15,19,28,23,28,11,5,5,22,27,0.44,0.39,0.183,0.341,42.6,66.7,53.1,36.7,5.5,7.6,18.9,100.0,90.8,125.8,0
2007-2008,LOS ANGELES CLIPPERS,2007-11-06,240,36,79,9,20,16,24,12,30,23,7,6,15,24,0.542,0.513,0.253,0.304,29.3,66.7,48.8,63.9,7.8,8.0,14.3,100.0,107.5,100.8,0
2007-2008,CHICAGO BULLS,2007-11-06,240,30,84,2,9,29,34,15,29,16,9,10,12,20,0.46,0.369,0.107,0.405,33.3,70.7,51.2,53.3,10.0,16.9,10.8,100.0,100.8,107.5,0
2007-2008,CLEVELAND CAVALIERS,2007-11-06,240,41,87,9,24,17,25,9,38,30,7,4,12,23,0.551,0.523,0.276,0.287,20.9,80.9,52.2,73.2,7.0,6.0,10.9,100.0,107.8,103.8,0
2007-2008,GOLDEN STATE WARRIORS,2007-11-06,240,39,91,8,24,18,26,9,34,22,4,4,11,19,0.508,0.473,0.264,0.28600000000000003,19.1,79.1,47.8,56.4,4.0,6.3,9.7,100.0,103.8,107.8,0
2007-2008,SAN ANTONIO SPURS,2007-11-06,240,32,69,3,8,14,23,4,24,14,10,9,12,17,0.512,0.486,0.11599999999999999,0.33299999999999996,11.8,49.0,33.7,43.8,11.9,13.8,13.2,100.0,96.1,105.6,0
2007-2008,HOUSTON ROCKETS,2007-11-06,240,35,86,9,21,10,17,25,30,25,6,4,18,17,0.47600000000000003,0.45899999999999996,0.244,0.198,51.0,88.2,66.3,71.4,7.1,6.6,16.1,100.0,105.6,96.1,0
2007-2008,NEW ORLEANS HORNETS,2007-11-06,240,42,89,14,25,20,22,9,34,29,8,3,12,17,0.598,0.551,0.281,0.247,20.9,75.6,48.9,69.0,8.1,4.3,10.8,100.0,119.2,105.0,0
2007-2008,LOS ANGELES LAKERS,2007-11-06,240,44,93,8,24,8,9,11,34,27,5,8,15,17,0.536,0.516,0.258,0.09699999999999999,24.4,79.1,51.1,61.4,5.0,12.5,13.4,100.0,105.0,119.2,0
2007-2008,TORONTO RAPTORS,2007-11-06,240,32,77,8,17,13,18,6,26,21,8,2,15,22,0.5,0.46799999999999997,0.221,0.23399999999999999,14.0,76.5,41.6,65.6,8.6,3.2,15.0,100.0,91.4,120.4,0
2007-2008,MILWAUKEE BUCKS,2007-11-06,240,47,78,7,15,11,16,8,37,31,4,6,17,18,0.659,0.647,0.192,0.205,23.5,86.0,58.4,66.0,4.3,10.0,16.7,100.0,120.4,91.4,0
2007-2008,ORLANDO MAGIC,2007-11-06,240,35,73,10,24,31,44,10,30,21,7,2,9,21,0.601,0.5479999999999999,0.32899999999999996,0.603,25.0,71.4,48.8,60.0,7.7,2.9,8.9,100.0,122.0,113.2,0
2007-2008,MINNESOTA TIMBERWOLVES,2007-11-06,240,40,81,5,13,18,25,12,30,26,3,3,14,30,0.56,0.525,0.16,0.309,28.6,75.0,51.2,65.0,3.3,6.1,13.2,100.0,113.2,122.0,0
2007-2008,ATLANTA HAWKS,2007-11-06,240,26,68,7,18,23,32,8,27,15,12,7,19,24,0.5,0.434,0.265,0.47100000000000003,19.5,69.2,43.8,57.7,13.4,11.5,18.8,100.0,91.3,96.9,0
2007-2008,NEW JERSEY NETS,2007-11-06,240,34,78,4,17,15,20,12,33,28,8,5,17,23,0.501,0.462,0.218,0.256,30.8,80.5,56.3,82.4,8.9,10.0,16.4,100.0,96.9,91.3,0
2007-2008,DENVER NUGGETS,2007-11-06,240,43,86,6,16,20,32,12,28,20,7,7,12,27,0.56,0.535,0.18600000000000005,0.3720000000000001,27.3,62.2,44.9,46.5,6.9,9.1,10.7,100.0,111.2,118.1,0
2007-2008,NEW YORK KNICKS,2007-11-06,240,48,91,6,14,17,29,17,32,22,5,5,18,19,0.573,0.56,0.154,0.319,37.8,72.7,55.1,45.8,5.0,7.1,14.8,100.0,118.1,111.2,0
2007-2008,SEATTLE SUPERSONICS,2007-11-06,240,38,79,8,21,14,18,12,30,19,11,4,25,29,0.564,0.532,0.266,0.228,30.0,69.8,50.6,50.0,11.3,6.6,22.3,100.0,101.1,107.3,0
2007-2008,SACRAMENTO KINGS,2007-11-06,240,35,78,5,17,29,37,13,28,16,14,4,17,19,0.552,0.48100000000000004,0.218,0.474,30.2,70.0,49.4,45.7,14.4,6.9,15.3,100.0,107.3,101.1,0
2007-2008,PHOENIX SUNS,2007-11-07,240,35,86,11,27,15,17,10,30,21,5,3,14,18,0.513,0.47100000000000003,0.314,0.198,20.4,63.8,41.7,60.0,5.2,4.1,13.0,100.0,100.1,109.4,0
2007-2008,ATLANTA HAWKS,2007-11-07,240,41,90,4,16,19,23,17,39,22,11,8,16,21,0.524,0.478,0.17800000000000002,0.256,36.2,79.6,58.3,53.7,11.5,13.6,13.8,100.0,109.4,100.1,0
2007-2008,DENVER NUGGETS,2007-11-07,240,34,74,7,19,18,24,5,22,23,11,1,24,22,0.55,0.507,0.257,0.324,13.9,75.9,41.5,67.6,11.0,1.8,22.1,100.0,93.2,119.3,0
2007-2008,BOSTON CELTICS,2007-11-07,240,49,76,7,19,14,22,7,31,32,20,2,20,21,0.6940000000000001,0.691,0.25,0.289,24.1,86.1,58.5,65.3,20.1,3.6,18.9,100.0,119.3,93.2,0
2007-2008,LOS ANGELES CLIPPERS,2007-11-07,240,34,83,8,15,28,35,13,40,18,8,2,16,22,0.528,0.45799999999999996,0.18100000000000002,0.42200000000000004,29.5,81.6,57.0,52.9,8.2,3.1,14.0,100.0,106.6,91.2,0
2007-2008,INDIANA PACERS,2007-11-07,240,32,83,6,19,19,24,9,31,22,5,6,15,24,0.47600000000000003,0.42200000000000004,0.22899999999999998,0.289,18.4,70.5,43.0,68.8,5.1,8.8,13.8,100.0,91.2,106.6,0
2007-2008,CHARLOTTE BOBCATS,2007-11-07,240,23,75,0,13,17,23,18,28,16,5,3,26,21,0.37,0.307,0.17300000000000001,0.307,38.3,63.6,50.5,69.6,5.6,4.9,23.4,100.0,70.6,105.3,0
2007-2008,PHILADELPHIA 76ERS,2007-11-07,240,33,72,5,11,23,32,16,29,18,17,7,20,22,0.546,0.493,0.153,0.444,36.4,61.7,49.5,54.5,19.0,11.3,18.9,100.0,105.3,70.6,0
2007-2008,NEW ORLEANS HORNETS,2007-11-07,240,34,87,3,12,19,22,16,34,16,7,3,12,20,0.465,0.408,0.138,0.253,32.7,73.9,52.6,47.1,7.7,4.2,11.0,100.0,99.1,102.4,0
2007-2008,PORTLAND TRAIL BLAZERS,2007-11-07,240,35,86,5,15,18,24,12,33,23,7,1,11,22,0.48200000000000004,0.436,0.174,0.27899999999999997,26.1,67.3,47.4,65.7,7.7,1.3,10.2,100.0,102.4,99.1,0
2007-2008,MIAMI HEAT,2007-11-07,240,31,72,4,13,12,21,7,26,20,9,2,14,19,0.48,0.45799999999999996,0.18100000000000002,0.292,17.1,76.5,44.0,64.5,10.5,4.4,14.7,100.0,91.2,102.9,0
